,name,key,sentences,label
55,감스트,별명[편집],인   직  감스트의 본명인  김인직 에서 비롯됐다  워낙 흔하지 않은 스타일의 이름인지라 생기게 된 별명이자 그의 트레이트 마크  그가 방송을 하거나 다른 방송인들이 그의 이름을 언급하면 채팅창이  인   직 으로 도배된다 킹스트  인터넷 방송계에서 인기와 위상이 매우 높은 메이저 방송인으로서 붙여진 별명  감스트가 방송중에 크게 활약하면 이 별명으로 도배되기도 한다 보라 제우스  생방송 중에 갑자기 보이는 라디오판에 뛰어들기로 선언하며  보라의 제우스가 되보겠다 고 한 돌발 발언에서 비롯된 별명  감조새  노래하는 코트와 철구가 판도라의 상자를 합방 컨텐츠로 할 때   복귀하고 몸 사리는 감스트는 이제 마이너 BJ 시조새보다 재미가 없다  고 철구가 발언한 부분에서 비롯됐다  초기엔 순수한 조롱의 의미였지만 지금은 팬들과 본인도 재밌게 받아들이는 별명 중 하나이다 아기잉직  뭘 할때마다 하는 짓이 어린 애처럼 어설프고 웃겨서 생긴 별명  이 별명이 처음 생겼을때는 한창 살이 찌고 삭발을 즐겨하던 시기라 정말 생긴게 몸만 커진 아기처럼 보였다  보통  잉디기 기여워 와 같이 쓰인다 중계모기  축구와 게임 중계를 즐겨하는 것에서 비롯됐다  한창 월드컵 축구 중계를 할 때 퍼진 케이스   시청자를 중계빨로 채운다 는 부정적인 의미로 쓰였으나 지금은 그냥 재미있는 대표 별명으로 자리잡았다  바리에이션으로  중계의 신 이 있다 월클   월드 클라스 의 줄임말  월드컵 중계와 예능으로 지상파 방송인 MBC에 성공적으로 진출하고 K리그 홍보대사도 역임할 정도로 대외적인 활동을 크게 하면서 반농담조로 불리게 되었다  나락즈 사건 이후 잠시 사장되었으나 자숙 이후 유튜브가 초대박이 나면서 다시 쓰이는 별명이다 MBC의 아들  지상파 진출 이후 축구 중계든 예능이든 MBC 위주의 방송 활동을 보이며 붙여진 별명 한문철  자숙 이후 살이 확 빠진채로 복귀했을 때 모습이 한문철 변호사와 닮아서 생긴 별명 떡관종  생방송 중에 특이한 말투로  떡관종이야  를 갑자기 연발하여 붙여졌다 초코틴틴  자숙 이후 탈모가 심하게 진행되어 머리카락이 듬성듬성한 모습이 초코틴틴 과자같다고 생긴 별명  모발 이식 이후 한동안 뒷통수의 수술 자국때문에 야구공이라고 불리기도 했다 감준하  감스트가 방송이나 게임 중에 답답하고 쓸데없이 고집부리는 모습을 보이면 무한도전에서 김치전 고집을 부려서 한창 안티가 들끓던 시기의 정준하에 빗대어 조롱할 때 쓰인다 감하이   감스트 이하이  방송이 망하고  만명의 수많은 시청자 앞에서   분 넘게 멘붕이 온채로 한숨을 쉬며 생기게 된 별명  피파 대통령           년 한창 피파 온라인 BJ로서 메이저로 등극하며 동종 업계 최상위 로 잘 나갈 때 붙었던 별명  넥슨의 아들  한창 피파 온라인 BJ로 활동할 때   억이 넘는 거액의 돈으로 현질을 해서 붙여진 별명  피완용   피파 온라인 이완용  피파 온라인이 한 물이 가면서 점차 방송에서 피파를 하지 않거나 꺼려하는 모습을 보이자 붙여진 별명이다  피파를 배신했다고 놀릴 때 사용한다 미녀판독기  미녀만 보면 긴장하여 얼어붙고 어버버대서 생긴 별명이다  연쇄고백마  주보리에게 생방송 중에 갑자기 사귀자고 고백하고 차이면서 생기게 되었다  예전에 연애 썰을 풀때도 터무니 없게 고백을 남발한 전적이 밝혀져 더 유명해지게 된 별명  고백 당시에 무려  만 명이 시청하고 있어서   만 고백러 로 불리기도 한다  대인직기피증  합방이 활발하지 않던 과거에 갑작스레 다른 BJ를 만나거나 하면 어쩔 줄 모르고 낯가리는 모습때문에 생긴 별명  요즘은 이런 모습이 많이 사라져서 잘 쓰이지 않는 별명이다 여심폭격기  한창 지상파 활동을 할때 인터넷 뉴스에서  여심폭격기 라는 뜬금없는 용어를 붙여줘서 생기게 되었다 우탑감  그의 형편없는 롤 실력 때문에 생긴 별명  무드컵 당시에  우리 탑은  감스트다 라는 자조적인 농담이 그 시작이다 ,2
58,감스트,말실수[편집],감스트는 기본적인 어휘력이 낮고 발음도 부정확하고 쉽게 흥분하는 성격 때문에 말실수가 많은 편이다  단어 뜻을 몰라 자주 버벅이고  가끔 그냥 입에서 나오는대로 단어를 만들어서 말하는 등 실수가 잦고  사석에서든 방송에서든 말이 헛나오는 경우가 매우 많다  본 문서가 임시조치되기 전에는 이런 말실수들을 매우 방대한 양으로 정리해둔 문서가 별도로 있었을 정도다  감스트 본인도 말실수에 대해서 잘 알고 있고  나무위키 문서를 찾아 읽는 컨텐츠를 진행하기도 했다  그런데 점점 나무위키 각을 노린다는 말이 나올 정도로 일부러 발음을 틀리거나 이상하게 하는 경우가 잦아졌고  재미도 떨어진다는 반응이 일자 나무위키를 읽는 컨텐츠는 그만 둔 상태다  최근에는 재미를 위해 가끔씩 다르게 말하는 것을 볼 수 있다 트와이스  포토카드 를 트와이스  포스트카드 라고 하였다     군인 시절 연세대 선임 썰을 풀면서  너 정말 질색이다 를  너 정말 즐섹이다  라고 했다         년  월   일 방송  미리보는 러시아 월드컵  도중 멕시코의  오리베 페랄타 를 언급하려다 실수로  오팔  오랄타 라고 말했다        그리고 러시아의 도시 중 아무 곳이나 골라서 말한다는 것이  생뚱맞은  테헤란과 사이타마 를 말해버렸다   이건 그냥 계산을 못 한게 아닐까FC 지롱댕 드 보르도를 파리 생제르망이라고 말했다 아웃백을 아마게돈이라고 말했다 엽기떡볶이를 엽기떡기라고 말했다     장범준을 오용준 송범준이라고 말했다 푸아그라를 라그하임이라고 말했다 이태원 클라쓰를 이태원 프리덤이라고 말했다     년  월   일   국내 대학교를 알아보자   컨텐츠 도중 GIST 를 기스트라고 말했다      년   월  일  감크루 합방 도중  발레파킹을 발렛마킹이라고 말했다 PTSD를 PSDT라고 말했다 모모노기 카나를 유미 카사나라고 말하였다     년   월   일 새벽 노래 월드컵 도중 걸스데이 노래 여자 대통령을 여자 국회의원이라고 말했다 개념을 관념이라고 말했다 유튜브 프리미엄을 유튜브 프리덤이라고 말했다 민트초코맛 치킨은 잘먹고 오이맛 치킨은 싫어하는 노공만에게  제정신이냐  라고 할것을  제정상이냐  라고 했다       ,4
68,잠뜰,역사[편집],    년  월   일에 방송을 시작했다 닉네임  잠뜰 의 유래는 잠을 많이 잔다해서 잠과 본명인 박슬기를 귀엽게 발음한  박뜰기 의 뜰을 합친 것이다  그래서 마인크래프트 닉네임은 이것을 번역한 Sleepground이고 마인크래프트를 제외한 다른 게임에서는 Sleep   본명의 성 Park를 합쳐 Sleepark라는 닉네임을 사용한다  개인 방송 외에도 초기에는 도티와 친구들 에  중기에는 도도한 친구들 에 속했으며  방송 초창기부터 도티의 방송에도 꾸준히 참여하며 인지도를 높여 갔다  이 때문에 잠뜰의 콘텐츠에도 도도한 친구들이 거의 대부분 등장했다     년 초까지는 점프맵과 같이 컨트롤이 필요한 컨텐츠에서 거의 오디오 역할을 했지만          년을 기점으로 실력이 상승하더니 픽셀리 결성 이후로는 컨트롤  추리  판단력 등의 컨텐츠 필요요소 모든 것이 상위권이다  과거   만원짜리 컴퓨터에서 벗어났다 는 말을 한 적이 있는 것으로 보아  예전에는 싸구려 컴퓨터 탓에 실력을 제대로 발휘하지 못한 것으로 보인다  ,1
87,잠뜰,방송 관련[편집],팬들은 잠뜰 TV의 요정이나 덕개처럼 픽셀리가 아닌 잠뜰 TV의 일원을 뜰팁이라고 한다  주로 팬아트  팬영상을 만들 때 쓴다     년 막장 도시함정 탈출맵에서  나는 간닷 잠뜨으리  라는 말로 여러 음성 리믹스가 생겨났다  이후 잠뜨으리가 시작된 영상은 레전드로 남았다  시간이 많이 흐른 지금은 잊혀진 상태다  지금 들어서는 이것에 대해 본인이 영상에서 꺼내고 싶지 않은 흑역사라며 창피해하는 모습을 보였다  까지 총   명이 모여 잠뜰의 생일을 축하해주었다    명 넘는 인원이 모인 것은 시청자 참여 방송을 제외하면 상당히 오랜만이다 ,2
89,팬 케이,개요[편집],팬케이크 반죽으로 아트 컨텐츠를 올리는 남성 유튜버  주로 샌드박스의 맴버들의 오너 캐릭터  애니메이션 게임 캐릭터를 가지고 팬케이크 아트를 한다 초창기 때는 어정쩡한 퀄리티의 아마추어 수준이었으나  긴 공백기를 거치고 나서 상당한 금손이 되었다 ,1
90,팬 케이,그 외[편집], 팬케이Pan K 라는 팬케이크 아트 채널 말고도 또 다른 유튜브 채널도 운영하고 있다   LsCraft 라는 게임 채널인데  주로 마인크래프트  포켓몬스터  배틀그라운드를 하는 컨텐츠를 올리고 있다  네이버 블로그도 하고 있는데  그도모 라는 닉네임으로 게임을 직접 해보고 리뷰하고  IT 제품을 직접 사용해 보고 리뷰하는 글을 올리고 있다  하루 블로그 방문자수만 해도       명을 훌쩍 뛰어넘는다 팬케이크 아트 재료는 단순하게 오뚜기의 핫케이크 믹스랑 식용색소를 섞어서 사용한다 예전에는 가끔씩 과일이나 마트용 아이스크림을 가지고 철판 아이스크림 만들기   D펜 아트  그외에도 여러가지 만들기 영상을 올렸었다 초창기 때는 말로 컨텐츠를 진행하고 한국어 자막도 사용하였지만 공백기를 거치고 외국인을 겨냥한 컨텐츠로 개편을 한 후에는 말로 진행하지 않고 자막도 영어로 사용하고 있다 ,3
92,김블루,방송[편집],초기에는 마인크래프트 BJ였지만 점차 시간이 지남에 따라 다양한 게임을 하게 되었다  GTA나 게리모드 상황극도 진행했고  다양한 스팀 게임과 인디 게임도 진행하였다      년  월 이후로는 배틀그라운드를 주력 컨텐츠로 하고 있다  배틀그라운드가 주력 컨텐츠로 바뀐 뒤 유튜브 채널의 성장 속도가 어마무시하게 빨라졌는데   달 동안 구독자가   만에서    만 본인의 팬들을  블루몬 이라고 부른다  이는 그의 팬 사랑을 보여주는 애칭이기도 한데  영상을  블루몬들 안녕  으로 시작하기도 하며   사랑해요 블루몬들  찡긋  이라는 인사를 건네기도 한다      년  월 본인의 인생사를 다룬 영상 말미에서 블루몬을  쁠몬 이라 부르기 시작한 이후부터는 쁠몬이라는 줄임말이 훨씬 많이 쓰이고 있다      년  월 OGN에 출연했을 때에도 진행자들이 경기를 중계하며 쁠몬이란 호칭을 직접 언급하는 등  사실상 이 쪽으로 호칭이 굳어졌다 마인크래프트  GTA   등을 거쳐 현재는 배틀그라운드 유튜버로써 자리 잡았기에  상당수의 쁠몬들이 초등학생   고등학생 사이의 미성년자다  그런데도 무개념한 팬덤 때문에 벌어지는 사건 사고가 거의 없는데  이는 그가 실시간으로 팬들과 소통하는 라이브 스트리밍을 운영하며 무개념 시청자들을 발 빠르게 제재할 수 있어 보다 발 빠른 팬덤 관리가 가능하다  덕분에    만의 많은 구독자 수를 보유하고 있음에도 불구하고  비슷한 규모의 유튜브 채널들에 비해 꽤나 클린하다  간혹 보이는 무개념 시청자들도 김블루 본인의 철저한 관리와 재치 있는 대응으로 처리하기에 별다른 문제는 없다     년 대배틀에  열정페이 라는 주제로 출연하였으며  서든어택 콘텐츠를 진행했다  김블루의 첫 TV 출연이며 본인의 말로는  너무 재미있었고 떨리지 않았다  라고 하였다  또한 이 방송에서 처음으로 얼굴 공개를 하게 되었다 ,2
97,김블루,여담[편집],자칭 될 놈이다  그의 좌우명이기도 하다  방송 매우 초창기부터 팬들에게도 주입시키고  어차피 될 놈이니까 나랑 같이 성장하자  라고 이야기를 자주 하였다  어릴 때부터 무속인 직업을 하고 계신 가족 분에게 사주가 매우 좋다는 말을 들었다고 하였다  이름도 매우 유명한 작명소에 가서 받은 거라고  배틀그라운드 테스트서버와 마인크래프트 닉네임 뒤에   이 들어간다 살이 많이 쪄 팬들에게 김불룩이라는 별명을 얻었지만  꾸준한 PT와 식단 관리를 통해서 삼 주 동안 무려   키로를 감량했다고 한다 가수 에일리와 친하다  PCS  국대 버스레이스에서 처음 만나게 되었고 그후 친해져 인스타 맞팔도 하고 단톡방도 따로 있는것으로 보인다  트위치 저작권 강화로 인하여 노래를 틀지 못하는데 에일리가 자신의 노래는 틀어도 된다고 허락해주기도 했다  실제로 만나서 촬영을 했는데 이때 말도 놓았고 에일리가 김블루에게 배그를 배우는  스승과 제자 사이가 된 것 같다  방송에서 자주 채팅을 치기도 한다 라라랜드 OST 중 Mia   Sebastian s Theme을 피아노로 칠 수 있다고 한다  월  일에 예전에 유튜브 커뮤니티와 인스타그램으로 Q A 질문을 받은 것으로 영상을 올렸다  영상에서 질문 중 여자친구와 관련된 질문이 많았다고 말했다  영상 중간에 본인이 생각하는 가장 큰 흑역사가 무엇이냐는 질문에 첫사랑에게 하루만 더 사귀자고 말했던게 흑역사라고 했다 김블루는 학창시절에 매우 많은상들을 탔다다독상   학력우수   ICT활용 창의성 경진대회 도서관활용우수   독기상,5
100,김블루,방송 내 규칙[편집],욕설    같이 방송 안하는 유튜버  스트리머 언급 금지    훈수  도배    친목  닉언    게임강요    일기   밴김블루의 트위치에서 직접 명시된 규칙을 기준으로 작성한다 ,4
102,김블루,배틀그라운드는 갓블루지![편집],트위치로 생방송으로 자주 진행하며 유튜브에는 편집되어 올라온다  대부분은 혼자서 플레이하는 게 아닌 친한 스트리머  유튜버나 그 외의 지인들과 함께 즐긴다 플레이 스타일은 킬을 많이 따는 플레이  그 덕분에 피해자가 속출하고 있다  그래서인지 실력에 비해 매번 치킨을 먹진 않지만 킬을 하다 보니 자연스럽게 치킨으로 이어지는 경우도 많다  실력이 매우 뛰어나 아시아 서버 최상위 를 한 전적이 있고  카카오 서버에서 듀오 랭커까지 들었던 실력자이다  한 번은 배틀그라운드 프로게이머인 홍길동에게 도전만 안 한 프로라는 말을 듣기도 했을 정도로 프로게이머를 도전해도 손색 없는 실력자이다  심지어 플라이 핵과도 이긴 전적이 있다 초보 시절이었을 당시 빅헤드를 통해 배틀그라운드를 배웠다고 한다  김블루가 배틀그라운드로 크게 성장한 후  오랜만에 빅헤드를 다시 초대하여 스승과의 듀오를 보여주기도 하였다 배그 이전에도 서든어택을 오랜 시간 플레이해서인지 기본적인 에임이 뛰어난다  적을 정확히 조준할 뿐만 아니라 반동을 잡는 능력 또한 우수해서 김블루를 보고 있으면 배그의 총기 시스템이 무반동인 것으로 보일 지경  김블루만 보고 게임을 시작했다가 실제 인게임의 총 반동에 놀라며 김블루만 볼 때는 이런 반동이 있는지 몰랐다고 하는 사람들이 있을 정도다  또 소리만으로 연막 속에 있는 적의 정확한 위치를 알아내 쏠 정도로 사운드 플레이에도 탁월하고  시야가 넓어 유튜브 편집자도 잡지 못하는  적을 금방 찾아내기도 하며  모든 UI를 완전히 끈 상태에서 최상위 을 할 정도로 게임을 읽고 운영하는 능력까지 뛰어나다 워 모드에서   킬이라는 신기록을 세우면서 자신이 전에 세운   킬 기록을 갈아치웠다 우수한 실력 탓에 여러 커뮤니티에서 핵으로 의심 받기도 했으나  당연히 핵을 사용하지 않았고 이를 반박하기 위해 핵 해명 방송을 진행하여 아예 하나의 컨텐츠로 만들어버렸다  실제로 유튜브에  핵 해명 을 조회순으로 검색하면 김블루가 지금까지 올린 핵 해명 컨텐츠들이 목록 상위권을 휩쓸고 있다  아예 핵 논란을 컨텐츠로 만들어버린 상태  가끔 핵 해명 영상에서 핵을 사용했다고 주장하는 일부 시청자들 때문에 핵 해명 영상에 핵 해명 방송을 키기도 한다  너무 많은 핵 신고를 받아서 밴이 될 위험이 있었기 때문에 아예 운영자가 김블루의 계정을 화이트리스트에 넣어버리는 조치까지 해 줬다  나중에는 아예 농담이긴 하지만 좋은 플레이 이후에 스스로  어 김블루 핵 쓴다 나  핵 해명 하겠습니다 같은 말을 한다  오죽하면 팬들은 핵 해명을 하는게 유튜브각 뽑으려고 한다고 할 정도이다 ,1
103,김블루,기타 게임[편집],대부분 영상 한 편으로 업로드되고 완결 나는 형식의 단편 컨텐츠로  어몽어스  카트라이더  마인크래프트  서든어택  폴가이즈  GTA  슈퍼버니맨 등의 게임들을 플레이 한다 ,2
104,김블루,김코난의 인생 썰[편집],    년  월에 첫 영상이 올라온 이후 시작된 컨텐츠  현재는 팬들 사이에서 블코난썰이라고도 불린다  ,2
105,김블루,김브이로그[편집],김브이로그라는 이름의 컨텐츠로 진행이 되며  김블루가 PC방을 가거나  눈쟁PC방을 가는 영상을 찍는 등의 브이로그 위주 컨텐츠를 올린다  눈쟁이 우는 소리가 들린다,2
122,대도서관(방송인),채팅방[편집],친목질이 심해지면 어떻게 되는지를 매우 잘 알고 있기 때문에 매우 경계한다   ,4
130,대도서관(방송인),다음 TV팟(2010~2011)[편집],당시에 방송은 월요일  수요일  금요일에 문명  를 플레이하고  토요일에는 다른 게임을 하는 방식이었다 문명  는 보통 불멸자급이나 신급의 난이도로 진행했었다  대도서관 본인도 인정하는 간디 열풍 팬카페가 있었지만 운영자 활동이 뜸해지다 아프리카로 옮기면서 자연스럽게 유명무실해졌다 ,2
132,대도서관(방송인),유튜브 시즌1(2016.10.14~2018.12.29)[편집],    년  월   일      년   월   일 공지에서 생방송 플랫폼을 유투브에서 트위치로 옮긴다고 발표했고   월   일 저녁  시부터 트위치 방송을 한다고 했으나 생방송 송출만 트위치로 옮기는 것이고 동영상 업로드는 꾸준히 하겠다고 했다     년  월  일 인터뷰에서 유튜브 광고 수익으로만 한달에          만원을 번다고 밝혔다     년  월      일에 대도서관의 지각 해명과 발언으로 인해 구독자    만을 찍었던 유튜브 구독자 수가     년  월   일 기준    만 명으로 급감하는 사태가 벌어지고 있고 하루에 꾸준하게  천명 이상 구독을 해지하는 상태에 와 있다     년  월   일  MBC    분 토론    회  게임 중독 질병인가 편견인가  출연 이후 구독자 증가가 상승세를 타다가 안정권에 들어섰다 ,2
