,sentences
106,9 주차를 마지막으로 종료되었다.
107,연식당: 본격 연두의 쿡 방 연금술 컨텐츠. 오프닝은 강철의 연금 술사 1 기 오프닝 곡의 중국어 버전. 오프닝만 봐도 알 수 있겠지만 요리로 시작해 연성으로 끝나는 영상이다.
108,주 피해자는 세 컨 두. 영상이 올라온 후에는 유 튜브 커뮤니티 탭에 성공 or 실패 투표가 올라오기도 하는데 결과는 모두가 예상하는 그대로 이다.
109,"다만 예외적으로 2020년 7월 27일에 만든 가지 튀김은 제법 성공적으로 만들어 져서 트수들을 놀라게 했고, 본인 역시 잘 만들어 졌다며 연신 감탄했다."
110,"당해 8월 말에는 스튜에 치킨 스톡과 짱 돌을 듬뿍 넣어서 먹을 만한 짱 돌 스튜 ???를 만들기도 했으나, 언제나 그랬듯이 배탈이 났다 구독자 추이 [ 펼치기 · 접기 ]2017 년 10월 31일 구독자 수 1만 명을 달성했다.2018"
111,년 1월 3일 구독자 수 2만 명을 달성했다.2018
112,년 5월 26일 구독자 3만 명을 달성했다.2018
113,년 8월 24일 구독자 수 4만 명을 달성했다.2018
114,년 10월 7일 구독자 수 5만 명을 달성했다.2018
115,년 10월 24일 구독자 수 6만 명을 달성했다.2018
116,년 11월 25일 구독자 수 7만 명을 달성했다.2018
117,년 12월 24일 구독자 수 8만 명을 달성했다.2019
118,년 1월 21일 구독자 수 9만 명을 달성했다.2019
119,년 2월 27일 구독자 수 10만 명을 달성했다.2019
120,년 5월 6일 구독자 수 11만 명을 달성했다.2019
121,년 8월 9일 구독자 수 12만 명을 달성했다.2019
122,년 11월 30일 구독자 수 13만 명을 달성했다.
123,연두: 닉네임 자체가 다양한 바리에이션을 만들었다.
124,연두 난이도: 배 틀 그라운드를 못해서 듀오나 스쿼드에 연두가 끼면 1등 하기가 어려워서 생겨난 밈으로 어떤 게임이든 연두 가 못하면 난이도와 관계없이 역시 연두 난이도라는 표현을 사용한다.
125,연두 당했다: 배 틀 그라운드에서 유독 팀 킬 을 많이 하면서 생겨난 밈으로 연두에게 안 좋은 일을 당한 상대한테 사용된다.
126,연두 우승: 연두가 잘하면 어디서든 사용된다.
127,배 그에서 1 킬 을 하든 다른 게임을 클리어하든 연두가 여기까지 한 것만으로도 잘했다는 하나의 표현이다.
128,연과 두: 두 가지 인격이 있다는 의미의 밈이다.
129,"보통 연은 착하고 예쁘지만 게임을 못하고, 두는 욕도 잘하고 게임도 잘하는 인격을 의미한다."
130,"2017년 11월 과거 배그 클립을 보던 와중에 처음으로 이런 밈이 나왔고, 그 후 생일날 만들어 진 팬 게임인 연과 같이의 주 내용으로 다뤄 지면서 유명 해졌다.15"
131,"연두: 15년도 캠 안 키고 방송하던 시절 연두로, 지금과는 좀 다른 목소리를 내는 연두이다."
132,그 시절에 했던 얀 데 렐 라 더빙 영상을 도네로 본 이후 만들어 졌다.
133,지금도 저 목소리를 낼 수 있는데 영 상도네의 영향으로 인해 대부분 야 타로 군부터 떠올린다.
134,"연두 (YD) 마크: 스팀에 연두가 산 게임이라고 나오면 똥 겜이기 때문에 거르면 된다는 의미에서 나온 밈. 서 새봄의 S, 김도 또는 김 나성의 K와 한데 묶어서 SKY 라인으로 불리기도 한다."
135,4명 중 2명 이상의 마크가 찍혀 있으면 틀림없이 똥 겜이다.
136,연 바 두보: 연두 바보를 애 너 그램 시킨 것이다.
137,평소에 바보 같은 행동을 많이 해서 불리고 있다.
138,채팅으로 직접 치기도 하지만 아이콘 두 개를 조합해서 대신하기도 한다.
139,연두 하다: 어이없는 발컨으로 자멸하면 나오는 밈. 어느 액상 조미료와 연계하여 ' 연두 해요 '라고 할 때도 있다.
140,"연두로 이드: 2018년 연말 트위치 파티 때 찍은 사진들이 전부 똑같은 표정과 구도로 나와서 붙은 별명. 연 둠: 시청자들의 추천으로 2018년 크리스마스에 둠 2를 플레이했는데, 둠 가이와 혼연 일체를 한 것 같은 실감 나는 실시간 표정변화와 거친 플레이로 붙은 별명.# 처음에는 내가 왜 크리스마스에 악마들이나 썰고 있냐며 자괴감을 느꼈지만 플레이하면서 점점 둠 가이가 되어가는 모습이 백미. 정작 본인은 자기가 어떻게 그런 표정을 지을 수 있었는지 잘 모르겠다는 후문. 바리에이션으로는 연 둠 가이, 연 둠 슬 레이어, 연 둠은 말 안 드뤄가 있다."
141,"둠 2를 플레이한 날짜가 하필 크리스마스 시즌이었기에 산타 복을 입고 했는데, 이 때문에 트수들은 저 옷은 원래 빨갛지 않았는데 악마들과 대화하면서 빨개졌다고"
142,입을 모았다.
143,"이 후에도 둠 시리즈에 재미를 느껴 둠 (2016), 둠 이터널까지 플레이했는데 평소의 겜못스 이미지에 맞지 않는 매우 뛰어난 에임과 피지 컬 을 보여주면서 사람들을 놀라게 했다."
144,특히 둠 이터널은 전작에 비해서 난이도가 매우 올랐는데 이전에 볼 수 없는 반사 신경과 센스로 막 힘없이 풀어 나간다.
145,[43] 헤비 캐논 저격 모드로 약점을 정확하게 파괴하는 가 하면 상황에 맞게 무기도 쓱싹 스위칭하면서 악마들을 도륙하며 즐거워하는 연 둠 의 모습이 백미. 최약 체인 연 코리 타가 둠을 할 때는 매우 강한 연 둠 슬 레이어로 변한다.
146,우연의 일 치지만 둠 1편이 나온 해는 연두가 태어난 해와 동일하다.
147,이후 둠 이터널의 DLC ' 고대의 신 '까지 플레이하면서 진성 둠크리트로 거듭 나고 있다.
148,연 까마귀: 공포게임을 하다가 놀라거나 긴박한 상황을 플레이를 할 때 반사적으로 비명을 지르는 소리가 까마귀 같아서 붙은 별명.( 까마귀 모음집) 련두: 시뮬레이션 게임 등에서 독재자스러운 모습을 보여줘 연을 북한 식 발음인 ' 련 '으로 불러 련두 혹은 련두 동무라고 별명이 붙었다.
149,여기서 파생한 소비에' 두' 라는 별명도 존재. 연 두리안: 연두가 두리안을 먹으면서 생겨났다.
150,연 슬라 임: 체지방 검사 후 몸무게에 비해 체지방이 너무 많고 근육이 빈약해서 몸이 무슨 슬라 임이냐
151,는 이야기가 나오고 난 뒤 생겨났다.
152,연 균: 전쟁 요소가 들어간 시뮬레이션 게임에서 무능한 모습을 보여주는 것이 원 균 같다고
153,붙은 별명. 연 커: 연두+ 조커의 합성어. 조커를 보고 왔다는 본인 피셜에다가 스타 크래프트: 리 마스터를 2주간 달려오면서 브루드워 저그 최종 미션을 거의 다 깼을 때 광기 어린 모습을 보이며 입가에 직접 조커처럼 붉게 칠을 해서 붙은 별명. 연 싼 군: They Are Billions 게임 내에서 폭군의 모습을 보여주는 이미지와 3일 연속으로 배가 아프다며 방종한 이미지가 섞여서 만들어 진 별명이다.
154,[44] 이후에도 가끔 똥 방종 배가 아파서 방종을 한다.
155,"연 교익: 요리에 대해 잘 알지 못하면서 전문가이거나 아는 척 굴 때 모습이 흡사 하다는 이유로 붙은 별명. 연소리: 연두+ 헛소리. 말 그대로 이상한 소리를 하거나 무리수를 던지면 나오는 밈. 개 쩌는 생각: 특유의 표정과 함께 "" 나 개 쩌는 생각났어!"
156,""" 하면서 갑자기 든 상상/ 망상이나 특이한 아이디어를 말한다."
157,"주로 애니 나 게임에서 자주 쓰이는 클리셰를 현실에 적용하는 상상을 하거나, 이상한 신선한 조합의 음식을 만드는 아이디어를 낸다 든지 하는 식. 대부분은 특유의 4 차원적인 생각이라 토템들의 웃음을 유발하지만, 가끔 씩 실제로 존재하는 아이디어를 말하기도 하고, 그럴 듯한 아이디어가 나오기도 한다."
158,욘 두: 가 디 언 즈 오브 갤 럭 시 시리즈에 나오는 욘두 우 돈 타와 연두라는 닉네임 발음이 비슷하다는 이유로 간혹 연두 대신 욘두라고 불린다.
159,시러~ 말 안 드뤄!: 시청자들 말을 안 듣고 자기 마음대로 하고 싶을 때 이 말을 한다.
160,트위치로 넘어오면서 닉네임을 바꾸고 말 안 듣는 컨셉이 본격적으로 자리 잡으면서 자주 사용한다.
161,쪼아!: 좋아의 연두 식 발음이다.
162,트최 촌: 충청도 산골 촌에 산다는 밈이 유행하면서 트위치 최고 촌구석( 촌동네) 출신을 줄여 부르기 시작했다.
163,본인 피셜에 따르면 어릴 적 아버지가 아팠을 때 초가집이 던 할머니네에서 지내기도 했다고
164,한다.
165,쑥쑥 단: 쑥 관련 드립이 유행하자 기존에 있던 토템 단을 몰아내고 주류가 된 시청자 집단이다.
166,쑥 날 여왕: 히어 로즈 오브 더 스톰 주캐가 케 리 건 이어서 쑥 날 여왕이라는 별명이 생겼다.
167,게이 밍쑥트: 소희의 오락실 벌칙으로 밭일할 때 입는 몸빼 바지와 캡 모자를 쓰고 벌칙 캠 방을 했는데 이를 보고 시청자들이 게이밍슈트에 쑥을 합쳐 게이 밍 쑥 트라 부르기 시작했다.
168,호미: 쑥 캐는 도구에서 연두 말 최종 병기가 된 아이템. 연두가 아예 호미를 들고 방송을 진행하기도 했다.
169,호미 단: 쑥쑥 단에서 파생된 시청자 집단. 읍- 내: 연두가 시내를 갔다 왔다고
170,말하면 읍내로 채팅 창이 도배된다.
171,해시 브라운: 서울로 상경하면 무엇을 하고 싶으냐
172,"는 질문에 "" 아침에 일어나자마자 맥도날드로 가서 도도하게 브런치로 해시 브라운을 먹을 거다"
173,"""라고 답한 이후 유행하게 된 밈. 해시 브라운이나 맥 모닝을 언급하며 연두를 놀리면 쉽게 부들부들 하는 리액션을 확인할 수 있다."
174,2018년 하반기 에어 프라이 기를 구매한 뒤 가끔 집에서 해먹고는 한다.
175,충청 댁: 최근 방송에는 어투가 달라졌지만 맹한 말투를 할 때 부산 댁과 흡사 해서 붙힌 별명이다.
176,""" 나라야 ""라고 성대 모사를 하는데 제법 닮았다."
177,트수 지: 캠 방송 이후 수지를 닮았다는 평가와 함께 뜬 유행어. 트위치 수지라는 뜻. 영 상도네에서 수지가 나오면 채팅 창은 연하와 서울 연두로 도배된다.
178,그런 반응에 부끄러워하는 연두가 재미있기 때문에 시청자들은 더욱더 한다.
179,워낙 유명 해져서 현재는 수지와 얼마나 닮았는지는 상관없이 타 스트 리머들도 트수 지하면 연두를 떠올린다.
180,연두를 고르시오
181,17년도 당시 컵 헤드를 할 당시에 극악의 난이도 때문에 화가 나서 잠시 캠을 껐는데 악질 트수가 뒤지기 싫으면 캠을 키라는 말을 해서 구 글에 수지 gif를 검색해서 캠 자리에 놓으라는 발언을 한 적이 있다.
182,저수지: 저화질 수지라는 뜻. 시청자들이 화질 설정을 160p 로 낮추면 수지가 보인다는 드립을 치면서 나온 유행어이다.160p
183,수지라고 도 한다.
184,수~ 휴지 인줄: ' 휴~ 수지 인줄' 을 애 너 그램 시킨 것. 수지 관련 영 상도네가 나올 때 ' 와! 수지인 줄 알았는데 연두님이였잖아?
185,휴~ 수지 인줄 ' 이라며 놀리던 것에서 유래한 것. 요즘은 아예 줄여서 휴지 라 부르기도 한다.
186,야 겜페이 커 [45]: 갈스패닉이나 허니 팝 같은 게임을 방송한 적이 있어서 붙은 별명이다.
187,이 후에는 야겜이 아닌 연두의 행복 벨 영상이 올라와 연두의 텐션이 급격히 올라와도 채팅 창은 야겜페이커로 도배된다.
188,공교롭게도 rudbekia로 시작하는 아이디로 야 겜 한글 패 치를 배포하는 블 로그를 운영하는 사람이 있어서 한 시청자가 트게더에 글을 올린 적도 있었다.
189,"물론, 그 사람은 연두가 아니다."
190,그리고 나중엔 진짜로 페이커가 야 겜페 이 커를 시청했다!
191,일류는 일류를 알아보는 법. [46] 알 몸 에이프런: 이상형으로 알몸에 에이프런( 앞치마 )를 입은 남자를 꼽으며 유행한 밈. 이 외에도 남성 프로 레슬러나 [47] 근육 남들의 영 상도네가 나오면 자연스럽게 입꼬리가 올라간다.
192,이런 부류의 영상은 행복 벨 영상으로 칭한다.
193,방종과 욕망 사이( 눈 갱주의) 여담으로 원래 근육을 좋아하지 않았으나 죠죠를 접하면서 근육 형 몸매에 눈을 뜨게 되었다고
194,한다.
195,남자뿐만 아니라 여 캐들도 몸매가 좋고 노출도 도 높으면 트수들과 함께 좋아하는 모습을 보인다.
196,2018년 새해 소망으로 알몸 에이프런 남자를 만나게 해 달라고 빈 적이 있다.
197,그리고 2019년도에 소원 성취를 했다고
198,한다 연 토 미: 야 겜페이 커 밈과 같이 엮어서 나온다.
199,주로 수위가 있는 것 같은 드립들이 나올 때 연 토 미 꺼 라~ 식으로 언급된다.
200,이모 티 콘 또한 존재한다.
201,"판매량 측정기: 배 틀 그라운드의 성적이 워낙 낮아 "" 연두의 등수를 알면 배 틀 그라운드가 몇 장이 팔렸는지 알 수 있다"" 는 의미에서 나온 밈. 연두가 찍은 지금까지의 최저 등수는 아시아 솔로 4,081,381등이다."
202,400만 등의 하이라이트 불타는 효녀: 필요한 게 있을 때 엄마를 불러 내 시키는 것을 보고 시청자들이 효녀라고 칭찬해 준 것에서 유래되었다.
203,> 불탄다 불타 토목 따: 토끼 목 따 버려! 의 줄임말. 더 롱 다크 플레이 중 나왔다.
204,"파생으로는 둠 시리즈에서 악마의 목을 마구 딴다며 악목 따가 있는데, 재미있게도 둠 가이가 애완토끼를 기르고 있었고, 그 토끼가 악마들이 보복으로 살해하여 목만 남아 있던지라 이에 관한 개그도 나온다."
205,"자벌레: 소니 쇼와 서울 데이트 이후 소니 쇼가 자신의 방송에서 "" 연두는 실물이 자벌레를 닮았다"" 고 하여 나온 밈. 연두가 이 말을 듣고 충격에 빠졌는지 방송뿐만 아니라 만나는 사람마다 자신이 정말 자벌레를 닮았는지 물어봐 오히려 더 어 그로가 끌린 측면이 있다."
206,"[48] 이후 자벌레 밈의 최초 창시 자인 소니 쇼는 연두의 어떤 점이 자벌레를 닮았는 지에 대해 "" 흰 피부에 하늘 하늘한 걸음걸이 ""라고 밝혔다."
207,최근에는 연두가 가끔 흥에 겨워서 춤을 출 때 무빙이 꿈틀거린다고 자벌레 이모 티 콘을 띄우는 식으로 쓰인다.
208,치 코리 타: 배틀 그라운드 켠 왕을 실패해서 벌칙으로 치 코리 타 코 스프 레를 했다.
209,치 코리 타와 연두 모두 녹색 이미지인데 다 최 약체 이미지까지 비슷해서 많은 호응을 이끌어 내 어 연두의 또 다른 아이덴티티가 되었다.
