,sentences
43,또 한 이 업에서 가장 중요한 것은 팬 분들이라는 것을 명확하게 알고 있습니다.
44,"그간 저희가 실수도 더러 있었고 힘든 과정도 있었지만, 이겨 내고 변화할 수 있는 원동력은 무엇보다 팬 분들의 응원이 가장 큰 힘이 되었던 것 같습니다."
45,"‘ 열 일하는 라우드 G’, ‘ 그래도 피드백은 가장 빠르다’, ‘ 재미있는 콘텐츠가 우리에게 힘이 된다’ 등의 글은 그 어떠한 보약보다 우리에게 힘이 되는 응원 이였습니다.7."
46,팬 여러분 지켜봐 주시고 채찍질 해 주십시오.
47,팬 분들이 원하는 것이 무엇인지 더욱 치열하게 고민하겠습니다.
48,저희 모두 더욱 진정성 있게 업무에 임하고자 합니다.
49,"그리고 합병 이후 언젠가는 ‘ 이 회사가 변했다’, ‘ 라우드 G 힘내라’ 와 같은 격려의 목소리를 꼭 들을 수 있도록 하겠습니다."
50,하고 싶은 이야기가 너무나 많은 것 같습니다.
51,"그만큼 담고 있는 소리도 많지만, 말과 글이 아닌 결과물로써 빠른 시일 내 여러분께 더욱 인정 받도록 최선을 다하겠습니다."
52,감사합니다.
53,"이재명 올림﻿ 위의 합병과 맞물리는 이야기로, Loud G 채널의 수익은 마냥 좋지만은 않은 듯하다."
54,"최근 e 스포츠 중계도 거의 없다시피 하고, 김 민 아의 미성년자 성희롱 사건 이후 Loud G 채널의 화제성도 예전 같지 않다."
55,앞서 작성된 입장 문에서도 제작비 대비 수익은 턱없이 부족 하다고 밝히고 있다.
56,심지어 유 튜브 채널도 구독자가 감소하거나 조 회수도 예전 같지 않는 등 꾸준히 하락하고 있다.
57,스틸에 잇이 보유한 한화생명 e 스포츠 카트 라이더 팀이 많은 인기를 끌고 있기에 이중 잣대 아니냐
58,"는 반론이 있는데, 한화생명 e 스포츠의 인기는 네 이 밍 스폰서 인 한화와 문호 준 이라는 스타 플레이어의 인지도가 큰 도움을 주었으며 대부분은 소유주가 스틸에 잇이라는 사실을 모르는 경우가 허다하다."
59,[4] 당연히 스틸에 잇이 모기업이라는 것을 아는 사람들은 이 사실을 부정적으로 보고 있지만 카트 라이더 리그의 특성상 어쩔 수 없다는 반응이다.
60,실제로 한화생명 e 스포츠 팀은 프로 팀 중 유일하게 숙소가 없고 한화가 직접 운 영하는 리그 오브 레 전드 팀이 아낌없이 투자를 받는 것과 비교되고 있어서 이럴 거 면 스틸에 잇은 손을 떼고 한화가 완전히 인수해야 한다는 소리가 심심하면 나오고 있다.
61,"[5] 오죽 하면 스틸에 잇 로고가 유니폼에서 사라졌을 때 한화 직영 팀이 되는 거냐고 기뻐했을 정도 .2020 년 10월 15일, 합병을 완료하고 공지했다."
62,"합병 이후 방침은 e 스포츠 컨텐츠 제작 경쟁력을 강화하고, 글로벌 시장 공략에 나설 것이라고 밝혔다."
63,"[6] 의 프로그램 【 펼치기 · 접기 】 방영 중인 프로그램 한국 패치 GNA ( 목) | START- 어 ( 금) 종영한 프로그램 피 킷 리스트 | 소 확 잼 | 친구가 필요해 | 죽어야 사는 여자 | 부부의 새 겜 | 왜냐 맨 | 윤 태진의 무모한 도전 | 3 분 리뷰 라우드 지 채널 초반에는 웹드라마 등의 컨텐츠도 제작되었으나, 현재 웹드라마는 전혀 제작되고 있지 않다.2020"
64,년 6월 20 일부로 기존의 모든 컨텐츠가 시즌 마무리 또는 종영을 했다.
65,[7] 6월 29일 대규모 개편 공지가 올라왔고 새 프로그램들이 제작될 예정이라 밝혔다.
66,"일부 프로그램은 차기 시즌으로 진행되며, 새로운 출연자와의 새로운 포맷, 기존의 출연자와의 새로운 포맷의 프로그램이 적절히 편성되어 스틸에 잇 합병 발표 이전 까지는 팬들의 반응이 좋았다."
67,"스틸에 잇 합병 이후 구독자 수가 지속적으로 감소하고 있고, 영상 조 회수는 1만 회를 넘기기도 힘들어 졌다.SPOTV"
68,"GAMES 라우드 커뮤니케이션 즈 김 하늘 (PD) 크리스 티 안 부르고 스, 수 잔 샤키야, 조 던 람베르토니, 프셰 므스와브 크롬피에츠가 출연해 게임을 하는 프로그램. 터키 출신 수 아가 출연해 게임을 하면서 일상 터키어를 가르쳐 주는 프로그램. 피 킷 리스트 세상 모든 특별한 PC 방을 리뷰합니다,"
69,피~ 킷 리스트 공식 캐치 프레이즈   자 세한 내용은 피 킷 리스트 문서를 의 번째 문단을의 부분을 참고하십시오.
70,"소 확 잼 김수 현, 김 효진의 소소한 놀이 대전! 두 아나운서의 거침없는 반전 매력을 만나다!"
71,공식 캐치 프레이즈 2020. 5. 6 부로 종영   자 세한 내용은 소 확 잼 문서를 의 번째 문단을의 부분을 참고하십시오.
72,친구가 필요해 게임 친구 만들러 유 키 카가 왔다!
73,유 키 카랑 친구할 사람?? 공식 캐치 프레이즈 2020. 6. 18. 부로 종영   자 세한 내용은 친구가 필요해 문서를 의 번째 문단을의 부분을 참고하십시오.
74,죽어야 사는 여자 나미 춘 윤 태진 아나운서의 힐링 게임 콘텐츠 공식 캐치 프레이즈   자 세한 내용은 죽어야 사는 여자( 웹 예능) 문서를 의 번째 문단을의 부분을 참고하십시오.
75,"부부의 새 겜 우 왁굳, 김수 현 부부가 발로란 트를 플레이하는 프로그램으로, 6 화를 끝으로 종영했다."
76,타이틀 명은 부부의 세계의 패러디다.
77,왜냐 맨 외전 브론즈에서 살아남기   자 세한 내용은 왜냐 맨 문서를 의 번째 문단을의 부분을 참고하십시오.
78,김 민 아의 미성년자 성희롱으로 인한 사실상 하차로 인해 시즌 5를 조기 종영하고 정리의 시간을 가진 후에 왜냐 맨 외전이라는 새로운 시즌이 시작되었다.
79,2020년 10월 10일 업 로드를 마지막으로 종 영하였다.
80,"윤 태진의 무모한 도전 죽어야 사는 여자의 후속 작으로, 윤 태진이 게임을 배우고 도장 깨기를 하러 다니는 컨텐츠이다."
81,2020년 7월 21일에 예고가 공개되었고 28일에 첫 방영되었다.2020
82,년 9월 8일 방송을 마지막으로 재정비의 시간을 가진다는 이유로 장기 휴방에 들어갔다.3
83,분 리뷰 즙 신영과 퇴물 맨이 매 주 번갈아가며 3 분만에 게임을 리뷰하는 컨텐츠이다.
84,2020년 8월 5일에 걸 카페 건에 이거 겜 아님 판정으로 팩 폭을 날리며 첫 방영되었다.10
85,"월 21일, 유 튜브 커뮤니티를 통해 박 신영이 하차하고 다른 새 출연자가 맡을 것이라는 공지가 올라왔고, 11월 4일 새 출연자가 김채 오, 이수정인 것이 공개되었다.12"
86,"월 23일 방송 쿠키 영상에서 허 준 이 3 분 리뷰가 없어 진다는 말을 했고, 12월 5 주차 콘텐츠 업 로드 일정에 올라오지 않으면서 폐지가 확정되었다."
