,sentences
36,"보통 생방송으로 게임을 실황 하면 엔딩은 중도 포기 선언 게임이 아닌 이상 엔딩까지 보여주는 편인데 생방송으로는 게임을 엔딩 보며 끝냈으나, 후의 유 튜브 영상의 업 로드 속도가 상당히 느리다."
37,직접 영상 편집하고 썸 네 일을 제작하는 등 혼자 유 튜브를 운영하고 있어 힘들다고.
38,편집자가 생기기 전까진 속도가 많이 느릴 듯 하다. 더불어 재 실황한다고 했던 여러 게임들의 업 로드는 기대할 수 없을 것 같다.
39,유 튜브 정책에 따라 맞지 않는 영상들도 모두 비공개 처리했다고.
40,"또 유 튜브에서 실시간 댓 글이 차단당하는 경우는 ' 질문 '이나 ' 의견 채팅' 을 통해서 가 아닌 비속어, 비 매너 채팅, 전혀 맞지 않는 매너 없는 상황 채팅, 도로 시와 무관한 타 크리에 이 터 언급 등이 자동으로 블락 당한다고 말했다."
41,"방송국 공지사항, 유 튜브 동영상 내의 공지사항, 카페 공지사항에 이에 대한 이야기가 남아 있다."
42,"채팅 창 분위기는 자유로운 편. 단, 타 BJ, 타 유 튜버, 타 크리에 이 터 언급, 채팅 창 내에서 특정 인물 언급 등 채팅 창에서의 친목은 금지하고 있다."
43,"방송적 특징은 한마디로 정리하면 여자 대도 서관. 자신이 목표하는 방향도 그쪽이고, 실제로도 비슷하다."
44,"단 대도 서관에 비해 섹드립이나 똥관련 개그 [3] 을 많이 쳐서 그런지 대도 서관보다는 덜 대중적이었으나 롤모델을 삼고 방송의 방향성을 잡은 이후로 자체적으로 순화, 검열했고 방송 기량이 폭발한 것도 그 직후 쯤이다."
45,대도서 관의 게임 실력마저 닮아 가는 건 안 자랑 레드 - 도로 시의 3D 게임 실력이 거의 처참한 수준인지라(...) 3D 게임을 할 때 게임 플레이를 대신해 준다.
46,"아웃 라스트 때 처음 나와서 플레이를 한 이후로, GTA 5 온라인에서 레귤러로 등장한다."
47,"도로 시의 남자친구. 도로 시와 서로 딴죽을 거는 역할. 라 라, 로 일, 루 - 도로 시가 키우는 고양이. 특히 로 일이 는 가끔 방송 중에 쌩뚱 맞게 우는데 그 상황이 너무 절묘해서 방송을 아는 고양이라고 한다."
48,"특히 최종 보스가 자기 소개하는데 갑자기 우는 경우가 많아서 최종 보스 취급을 자주 받는다(...). 신경질적인 울음소리가 라 라( 놀 숲 믹스 女), 아기를 키우느냐고 오해 받는 목소리가 로 일( 코 숏 男). 더불어 막내 루( 토이 푸들 女 )까지 추가 되었다."
49,"+) 가끔 합동 방송을 진행하는데 도움을 주는 분들이 있으나 크루라고 하기엔 횟수가 적고, 인원 변동이 있으므로 기재치 않고 일단 제외함 방송 경력 초반엔 몇 가지 이유, 특히 여자 게임 BJ란 이유로 추종자가 생기는 게 싫다고"
50,얼굴 공개를 안했고 나이도 직접적으로 언급 안했는데 한번 얼굴 공개한 이후론 캠 방도 하고 UCC 활동도 적극적으로 해서 얼굴이 꽤 알려 졌다.
51,윤하를 닮았다 다른 BJ 방송을 본 일이 많지 않다고
52,했지만 예전에 대도서 관 등 다른 BJ의 방송을 보는 모습이 포착됐다.
53,"자기 소개글을 보면 대도 서관 [4] 을 롤모델로 한다고 적혀 있는데 실제로 방송 스타일, 분위기가 비슷하다."
54,[5] 그리고 아이스 버킷 챌린지에 도전하면서 대도 서관을 지목했다!
55,대도 서관이 진행하는 대배 틀에 출연하기도 했다.
56,하지만 정작 방송에서 쿠키 런으로 대결하던 중 아이템을 사용한 것 [6] 과 패배 후 벌칙 음료를 대도서 관에게 넘겨 버린 일 때문에 흑역사. 하지만 금방 방송에서 재미를 위해 합의한 거라고 해명과 사과를 하고 스스로 벌칙 음료를 마시는 사과방송으로 잘 넘어갔다.
57,다른 프리 호러 게임 제작자와 일부 번역자들이 가끔 방송에 나오는 걸 보면 제작자들 과도 우호적인 관계를 유지하는 듯하다.
58,"실제로 많은 프리 호러 게임을 번역하는 'Nagi' 가 도로 시에게 테스트 버전을 배포한 적이 있고, 동쪽의 꼬마 신령을 플레이하고 있을 때도 제작자인 루 리코가 매니저 직위를 얻어 실시간으로 피드백을 받고 있었으며 도로 시가 무서운 걔 임 방송 때 구스타프에게 자신의 게임 내 출연을 부탁했던 것을 언급하기도 했고 실제로 무서운 걔 임 5에 카메오로 출연했다."
59,모바일 게임 헌트쿡의 번역자 이자 헌트 쿡 제작자 개복치와 친구 인 나야 나( 게임 제작자) 와 우호적인 관 계라 헌트 쿡 게임 내에서 첫 손님으로 등장하기도 했다.
60,예전에는 다른 BJ 들과 합동 방송을 하기도 했으나 지금은 비중이 많이 줄어든 편. 아프리카 TV에서 러시아 전을 중계했을 때 김 보성을 만 나 비락 식혜를 전달하는 데 성공했다 한다.
61,"뷰티 풀 군바리 더빙화에 직접 기획 제작, 더빙 참여하기도 하였다."
62,공포 라디오 진행시 위 키를 참고한다.
63,어미를 제외하곤 위 키의 문서를 그대로 읽는 모습이 자주 보인다.
