,sentences
33,그냥 조언만 해 주는 것이 아닌 연습 모드에서 직접 ' 나라면 이렇게 했을 것 같다 '를 찍어서 영상에 넣어 두기도 해서 반응이 좋은 편. 특정 영웅 연습 - 상대적으로 자신 없어 하는 영웅들을 연습하는 영상. 보통 ' 해당 영웅에 대한 자신이 없음' - ' 워크 샵이나 부 계정을 통해 그 영웅의 플레이를 연습' - ' 늘어난 실력을 보여 줌' 식으로 내용이 진행된다.
34,"핵 의심 해명 그 외에 사용자 지정 게임을 하는 영상, 다른 FPS 게임 (Apex 레 전드, 서든 어택, 하이퍼 스케 이 프 등) 에 대한 영상도 가끔 올라온다."
35,"아이덴티티는 특유의 "" 오 이런,""(...) 이라는 말투. 유 튜브 영상의 댓 글 창만 들어 가봐도 알 수 있으며 심지어 다른 스트 리머/ 유 튜 버들도 전염되는 듯 하다..... 그 외에 ' 그리하여 시작된 ~~~ 강의.', ' 이럴 땐 변수를 만들어 줘야 해요."
36,' ' 맙소 사' 등의 프로 즈 체(?) 가 있다.
37,"남동생이 있으며, 반려 견 일상 채널 "" 땅콩 버터"" 을 운영 중이다."
38,"프로즈의 영상으로 처음 공개되었지만, 이후 동생이 새로운 채널을 만들고 관리하기 시작했다."
39,"현재는 빅 맥 송으로 알고리즘을 탄 "" 까뜨"" 라는 합성 채널도 운영 중이다."
40,프로필 사진이 프로즈랑 비슷한 느낌이다 [8] 위하나 테두리 핵 폭로 사건이 한창 가열되어 단순히 에 임만 좋다 고 핵이라 의심하는 사람들이 증가하자 본인도 핵의 심을 받은 적이 있었다.
41,당연하지만 핵이라는 근거는 전혀 없다.
42,그래서 이에 대한 영상을 올리고 거기서 핵을 의심하는 댓 글을 고정해 두고 1억 원 내기를 건 적이 있었다.
43,[9] 이후로도 여전히 좋은 에임으로 인해 핵 의심을 주기적으로 받고 있다.
44,그러다 오히려 자신을 핵이라 의심한 아나 유저 한 명이 핵이라는 것을 밝혀내기도 했다.
45,팬 카페가 설립되고 본인의 특징인 그림을 살려 ' 겐 지 엉덩이 그리기'(...) 대회를 연 적이 있었다.
46,당연히 별의별 그림이 올라왔다.
47,"대회가 끝나고 다음 그림 주제로 "" 로드 호 그와 정크랫의 신장이 바뀐다면?"" 이라는 주제를 던져 주었지만 잊혀 졌는지 후속 영상이 올라오지 않고 있다."
48,말 카 디아와 동거를 시작했다.
49,말 카 디아도 유 튜브 운영을 덩달아 시작했으며 친구의 운영을 도와주기 위함인지 말 카 디 아가 방송을 키고 프로즈가 같이 듀오를 하는 스트리밍을 하기도 했다.2019
50,년 12월 31 일 하관을 모자이크 처리하여 실물을 공개하였다.
51,실물과 오너캐의 외모 반비례 법칙에 따라 눈 부위만으로도 모델 급 아우 라가 발산되어 스트 리머들과 구독자를 비롯한 많은 이들이 질시를 받았다.
52,심지어 그간 논란(...) 이 된 머리카락도 착실히 붙어 있어서 대머리 의혹이 종 직부를 찍었다.2020
53,년 1월 21일 자신의 개인 인스타를 통해 완전한 얼굴 공개를 하였다 #2020 년 3월 9일에 ' 용 검 유 튜브' 라는 유튜버가 핵을 사용하는 것을 적발하였다.
54,게다가 핵을 사용하였음에도 밀리는 모습을 보여 이제까지의 플레이의 신뢰성에 의구심을 촉발하였고 해당 유튜버는 잠적하였다.
55,"한편 프로즈는 그 판을 비기자고 합의한 상황이었지만, 핵 4 인 큐가 궁 게이지를 모아서 마지막 거점에서 사용하자, 뒤통수 칠 것을 예상하고 아껴 둔 디 바의 자폭과 개인 피지 컬 로 버텨 내는 저력을 보여 주었다."
56,그리고 프로즈는 스트레스 성 탈모가 더욱 심해 졌다.
57,예전에 겐 지 갤러리에서 청이 2라는 고닉으로 활동했던 적이 있다.
58,초창기 영상에서의 닉네임에 청이 가 들어간 것으로 보면 동일인물 임이 거의 확실시된다.
59,[10] 당시 ' 대리기사로 활동하고 싶다' 뉘앙스의 발언을 한 스샷이 있어 갤러리에서는 간간히 논란이 되고 있다.
60,이에 프로 즈 본인은 생각은 했지만 실제 대리기사로 활동한 적은 없다고 해명하고 있다.
