,sentences
125,근처에 고모가 사셔서 약간의 도움을 받을 거라고 한다.
126,첫 사랑은 초등학교 5 학년 때라고 한다.
127,첫 사랑의 상대방은 인기가 많았었다고
128,한다.
129,생일날 초대를 해서 둘이 바닷가에서 물놀이를 했다고
130,한다.
131,어렸을 적 개구리를 잡고 놀았다고
132,한다.
133,개구리를 잡아서 아버님께 가져 다 드리면 마리 당 10원을 주셨다고
134,한다.
135,그 돈을 모아서 버스를 타고 등교했다고
136,한다.
137,"버스를 타기 위해 인근의 개구리들을 무분별하게 모두 잡아들였고, 현재 그곳엔 개구리의 모습을 보기 힘들다고"
138,한다.
139,6 학년 때 친구와 노래방을 가 던 도중 금품 갈취를 당한 적이 있다고
140,한다.
141,"총 피해금액은 6,000원이라고 한다."
142,고등학생 시절 발렌타인 데이 때 남자친구에게 초콜릿을 주고 나서 차였다고
143,한다.
144,어릴 때 아버님께서 산삼을 먹이셨는데 그로 인해 몸에 열이 많다고
145,한다.
146,고등학생 시절 피씨방에서 아르바이트를 했다고
147,한다.
148,혈액형 성격 설을 과도하게 맹신하는 경향이 있다.
149,강원도로 휴가를 갔을 당시 먹었던 음식들을 보아하니 해산물을 좋아하는 듯 하다. 타고 난 술꾼이다.
150,기분이 좋으면 주량에 비해 많은 술을 마신다고 한다.
151,한 때 불면증으로 인해 자기 전마다 술을 마셨다고
152,한다.
153,냉장고엔 항상 술이 들어 있다.
154,외로워서 술을 자주 먹는다고
155,한다.
156,그래서 인지 연애 이후에 진행한 술방송에서는 처음으로 멀쩡한 상태로 개가 되지 않고 방종을 하였다.
157,프레이 [50] 와 페 이 커 그리고 저라뎃의 팬이라고 한다.
158,건강을 위해 방송할 때 항상 포도즙과 석류 즙을 먹는다.
159,앞머리 숱이 별로 없어서 탈모로 의심 받고 있다.
160,반려 견을 두 마리를 키우는데 품종은 토이 푸들과 실버 푸들이며 이름은 임 나 르와 레이이다.
161,과거 거주하고 있는 집에서는 개를 키울 수 없어 홍 형에게 잠시 맡겼었다.
162,[51] 2017년 1월 22일 밤 친구 집에서 나 르를 다시 데려왔다.
163,[52] 2018년 임 썬 홍이 한 집에 살게 되면서 집에 개가 6마리가 되었다.
164,[54] 2019년 이사를 하면서 혼자 살게 되었다.
165,친 구들이랑 윗집 아랫집 하게 된다고는 하지만 술 먹 방할 때마다 친구의 현실 갱 킹으로 무사히 방송을 끄고는 했었는데 혼자서 무사히 방종을 할 수 있을지 걱정이 되는 부분이다.
166,2019년 레이는 고향 친구에게 보냈다고
167,한다.20
168,살 때 부사관에 지원하려고 했으나 작은 키로 인해 지원을 못했다고
169,한다.
170,발 사이즈는 215 ~ 220mm라고 한다.
171,어렸을 적 앞 니를 다쳐서 앞니가 못생겼는데 콤플렉스라고 한다.
172,코 또한 콤플렉스라고 한다.
173,입술 위쪽에 상처가 있다.
174,팔자 주름이 깊어서 보톡스를 맞고 싶다고
175,말한 적이 있다.
176,최근 술을 많이 먹어서 얼굴에 살이 많이 붙었다.
177,"시청자들은 BJ의 부은 얼굴을 보고 빵 떡, 꿀떡, 찹쌀떡, 인절미 등등 여러 가지로 놀리고 있다."
178,자신의 셀 카 사진에 포토샵을 과도하게 하는 성향이 있다.
179,BJ 들끼리 부산에 갔을 당시 빠른 92 년생인 BJ 호진과 친구를 먹는 등 족보 브레이커로써의 면모를 보인다.
180,과거 매니저가 열심히 일했던 흔적들 중 일부이다.
181,네이버 지식인 2018년 6월 22일 새벽 술 먹 방 중 방종하는 그 순간까지 [55] 한 마리의 개가 되어 수많은 흑역사를 남겼고 그에 비례해서 수많은 클립들이 생성되어 레 전드 방송이 되었다.
182,하지만 다음날 실수로 다시 보기와 클립들을 다 날려 버렸고 선 튜브에 당시 하이라이트만이 존재하고 있다.2018
183,년 6월 25일 방송 중 스나랑이 동생 친구라고 밝혔고 27일 방송 당시 스나랑에게 자신의 클립이 수출된 걸 감상하다가 동생이 스나랑에게 고백했다가 까였다고
184,폭로(...) 했다. ???
185,": 않이 언니 상찬이 이미지 내가 지켜 줬는데! ???: 걘 망가져도 돼, 괜찮아트위치로 이적한 뒤 막 눈이 방송에 찾아와 듀오 신청을 해서 몇 번 듀오를 돌리기도 했다.2018"
186,년 7월 1일 새벽 방송에서 자신의 트게더에 트수가 올린 백설 양의 돈 미 새 짜집기 영상인 돈 킹을 감상하고 재밌다는 반응을 보였다.2019
187,년 2월 2일 집 사가 되었다.
188,고양이 종은 먼 치킨이며 이름은 현재 정해지지 않은 상태이다.
189,"이에 시청자들은 임 달리, 임 렝 가, 임 구울 임 꾸울, 임 라 오이, 임요 릭, 임 플란트 등 경악스러운 작명을 추천하였다."
190,결국 고양이 이름은 임 구 울로 정해졌다.2019
191,년 크레 이지 자이언트 12월 호 표지 모델이 되었다.
192,영상 타격감이 되게 좋은 비제이 중 하나이다.
193,시청자들이 선을 넘지만 않는다면 드립을 잘 받아 주는 편이다.
194,이 덕분에 시청자들과 티 카 타 카를 하는 모습이 유 튜브에 자주 올라오는데 반응이 되게 좋은 편이다.
195,"많은 여성 유저들이 롤을 시작하게 되는 계기가 남자친구이듯, 임 선비 또한 남자친구가 롤을 하는 동안 연락이 안되는 것에 반감을 느끼고 롤을 배우게 되었다고"
196,한다.
197,"과거 서포터로 골드 1 티어를 찍었던 모습도 보여주었으나 [6], 라인별 티 어가 도입된 시즌 9 때 브론즈 2로 배치 결과를 받았다."
198,현재 사용 중인 롤 닉네임은 말 걸면 고백 갈 김 또는 메가 선비이다.
199,말 걸면 고백 갈 김이 본 계정이고 부계 정은 현재 변경하여 노 레드 미 드달림이다.
200,"이전에 꿀 탱탱 과의 1:1 라인 전에서 패배, 첫사랑 꿀 탱탱을 사용했으나 현재는 사랑아 리 븐 했다"
201,를 거쳐 메가 선비로 바꾸었다.
202,본 계정이 정지 당하면 부 계정을 사용하는 것으로 추정. 다음은 본 계정 닉네임의 변천사이다.
203,메가 선비→ 경기 고속 임 선비→ 모낭 수확 중→ 벗겨 보니 전수 찌 [7]→ 제발 나대지 말자 →NBD SUNB[8]→ 손 절 비→ 다
204,손 너 [9]→ 꿀 튜브로 배웠어→ 순정 녀 임 철용→ 말 걸면 고백 갈 김 →도 재 욱 주가 떡 락→ 계룡 산 오리 백숙→ 계룡 산 선비 탱탱 [10]→ 본인 인중 [11] [12] 방송 거의 대부분은 솔 랭을 돌린다.
205,티어 엔 큰 욕심이 없다고 방송에서 말한 바 있다.
206,"방송에서 브론즈 티어에 비해 실버나 골드 티어는 어중간하며, 티어를 올리게 되면 방송의 정체성을 잃을 것 같아 걱정된다고 말한 적이 있다."
207,사실 큰 걱정은 안해도 될 것 같다.
208,[13] 원 딜 과 탑이 주 포지션이나 다른 포지션들과 크게 차이는 없는 듯 하다. 모든 라인을 소화할 수 있으나 탑에서 플레이하는 것은 별로 좋아하지 않는다고
209,한다.
210,그런데 플랫폼 대전에서 탑으로 출전하였다 탑에서 플레이 하는 것이 외롭고 재미 없다고 말한 적이 있다.
211,챔프 폭은 상당히 넓은 편이다.
212,[14] 챔프 폭 만큼은 거의 페 이 커 급이다.
213,챔프를 한 번 써보고 마음에 들면 바로 스킨을 사 버리는 충동적인 구매 습관이 있다.
214,아프리카 vs 트위치 플랫폼 대전에서 탑으로 참전하게 되었다.
215,팀 NBDTOPJGLMIDBOTSUP 임 선비 이연 유나 땅 김 나나 뀨 유 윳 연습 경기에서 요릭을 꺼냈을 때 시청자와 코치들 모두 요릭이라는 챔피언이 별로라고 하였으나 꿋꿋이 요 맘으로서 요릭을 고수하였으며 그로부터 1주일 뒤 5 티 어이 던 요릭이 1 티 어로 떡 상하였고 다시 1주일 뒤 LCK에서 한화생명의 트할이 요 릭를 픽 하였다.
216,플랫폼 대전 전 스크림에서 부진한 경기력으로 비난과 어 그로와 함께 트위치 팀에 3대 0으로 지는 것이 아니냐
217,는 우려가 있었다.
218,플랫폼 대전에서 패 승 승패 패로 비록 아프리카 팀이 졌으나 잘 싸웠다는 의견이 많았다.
219,최신 메타에 상당히 민감한 편이다.
220,한 번도 해보지 않은 챔피언을 랭겜에서 바로 픽 해 버리는 대담함 [15] 을 가지고 있다.
221,가끔 홍 형과 썬 형과 같이 세 명이서 자유 랭크를 돌린다.
222,""" 홍 임 썬 트리오"" 라고 불리며 다른 이름으로는 "" 삼위 일체"" 라고도 불린다."
223,물론 이들 트리오를 만나게 되면 그 게임은 망했다고
224,봐야 한다.
225,과거 홍 형과의 게임에서 레 전드 영상이 많이 나와서 재미가 쏠쏠했었다.
226,"특히 홍 형의 트위스티드 페이트, 블 리 츠 크랭크 플레이는 가히 역대 급이었다."
227,시청자 미션 같은 경우 자낳 선 [16]& 돈 미 새 [17] 모드가 되어 미션을 성공할 것 같은 모습을 보여 준다.
228,매 미션마다 초인적인 힘을 내서 시청자 미션을 성공하기도 한다.
229,미션 자체가 상당히 혜자스럽기도 하지만 일부러 실력을 숨기고 있는 것 같기도 하다.
230,게임이 끝나고 나서 트롤을 하거나 탈주 등 게임 패배의 원인이 된 사람에게 리폿을 하는 경건한 의식을 가진다.
231,"이를 시청자들은 "" 선비의 일기"" 또는 "" 선 중 일기"" 라고 한다."
232,"리 폿 내용은 주로 "" 노사람"" 이 80~90% 이며 나머지는 장문의 긴 글을 쓴다."
233,거의 대부분 신세 한탄이라고 보면 된다.
234,리그 오브 레 전드 실력과 다를 바가 없음을 증명하였다.
235,선비 배그 전적 본인 인중 [18 ]SUNBEE [19] 임 선비 [20] 임 선비 2 [21] [22] 탱 꼬삼
236,[23] [24] 임 선비 유 튜브 선 튜브 풀 영상 채널 임 선비 풀 영상 [27] 임 선비 유 튜브는 2016.09.12 일에 개설되었다.
237,임 선비 풀 영상 채널은 2020.02.23 일에 개설 되었다.
238,현재 올라 와 있는 가장 오래된 영상은 2016.09.19 일에 올린 영상으로 아마 그전부터 영상을 올렸으나 현재 비공개상태 이거나 삭제된 것으로 보인다.
239,"[28] 초반에는 롤 BJ 답 게 롤 영상 하이라이트 편집 본, 게임 영상 위주였으나 점점 다양한 컨텐츠들이 증가하며 3:1 의 [29] 비율을 유지하고 있다."
240,구독자는 10만 2018.02.18 일경 [30] 20만 2019.04.10 일경 [31] 30만 2020.03.23 일 [32] 구독자 30만을 기념하여 유 튜브 생방송으로 술 먹 방을 진행하기도 하였다.
241,[33 ]2019.12 월 말 27만명에 근접하였으나 2020.06월 현재 35만명인걸
242,보아 약 6개월 사이에 약 8만명이 늘어난 것을 볼 수 있다.40
243,만 2020.10.15 일 커뮤니티에 40만 감사 인사를 올렸으며 [34] 기념으로 동생인 임상 찬이 노래 영상을 커버했다.
244,[35] 이것은 임 선비뿐만이 아닌 편집자의 공이 크다 볼 수 있다.
245,[36] 중간 중간마다 짤을 넣거나 편집의 센스가 대단한 것을 느낄 수 있다.
246,댓 글에는 편집자 칭찬이 끊기지 않는 것 또한 볼 수 있다.
247,"[37] '99 개 '를 쏘게 되면 두 손으로 비둘기를 형상화 한 후 비둘기를 흉내내는 "" 구구 리액션"" 을 볼 수 있다."
248,"'100 개 '를 쏘면 데이 브레이크의 "" 들었다 놨다"" 노래와 함께 율동을 볼 수 있다."
249,"'101 개 '를 쏘면 ""@@ 님 lol 개 감사합니다"
250,""" 라는 말과 함께 ""가 렌 춤"" 리액션을 볼 수 있다."
251,'102 개' 로 방어할 수도 있다.
252,그래서 가끔 lol 개로 뛰게 하려는 시청자들과 그것을 막 을려는 시청자들 과의 별 풍선 전쟁이 일어나는 경우가 있다.
253,어차피 승자는 아프리카... 롤 챔피언 춤들 중 3분 경에 나오는 가 렌 춤을 따라 추는 것인데 시청자들의 느리다는 반응과 초심을 잃었다는 질타에 춤을 변형시켜 달리는 듯한 모습을 볼 수 있다.
254,게임 중 101개를 쏠 경우 죽거나 귀환 타이밍에 몰아서 춤을 춘다고 한다.
255,얼마 전 가 렌 춤 60번을 추고 나서 온 몸에 알이 배겼다고
256,한다.
257,이 사건 이후로 방어 풍이 생겼다고
258,한다.
259,'109 개 '를 쏘게 되면 강아지처럼 짖는 리액션을 한다.
260,"RRRR 을 외치는 걸로 보아 소형 견이 짖는 소리를 참고 한 듯 하다. 트와이스의 TT가 한창 인기를 끌던 시절, 리액션으로 트와이스의 TT 춤을 추는 리액션을 했었다."
261,"그때 당시 600명 정도의 시청자들이 방송을 보고 있었던 걸로 기억하는데, TT 춤을 춘 후 거짓말처럼 시청자가 100명이 빠져 버렸고 퇴각, BJ는 큰 혼란에 빠졌다."
262,"훗날 시청자들은 이 사건을 ""TT 100 참사"" 또는 ""TT 100명 대 참사"" 라고 한다."
263,그 후로 TT 춤은 볼 수 없게 되었다.
264,'333 개 '를 받으면 crazy love 노래를 틀면서 입술을 갖다 댄다.
265,금붕어 다만 채팅 창 반응이 매우 안 좋은 편. '444 개' 로 333 리 액션을 방어할 수 있다.
266,"이 경우 리액션으로 트와이스의 샤샤샤를 한다 333이나 444 나 그게 그 거 아냐??? '500 개 '를 쏘면 ""두 둠 칫 리액션"" 을 볼 수 있다."
267,"크레용 팝의 ""두 둠 칫"" 노래에 맞춰 율동을 하는대 과거엔 쑥스러워서 얼굴이 빨개지고 부끄러워하였으나, 현재 당당하게 두 둠 칫 리액션을 하는 등 많이 성장한 모습을 볼 수 있다."
268,가 렌 춤에 이어 나 서 스 춤 리액션을 한 적이 있었다.
269,영상을 보고 따라하는 거라고 는 믿을 수 없을 정도로 다른 춤을 췄다.
270,"시청자들은 이를 보고 "" 구루병에 걸린 것이 아니냐"
271,""", "" 사지가 분리된 것이 아니냐"
272,""" 라며 BJ를 조롱하기도 하였다."
273,노래 리액션을 조금씩 하고 있다.
274,"맛보기로 아이 유의 "" 좋은 날"" 을 불렀었는데 노래는 안 부르는 게 나을 것 같다."
275,"시청자들은 좋은 날이 아니라 "" 조진 날"" 이라며 BJ를 놀리기도 하였다."
276,"2017년 1월 1일 한 팬의 열혈 입성식을 축하하기 위해 임 창정의 "" 내가 저지른 사랑"" 을 불렀었는데 가관이었다."
277,선천적으로 성대에 문제가 있는 게 아닌가 싶다.
278,하지만 노래방에서 노래를 하는 경우 팬들이 깜짝 놀랄 만큼의 가창력을 보유하고 있다.
279,'1000 개 '를 받으면 파 돌리기 송에 맞춰 쌍 절 곤을 돌리는 리액션이 생겼다.
280,쌍 절곤 실력이 좋지 않기 때문에 할 때마다 자신의 온 몸을 때리고 아파한다.
281,처음 했을 때 아파서 쌍 절곤 대신 다른 걸 돌려야겠다고 말 했었지만 계속해서 쌍 절 곤을 돌리고 있다.
282,이 리 액션을 하고 아파하는 선비를 보며 시청자들은 자해하냐고 묻곤 한다.
283,하지만 아직 많이 해보지 않았는데도 몇 번만에 급격히 실력이 오르고 있다.
284,최근에는 쌍 절곤 리액션은 하지 않고 1000개 이상을 쏘면 원하는 리액션을 해 주는 경우가 있다.
285,최근에는 발을 다쳐서 1000개 이상은 큰절을 하고 있다.
286,가끔 씩 뒹굴뒹굴 앞 구르기를 한다.
287,야외 먹 방 방송 때 길가에서 굴러가는 몸을 주체하지 못하고 어떤 남성분을 당황시키기도 했다.
288,"'87 개' 시 그니 처 풍선 ' 오 쪼라 구 파악' 개로 불리며 "" 오 쪼라 구 팍 씨"" 또는 "" 오 쪼라 구 파악"" 까지만 하기도 한다."
289,"'486 개' 시 그니 처 풍선 "" 따랑해"" 개로 불리며 머리 위로 하트를 하며 따 랑해 혹은 사랑해를 한다."
290,"'1434 개', 2834개' 시 그니 처 풍선 ' 천사 상아"" 개, "" 이뻐 상아"" 개 같은 경우 트월 킹, 호루라기 춤을 하거나 빵 치즈 빵 (Carda - Remedy)에 맞춰 춤을 추기도 한다."
291,'두 둠 칫' 임 선비하면 두둠칫이라 할 정도로 임 선비의 대표적인 리액션이다.
292,할 줄 아는 리액션이 두둠칫밖에 없다고 자신이 말할 정도이며 [41] 사골이라고 불릴 만큼 오래 동안 지속된 리액션이다.두
293,둠 칫 리액션을 할 때는 채팅 창이 ' ㄷ ㄷ ㅊ '으로 도배되고는 한다.
294,"다른 리액션으로는 딱 소리를 내며 윙크를 하거나 ""@@ 님 @@ 개 감사합니다"
295,""" 혹은 따 봉을 하기도 한다."
296,이는 게임 중이나 대화 중일 때 자주 나오는 리액션이다.
297,"현재 룰렛으로 큰절, 노래, 인중 때리기 등 다양한 리액션을 하고 있으며 룰렛은 게임 중에는 돌아가지 않는다."
298,과거 조립 컴퓨터 전문업체인 코 잇 컴 (COITCOM) 을 홍보하였었다.
299,2018년 코 잇 컴 스폰에서 짤렸다고
300,한다.
301,"고인 컴 코 잇 컴은 현재 다양한 BJ 들을 통해 광고를 하고 있는데, 임 선비가 홍보하는 컴퓨터를 사장님께서 브론즈 컴이라고 명명하였다."
302,"이 사실을 알게 된 임 선비는 큰 충격에 빠지게 되었고 방송을 통해 "" 이거 실화입니까?"
303,""" 라는 말을 되풀이하였다."
304,브론즈 컴에서 오는 부정적인 어감 때문인지 현재 코 잇 컴 사이트에 접속하면 브론즈 컴 대신 선비 컴으로 바뀐 모습을 확인할 수 있다.
305,탱자리그에 객원 해설을 나갔었다.
306,수많은 시청자들 앞에서 브론즈 BJ가 마 챌 장인들의 게임을 해설해야 한다는 부담감이 컸었다고
307,했다.
308,사건은 본 게임이 시작되기 전에 발생했다.
309,"한 팬이 별 풍선을 선물하면서 전자 여성 [42] 을 통해 BJ에게 "" 슈 발"" 이라는 욕을 해 달라고 요구했다."
310,"전자 여성이 꺼진 줄 알았던 꿀 탱탱 과 암살자는 당황하였고, 임 선비는 더 크게 당황하였다."
311,방송 사고였지만 부드러운 대처로 잘 마무리되었다.
312,게임 시작과 동시에 BJ가 복통을 호소했다.
313,상대편 정글이 탈주를 해서 충분히 승산이 있는 게임이었으나 사건은 그때부터 시작이었다.
314,열혈 팬 중 한 분인 늙그 니 님이 별 풍선을 101 개씩 계속 선물했다.
