,sentences
21,이쯤 되면 수 메는 한국이 아니라 대만 게임이다 모두 불꽃 심장이 작곡했다.
22,아래 음악들은 VIP 패키지의 내용물로 들어 있다.
23,아래 목록들 중 순번이 있는 곡들은 음 원을 구입할 수 있다.
24,"이하 네이버 뮤직 참고. 참고로 수 메가 스토리의 설정 구멍, 그 외 공식의 여러 가지 사건 사고 때문에 팬들 사이에서 비판이 있을지언정 OST 만큼은 까이지 않고 호평이 다수다."
25,순번 곡명 용도 -Mystic Messenger - 수상한 메신저- 오프닝 [8] -Like the Sun in the Sky - 밝게 빛나는 태양처럼- 엔딩 [9 ]01Mystic Chat 채팅 02Geniusly Hacked Bebop707 테마 03Lonesome Practicalism 제희 테마 04Sam d Old Fresh Air 유성 테마 05Urban Night Cityscape 한 주민 테마 06Narcissistic JazzZen 테마 07Mysterious Clues 미스터리 [10 ]08Dark Secret 위기 09My Half is Unknown 스토리 10I Miss Happy Rika 스토리 11Mystic Chat Ver.2 스토리 12Lonesome Practicalism Ver.2 스토리 13Urban Night Cityscape Ver.2 스토리 14Narcissistic Jazz Ver.2 스토리 15Mysterious Clues Ver.2 스토리 16Silly Smile Again[11] 스토리 17Life With Masks 스토리 18Urban Night Cityscape Ver.3 스토리 19Lonely But Passionate Way 스토리아래 음악들은 스페셜 빌 리버 패키지의 내용물로 들어 있다.
26,순번 곡명용도 1-1Light and Daffodils - 빛과 수선화 -V 루트 오프닝 [12 ]1-2The Compass - 나침반 -V 루트 엔딩 1-3I DrawV 테마 1-4Mint Eye 리 카 테마 [13 ]1-5Sun 's love ( 태양의 사랑 )V 리 카 커플 테마 1-6Endless struggle (ver. Guitar) 레이 테마 [14 ]1-7Endless struggle (ver. Harp) 레이 테마 1-8I am the strongest (ver. Piano) 세란 테마 [15 ]1-9I am the strongest (ver. Harp) 세란 테마 1-10I Draw (ver. Piano)V 테마 1-11Light and Daffodils - 빛과 수선화- (ver. Piano Part1 )V 루트 스토리 1-12The Compass - 나침반- (ver. Piano Part1 )V 루트 스토리 2-1Four Seasons - 사 계절- 레이 루트 엔딩 [16 ]2-2Endless struggle 레이 테마 2-3I am the strongest 세란 테마 2-4Mint Eye (ver. Piano) 리 카 테마 2-5Sun's love ( 태양의 사랑) (ver. Piano)V 리 카 커플 테마 2-6The Compass - 나침반- (ver. Piano Part2 )V 루트 스토리 2-7Light and Daffodils - 빛과 수선화- (ver. Piano Part2 )V 루트 스토리 2-8Four Seasons - 사 계절- (ver. Piano) 레이 루트 스토리 2-9Mystic Chat (ver. April Fool's) 만우절 DLC2-10Dark Secret (ver. April Fool's) 만우절 DLC2-11Mysterious Clues (ver. April Fool's) 만우절 DLC2-12Life With Masks (ver. X-mas Orgol) 크리스마스 DLC2-13Sam d Old Fresh Air (ver. X-mas Orgol) 크리스마스 DLC2-14Lonesome Practicalism (ver. X-mas Orgol) 크리스마스 DLC2-15Urban Night Cityscape (ver. X-mas Orgol) 크리스마스 DLC2-16Narcissistic Jazz (ver. X-mas Orgol) 크리스마스 DLC 리 카 비하인드 스토리 초반 부에서 덴 더 라이 언의 OST 'Ra rochu ra no so - In a Frozen Dream' 이 쓰였다.
27,실시간 진행이기 때문에 처음 시작하는 유저가 있다면 자정 0시부터 2시 사이에 시작하는 것을 추천한다.
28,그래야 채팅 방을 처음부터 참여할 수 있다!
29,스토리 모드가 세 가지로 나뉘어 있다.
30,"캐주얼 스토리 모드에서는 ZEN, 강 제희, 유성★ 만 공략할 수 있다."
31,아무리 707과 한 주민을 향한 선택지를 골라도 공략이 불가능하니 참고 할 것. 모래 시계 80개를 소비하여 딥 스토리 모드를 해금할 경우 여 기서에서 707 과 주민을 공략 가능하다.
32,반대로 여기서는 캐주얼 모드에서 공략 가능한 상대방을 공략할 수 없다.
33,2017년 9월 V의 생일에 업데이트된 어나 더 스토리도 마찬가지이다.
34,모든 진실과 배경 스토리가 한 캐릭터 공략에 집중되어 있으므로 웬만하면 캐주얼 모드를 전원 클리어하고 딥 스토리 모드를 공략하자. 그중에서도 707을 맨 마지막으로 공략하는 편이 제일 좋다.
35,"또, 707 루트와 시크 릿 엔딩을 제대로 클리어하지 않은 채 V 루트와 레이 루트를 타는 것은 스포일러가 될 수 있으니 주의. 전 캐릭터를 공략하며 한 번도 시간을 당기지 않고 노멀/ 굿 엔딩만 본다는 전제 하에 플레이 타임은 약 77일. 한 캐릭터 당 11일의 플레이 타임이 걸린다."
36,빠르게 올 클리어하는데 모래 시계가 대략 3000개 들어간다고 계산할 수 있다.
37,"모래 시계 얻는 법에 팁을 준다면, 채팅 방에서 직접 모래 시계를 받거나 호감도를 올리거나 허니 버터 칩을 까서 얻는 하트 100개를 모래 시계 1개로 교환하는 것 외에도 게스트가 파티에 왔을 때 게스트 도감에서 각 게스트들의 스토리를 보고 게스트 한 명당 1 개씩 얻을 수 있다."
38,"무과 금 유저라면 2회 차 시 참고하자. 생각보다 모래 시계가 쓰이는 곳이 많은데 한 주민, 707이 공략 대상인 딥 스토리 모드를 개방하기 위해서는 80개 [17] 의 모래 시계가 필요하고, V와 레이가 공략 대상인 어나 더 스토리 모드의 개방을 위해서는 무려 550개(!!) 의 모래 시계가 필요하다."
39,[18] 거기다
40,굿 엔딩을 보면 나오는 전 캐릭터의 애프터 엔딩 노 벨에도 각 20개의 모래 시계가 필요하다.
41,하루를 당길 때에는 2~50 개의 모래 시계가 필요하며 놓친 채팅의 참여에는 5개의 모래 시계가 필요하다.
42,"[19] V 루트, 레이 루트에서는 무려 모래 시계 15개를 사용해야만 이전 대화에 참여할 수 있다."
43,전화 걸기 시스템도 전화 이용권을 구매하지 않을 경우에는 한 통에 5개의 모래 시계를 요구한다.
44,브이와 레이에게 전화를 걸 때는 한 통에 10 개씩이다.
45,VIP 플레이어가 아니라면 서버 세이브 슬롯도 4개만 제공되고 그 외에는 모두 구매해야 한다.
46,세이브 데이터를 로드할 경우에도 5개의 모래 시계가 필요하다.
47,게스트 초대 올 클리어를 노린다면 수시로 세이브/ 로드를 반복해야 하기 때문에 이 소모가 더욱 심한 편이다.
48,모든 캐릭터의 루트 (5 일차) 로 바로 이동할 수 있다.
49,물론 공짜는 없고 모래 시계 100개를 사용하여야 한다.
50,항상 같은 공통 루트를 스킵할 수 있으며 원래 방식대로 날짜를 넘기는 것보다 모래 시계를 절약할 수 있다.
51,"[20 ]Original Story에서 한 캐릭터 당 노멀 엔딩, 굿 엔딩을 포함하여 총 7개의 엔딩이 있고, 그 외의 엔딩이 3개가 더 있다."
52,그러면 총 45[21] 개의 엔딩이 있는 것이다.
53,선택지를 잘 선택하거나 채팅 방을 놓쳐 보거나 세이브를 잘 이용하자. 일러 에서 여주의 얼굴에는 눈이 없다.
54,여주 눈은 기본 프로필 사진에서 확인 가능하다.
55,[22] 근데 퀼리티는 전혀 좋지 않아서 그냥 개인 앨범에 있는 프로필 사진으로 할 때가 많다 카더라...
56,핸드폰 시간이 조작되었다고
57,앱에서 판단하면 자동으로 계정 정지를 먹인다.
58,핸드폰 시간을 조작하여 채팅 방에 들어가려는 꼼수는 부려서는 안 된다.
59,수상한 메신저/ 등장인물 참조. 본격 공식 회사가 지뢰인 장르 글이 길어 져 항목이 분리되었다.
60,수상한 메신저/ 사건 사고 문서 참조. 수상한 메신저 /DLC 문서 참고 .http: //msg .cheritz .com /chattoon 게임 속 내용의 외전으로 게임 플레이와는 연관 없는 내용이다.
61,중간 중간에 가끔 그림이 나오고 수메 공략 캐들 끼리
62,채팅하면서 은근 개그를 치는 게 포인트다.
63,내용은 상당히 짧으니 주의(... )2020 년 4월 11일 북 큐브에서 < 수상한 메신저의 초대> 라는 이름으로 웹 툰 화되었다.
64,"자세한 건 수상한 메신저의 초대 참고. 'RFA VIP 패키지' 가격이 79,000원이다."
65,덴 더 라이 언과 네 임 리스 프로젝트 프리미엄 패키지가 5만원 대였던
66,것에 비하면 눈 돌아가는 가격. 구성품 참고 성덕이라면 상당히 알찬 구성이다.
67,기존에는 예약판매를 했으나 반응이 좋자 추가 판매를 하고 있으며 현재도 구입 가능하다.
68,"수상한 메신저에 결제를 할 생각이 있다면 적극 추천되는 패키지. 왜냐 하면 수상한 메신저에서 결제를 통해 구입 가능한 모래 시계는 기본이고 전화카드, 채팅 속도 MAX, 슬 롯 추가 등이 VIP 패키지에 모두 들어 있기 때문이다."
69,해외 반응이 폭발적이다!
70,이를 증명하듯 텀블러에서도 팬 덤활동이 활발하다.
71,그리고 9월 19일 오버워치를 제치고 게임부분 인기 순위 1위까지 기록했다.
72,아무래도 비주류 중에서도 비주류에 속하는 영미 권 오토 메 게임 유저들에게 풀 텍스트 현지화라는 점이 가뭄의 단비처럼 다가온 듯하다.
73,스팀 등을 통해 지속적으로 영미권 진출을 시도해 온 체리츠의 노력이 결실을 맺는 중. 스마트 폰 게임이라는 특성을 살린 게임 진행 방식도 신 선하다며 호평 받고 있다.
74,"재미있게도, 사실 시나리오에 설정구멍이 엄청나게 많은 편인데 이게 서구권 유저들 특유의 유쾌함과 맞아떨어져서 오히려 개그 밈으로 승화되는 중이다."
75,영어가 된다면 인스타나 텀블러를 뒤져 보자. 폭소가 터질 만한 고 퀄 짤 방들이 많다.
76,역시 덕 중덕은 양 덕이 라프 롤 로그에서 707이 말한 ' 주민 마법 사설' [23] 이 해 외판에서는 'The rumor come out: Does Jumin Han is gay? '라고 번역이 되었는데 괴 랄한 문법과 게이 조크가 섞여 해외권에서 밈이 되었다.
77,"저 대사가 텀블러에서 태그로 이용될 정도. [24] BL을 좋아하는 유저들을 노린 게 아니냐며 좋아하는 반응도 있는 반면에, 이 대사를 비롯해 전체적으로 호 모포 비아적으로 느껴진다며 비판하는 반응도 일부 있다."
78,본래 겨울에 나올 예정이었기 때문에 등장인물 대부분이 자켓은 기본으로 착용하고 나온다.
79,하지만 발 매일이 연기되고 연기된 나머지 개봉 일은 한 여름으로(...). 덕분에 보기만 해도 더운 패션이 되었다.
80,이전 작품처럼 이번에도 진 주인공 한 명에 스토리 몰 빵을 해 버리는 만행을 저질렀다.
81,스토리 상 어쩔 수 없었다고
82,는 하지만 그 덕분에 작품 팬의 거의 대부분이 해당 캐릭터의 팬이라 다른 캐릭터 팬은 팬사이트 등지에서도 상대적으로 소외 받는 편이다.2017
83,년 NDC 강단에서 ' 체리 츠' 의 이 수진 대표가 여심을 사로잡기 위해 어떻게 수상한 메신저를 만들었는지 강연을 펼쳤다.
84,# 문화 체육관광 부와 한국 콘텐츠 진흥원에서 2017년 1 분기 이달의 우수게임 인 디게임 부문에 표류 소녀와 공동으로 선정되었다.
85,기사 2017년 대한민국 게임대상 올해의 게임 인 디게임상을 수상하였다.
86,"공지체리츠에서는 2016년, 2017년, 2018년에 수상한 메신저로 얻은 수익금 중 각각 1억 원씩을 기부했다."
87,기사 또한 국내의 한 유저는 수상한 메신저의 내용을 기반으로 한 2차 창작 단편 소설집을 제작하여 판매 수익금 전액을 초록 우산 어린이재단에 기부하기도 했다.
88,기사 디시인 사이드에 수상한 메신저 마이너 갤러리가 있다.
89,"디씨답게 야 민 정음을 많이 사용하는데 예를 들면 수 메→ 슥 메, 여주→ 여 즉, 주민→ 즉 민, 유성→ 윾 성으로 부른다."
90,"707은 땡칠이, 레이는 스포캐, V는 브가, 리 카는 릭 가 또는 원자라고 부른다.2018"
91,년 1월 31일 오후 6시 40 분경에 레이 루트가 추가 되었다.
92,VIP 패키지의 민트 아이 판인 스페셜 빌 리버 (SPECIAL BELIEVER) 패 키 지가 2017년 12월 22일 예약판매를 개시했다.
93,"가격은 85,000원. 레이 루트 추가 일에 받아 볼 수 있도록 날짜를 맞춰 발송되었다."
94,스페셜 빌 리버 패키지도 마찬가지로 수상한 메신저에 결제를 할 생각이 있다면 적극 추천되는 패키지이다.2018
95,년 8월 오 타 콘에 초청되었다.2019
96,년 1월 1일부터 2월 24일까지 홍대 던 전과 콜라보 이벤트를 진행했다.
97,공지 707 자각 엔딩 [25] 팬게임이 제작 되었다.
98,참고로 모바일로만 플레이 가능하다.
99,"[26] 링크 선택지에 따라 굿, 노멀, 배 드엔딩을 볼 수 있다."
100,참고로 배 드엔딩 선택지는 221. 체리 츠 제작진 중에 리그 오브 레 전드 ( 이하 롤) 유저가 있는 것으로 추정된다.
101,"당장 공 략캐 중 한 명인 유성이 롤을 패러디한 게임인 롤 롤 유저로 나오며, 유성의 프로필을 클릭했을 때 다섯 번째 성기사 스킨을 낀 타릭을 패러디 코 스프 레를 한 모습을 확인할 수 있다."
102,"또 한 캐릭터 생일 한정으로 제공되는 생일 채팅에서 확인된 바로는 유성이 가장 즐겨 쓰는 롤 롤 아이템은 슈렐리아의 몽상을 패러디한 "" 슈렐 리 아의 명상 ""으로 나온다."
103,여기에 한 술 더 떠서 3주년 기념으로 공개된 게임 일 러스트에선 RFA 멤버 5명 전원이 롤 캐릭터 코 스프 레를 한 모습으로 등장했다.
104,그것도 롤 게임 내 포지션까지 맞춰 실제 롤 게임상에서 사용할 수 있는 캐릭터 조합으로! [27] [28] 오프닝 풀 버전 가사 [ 펼치기 · 접기 ] (I just got your messags) 아침을 깨우는 귀에 익숙한 나의 벨소리 무심결에 차가운 손을 뻗어 지난밤 새롭게 일어난 일을 뭐가 있는지 어쩌면 또 너에 관한 이야기 기분은 어떤지 서로 안부를 주고 받을 때 수상한 내 모습 알아 채버 릴 까 말도 되지 않는 농담 거리만 늘어놓다가 상상해 환하게 웃고 있는 너( 째깍 째깍 흘러만 가는 시간 속에서) 전화 길 바보처럼 손에 놓질 못해 멈춘 시간 속 떨려 오는 지금 전 하고픈 글자만 맴돌아 Did you get mysterious messages? 사진 속 잊을 수 없는 너 액정 속에 비친 나의 모습 너는 의심하지 않아 Did you get mysterious messages? 그 안에 감춰 둔 내 마음 찾았니?
105,너를 지켜보고 있어 늦은 저녁까지 너의 연락을 기다리다가 잠이 든 네 모습 떠올려 버렸어 말도 되지 않는 꿈 같은 일을 상상해 볼래
106,너와 나 둘이 서 우주로 갈까( 수상한 이메일) 그게 이 게임의 단서야( 부서진 글자들) 네 가 알 수록 더 위험해 멈춘 시간 속 떨려 오는 지금 달려갈게
107,너만은 지킬게
108,Did you get mysterious messages? 사진 속 잊을 수 없는 너 액정 속에 비친 모습 밖은 아직 어둠이 가득 해 수상한 메신저에 엮여 버린 네 모습 수많은 비밀에 흔들려 너를 지켜보고 있어 누군가가 꿈꾸었던 비밀의 게임( 달콤한 거짓에) 다가 가지 마 액정 속 글자들 로 계속 전해 왔던
109,내 마음 눈치챘니
110,수 상한 파티로 널 초대할게
111,Did you get myserious messages? 사진 속 잊을 수 없는 너 액정 속에 비친 나의 모습 너는 의심 할 수 없어 수상한 비밀들이 악몽처럼 너를 괴롭히려 한대도 괜찮아 내가 지켜 주고 있어 수상한 메신저 만우절 OP 수상한 메신저의 PV와 오프닝 무비. 한국 우타이 테 Han이 불렀다.
112,영문 판은 여기서 볼 수 있다.
113,올 클리어 후에 보면 스포일러가 눈에 띈다.
114,여담으로 수 메 팬들 사이에서 오프닝 가사가 꼭 진주인 공이 주인공( 플레이어 )한테 전하는 말 같다는 말이 많은 편이다.
115,어나 더 V 루트가 출시되면서 나온 오프닝. 제목은 ' 빛과 수선화' 이며 노래는 V와 리 카 목소리 역을 맡은 이 호산과 이 현진 성우가 불렀다.
116,태양 아래 수선화 하얀 빛을 찾아서 꽃을 피워 보려고 모든 힘을 다하죠
117,꽃에게 부를 달콤한 이상의 노래 간절히 부를 외로운 기억의 노래 빛으로 가면 그 꽃을 피울 수 있죠
118,밀지 말아요
119,이 세상이 날 꺾을 거예요
120,빛이 있다면 내 존재 모두 용서하시길 나를 지키려 시작한 연극도 부디 빛이 있다면 이 꽃을 피워 주시 길 나의 모든 것을 가져 가셔도 되니 노란 수선화 사랑을 주시 길 【이 호산 성우의 평 ( 스포일러 있음) 】V 목소리 역을 맡은 이 호산 성우는 ' 나의 모든 것을 가져 가셔도 되니' 라는 부분이 V를 가장 잘 표현한 가사 같다고
121,한다.
122,무한하고도 무한한 V의 태양 같은 사랑 https: //youtu .be /Tl-PkbfQwjg 캐주얼/ 딥 스토리 공략 캐들 을 굿/ 노멀 엔딩으로 클리어했을 시 나오는 엔딩이다.
123,"제목은 ' 밝게 빛나는 태양처럼'. 노래는 오프닝을 불렀던 우타이 테 Han, 그리고 Sirius( 천랑) 가 불렀다."
124,밝게 빛나는 태양처럼 언제나 나는 여기에 있어 어둠이 져도 사라질 수 없는 걸 하얀 세상에 색을 물들인 참 거룩한 사람이 던 너 사진 속 웃고 있던 네 모습 아직도 선명해 아름다웠었지 지금 네가 있는 곳에 차가운 바람 불어도 가끔 씩은 하늘을 올려다봐 다시 한 번 외로움이 너를 비틀어도 나는 여기서 환하게 너를 비추고 있을게
125,나의 두 눈의 말을 들어준 참 순수한 사람이 던 너널 향한 그리움이 예쁜 눈이 되어 겨울에 네 창가를 비추길 바라지 금 네가 있는 곳에 차가운 바람 불어도 가끔 씩은 하늘을 올려다봐 다시 한 번 외로움이 너를 비틀어도 나는 여기서 환하게 너를 비추고 있을 게 달라진 얼굴로 상처 입혀도 나를 미워하며 멀어 져 가도 나의 사랑은 훨씬 커다란 태양 저 하늘의 기적 지금 네가 있는 곳에 차가운 바람 불어도 가끔 씩은 하늘을 올려다봐 다시 한 번 외로움이 너를 비틀어도 네 게 돌아와 여기서 너를 영원히 기다려
