,sentences
19,한편 우 정호의 백혈병으로 입원했다는 소식이 알려 지자 트위터에 록 키의 명대사를 인용해 쾌유 기원 글을 올리면서 화제가 되면서 수많은 스타 팬들을 감동시켰다.2011
20,"년 2월 19일, 건강 문제로 한동안 중계를 쉬고 있던 이승원이 피디 팝 MSL 저 저전 결승전으로 다시 해설 직에 복귀했다."
21,그 동안 걱정하고 있던 스타 팬들에게 있어서는 정말 희소식이 아닐 수가 없다.
22,그런 데 정작 그 복귀하게 된 결승전이 망했어요
23,"성 춘 쇼에 따르면 김동 준, 임성 춘 이 모두 이 승원을 어르고 달래서 해설 직에 복귀시켰다고"
24,한다.
25,묘한 분위기의 글이 트위터에 올라오면서 모두 불안에 떨었다.
26,이후 MBC 게임이 음악 채널로의 변경이 확정되었다.
27,그러면서 약간 MBC GAME 폐지에 대해 언급하기도. [12] 그 후 이승원은 쇼 리 플레이 황 당무적 시즌 2 도 하차하였고 스타 배 넷 어택도 9월 24일 토요일 방송을 끝으로 하차했다.
28,[13] 황 당무적에서는 여행 간다고 했는데 다시 출연하면 ' 황 당무적 '이란 프로그램 제목에 맞지 않겠냐고 했는데 그런 일은 일어나지 않았다.
29,"여담으로, MBC 게임에서 프로그램을 11개 할 때도 있었는데 강릉시 개인사업자 세금 납세 3위에 한 번 랭크 됐을 정도로 벌었다고"
30,한다.2011
31,년 11월 21일 유대 현 해설과 함께 온 게임 넷으로 이적했다.
32,MBC GAME이 2012년 2월 채널변경이 되면서 온 게임 넷으로 스카우트된 것. 특히 SK 플래닛 프로리그 시즌 1 토요일 조합이 전용 준 - 이 승원 - 김 정민이라는 사실이 알려 지자 스덕들은 ' 상상하던 최고의 조합' 이 이루어졌다면서 환호하였다.
33,포 모스에서 인터뷰를 했는데 MBC GAME의 채널변경보다 MSL이 제대로 끝을 맺지 못한 것이 안타깝다고
34,했다.
35,# Talk 까놓고 뒷담화에서는 10년 동안 몸담았던 방송국이 없어 져서 동생들과 술집을 차릴까 라는 말을 했었다고.
36,그만 둔 뒤에도 11kg이나 빠지고 얼굴이 까매져서 병원에 가게 됐는데 지금도 계속 가고 있다고
37,말했다.
38,여간 마음 고생한 게 아닌 듯. 그리고 미리 새해 소원을 적었는데 그 중에서 하나가 ＂ 내년에는 e 스포츠관련해서 망하는 게 없었으면 좋겠다.
39,"＂ [14] [15 ]SK 플래닛 프로리그 시즌 1 개막전에서 엄청난 환호를 받았다 #2011 년 12월 17일 STX SouL: 공군 ACE의 경기 중 "" 지금 상황에서 백동 준 선수가 무서워해야 될 것은 정전밖에 없습니다!"
40,""" 라는 드립을 쳐서 스덕들을 폭발시켰다.2012"
41,년 1월 10일에는 도 재 욱이 지난 시즌에 비해서 당시에 저 그를 잘 잡는다는 사실을 언급하며 도지사가 되었다고
42,하였다.2012
43,"년 2월 1일 MBC 게임의 폐국과 함께 올라온 이 승원의 분노의 트윗 .2012 년 6월에는 온 게임 넷에 하도 많이 나오는 햇반 CF를 어느 스갤러가 이 승원 특유의 중계 스타일을 패러디 해서 햇반 먹는 승원 좌라는 개 드립 글을 작성했는데#, 이게 PGR21 유머 게시판으로 넘어갔다#. 그리고 그걸 본 이 승원 본인이 직접 음성을 녹음해서 PGR에 올렸다."
44,"## 깨알 같은 전열기 등을 통한 사고와 본문엔 없던 반찬인 콩 2012년 7월 9일 SK 플래닛 프로리그 시즌 2 2 라운드 SKT T1 :kt 롤스터의 통신사 라이벌 경기 중계 중, 단체 응원 온 KT의 신입 사원들의 모습이 카메라에 잡히자 자신도 과거에는 핸드폰을 팔았다고"
45,하였고 정 소림 캐스터 역시 자신도 핸드폰을 팔았다고
46,"하며 만담이 이어지다, 이승원이 자신이 팔았던"
47,핸드폰의 통신사가 망했고 자신이 게임 해설을 한 방송국 역시 망했다는 얘기를 덧붙이는 바람에 스타 팬들의 눈시울을 적셨고 '이 승원이 온 게임 넷으로 이적하니 스타 1이 망했다' 는 드립도 나와 버렸다.
48,킬 링 캠프에서 밝히길 자신이 그동안 거쳐간 회사( 하이텔→ 두루 넷 →MBC 게임) 가는 길마다 망했다고
49,"[16]. 또 한 MBC GAME의 폐국에 대해서도 언급을 하였는데, [17] 그동안 일반인들이 알아 온 폐국사정이 많이 달랐다."
50,수지가 안 맞아서 폐국을 한 줄 알았으나 사실은 MBC 플러스 미디어 산하 국 중에선 굉장히 건강한 채널에 속했고 없어 지지 않아도 될 채널이었다고
51,한다.
52,당시 사장의 독단으로 인해 폐국이 되었다고
53,하여 너무 억울했었고 돈을 벌기보다는 쓰는 쪽이었던 건 MBC every1이나 MBC Life[18] 였고 MBC Life가 MBC MUSIC으로 전환될 줄 알았다고.
54,그리고 폐국과정이 너무 안 좋았던 게 MBC GAME은 이벤트로 수입을 내는 방송국이었는데 폐국 몇 달 전부터 모든 이벤트를 하지 말라고
55,위에서 명령이 내려왔단다.
56,"그러고 나서 몇 달 뒤에 적자가 나니까 적자가 났다면서 슈퍼스타 K, 나는 가 수다 등을 예로 들며 음악이 대세라며 폐국을 단행하였다고"
57,한다.
58,억울해서 어 딘가 하소연 하고 싶었지만 이미 결정된 사항이었기에 먹칠하지 말 자고 생각했고 자꾸 방송을 하면 이야기하고 싶어 져 9월 말로 MBC GAME을 그만뒀다고
59,한다.
60,도타 2 인 비테 이셔 널 슈퍼 매치의 해설로 투입되었다.
61,오성 균 해설 - 정 소림 캐스터와의 호흡이 꽤 좋은지 호평을 받았다.
62,그리고 도타 2 나 잇에서도 출연했다.
63,"[19] 그런데 이후 온 게임 넷이 도타 중계를 안 하게 되고 스포티비가 도타 대회를 중계하게 되면서 한동안 온 게임 넷에서는 볼 수 없었고, 소 닉 스타리그 해설에서만 볼 수 있었다."
64,역시나 해설 클라스와 만담& 디스 실력(…) 은 어 딜 가지 않았다.
65,"[20] 그런데, 아무래도 인터넷 방송이다 보니 말도 좀 더 편하게 하는 듯했다."
66,"""도 재 욱 이런 ' 애' 들은 게이트 예쁘게 짓거든요."
67,"아니, 도 재 욱 선수…."" "" 지가!"" [21 ]2014 년 4월 27일부터 KDL 시즌 2 중 계를 정인 호 해설과 함께 맡게 되면서 오랜만에 해설하는 이 승원을 볼 수 있었다."
68,"시즌 1에서는 일요일은 김 철 민/ 정인 호/ 유대 현, 수요일 성 승헌/ 정인 호/ 온 상민 조합이었는데 시즌 2부터 는 유대 현, 온 상민이 빠지고 이승원이 계속 해설을 하게 되었다."
69,개막전에서는 이 승원 특유의 선수에 대한 분석과 분위기를 열광시키는 억양이 정인 호의 무당 해설과 어울러져 포커 페이스와 제 퍼의 경기를 더욱 흥미롭게 이끌었다.
70,"그리고 2015년, 스포 티비 게임즈가 Starcraft 2 StarLeague란 명칭으로 스타 크래프트 2 개인리그를 개최하면서 성 승헌 캐스터, 고인 규 해설위원과 함께 함께 스타 2 중계 진에 합류했다."
71,프로리그 12-13 시즌 이후 1년 여 만의 복귀했다.
72,하지만 해설능력에 있어서는 파트너인 갓인규와 엄청나게 비교되며 말을 더듬거나 맞지 않는 드립을 치는 등 아직 까지 많이 부족한 모습을 보인다.
73,"GSL, 프로리그, 롤 챔스 등을 포함한 해설의 트렌드에 있어서 전혀 유머감각을 따라가지 못하고 있고 항상 말할 때 어두와 어미의 억양이 일정해 지루함을 느끼게 되는데 특히 위트 있는 얘기를 하거나 드립을 칠 때도 이 억양을 유지하기 때문에 애초에 스타 1에서부터 선수출신이 아님으로 인한 전문성 부족과 더불어 한계를 보이고 있다."
74,"GSL의 박진영 해설, 스포 티비 게임즈의 고인 규 해설 등이 아무래도 젊은 나이와 선수출신인 점 때문에 전문 성과 위트를 겸비한 반면 단점이 지속적으로 드러나고 있다."
75,# 그러나 여전히 큰 대회에서 걸맞는 클래스는 보여준다는 사실을 2015 SSL 시즌 1 4 강에서 확인할 수 있다.
76,"김 대 엽과 조성주의 4 강 전에서 김 대 엽의 8 년 게이 머 생활을 집념으로 승화시키는 화법이나 이승 현과 조중혁의 경기에서 특히 6 세트의 경우 긴박한 분위기를 조성시키는 등, 이 경기들을 통해 승원 좌가 돌아왔다고"
77,평하는 팬들이 많았다.
78,여담으로 아프리카 TV에서 진행 중인 이윤 열의 복면스타 왕에 게스트로 출연한 적 있다.
79,당시 프로 게이 머 레 전 드로 초청 받은 게스트는 박용 욱. 공허의 유산 출시 이후 박상 현 캐스터와 함께 아프리카 TV에서 진행하는 스타 투 게 더의 MC를 맡고 있다.2016
80,스타리그 시즌 1 에서 성 승헌과 같이 짤렸다.
81,그 이후엔 콩 두에서 정인 호 해설과 도타 2 상하이 메이저 중계를 하게 되었다.
82,주로 MVP 피닉스 국 뽕의 경기를 중계해 주었다.
83,"이후 롤 챔스 승강 전에서 MVP와 콩 두의 경기를 관람하는 모습이 포착되었는데, 이 때문에 섬 머 시즌 때 스포티비에서 롤 해설을 맡지 않을까"
84,하는 카더라
85,가 있었다.
86,"성 승헌 이 승원 캡틴 잭 그런데 스포 티비 해설 진은 성 승헌, 헬 리 오스, 캡틴 잭으로 발표되었다."
87,[22] 김 하늘 피디 트윗에 나온 말로는 개인 일정 상 참여하지 못하게 되었다고...
88,대신 캡 잭과 헬리오스에게 해설에 대한 노하우를 전수하고 있는 듯 했는데 본인 페이스 북 경력 사항 [23 ]에 퇴사 소식을 올리면서 단순히 일정 문제가 아니라 아예 퇴사한 것으로 밝혀졌다.
89,정확한 퇴사 이유는 알려 지지 않은 상태이다.
90,"이후 도타 2 마닐라 메이저 공식 한국 해설로 중계하기도 하고, 2016년 7월 1일 콩 두 컴퍼니 소속으로 들어갔다는 기사가 떴다."
91,업무는 e 스포츠 디렉터와 해설. 기사 본인 언급에 따르면 오버워치를 경쟁 전 점수는 안 나왔지만 준비 중이며 아프리카 TV에 나온 오버 워치 리그를 통해 중계를 진행했다.
92,2016년 12월 15일 KT 아프리카 TV 시상식에서 E 스포츠 특별상을 공동 수상했다.
93,"공동수상의 주인공은 스타 크래프트 1, 오버 워치 중계 진 등 총 10명이다."
94,"대국민 스타리그 이후 아프리카 TV 스타리그, 아프리카 TV 스타리그 시즌 2, 아프리카 TV 스타리그 시즌 3에서도 막 청승이라고 불리는 박상 현, 임성 춘 과 함께 해설을 맡았다."
95,또 한 펜 타스 톰 프리미어리그로 오랜만에 OGN에서도 모습을 보였다.
96,아프리카 TV 스타리그 시즌 4 에서도 해설을 하였다.
97,"그런 데 2017년 11월 초에 부친상을 당해서 3, 4위 전 해설에는 불참하였고, 대타는 박태 민이 맡았다."
98,오버 워치 리그에서 해설로 등장했다.
99,MBC SPORTS+ 2에서 방송하는데 기분이 남다를 듯하다.
100,"길고 장황하게 설명을 하는 스타일이라 빠른 흐름의 오버워치를 잘 따라가지 못하고 궁 체크, 인원 체크에 그치고 있다."
101,"오랜 해설 경력으로 커버를 하는 듯하나 듣다 보면 단순 기술 이름 나열에 불과한 해설임을 알 수 있으며 어떠한 상황인지, 상황을 타개하려면 어떻게 해야 하는 지에 대해 해설이 매우 부족하다."
102,초창기 리그 오브 레 전드 엄 재경 해설 수준 .2018 년 4월 10일 온풍 미디어에서 제작한 스타 크래프트 시리즈 20주년 특별 생방송에서 게스트로 초대되었다.2019
103,"년부터 는 박상 현, 임성 춘 과 함께 주식회사 중계 진을 차려서 유 튜브 채널 등을 운영 중이다."
104,' 얼마나 강한 펀치를 치느냐
105,가 중요한 게 아니야.
106,얼마나 강한 펀치를 맞고도 다시 일어서느냐
107,"가 중요하지 널 기다리는 사람들은 카운트를 천천히 셀 것이 분명하니 기필코 일어나라, 우 정호 '2011 년 급성 백혈병으로 입원하게 된 KT 롤 스터 우 정호를 위해 남긴 글. 우 정호는 이후 병을 이기고 돌아오는 듯 하였으나, 안타깝게도 갑작스러운 백혈병의 재발로 세상을 떠나고 만다."
108,악마가 영웅의 심장을 뺏어 버리네요.2006
109,"년 프 링 글스 MSL 시즌 1 16 강 전 박 정석 vs 박용 욱 경기에서 박용 욱이 다 진 경기를 다크 아 콘으로 캐리 어를 뺏어 역전하는 장면에서. 박상 현: ""도 재 욱 선수 이번에 이기면 별이 5 개거든요."" 이 승원: "" 그렇습니다."
110,별 다섯 개 아무나 하는 것이 아니거든요.
111,별 다섯 개는 장수하는 돌침대 빼곤 한국에 존재하지 않습니다.
112,""" 신한 은행 프로리그 08-09부터 선수 소개 때 1승 당 별이 반개씩 붙어서 표시했는데 4.5개인 도 재 욱 경기 때 이 승원이 한 말. 이 승원: "" 초 반부터 부자스럽게 가는 건 좋은데 돈 좀 벌렸다 고 펀드에 여러 군데에 돈을 찔러 넣다가 한꺼번에, 한 순간에 거지가 된 제 경우를 놓고 보더라도…."" 박 상현: "" 피차 일반이죠."
113,""" 이 승원: "" 예, 그렇죠."
114,"같이 거지가 된 쪽이 우리 박상 현 캐스터.""# [24] 부자스럽게 멀 티를 먹은 선수를 가리키며.' 여러분들은 프로 토스를 왜 시작하십니까?"
115,"' 라고 물어 보면 은, 하드 코어 질 럿 러시가 정말 좋기 때문에! 우주배 MSL Loser's Final 5 세트에서 박 정석이 하드 코어 질 럿 러시를 성공시킬 때 마 재 윤의 지휘봉을 김 택용이 꺾어 버리고 있는 그런 모습입니다!3.3"
116,"혁명으로 잘 알려 진 곰 TV MSL 시즌 1 결승, 3차 전 블 리 츠 X에서 김 택용이 4 다크로 마 재 윤의 레어를 격파한 직후, GG를 받아내고 3:0 완승을 하기 직전 코멘트 진짜 오래 기다리셨습니다."
117,735일 동안 기다리셨거든요!
118,"홍진 호를 바라보는, 그리고 홍 진호 선수 여지껏 솔직히 놀림감밖에 안됐었습니다."
119,그러나 그 735일 동안에 여하튼 이 한 경기로... ( 뮤 탈 리스크가 변태되는 것을 옵저버가 잡자 환호성이 들려온다) 뮤 탈 리스크 경기 끝났어요!6.20
120,"황색혁명으로 유명한 신한 은행 프로리그 08-09 5 라운드 공군 에이스 vs SKT T1 3 경기에서, 김 택용의 본진 넥서스가 파괴된 걸 보고 그간 홍진 호의 선수 생활을 술회하며 제 주위에 아는 분에도 저렇게 자주 취하시는 분이 있는데, 술에 취하면 그렇게 빙글빙글 돌더라구요."
121,[25] 신한 은행 프로리그 09-10 1 라운드 SK 텔레콤 T1 vs. STX SouL 4 세트 정 명훈 대 김 윤환 Z의 경기에서 에 그 두 개 사이에 낀 디 파일러가 미트 스핀 제자리에서 빙빙 돌자# 베테랑 선수에게 어느 순위까지 정점을 찍고 난 이후의 선수에게 연승을 달리는 이런 선수처럼 해 달라고 부탁 안 합니다.
122,그냥 중요한 경기에서 한 경기 한 경기 경험이 있다는 것을 활용하여 한 경기 한 경기 중요한 경기를 잡아 내 주기만 한다면 은 베테랑의 역할 모두 해 주는 것이거든요!
123,SKT T1 의 배 테랑 선수뿐만 아니라 현재 아직 까지 현역으로 뛰고 있는 모든 올드 선수들에게 들려주고 싶은 이야기이고 또 그 선수들이 중요한 경기 때마다 벤치에만 앉아 있지 말고 나와서 한 경기를 잡아 줄 수 있는 선수가 되 주길 바랍니다.
124,모든 선수가 말이죠.
125,신한 은행 프로리그 09-10 SK 텔레콤 T1 과 CJ 엔 투스의 포스트 시즌 경기에서 고인 규가 CJ의 신예 정우용을 잡고 10 연 패를 끊었을 때. 정말 저 개인적으로도 수천 경기의 테란 대 테란 전 중계를 해 가면서 테란 대 테란 전은 제가 지금까지 중계를 해 왔던 그 틀 안에서 나 이뤄 지겠지 이런 생각하고 있다가 이 선수들에게 큰코다쳤습니다.
126,정말 중계하기도 힘드네요.
127,"빅 파일 MSL 4 강 이 영호 vs. 정명 훈의 1 세트 경기가 이 영호의 승리로 끝난 후. 박상 현: "" 요즘 허영 무 선수 경기 너무 안 풀리고 있어요!"
128,""" 이 승원: "" 그렇죠."
129,그러니까 얼마나 가시 방석일까요.
130,"이겨도 보통 이겨야 되는 게 아니라, 예전 만큼의 연승, 그리고 확실한 경기, 이런 걸 보여줘야 될 텐데…. 마음은 급한데 그 만큼 경기력은 안 따라 주고. 그리고 경기를 못했을 때 주변에서 쏟아지는 조 소라든 가 비아냥 이런 것 들이 허영무 선수의 발목을 굉장히 잡고 있는 게 분명합니다."
131,그런 데 오직 게임의 승리를 위해서 그런 걸 참고 견 디라고 ' 프로' 라는 이름을 붙여 주는 겁니다.
132,"예, 그래서 ' 프로 게이 머 '에요. 그런 것을 다시 한 번 허영 무 선수가…. 뭐 여러 가지 일련의 개인적인 사건을 통해서 알게 됐을 거고, 그런 것을 통해서 허영 무 선수가 한 단계 더 발전하고, 그리고 하나 확실한 것은, 시간이 필요 하다는 겁니다."
133,시간이 필요 해요.
134,"어떤 상황이라도, 한 순간에 진짜 손바닥 뒤집듯이 갑자기 예전처럼 성적이 확 나올 순 없습니다."
135,"천천히 뒤집어 지고, 그리고 천천히 뒤집어 지는 가운데 성적이 지금 상태에서 더 좋아진다면 예전보다 더 좋아질 가능성, 저는 높다고"
136,보거든요.
137,""" 박 상현: "" 예, 김 윤환 선수도 암흑기가 있었는데, 최근에 이 영호 선수 잡아내고 이후에 위 너스 리그에서 기세를 계속해서 이어 가고 있어요."
138,""" 이 승원: "" 두 선수가 다 비슷해요."
139,"사실은 그런 걸 따져 보면 은, 김 윤환 선수도 성적은 진짜 안 나오는데 출격은 꾸준하게 했었거든요."
140,"그래 가지고 오죽 하면 김 윤환 선수가 이제 성적이 되게 안 좋을 때 출격할 때 김은 동 감독 아들이냐,"
141,이런 얘기도 들었었어요.
142,그 정도로 암흑기가 길었었는데 한 번 뭔 가 자신이 확 깨닫고 나니까 성적이 쭉 올라가면서 ' 우 승자' 라는 타이틀을 달지 않습니까.
143,사람은 금속과도 같아요.
144,그냥 달궈 지고 두드리는 가운데 결국 이제 어느 정도 경도가 생길 때까진 두드림을 당해야 됩니다.
145,뜨거운데 들어가기도 해야 되고요.
146,그러는 과정이라고 애정 있게 지켜보는 팬들의 시선도 중요합니다.
147,"팬들이 욕하고, 팬들이 칭찬하고 이런 건 다 팬들 마음입니다."
148,그렇기 때문에 프로 입장에선 아무런 코멘트도 달면 안 돼요.
149,"그 팬들이 어떻게 하든 간에 그건 다른 문제고 자신이 해야 될 것만 하는 것, 이것이 허영 무 선수에게 가장 필요 하다는 겁니다."
150,뭐 물론 다 아는 얘기겠지만 말입니다.
151,""" 허영 무의 겜 알 못 사건 이후 허영 무 vs. 김 윤환 Z 프로리그에서# 쇼 리 플레이 황 당무적 중에 로스트 패러디를 하기도 했다."
152,""" 아 셔틀이 요기 잉 네 요."""" 아 마 옵저버를 잃게 되겠죠."
153,"""2010 년 5월 4일 STX SouL vs. 웅진 스타즈의 첫 경기( 김구현 vs. 김 승 현 )에서 김 승 현의 리버가 허무하게 잡히자 "" 김 승현 선수 지금 오 마이 리버하고 있을 거에요."" 라는 말을 했다."
154,이건 설마…. 2011년 4월 21일 스덕들의 시선이 집중된 ABC 마트 MSL D 조 최종전 경기 중계 후 이 영호의 낚시에 걸려 6시 멀 티를 치러 안으로 쑥 들어갔던 김 택용의 드라군 부대가 전멸한 것을 일컬어 왜 요즘 유머 게시판에 그런 만화 있잖 습니까?
155,들어올 때는 맘대로 였겠지만 나갈 때는 아니란다.라고
156,말해 스덕들을 폭소케 했다.2011
157,년 6월 무렵에 허영 무 vs. 고석 현전에서는 제동신의 모험을 언급했다.
158,그것도 그날 새벽에 나온 매립지 드립을 시전했다.2011
159,"년 6월 27일 프로리그 허영 무 vs 주성 욱 대결에서는 ' 상대의 희망을 깨뜨리는 못을 가슴에 박아 줘야 한다' 면서 "" 허영 무 선수가 가지고 있는 못이 있죠."
160,""" 라며 겜 알 못 드립을 쳤다.2011"
161,년 7월 11일 또 엉덩국이 그린 만화를 스타 황 당무적에서 재차 발언했다.2011
162,년 4월 쇼 리 플레이 황 당무적에서 임성 춘 과 함께 테 테 전이 이렇게 귀여울 리 없어라는 리 플레이를 중계하며 마법 소녀 마도 카☆ 마기 카를 봤다는 이야기를 했다.
163,# 뒤 이어 7월 26일 스타 베 넷 어택 김 재훈 편에서도 마 마마를 봤다는 발언을 했다.
164,"[26 ]2014 년 9월 18일 KDL 시즌 3 에서 닉스 닉스 니라고 써 있는 치어 풀을 보고 니 코니 코 니를 언급을 하고, 이어서 일 코를 하는 듯한 말투의 정 인호가 이승원 해설은 좋은 해설을 위해 공부를 하느라 집에서 나오질 않는다는 얘기를 하자 집에서 있는 게 제일 좋다면서 집에서 얼마나 할 일이 많은 지 모르겠다며 이를 받아쳤다."
165,덕 밍 아웃 장면 2015년 1월 29일 네이버 스타리그 2015 시즌 1 16 강 C 조 2 경기 2 세트에서 고병 재의 견제가 계속 막히자 더 이상은 naver 드립을 쳤다... 해 당 장면 고인 규: 전 태양의 그동안의 한이었거든요!
166,이 승원: 자 올라갑니다
167,자신의 커리어 하이를 극복합니다!
168,가장 뜨거운 플레이로 말입니다!2015
169,년 8월 20일 스베 누 스타리그 2015 시즌 3 8 강 전 태양 vs 주성 욱 5 세트 아까 경기 중에도 말씀드렸습니다만 어떤 선수들 간에 자신의 선배의 게이 머들의 야외무대에서 멋진 결승전을 치루고 우승하는 모습을 보면서 꿈을 키웠을 거 같거든요!
170,여기까지 이루어 내는 시간 자체가 남들보다 오래 걸렸을 뿐 결국 조기 석도 결승 진출자 혹은 우승 타이틀을 가질 수 있는 가능성이 있는 사람이란 걸 증명을 해냈다는 게 지금 중요한 것 같습니다.
171,간절함이라는 게 사람을 바꾸는 거 잖아 요무대가 크던 작 던 상관없습니다.
172,"본인이 자기 자신이 개인리그 결승 무대에 올라갔다 자체가 중요한 거구요 ASL 시즌 1 4 강 염 보성 vs. 조기 석 5 경기가 끝난 후대회 안에서 냉정을 유지해야 하는 중계하는 사람 입장으로서는 그러면 안되겠지만, 굉장히.. 사실 좀 감격스럽네요."
173,"왜 리그가 지속이 되어야 하는 가 ?에 대한 답은 경기 내용과 경기 스토리와 그 다음에 이 선수들이 예전에 만나서 했었던 플레이를 통해서 모두가, 저는 뭐 얼마든지 증명할 수 있구요."
174,"우리가 한창 이제 브루드 워를 처음 접하고 리그를 재밌게 볼 때와 세월은 많이 지났지만, 이 선수들은 변하지 않고 이런 플레이를 거짓 없이 보여주고 있잖아요.ASL"
175,"시즌 2 4 강 1835일 만의 리 쌍 록 경기 中 처음에 버드 링 선수를 공개 모집을 해서 뽑았잖아요,"
176,근데 한 일주일 있다가 집에 갔어요
177,"손 목이 아파서 울면서, 그래서 저랑 면담을 했습니다."
178,손목이 너무 아파 더이상 못할 것 같다.
179,"자기는 너무나도 게임을 잘하고 싶고, 선수생활을 하고 싶은데 손목이 문제가 돼서 손목 터널 증후군 초기 증세가 있어서 게임을 못할 거 같다고"
180,되게 서럽게 울더라고요
181,"나도 선수는 아니었지만, 게임을 많이 해봐서 아는데 장담하건 데 그거 며칠 안에 좋아진다 조금 쉬는 게 어떻겠냐라고 물었지만 자기는 이게 안 좋아질 거라며 집에 갔어요."
182,"그런 데 집에 갔다가, 다시 왔어요."
183,1주일 만에. 너무 좋아졌다고...
184,오버 워치 리그 스테이지 1 타 이틀 매치 전 버드 링 mvp 수상 이후 제가 중계하다 쓰러지면 양지 바른 피시 방에 묻어 주세요.
185,오전부터 풀세트 파티였던 오버 워치 리그를 중계하고 오후에 오버 워치 컨 텐 더스 시즌 1 8 강 첫날 중계 시작 멘트 [27] 무언가 모험을 하지 않으면 큰 꿈을 이룰 수 없다는 것을 너무나도 잘 알고 있는 진짜 소년의 플레이를 했습니다
186,"프로 핏이. 오버 워치 리그 2018 그 랜드 파이널 1차 전 4 경기 종료 후선수들의 치열한 경기를 중계하게 되면 예전보다 목도 빨리 쉬고 체력도 많이 빠지고 하는 이런 경험을 하게 되는데, 이런 경험 자체가 나쁘지 않습니다."
187,"우리가 오랫동안 경기를 계속해서 중계를 하는 이유는, 이런 선수들이 이런 멋진 경기를 팬들 앞에서 여전히 보여주고 있다라는 것을 지켜보기 위해서 저희가 중계하는 것이 아니겠습니까?"
188,"늘상 잘하던 선수, 항상 우승하던 선수가 결승전에 올라가서 또 다시 강력함을 증명하는 것을 보는 것도 스타를 오랫동안 지켜보던 입장에서 의미가 있는 일이겠지만, 자신의 선수 시절에 이루지 못했던 꿈들을 끊임없이 손에 쥐고 있으면서 노력하는 선수들이 결승전 무대에 올라가서 또 다른 역사를 만들어 내는 것도 의미가 있는 일이라고 저는 생각을 합니다."
189,"그런 의미에서 생각을 해보면, 이번 결승전도 굉장히 좀 지켜볼 만한 가치가 있는 결승전이 아닐까 생각이 되구요.ASL"
190,"시즌 7 4 강 김성 현 vs 정윤종 경기 종료 후 2009년 8월 25일에 방영된 MBC 드라마 밥줘에 김 철 민, 강 민과 함께 출연하기도 했다!"
191,"보기 하지만 사실 이들의 공중파 첫 출연은 혼 2 화( 물론 간접적 이지만). 포 모스와 인터뷰 중 외모와 스타일이 한 때 하하를 닮기도 해서 하하 승원이라고 불린 적도 있었으나 본인은 그다지 좋아하지 않는 듯 하다. 말장난으로 원 승이( 거꾸로) 가 있긴 하지만 이 건 본인도 좋아하지 않고 별명으로 쓰기에도 재미, 창의성 모두 떨어지는 지라 오래 전에 묻혔다."
192,이전에 중계 석 화면에 관중석이 비치도록 하자 관객들이 해설 머리에 토끼 머리띠를 맞춘다 든가 하는 장난을 쳤는데 그 때 불쾌한 반응을 보인 적이 있었다.
