,sentences
10,"첫 번째, 두 번째는 삼성 갤 럭 시 화이트, 삼성 갤 럭 시 블루, 세 번째는 나 진 e-mFire, 네 번째는 ROX Tigers. LCK 출신 팀까지 포함하면 CJ 엔 투스도 아프리카와 동시에 교체되었다."
11,그러나 공중 분해 이후 유일하게 연속 포스트 시즌 진출 기록을 이은 팀이다.
12,심지어 공중 분해 이전 포스트 시즌 진출 기록은 1년에 최고성적은 5위인 반면 오히려 공중 분해 후 롤 챔스 준우승에 창단 2년 만의 롤 드컵 진출을 이룬 리 빌딩의 성공적인 사례다.
13,"현재는 롤 갤 에서 KT와 진에 어 여기는 한 상 Dragon이 있기에..., 삼성과 더불어 개그 화가 많이 된 상황이다."
14,"팀의 맏형인 마린은 정글 러들을 핍박하고, LPL에서 뛰다 온 선수인지라 구 글 번역기로 번역되는 듯한 말투를 쓰고, 투신에게 뭔 말만 했다 하면 맞는 등 팀 중에서 개그 화가 제일 많이 되었고, 투신은 마린이 당황하는 듯 표정과 투신이 주먹을 쥐고 있는 짤 [18] 이 발굴되어 마린을 계속 자신을 까거나 관련된 이야기만 나오면 때리는 이미지가 형성되었고, 크레이 머 은 투신의 카운터 역할 이지만 마린에게는 커피 심부름 담당 당하지 못하는 이미지가 되었다 마린 < 투신 < 크레이 머 < 마린 또, 모 글 리는 팀 내에서 서열이 낮은 터라 많이 핍박 받지만 반격을 하려고 하는 등의 이미지가 생겼다."
15,하지만 마린이 이적한 뒤로는 이런 개그 이미지는 대부분 사라졌고 기인의 갑갑하다!
16,끝나지 않는 고통 롤이나 가끔 마린이 팀이 그리워서 뒷 텔을 타는 정도만 남게 되었다.
17,"팀 이미지가 뇌신, 염제 등등이 발견되기 전의 삼성처럼 노 잼화 되었다."
18,그리고 KT의 우승 유무에 따라 팀 의 롤 드컵 진출결과가 걸리자 KT 팬클럽 기믹이 붙어 버리면서 다시 갤 주화됐다.
19,"마침 스피릿- 폰/ 데 프트/ 마 타( 형제 팀 포함), 쿠로- 스멥으로 과거 같은 팀원들이 있기도 해서 페이스 북 등지에서 갑자기 KT 멤버들에게 친목질을 시전하거나, 진짜로 스크림을 도와주는 등 KT의 열렬한 신도, 제 2의 대 퍼 팀이 되어 버렸다."
20,"그리고 경기 당일이 되자 현장에 간 쿠 로와 논란이 된 에이밍을 제외한 멤버/ 코치 진 전원이 해당 경기를 아프리카 방송으로 실시간 중계 및 편파 해설을 시전, 온갖 편파적인 KT 찬양과 리액션을 보여주면서 웃음거리가 되었다.KT"
21,회식 뒤풀이 [19] 연구를 굉장히 많이 하는 팀이다.
22,독특한 템빌드와 챔피언들이 굉장히 자주 나온다.
23,"실제로 원 딜러 타곤 산 선 템이 이 팀에서 처음으로 대회에 나왔고 진으로 루 난을 가거나 정글 이즈 리얼, 향로 메타 당시 정글 룰 루가 유행한 것도 이 팀에서 나왔다."
24,이는 연습 벌레인 최연성 감독 빌드 깎던 노인 영향이 큰 듯하다.
25,이후 2018년엔 제파 코치 [20 ]까지 합류하여 더 창의 적이면서도 단단한 때로는 괴이한 밴 픽 을 구사하고 있다.
26,전 원 딜러인 에이밍이 일 베 관련 논란을 자초한 상태이다.
27,해 당 문서 참조. 은근 탑 솔 러의 명가인 팀이다.
28,"이 팀에 몸담았던 탑 솔 러들은 전부 잘 했거나, 팀을 나가고 좋은 실력을 보여주고 있다."
29,[21] 스트리밍 사이트가 운영하는 팀임에도 불구하고 선수들의 개인방송을 보는 것이 유독 힘든 팀이다.
30,"[22] 대다 수의 팀들과 달리 개인방송 의무 시간도 없는 모양인데, 프런트는 그 시간에 스크림이나 돌리는 게 낫다고"
31,"보는 듯. 대신 afstv 방송국을 통해 가끔 씩 편파 중계방송 등의 합동방송을 진행하며, 2019 롤 드컵 이후로는 라이엇게임즈의 경기관계자 중계금지를 골자로 한 규칙 개정으로 인해 공식대회 중계를 진행하지 않고 있다."
32,샌 드박스 게이밍과 함께 아마추어 대회를 개최한다.
33,4개 지역( 서울/ 부산/ 대전/ 광주 )에서 예선을 실시한 후 각 지역 우승팀이 프릭 업 스튜디오에서 토너먼트를 실시하는 방식이며 우승팀 및 준우승 팀의 선수들은 아프리카와 샌 드박스의 입단 테스트를 볼 기회를 부여한다.
34,"근데 정작 1회 우승팀은 T1 연습생 팀 2019 롤 챔스 서 머 기준, 주 전 평균 연령 19.8세로 LCK를 넘어 전세계로 놓고 봐도 엄청나게 어린 팀이다."
35,선수들의 먹성이 좋은 듯하다.
36,햄버거를 시켰지만 라면도 먹는다.
37,"쇠고기 회식은 그야말로 전쟁수준(...). 또 한 이 스포츠 팀에서 밥이 맛있는 팀으로 손꼽히며, 롤 팬 덤에서는 팀을 막론하고 선수들의 전력 향상에 도움이 된다며 앞 모님을 무한 찬양하는 중. 이 때문에 앞 모님이 2020년 식당 개업을 위해 퇴사하시자"
38,"롤 팬 덤에서는 아프리카의 전력 약화를 우려했다(...) .2020 년, 미 스틱과 플라이가 합류하면서 기존의 드레드와 함께 꽃 미남 게임 단을 완성시켰다."
39,서수 길 아프리카 TV 대표가 밝힌 바에 의하면 처음 시작했을 때 연간 운영 비용이 10억이었는데 점점 늘어 2020 시즌에는 35억까지 늘어났다고
40,한다.
41,"아프리카 TV가 현재 e 스포츠 시장에 투자를 많이 하고 있고, 가장 인기가 많은 종목이 리그 오브 레 전 드다 보니, 점점 투자 금액이 늘고 있는 것. LCK 프 랜 차 이즈도 참가 의사를 밝히며 아프리카 TV 기업 내에서도 굉장히 공을 많이 들이고 있다고"
42,한다.2020
43,년 서 머 시즌 현재 강약 약 강 판독기 그 자체의 모습을 보여주는 동시에 뜬금없이 선수들의 외모가 주목되어 ' 일진 밈' 이 생겨났다.
44,# 정규 시즌에 5위를 많이 한다.
45,[23] 특히 16 시즌 이후에는 매 서 머 시즌 5위를 수성하면서 '5 프리 카' 라는 별명이 붙었다.
46,"회사가 회사인데도 불구하고 경쟁자 파트너 스트리머가 세 명이나 현재 소속되어 있다(...) .17 스프 링 시즌 초반에는 탑 라이너 마린의 캐리력이 뛰어나지만 라인 전이 불안한, 탑신 병자의 모습을 보여준 탓에 정글 스피릿이 마린을 적극적으로 보좌하는 플레이를 자주 보여주었다."
47,상대적으로 폼이 떨어져 있었던
48,"다른 팀원들은 대부분 마린이 판을 깔아 줘야 캐리하는 경우가 많은지라 좋은 의미로도, 나쁜 의미로도 마린이 중심인 팀이었다."
49,하지만 시즌 후반으로 갈수록 스피릿과 크레이 머의 폼이 살아나면서 로 밍 형 미 드인 쿠로가 덩달아 탄력을 받는 등 점차 마린 원 맨 팀 딱지를 떼어 내고 있다.
50,"마린이 bbq의 크레이 지를 상대로 라인 전을 져도 아래쪽이 다 터뜨리거나 단두대 매치인 롱주전에서 정석적인 미 드정 글 캐리가 나오는 것을 보면 마린 원 맨 팀과는 이미 꽤 거리가 있는 상황. 아프리카에서 가장 불안했던 투신조차 팀 패배의 원흉이라 던 개막 초기에 비하면 룰루 서 폿, 카 밀 서폿등으로 게임을 캐리 해내며 한 명의 몫을 제대로 해낸다고 평가 받고 있다."
51,"17 서 머 시즌에는 마린이 슈퍼 플레이와 하드쓰로잉의 경계에서 불안불안한 모습을 계속 보여주고, 크레이 머와 투신의 봇듀오가 안정적인 모습을 보여주며 스프링 시즌과는 정반대의 모습을 보여주고 있다."
52,마린이 흔들리자 스피릿도 영향을 받았는지 같이 흔들리는 중. 1 라운드 SKT 와의 경기 3 세트에서는 마린이 운 타라 에게 솔로 킬 을 내주자 그것을 복구하지 못하고 팀이 우왕좌왕하다가 잘 풀어 나가 던 게임이 터졌다.
53,팀의 주장 이자 핵심인 마린이 안정감을 조금 찾아야 한다.
54,"그래도 스피릿이 스프링 시즌보다 발전된 모습을 보여주고 있고, 상체가 터졌을 때 크레이 머에게 모든 것을 몰아주는 전략이, 상승한 크레이 머의 폼과 맞아 떨어지며 잘 먹혀 들어가고 있다."
55,"또 한 의미 없는 시야 장악을 하거나 잘리는 옛날의 투신이, 절제된 공격력을 겸비한 든든한 서포터로 변모한 것도 아프리카 입장에서는 호재. 실제로 1 라운드 MVP 와의 경기 2 세트에서는 터진 게임을 크레이 머에게 라인을 몰아주며 성장시켰고, 투신의 라 칸이 점멸 - 매혹의 질주 - 화려한 등장 콤보를 활용한 완벽한 이니 시와 잘 큰 크레이 머의 폭발적인 딜 링으로 게임을 비비고, 이겼다 유리한 게임 이상하게 스플릿하며 라이너 간 차이를 못 내고, LCS 급 이상한 바론 시도와 포지셔닝으로 MVP 가 자멸한 거 같지만 넘어가자 위에 서술된 이상한 밴 픽 을 보완하고, 마린과 스피릿이 조금만 더 안정감을 가진다면 훨씬 더 좋은 모습을 보여줄 것으로 기대되는 팀이다."
56,"근데 마린과 스피릿 쿠로 등의 이름 값만 따지면 이런 기대를 받아야 되는 팀이 아니라 기대를 현실로 보여줘야 하는 팀이 긴 하다 17 서 머 시즌과 롤 드컵 선발전이 모두 끝난 시점에서 보면, 쿠로는 1위를 기록한 MVP 포인트가 증명하듯 LCK 최고의 미드라 이너 중 한 명이었고, 바 텀 듀오의 기량이 LCK 정상에 준할 정도로 크게 향상되었으나 그에 반해 마린은 2015년의 폼이 일시적이었나"
57,"싶을 정도로 대부분의 탑 라이너보다 떨어지는 모습을 보였고, 스피릿 역시 강한 공격성이 좋은 결과 만큼 나쁜 결과도 많이 만들어 내는 모습을 보였다."
58,18 시즌 부터는 아예 다른 팀이 되었다.
59,"케스 파 컵 등 본격적인 시즌 이전의 전초전에서는 불안불안한 모습을 보이고, 마린의 빈 자리에 들어온 Summit이 잘 버틸 수 있을까"
60,"우려도 많았지만, Ever 8 Winners의 신예 탑 라이너 기인을 영입하고 난 뒤 새로운 시즌을 시작하자 굉장한 경기력을 보여주고 있다."
61,"시작부터 KSV, KT, KINGZONE을 만나는 죽음의 일정을 1승 2패로 잘 넘긴 뒤, 이후 1 라운드 마지막 진에 어 와의 경기까지 쭉 연승을 이어 나갔다."
62,"2 라운드에서도 막강한 모습을 보여주며 승리를 쌓아 나갔고, 이번 시즌 넘 사벽 급 포스를 보여주는 KINGZONE 상대로도 1 세트를 가져오는 등 좋은 모습을 보여주었다."
63,결국 2위를 확정 지어 이제 포스트 시즌에서 단 한 번만 이기면 드디어 첫 결승 전에 진출할 수 있게 된다.
64,"기인이 들어온 18 시즌 부터는, 기인이 피지 컬 을 살려 스플릿 구도에서 1:1 을 압도하거나 상대 탑 라이너와 반반 이상을 가져 가주면, 쿠로와 투신의 유기적인 움직임을 중심으로 게임을 서서히 폭파시켜 나가는 모습을 보여준다."
65,"특히, 작년을 풍미했던 더러운 향로 서 폿 메타를 벗어 나 탱서 폿 메타가 도래하자 세 체 폿 수준의 모습을 보여주는 투신의 압도적인 기량이 고무적이다."
66,"쿠로도 또한 언제 나와 같은 기량을 보여주고, 에이밍과 크레이 머 둘 다 좋은 모습을 보여주며 캐리 라인에 대한 걱정도 줄었다."
67,"기인은 신예 같지 않는 모습을 보여주고 있고, 그나마 불안한 건 정글인데, 모 글 리와 스피릿이 교체 출전하며 번갈아가며 서로를 보완해 주는 모습을 보여주기에 진정한 강 팀으로 나아가는 모습이라고 볼 수 있다."
68,"그 밖에 특기할 만한 사항은 바 론과 같은 대형 오브 젝트 시도시, 팀적으로 상대 정글 러 마크하는데는 LCK 정상급의 움직임을 보여준다."
69,17 서 머부터 정글 러끼리 강 타 싸움을 붙으면 지는 경우가 워낙 많았기 때문에 아예 변수를 완전히 차단하기 위해 팀 전체가 도와주는 듯. 물론 이런 변화가 더 이상적인 움직임이다.
70,또 17 시즌 아프리카와 18 시즌 아프리카 사이의 큰 차이점은 밴 픽이다.
71,"17 시즌 스프링에 바 루스- 말 자하를 쥐어 주지 않으면 다소 쉽게 무너져 내리는 존끄투신이나 서 머에 레 넥 톤- 자 르 반 등을 쥐어 주거나 정글과 스왑낚시를 하지 않으면 망해 버리는 마린으로 인해 밴 픽 난이도가 높다는 평이 있긴 했지만, 스프링 SKT 서 머 롱주를 제외한 대부분의 상위권 팀들이 챔프 폭 문제 있는 팀원을 보유했고 하위권은 훨씬 더 심한 상황에서 아프리카 한 팀 만큼은 하위권 팀들보다도 못한 망한 밴 픽 을 남발했다. 다소 극심한 세트별/ 사이드별 승률 차이나 1 세트 여포라는 별칭 등이 이를 뒷받침한다."
72,"오히려 포스트 시즌 다 전제에서는 빌드 깎는 노인 최연성 감독다운 놀라운 일 회성 전략으로 팬들을 놀라게 만들기도 했지만, 정규 시즌을 치를 밴 픽의 안정성이 결여되어 있었다."
73,반면 2명의 코치를 영입한 18 시즌에는 탄탄한 밴 픽 과 참신한 밴 픽 을 모두 선보이면서 큰 변화가 있었다.
74,"kt보다 압도 적인 득실관리를 보여주며 정규 시즌 마지막 게임 전에 이미 2위를 확정한 탄탄함, 그리고 플레이오프 2 라운드에서 준비된 전술로 kt를 격침시킨 참신함을 통해 여우 같은 팀의 이미지를 얻었다."
75,"양대 통신사에 비하면 적어도 밴 픽이 훨씬 좋다는 평. 2017년의 아프리카가 다소 우직한 곰 같은 통신사보다도 못한 아메바 같은 밴 픽 을 선보였다면, 2018년에는 코치 진을 보강한 덕을 아주 좋은 쪽으로 보고 있다."
76,기인의 영입과 모 글리의 성장도 당연히 중요하지만 LCK 강 팀의 또 다른 필수 요건을 조용히 채워 낸 셈. 결승전에서의 4 연 카이사 허용이 약간의 아쉬움과 논란이 있었지만 이해가 안 가는 수준은 아니도록 투신과 상대팀 프릴 라 및 승강 전을 진행하는 OGN 해설 진 등이 친절히 설명해 줬다.18
77,"섬 머 시즌에는 유래 없는 날 빌 메타의 도래, 기인의 폭발력, 스마트한 밴픽으로 우승후보 라 불릴 정도로 뛰어난 모습을 보여줬다."
78,특히 브루 저 메타에서 최연성 감독 특유의 전략 전인 밴 픽이 맞물려 메타 이해도가 가장 뛰어난 팀이라 평가 받아 ESPN 1위에 랭크될 정도. 그러나 시즌이 진행되면서 상위권 팀 간의 매치에서 약점이 드러났다.
79,"첫 번째는 메타 이해도에 비해 기복이 있는 밴 픽, 두 번째는 기인에 대한 운영 의존도가 올라갔다."
80,"두 가지 문제가 복합적으로 작용해 기인이 밴 픽 우위에서 밀려 상대 탑을 찍어 누르지 못하면, 스플릿 운영이 봉쇄당해 스노우 볼링이 멈추는 모습을 보여준다."
81,"KZ, Grifin, 한화에게 패배한 이유도 밴 픽 기복과 탑 스플릿 의존 운영이 겹쳐서 나온 결과로 볼 수 있다."
82,이러한 애매함에 대해 원인을 따져 보자면 10 인 엔트리 내 부스 크림의 양날 검적 특성과 서 머 들어서 하락한 딜러 진의 폼이 마이너스 시너지를 내고 있을 가능성이 크다.
83,"원 딜 포지션을 제대로 잡지 못하는 에이밍과 비 원 딜을 은근 히 못하는 크레이 머의 2원 딜 체제는 서 머 들어서 계속 불안감이 증폭되고 있으며, 2018 스프 링을 통해 한 체 미 후보로 다시 떠올랐던 쿠로 또한 비디디, 유 칼, LPL의 스카웃 등 패왕 급 메카닉을 가진 영건들을 상대로 중요한 경기마다 밀려 버리는 모습으로 예전 콩라인의 악몽을 되살리고 있다."
84,이렇게 아프리카 멤버들의 폼에 문제가 생긴 상황에서 너무 내 부스 크림 결과에 의존해 밴 픽 을 하다 자신들의 꾀에 자신들이 넘어가는 빈도가 늘어나는 것 아니냐
85,는 비판이 있다.
86,롤 드컵 조별 리그 1 라운드에서는 그야말로 기괴 하다라는 말 외에는 표현이 불가능한 밴픽으로 2 연 패를 쌓고 시작했다.
87,"선수들은 밴 픽의 엄청난 페널티를 감안하면 비교적 잘 버틴 편이었지만 결국 예정된 패배를 막을 수는 없었고, 팀의 주장인 쿠로가 총대를 메고 인터뷰에서 공개적으로 밴 픽 을 잘못했다고 돌 직구를 날릴 정도였다."
88,하지만 2 라운드부터 다시 금 밴 픽이 살아나자 선수들 또한 자신에게 맞는 옷을 입고 미쳐 날뛰기 시작했으며 2 연 패 후 4 연승으로 조 1위로 8 강 진출에 성공했다.
89,아프리카의 조별 리그 여정은 무엇보다 기복 있는 밴 픽 이 팀의 경기력에 얼마나 큰 영향을 끼칠 수 있는 지를 보여주는 사례였다.
90,롤 드컵 8 강에선 기인 원 맨 팀 임을 전 세계에 보여줬다고
91,봐도 무방했다.
92,"정글 봇라인의 침묵, 카 사 딘 잡고 2렙 찍고 달려든 르블랑에게 바로 점멸을 빼더니 점멸 없이 라인을 밀다 갱에 죽는 등 최악의 경기력이었던 쿠로 인 상황에서도 기인 혼자서 탑 도벽 빅토르로 아트 록스를 여러 번 솔 킬 내 거나, 갱 플 랭크 잡고 초시계와 스킬 사용으로 1:2 다이브 상황에서 상대 오른 을 죽이고 살아남는 등 한국 선수들 중 최강의 포텐셜을 보여줬다."
93,그러나 아무리 상 남자 메타라고 해도 사실상 1:9 의 게임을 이기는 것은 인간으로서는 불가능했고 결국 3:0 패배로 짐을 싸야만 했다.
94,로스터 연혁 ID 이름역할 이전 소속 입단 탈퇴 이적 cvMax 김 대호 Samsung Galaxy Blue2014 년 1월 2015년 7월 24일 Griffin 감독 Savila 김 지환 Team Dark2015 년 1월 8일은 퇴 Apod 정상 길 Team Dark2014 년 Sangyoon 권상 윤 N/A2016 년 11월 30일 ROX TigersSnowFlower 노회 종 Jin Air GreenwingsUijin 박의 진 2014년 4월 2014년 8월 Energy Pacemaker TOPRynder 최상 문 Jin Air Greenwings Falcons2014 년 6월 24일 2014년 12월 24일은 퇴 Vitamin 이형 준 kt Rolster A2014 년 12월 2015년 4월 Game Talents 코치 Bubbling 박 준형 N/A2015 년 1월 5일 2015년 5월 15일 WinnersMickey 손 영민 Team WE Academy2016 년 11월 30일 ROX TigersLirA 남 태 유 Oh My God 22015년 5월 15일 2016년 11월 1일 Team EnVyUsikssu 전 익수 kt Rolster2015 년 5월 19일 2016년 11월 1일 Jin Air GreenwingsBBO 허청 N/A2015 년 10월 31일 2015년 12월 29일 Ever8 WinnersSeongHwan 윤 성환 2016년 1월 6일 2016년 11월 30일 ROX TigersLindarang 허만 흥 [13 ]Kuro이 서행 ROX Tigers2016 년 12월 7일 2018년 11월 20일 Bilibili GamingKramer 하종 훈 CJ Entus LGD GamingMaRin 장 경환 LGD Gaming2016 년 12월 12일 2017년 11월 29일 Topsports GamingSpirit이 다 윤 Fnatic2016 년 12월 16일 2020년 11월 17일 Afreeca Freecs Academy 코치 Mowgli이 재하 N/A2018 년 11월 20일 Team VitalityTusiN 박 종익 Longzhu IM JGL KING-ZONE DragonXSummit 박우 태 N/A2017 년 11월 20일 2018년 12월 23일 SANDBOX GamingRuby이 솔 민 Team BattleComics2018 년 12월 15일 VSGAiming 김하람 N/A2019 년 11월 19일 kt RolsterJelly 손 호경 IN Gaming2019 년 11월 19일 Afreeca Freecs Afreeca Freecs2019 년 12월 16일 2020년 11월 17일 N/AKiin 김 기인 Ever8 Winners2017 년 12월 19일 Dread 이진 혁 RGA2018 년 11월 6일 Ucal 손 우현 kt Rolster2018 년 11월 22일 2019년 11월 19일 GriffinProud 이정재 Suning Gaming2018 년 12월 5일 2019년 4월 1일 Burning CoreALL IN 김 태양 Winners2018 년 12월 8일 2020년 11월 17일 N/ASS 서 진솔 KONGDOO MONSTER2018 년 12월 17일 Rascal JesterHoon 이장 훈 Hanhwa Life Esports2018 년 12월 23일 N/ASenan 박 희석 N/A2019 년 2월 19일 2019년 12월 16일 Jin Air GreenwingsFly 송용 준 Gen.G Esports2019 년 11월 19일 Mystic 진성 준 Team WE2019 년 11월 25일 2020년 11월 17일 JD GamingBen 남동현 Top Esports2019 년 12월 19일은 퇴 Bang 배준식 Evil Geniuses2020 년 11월 30일 Lehends 손시 우 Hanhwa Life EsportsKeine 김 준철 SeolHaeOne Prince2020 년 12월 6일 스태프 연혁 ID 이름역할 이전 소속 입단 탈퇴 이적 Hachani 하 승 찬 코치 kt Rolster SPT2015 년 5월 29일 2015년 12월 22일 kt Rolster SPT 이재 균 감독 WoongJin Stars 스타 크래프트 2015년 7월 11일은 퇴 OnAir 강 현종 감독 CJ Entus2015 년 12월 30일 2016년 11월 22일 ROX TigersAnimalDAX 정제 승 코치 2016년 11월 30일 kt Rolsterilooveoov 최연성감독 [14] SK telecom T1 스타 크래프트 2016년 11월 30일 2020년 11월 3일 N/A 조계 현 코치 ESC Ever2016 년 12월 16일 2017년 11월 20일은 퇴 Comet 임 혜성 코치 Jin Air Greenwings2017 년 11월 23일 2018년 11월 19일 Suning 감독 Zefa 이재민 코치 KONGDOO MONSTER2017 년 12월 6일 2018년 11월 20일 SK telecom T1viNylCat 채 우 철 코치 Team WE 감독 2018년 12월 6일 2020년 11월 4일 N/AYeon 양광 표 코치 OnlyGame2019 년 12월 5일 AXIZNoFe 정 노 철감독 대행 [15] Edward Gaming 감독 2018년 12월 12일 2019년 11월 9일 Hanhwa Life Esports 코치 ActScene 연 형모 코치 KING-ZONE DragonX2019 년 12월 5일 2020년 11월 4일 N/ARigby 한얼 감독 [16] Dignitas2020 년 6월 8일 LirA 남 태 유 코치 SEORABEOL Gaming JGL2020 년 11월 6일 Chaos 변 영섭 분석 Griffin 코치 2021년 1월 6일 LCK CL 참가 팀 [ 펼치기 · 접기 ]DWG KIA #2DRX #2Gen .G Esports #2Afreeca Freecs #2T1 #2kt Rolster #2Liiv SANDBOX #2NONGSHIM REDFORCE #2Hanwha Life Esports #2Fredit BRION #2LCK 참가 팀 해체된 리그 오브 레 전드 프로 게임 단 아프리카 프릭스 2 군 Afreeca Freecs #2 창단 2021년 1월 6일 소속 리그 LCK CL 모기업대표 채 정원 단장 정찬용 [17] 감독 최병 철 (Alvingo) 코치이다 윤 (Spirit) 약 칭 AF 로스터 [ 펼치기 · 접기 ]TOP 신승 민 TrapJGL 정승 환 BurryMID 이 재동 StormBOT 고준 영 ValkyrieSPT 김도 영 MapSSi 양현 민 Minit 팀 컬러 [ 펼치기 · 접기 ] 팀 컬러■ ■ ■2021 LCK 프 랜 차 이즈 도입으로 신설되는 2 군 팀 이다.
95,프로 선수들 로 구성 되어 있다.
96,아프리카 프릭스 아카데미 Afreeca Freecs Academy 코치 로스터 [ 펼치기 · 접기 ]TOPJGL 오 준영 BrushMID 이태 영 BuLLDoGBOTSPT 수상 기록 2020 LCK Academy Series 10월 오픈 토너먼트 준우승 DRX Rookie→Afreeca Freecs Academy A→DRX Challenge 아프리카 프릭스의 육성 군이다.
97,연습생으로 구성 되어 있다.
98,최소 중위권을 유지하며 플옵은 자주 갔던 팀 성적에 비해 팬 덤의 규모가 매우 미약한 편이다.
