,sentences
13,[5] π4= ∑n =0∞( −1 )n2n +1 =1 −13 +15 −17 +19−⋯⋯ \displaystyle \frac \pi4= \sum_ {n =0}^ \infty \frac{ \left (-1 \right) ^n} {2n +1} =1- \frac13+ \frac15- \frac17+ \frac19- \cdots \cdots4π​ =n =0∑∞ ​2n +1( −1 )n​ =1 −31​ +51​ −71​ +91​−⋯⋯ 또 다른 예시로는 유리수의 덧셈에 대한 닫힘을 들 수 있다.
14,각 항이 유리수라면 부분합도 항상 유리수 이지만 부분합의 극한 인 급수는 무리수일 수 있다.
15,사실 이렇게 수열의 극한을 통해 유리 수로부터 실수를 구성하기도 한다.
16,급 수가 수렴하는지 발산하는지 확인하는 방법은 여러 가지가 있다.
17,하지만 판정법만으로는 수렴 값을 구할 수는 없다.
18,"자세한 판정법들은 아래 문단 참조. 고등학교 수학 교육과정에서는 미적분 단원 초반에 나오며, 그냥 ' 급수 '라고만 호칭한다."
19,∑k =1∞ ∣ak∣ \displaystyle \sum_ {k =1}^{ \infty} \left |a _k \right |k =1∑∞​ ∣ak​∣ 가 수렴하면 ∑k =1 ∞ak \displaystyle \sum_ {k =1}^{ \infty }a _kk =1∑∞ ​ak​ 도 수렴한다.
20,( 절대 수렴하는 급수는 수렴한다.)
21,증명 ∑k =1∞ ∣ak∣ \displaystyle \sum_ {k =1}^{ \infty} \left |a _k \right |k =1∑∞​ ∣ak​∣ 가 수렴하면 코 시판 정법에 의해 임의의 ϵ >0 \epsilon >0ϵ >0에 대해 ∀n ≥N  ∀p ∈N: ∣∣an +1∣+ ∣an +2∣+⋯ ∣an +p∣∣= ∣an +1∣+ ∣an +2∣+⋯ ∣an +p∣<ϵ \forall n \geq N \ \forall p \in { \mathbb {N} : \left| \left |a_ {n +1} \right| + \left |a_ {n +2} \right| + \cdots \left |a_ {n +p} \right| \right| = \left |a_ {n +1} \right| + \left |a_ {n +2} \right| + \cdots \left |a_ {n +p} \right| < \epsilon} ∀n ≥N  ∀p ∈N: ∣∣an +1​∣+ ∣an +2​∣+⋯ ∣an +p​∣∣= ∣an +1​∣+ ∣an +2​∣+⋯ ∣an +p​∣< ϵ를 만족하게 하는 자연수 NNN이 존재한다.
22,∣an +1 +an +2+ ⋯an +p∣≤ ∣an +1∣+ ∣an +2∣+⋯ ∣an +p∣ \left |a_ {n +1} + a_ {n +2} + \cdots a_ {n +p} \right| \leq \left |a_ {n +1} \right| + \left |a_ {n +2} \right| + \cdots \left |a_ {n +p} \right| ∣an +1​ +an +2​+ ⋯an +p​∣≤ ∣an +1​∣+ ∣an +2​∣+⋯ ∣an +p​∣ 이므로 또 다시 코 시판 정법에 의해 ∑k =1 ∞ak \displaystyle \sum_ {k =1}^{ \infty }a _kk =1∑∞ ​ak​ 도 수렴한다.Limit
23,Term Test와 마찬가지로 위 명제의 역은 성립하지 않는다.
24,절댓값 대신 택시 노름 같은 임의의 노름을 사용해도 성립한다.
25,또 한 이는 실수와 같은 바나 하공간 [6 ]에서만 성립하는 성질이다.
26,"즉, 유리수에선 성립하지 않을 수가 있다."
27,또 한 ∑k =1∞ ∣ak∣ \displaystyle \sum_ {k =1}^{ \infty} \left |a _k \right |k =1∑∞​ ∣ak​∣ 가 수렴하면 ∑k =1 ∞ak \displaystyle \sum_ {k =1}^{ \infty }a _kk =1∑∞ ​ak​ 는 절대 수렴 (Absolute Convergence) 한다고 하며 ∑k =1 ∞ak \displaystyle \sum_ {k =1}^{ \infty }a _kk =1∑∞ ​ak​ 는 수렴하는데 ∑k =1∞ ∣ak∣ \displaystyle \sum_ {k =1}^{ \infty} \left |a _k \right |k =1∑∞​ ∣ak​∣ 가 수렴하지 않으면 조건 수렴 (Conditional Convergence) 한다고 한다.
28,"[7] 아래 리스트만 봐도 알 수 있듯이, 엄청나게 다양한 수렴 판정법이 존재한다."
29,다만 이것이 저절로 급수의 값을 구하는 결과가 되 진 않는다.
30,일반적으로 급수의 값을 찾는 것은 존재성을 증명하는 것보다 어렵다.
31,이공계라면 대학교의 기초 미적분학에서 해당 내용들을 배운다.
32,"수렴 판정법에 관하여, 너무 당연해서 책에 안 나오는 경우도 있어서 수렴 판정법을 배우는 초반에 간과하기 쉬운 것 중 하나로, 초항을 어디서부터 잡아도 상관없다는 것이다."
33,"즉, ∑n =1 ∞an \displaystyle \sum_ {n =1}^{ \infty} {a_ {n }}n =1∑∞ ​an​ 와 ∑n =k ∞an \displaystyle \sum_ {n =k}^{ \infty} {a_ {n }}n =k∑∞ ​an​ 의 수렴성이 같다는 것이다."
34,"[8] 테일러 급수 급수 ∑n =1 ∞an \displaystyle \sum_ {n =1}^{ \infty }a ^n n=1∑∞ ​an에 대해서, ∣a∣ <1 \left |a \right| <1 ∣a∣ <1 이면 수렴, ∣a∣ ≥1 \left |a \right| \geq 1∣a∣ ≥1 이면 발산한다."
35,급수 중에서도 특수한 경우인 무한 등비 급수의 수렴 조건. 고등학교에서도 현행 교육과정 기준으로 미적분( 교과) 의 급수 앞부분에서 배울 것이다.
36,"∑n =1 ∞an \displaystyle \sum_ {n =1}^{ \infty }a _nn =1∑∞ ​an​ 이 수렴하면, lim⁡n→ ∞an =0 \displaystyle \lim_ {n \to \infty }a _n = 0n→ ∞lim ​an​ =0 이다."
37,고등학교 수학에서도 배우는 간단하고 기본 적인 판정법이다.
38,보통은 위 명제의 대우 (lim ⁡n→ ∞an ≠0 \displaystyle \lim_ {n \to \infty }a _n \neq 0n→ ∞lim ​an​ =0 이면 [9] ∑n =1 ∞an \displaystyle \sum_ {n =1}^{ \infty }a _nn =1∑∞ ​an​ 은 수렴하지 않는다.
39,[10] )를 사용한다.
40,증명은 다음과 같다.SkS
41,"_kSk ​를 첫 항부터 kkk 항까지의 합, 그리고 SSS를 급수의 수렴 값이라 하자. 그럼 lim⁡k→ ∞Sk =S \displaystyle \lim_ {k \to \infty }S _k = Sk→ ∞lim ​Sk​ =S 이다."
42,"한편, k≥2k \geq 2k ≥2에 대해 ak=Sk −Sk −1a _k = S_k-S_ {k-1 }ak​ =Sk​ −Sk −1​ 이므로, lim⁡k→ ∞ak =lim ⁡k→∞ (Sk −Sk −1) =lim ⁡k→ ∞Sk −lim ⁡k→ ∞Sk −1 =S −S =0 \displaystyle \lim_ {k \to \infty }a _k = \lim_ {k \to \infty} \left (S _k-S_ {k-1} \right) = \lim_ {k \to \infty }S _k - \lim_ {k \to \infty }S_ {k-1} = S-S = 0k→ ∞lim ​ak​ =k→ ∞lim​ (Sk​ −Sk −1​) =k→ ∞lim ​Sk​ −k→ ∞lim ​Sk −1​ =S −S =0 여기서 주의할 것은 위 명제의 역은 성립하지 않는다는 것이다."
43,반례를 들자면 lim⁡n→ ∞1n =0 \displaystyle \lim_ {n \to \infty} \frac {1} {n} = 0n→ ∞lim ​n1​ =0 이지만 ∑n =1 ∞1n=∞ \displaystyle \sum_ {n =1}^{ \infty} \frac {1} {n} = \inftyn =1∑∞ ​n1​=∞ 이다.
44,이 판 정법을 통해 일반항이 0으로 수렴하지 않는 급수에 대해 보다 간단히 발산 임을 판정할 수 있다.
45,"급수 ∑n =1 ∞an \displaystyle \sum_ {n =1}^{ \infty }a _nn =1∑∞ ​an​ 이 수렴하면 임의의 ϵ >0 \epsilon >0ϵ >0에 대해 ∀n ≥N  ∀p ∈N: ∣an +1 +an +2+⋯ +an +p∣<ϵ  \forall n \geq N \ \forall p \in { \mathbb {N}} : \left |a_ {n +1} + a_ {n +2} + \cdots + a_ {n +p} \right|< \epsilon \, ∀n ≥N  ∀p ∈N: ∣an +1​ +an +2​+⋯ +an +p​∣< ϵ를 만족하게 하는 자연수 NNN이 존재한다."
46,이 명제의 역도 성립한다.
47,코시 응집 판정 법과는 별개다.
48,위 명제를 고등학교 수준으로 설명하자면 급수의 앞 몇 항은 수렴/ 발산에 영향을 끼치지 않는 다라고 해석할 수 있다 ( 완전히 같은 건 아니다). 이를 좀 더 엄밀히 표현하자면 다음과 같다.
49,∑n =1 ∞an \displaystyle \sum_ {n =1}^{ \infty }a _nn =1∑∞ ​an​ 이 수렴하면 임의의 자연수 NNN에 대해 ∑n =N ∞an \displaystyle \sum_ {n =N}^{ \infty }a _nn =N∑∞ ​an​ 도 수렴한다.
50,"역으로 어떤 자연수 NNN에 대해 ∑n =N ∞an \displaystyle \sum_ {n =N}^{ \infty }a _nn =N∑∞ ​an​ 이 수렴하면, ∑n =1 ∞an \displaystyle \sum_ {n =1}^{ \infty }a _nn =1∑∞ ​an​ 도 수렴한다."
51,증명 ∑n =1 ∞an \displaystyle \sum_ {n =1}^{ \infty }a _nn =1∑∞ ​an​ 가 수렴한다 가정하자. 그럼 부분합 SnS_nSn​ 는 코시 수열이 여야 한다.
52,"즉, 어떤 자연수 NNN에 대해   ∀n ,m ≥N: ∣Sm −Sn∣<ϵ\ \forall n,m \geq N : \left |S _m-S _n \right| < \epsilon   ∀n ,m ≥N: ∣Sm​ −Sn​∣<ϵ 가 성립한다."
53,이것은 곧 코시 판정법이 성립함을 의미한다.
54,"역으로 코시 판정법이 성립한다 가정하자. 그럼 부분합 SnS_nSn​ 이 코시 수열 임을 의미하고, 이것은 곧 ∑n =1 ∞an \displaystyle \sum_ {n =1}^{ \infty }a _nn =1∑∞ ​an​ 이 성립함을 의미한다."
55,어떤 자연수 NNN에 대해 ∀n ≥N :0 <an ≤bn \forall n \geq N : 0<a _n \leq b_n ∀n ≥N :0 <an​ ≤bn​ 라
56,"가 정하자. 이때, ∑n =1 ∞bn \displaystyle \sum_ {n =1}^{ \infty }b _nn =1∑∞ ​bn​ 이 수렴하면 ∑n =1 ∞an \displaystyle \sum_ {n =1}^{ \infty }a _nn =1∑∞ ​an​ 도 수렴한다."
57,보통 DCT (Direct Comparison Test) 라 줄여 말한다.
58,증명 위 코시 판정법에 의해 N=1N =1N =1 일 때를 증명해도 충분하다.
59,"An= ∑k =1nak ,Bn= ∑k =1nbkA _n = \displaystyle \sum_ {k =1}^ {n }a _k, B_n = \sum_ {k =1}^ {n }b _kAn​ =k =1 ∑n ​ak​ ,Bn​ =k =1 ∑n ​bk​ 라"
60,"하자. 항 ak,bka _k, b_kak​ ,bk​ 가 모두 양수이므로 수열 {An}, {Bn} \left\ {A _n \right\}, \left\ {B _n \right\} {An​}, {Bn​} 는 증가한다."
61,"또 한, ak≤bk ,k =1 ,2 ,3, ⋯a _k \leq b_k, k = 1, 2, 3, \cdotsak​ ≤bk​ ,k =1 ,2 ,3,⋯ 이므로 ∀n ≥N :0 <An ≤Bn \forall n \geq N : 0<A _n \leq B_n ∀n ≥N :0 <An​ ≤Bn​ 이다."
62,"이제, ∑k =1 ∞ak \displaystyle \sum_ {k =1}^{ \infty }a _kk =1∑∞ ​ak​ 이 발산한다 가정하면 {An} \left\ {A _n \right\} {An​} 도 발산하고, 이것은 곧 그 수열이 유계가 아님 (unbounded) 을 의미한다."
63,"[12] 따라서 {Bn} \left\ {B _n \right\} {Bn​} 도 유계가 아니고, ∑k =1 ∞bk \displaystyle \sum_ {k =1}^{ \infty }b _kk =1∑∞ ​bk​ 도 발산한다."
64,"수열 {an} \left\ {a _n \right\} {an​} 의 항이 i) 전부 양수, ii) 감소, iii)lim ⁡n→ ∞an =0 \displaystyle \lim_ {n \to \infty }a _n = 0n→ ∞lim ​an​ =0 이고, [1,∞) \left [1, \infty \right) [1,∞ )에서 정의된 함수 ∀n ∈N :f (n) =an \forall n \in { \mathbb {N}} : f\left (n \right) = a_n ∀n ∈N :f (n) =an​ 가 감소 함수이면, 급수 ∑n =1 ∞an \displaystyle \sum_ {n =1}^{ \infty }a _nn =1∑∞ ​an​ 와 수열 ∫1nf (x)  dx \displaystyle \int_ {1}^ {n }f \left (x \right) \, dx∫1n ​f (x )dx 는 둘 다 수렴하거나 둘 다 발산한다."
65,"증명 모든 자연수 kkk에 대해 ∀x∈ [k,  k +1] :ak +1 ≤f (x) ≤ak \forall x \in \left [k,\ k+1 \right] : a_ {k +1} \leq f\left (x \right) \leq a_k ∀x∈ [k,  k +1] :ak +1​ ≤f (x) ≤ak​ 이다."
66,"따라서 ak+1≤ ∫kk +1f (x)  dx ≤aka_ {k +1} \leq \displaystyle \int_ {k}^ {k +1 }f \left (x \right) \, dx \leq a_kak +1​≤ ∫kk +1 ​f (x )dx ≤ak​ 이다."
67,"만약 n≥2n \geq 2n ≥2 이면 ∑k =1n −1ak +1≤ ∑k =1n −1 ∫kk +1f (x)  dx≤ ∑k =1n −1ak \displaystyle \sum_ {k =1}^ {n-1 }a_ {k +1} \leq \sum_ {k =1}^ {n-1} \int_ {k}^ {k +1 }f \left (x \right) \, dx \leq \sum_ {k =1}^ {n-1 }a _kk =1 ∑n −1 ​ak +1​ ≤k =1 ∑n −1​ ∫kk +1 ​f (x )dx ≤k =1 ∑n −1 ​ak​ 이고, 곧 Sn−a1≤ ∫1nf (x)  dx ≤Sn −1S _n-a _1 \leq \int_ {1}^ {n }f \left (x \right) \, dx \leq S_ {n-1 }Sn​ −a1​≤ ∫1n ​f (x )dx ≤Sn −1​ 이다."
68,각 자연수 kkk에 대해 aka_kak​ 이므로 수열 {Sn} \left\ {S _n \right\} {Sn​} 는 단조 증가한다.
69,"비슷하게, f(x) >0 ,x∈ [1,∞ )f \left (x \right) >0 , x \in [1, \infty )f (x) >0 ,x∈ [1,∞) 이므로 ∫1nf (x)  dx \displaystyle \int_ {1}^ {n }f \left (x \right) \, dx∫1n ​f (x )dx 도 단조 증가 수열이다."
70,"이제 급수 ∑k =1 ∞ak \displaystyle \sum_ {k =1}^{ \infty }a _kk =1∑∞ ​ak​ 가 수렴한다 가정하자. 그럼 ∫1nf (x)  dx \displaystyle \int_ {1}^ {n }f \left (x \right) \, dx∫1n ​f (x )dx 는 bounded 되어 있고 따라서 수렴한다."
71,"역으로 ∫1nf (x)  dx \displaystyle \int_ {1}^ {n }f \left (x \right) \, dx∫1n ​f (x )dx 가 수렴하면 ∑k =1 ∞ak \displaystyle \sum_ {k =1}^{ \infty }a _kk =1∑∞ ​ak​ 는 bounded 되어 있고 따라서 수렴한다."
72,"[14 ]ana _nan​ 이 양수이고, lim sup ⁡n→ ∞an +1an =R,  lim  inf ⁡n→ ∞an +1an =r \displaystyle \limsup_ {n \to \infty} \frac {a_ {n +1}} {a _n}= R, \, \liminf_ {n \to \infty} \frac {a_ {n +1}} {a _n}= rn→ ∞limsup ​an ​an +1​​ =R ,n→ ∞liminf ​an ​an +1​​ =r 라 하면, [16] 1. R<1R <1R <1 이면 ∑n =1 ∞an \displaystyle \sum_ {n =1}^{ \infty }a _nn =1∑∞ ​an​ 은 수렴한다."
73,2. r>1r >1r >1 이면 ∑n =1 ∞an \displaystyle \sum_ {n =1}^{ \infty }a _nn =1∑∞ ​an​ 은 발산한다.
74,"R,rR, rR,r 이 1인 경우에는 수렴인지 발산인지 판정이 불가능하다."
75,[17] 달랑 베르가 처음 공식화시켰다고
76,알려 져 있으나 ' 달랑 베 르 비율 판정법' 또는 ' 코시 비율 판정법' 이라고도 불린다.
77,멱근 판정법과 상당히 비슷하다.
78,영어로 Ratio Test라고 불린다.
79,증명 1. R<1R <1R <1 이면 임의의 0<ϵ <1 −R0< \epsilon <1-R0<ϵ <1 −R를 만족하는 ϵ \epsilon ϵ에 대해   ∀k >N :ak +1ak <R+ϵ <1 \displaystyle \ \forall k > N : {{a_ {k +1}} \over {a _k}} < R + \epsilon <1   ∀k >N :ak ​ak +1​​ <R+ϵ <1를 만족하게 하는 자연수 NNN이 존재한다.
80,만약 η =R+ϵ \eta = R+ \epsilonη =R+ϵ 라
81,"하면 ∀k >N :ak +1< ηak \forall k>N : a_ {k +1}< \eta a_k ∀k >N :ak +1​< ηak​ 이고, 곧 ∀k >N :ak< ηk −NaN \forall k>N : a_k< \eta ^ {k-N }a _N ∀k >N :ak​< ηk −NaN​ 이다."
82,급수 ∑k =N +1∞ ηk −NaN =aN ∑j =1∞ ηj \displaystyle \sum_ {k =N +1}^{ \infty} \eta ^ {k-N }a _N = a_N \sum_ {j =1}^{ \infty} \eta ^j k=N +1∑∞​ ηk −NaN​ =aN ​j =1∑∞​ ηj 는 η <1 \eta <1η <1 이기 때문에 수렴하고 따라서 ∑k =1 ∞ak \displaystyle \sum_ {k =1}^{ \infty }a _kk =1∑∞ ​ak​ 도 수렴한다.
83,2. 만약 r>1r >1r >1 이면 적당히 큰 자연수 NNN에 대해 ∀k ≥N :ak +1 /ak >1 \forall k \geq N : a_ {k +1} /a _k >1 ∀k ≥N :ak +1​ /ak​ >1 이다.
84,"따라서 k>Nk >Nk >N 는 ak>aN >0a _k >a _N >0ak​ >aN​ >0를 의미하고, 곧 lim⁡k→ ∞ak ≠0 \displaystyle \lim_ {k \to \infty }a _k \neq 0k→ ∞lim ​ak​ =0 이다."
85,Limit Term Test에 의해 ∑k =1 ∞ak \displaystyle \sum_ {k =1}^{ \infty }a _kk =1∑∞ ​ak​ 는 발산한다.
86,상극한과 하극한을 구하는 것은 까다롭기 때문에 보통은 아래 따름정리를 사용하게 된다.
87,사실 수학과가 아니면 처음부터 비율 판정법을 아래의 것으로 배운다.
88,"모든 자연수 n에 대해 an>0a _n >0an​ >0 이고, lim sup ⁡n→ ∞ann =R \displaystyle \limsup_ {n \to \infty} \sqrt [n] {a _n} = Rn→ ∞limsup ​nan​​ =R 일 때, 1. R<1R <1R <1 이면 ∑n =1 ∞an \displaystyle \sum_ {n =1}^{ \infty }a _nn =1∑∞ ​an​ 은 수렴한다."
89,2. R>1R >1R >1 이면 ∑n =1 ∞an \displaystyle \sum_ {n =1}^{ \infty }a _nn =1∑∞ ​an​ 은 발산한다.
90,[18] 영어로 Root Test라고 불린다.
91,멱근 판정법은 멱급수 (power series) 의 수렴 반지름을 구하는 데 사용할 수 있다.1.
92,R<1R <1R <1 이면 R<ρ <1R< \rho <1R<ρ <1를 만족하는 임의의 ρ \rho ρ에 대해 ∀k >N :akk≤ρ \forall k>N : \sqrt [k] {a_ {k}} \leq \rho ∀k >N :kak​​≤ ρ를 만족하게 하는 자연수 NNN이 존재한다.
93,그럼 ∀k >N :ak≤ ρk \forall k>N : a_k \leq \rho ^k ∀k >N :ak​≤ ρk이고 급수 ∑k =N +1∞ ρk \displaystyle \sum_ {k =N +1}^{ \infty} \rho ^kk =N +1∑∞​ ρk 는 ρ <1 \rho <1ρ <1 이기 때문에 수렴한다.
94,"DCT에 의해 ∑k =N +1 ∞ak \displaystyle \sum_ {k =N +1}^{ \infty }a _kk =N +1∑∞ ​ak​ 는 수렴하고, 곧 ∑k =1 ∞ak \displaystyle \sum_ {k =1}^{ \infty }a _kk =1∑∞ ​ak​ 도 수렴한다."
95,2. R>1R >1R >1 이면 akk>1 \sqrt [k] {a_ {k}} >1kak​​ >1를 만족하는 무수히 많은 자연수 kkk가 존재한다.
96,따라서 무수히 많은 kkk에 대해 ak>1a_ {k} >1ak​ >1 이 성립하고 이것은 곧 lim⁡k→ ∞ak ≠0 \displaystyle \lim_ {k \to \infty }a_ {k} \neq 0k→ ∞lim ​ak​ =0 을 의미한다.
97,일반항 판정법에 의해 급수는 발산한다.
98,비율 판정법의 증명방법과 매우 유사하다.
99,"상극한, 하극한의 성질에 의해 lim inf ⁡n→ ∞an +1an ≤lim  inf ⁡n→ ∞ann ≤lim  sup ⁡n→ ∞ann ≤lim  sup ⁡n→ ∞an +1an \displaystyle \liminf_ {n \to \infty} \frac {a_ {n +1}} {a _n} \leq \liminf_ {n \to \infty} \sqrt [n] {a _n} \leq \limsup_ {n \to \infty} \sqrt [n] {a _n} \leq \displaystyle \limsup_ {n \to \infty} \frac {a_ {n +1}} {a _n }n→ ∞liminf ​an ​an +1​​ ≤n→ ∞liminf ​nan​​ ≤n→ ∞limsup ​nan​​ ≤n→ ∞limsup ​an ​an +1​​ 이 성립하므로 비율 판정법으로 판정가능하면 멱 근 판정법으로도 판정가능하다."
100,그 역은 성립하지 않는다.
101,"수열 an\displaystyle a_nan ​에 대하여 an≠0 \displaystyle a_n \neq 0an​ =0 일 때, lim sup ⁡n→∞ (n ∣1 −an +1an∣) =R ,lim  inf ⁡n→∞ (n ∣1 −an +1an∣) =r \displaystyle \limsup_ {n \to \infty} (n |1- \frac {a_ {n +1}} {a _n}|)= R, \liminf_ {n \to \infty} (n |1- \frac {a_ {n +1}} {a _n}|)= rn→ ∞limsup​ (n ∣1 −an ​an +1​​∣) =R ,n→ ∞liminf​ (n ∣1 −an ​an +1​​∣) =r이라 하면 1. R>1R >1R >1 이면 ∑n =1 ∞an \displaystyle \sum_ {n =1}^{ \infty }a _nn =1∑∞ ​an​ 은 절대 수렴한다.2."
102,r<1r <1r <1 이면 ∑n =1 ∞an \displaystyle \sum_ {n =1}^{ \infty }a _nn =1∑∞ ​an​ 은 절대 수렴하지 않는다.
103,"비판정법, 근 판정법에서 극한 값이 1이 나올 때, 사용한다."
104,수열 {ak} \left\ {a _k \right\} {ak​} 이 단조 감소 수열이고 lim⁡k→ ∞ak =0 \displaystyle \lim_ {k \to \infty }a _k = 0k→ ∞lim ​ak​ =0 이면 ∑k =1∞( −1 )kak \displaystyle \sum_ {k =1}^{ \infty} \left (-1 \right) ^k a_ {k }k =1∑∞​( −1 )kak​ 는 수렴한다.
105,보통 줄여서 AST 라 부른다.
106,증명은 아래와 같다.Sn
107,= ∑k =1n( −1 )kakS_ {n}= \displaystyle \sum_ {k =1}^ {n} \left (-1 \right) ^ka _kSn​ =k =1 ∑n​( −1 )kak​ 이라 하자. 그럼 S2n −S2n −2 =a2n −a2n −1 ≤0S_ {2n} -S_ {2n-2} = a_ {2n} -a_ {2n-1} \le 0S2n​ −S2n −2​ =a2n​ −a2n −1​ ≤0 이고 수열 {S2n} \left\ {S_ {2n} \right\} {S2n​} 은 단조 감소 함수이다.
108,또 한 S2n= −a1 +a2 −a3 +a4 −a5+⋯ +a2n −2 −a2n −1 +a2n= −a1+ (a2 −a3)+ (a4 −a5)+⋯+ (a2n −2 −a2n −1) +a2n≥ −a1S_ {2n} = -a _1 +a _2-a _3 +a _4-a _5+ \cdots +a_ {2n-2} -a_ {2n-1} +a_ {2n} = -a _1+ \left (a _2-a _3 \right)+ \left (a _4-a _5 \right)+ \cdots + \left (a_ {2n-2} -a_ {2n-1} \right) +a_ {2n} \geq -a _1S2n​= −a1​ +a2​ −a3​ +a4​ −a5​+⋯ +a2n −2​ −a2n −1​ +a2n​= −a1​+ (a2​ −a3​)+ (a4​ −a5​)+⋯+ (a2n −2​ −a2n −1​) +a2n​≥ −a1​ 이므로 {S2n} \left\ {S_ {2n} \right\} {S2n​} 는 아래로 bounded 되어 있고 따라서 수렴한다.
109,[19] 이제 lim⁡n→ ∞S2n =S \displaystyle \lim_ {n \to \infty }S_ {2n} = Sn→ ∞lim ​S2n​ =S 라 하자. 그럼 S2n −1 =S2n −a2nS_ {2n-1} = S_ {2n} -a_ {2n }S2n −1​ =S2n​ −a2n​ 이므로 lim⁡n→ ∞S2n −1 =lim ⁡n→ ∞S2n −lim ⁡n→ ∞a2n =S −0 =S \displaystyle \lim_ {n \to \infty }S_ {2n-1} = \lim_ {n \to \infty }S_ {2n} - \lim_ {n \to \infty }a_ {2n} = S-0 = Sn→ ∞lim ​S2n −1​ =n→ ∞lim ​S2n​ −n→ ∞lim ​a2n​ =S −0 =S 이다.
110,따라서 lim⁡n→ ∞Sn =S \displaystyle \lim_ {n \to \infty }S _n = Sn→ ∞lim ​Sn​ =S 이고 곧 ∑k =1∞( −1 )kak \displaystyle \sum_ {k =1}^{ \infty} \left (-1 \right) ^ka _kk =1∑∞​( −1 )kak​ 는 수렴한다.
111,수열 ana_ {n }an​ 이 단조 감소하고 lim⁡n→ ∞an =0 \displaystyle \lim_ {n \to \infty }a _n = 0n→ ∞lim ​an​ =0 이라 하자. 수열 bnb_ {n }bn ​에 대하여 ∑k =1nbk \displaystyle \sum_ {k =1}^ {n }b _kk =1 ∑n ​bk​ 가 유계 수열이면 ∑n =1 ∞anbn \displaystyle \sum_ {n =1}^{ \infty} a_n b_nn =1∑∞ ​an ​bn​ 은 수렴한다.
112,교대 급수 판정법을 일반화한 판정법이다.
113,디리 클 레 판정법에서 bk=( −1 )kb_ {k} = (-1) ^kbk​=( −1 )k으로 두면 교대 급수 판정법을 얻을 수 있다.
114,"수열 an,  bna_ {n},\ :b_ {n }an​ ,bn ​에 대하여 아래의 조건을 만족시킨다고 하자. ∑n =1 ∞an \displaystyle \sum_ {n =1}^{ \infty }a_ {n }n =1∑∞ ​an​ 이 수렴한다.bnb"
115,_ {n }bn​ 은 유계 단조 수열이다.
116,"그러면, ∑n =1 ∞anbn \displaystyle \sum_ {n =1}^{ \infty }a_ {n }b_ {n }n =1∑∞ ​an ​bn​ 은 수렴한다."
117,"음이 아닌 단조 감소 실 수열 {an} \left\{ a_ {n} \right\} {an​ }에 대해, ∑k =1 ∞ak \displaystyle \sum_ {k =1}^{ \infty} a_ {k }k =1∑∞ ​ak​ 와 ∑k =0 ∞2ka2k \displaystyle \sum_ {k =0}^{ \infty} 2^ {k }a_ {2 ^k }k =0∑∞ ​2ka2k​ 의 수렴성은 동치이다."
