,sentences
29,"이를 확인한 튜나 본인이 이를 캡처해 유 튜브 커뮤니티에 개시하며, 동시에 임시조치에 대해서도 비판적인 의견을 표출한 적 있다."
30,실제로 당사자인 튜나가 확인하기 전까지만 해도 이 문서에는 튜나가 리뷰하지 않았던
31,반지의 제왕에 대한 언급과 더불어 ' 튜 나가 반지의 제왕 아라 고른 2세를 이해하지 못하고 깠던 것 '에 대한 비판이 사실 인양 서술되어 있었다.
32,해 당 유 튜브 커뮤니티 글에서 보다시피 위 키를 비롯한 커뮤니티의 모니터링과 이에 대한 피드백을 착실히 하는 것을 알 수 있다.
33,실제 목소리는 영상 녹음에 비하면 상당히 저음이다.
34,심야 유 튜브 수다 & 수면 라디오를 보면 알 수 있다.
35,"본인 왈, 리뷰에서는 일부러 톤을 높일 수밖에 없다고 한다."
36,어린 시절 장래 희망은 게임 기획자였다.
37,"『 봉오동 전투( 영화)/ 사건 사고』 배급사 쇼 박스의 비판적 유 튜버 제재 논란 관련하여, 본인의 채널이 직접적으로 제재를 먹거나 하지 않았음에도, ( 아니 뭐, 애초에 리뷰 자체를 올린 적이 없었다) 영화 리뷰를 하는 다른 유튜버들에게 가 해지는 “ 정당한 비판에의 제재가 부당 하다고 생각” 하여, 채널이 정지 당할 것을 각오하고 목소리를 냈다."
38,"우연인지는 모르겠으나, 봉오동 전투( 영화) 관련 비판 영상이 올라간 이후 배급사 쇼 박스의 비판적 유 튜버 제재 논란이 기사화 되면서 관계사 측에서도 여론을 의식한 듯 그 이상의 제재 조치 관련 소식은 들려오지 않음으로 그렇게 『 봉오동 전투( 영화)/ 사건 사고』 는 일단락되었다."
39,이건 참치 입장도 들어봐야 한다!
40,"참 치가 말하는 ‘ 그렇게 까지 배수진을 친 이유’ 생방송 중 의식의 흐름대로 진행해 본 MBTI 검사 결과, ENFP-A( 재기 발랄한 활동가 타입) 로 나왔다."
41,"자세한 분석 관련 내용은 방송 참고튜나는 리얼( 영화) 을 리뷰한 적이 단 한 번도 없지만, 망 작 영화들을 리뷰할 때마다 자주 언급되는 편이며, "" 인류에게 너무 이른 영화 ""라고 말할 정도였다."
42,성인 ADHD 와 강직성 척추염을 앓고 있다고
43,밝혔다.
44,"만 3년 차 집사이며, 반려 묘 이름은 ' 기쁨 씨' (4 살, ♂ )라고 한다."
45,"“ 우리 집에 기쁨이 왔다” 라는 의미에서 지은 이름이며, 존중해 주겠다는 뜻을 담아 '- 씨' 라는 호칭을 붙여 부르고 있다고"
46,한다.
47,반려 묘 ' 기쁨 씨' 와의 관계 속에서 예비 육아 체험(?) 을 하는 듯하다.
48,"고양이를 돌보는 참치 라... 튜나= 노 빠꾸. 어느 정도 노 빠꾸인가 하면, 8만 기념 QnA 영상을 보면 알 수 있다."
49,화끈하다.
50,메탈 킴과 친한 편이다.
51,서로 엿 좀 먹어 보라고 사이 좋게 더 서지와 프레이 등을 선물하고 리뷰하기도 했다.
52,"튜나가 메탈 킴에 게 게임 선물 및 리뷰 컨텐츠를 제안했고, 이에 메틸 킴이 평소 엔딩이 주옥 같다고"
53,"불평하던 게임인 ' 프레이' 를 선물하자, 그에 튜나는 자신이 정말 싫어하는 게임인 "" 더 서지 ""를 선물했다."
54,"튜나의 화이트 데이 2017 리 뷰 영상에서는, 목 상태 때문에 메탈 킴이 대신 더빙해 주기도 했다."
55,[12] 이 밖에도 서로 상대방의 생방송의 채팅 방에서 종종 보이기도 한다.2017
56,"년 11월 1일, 시청자와 항아리 게임 켠 왕 내기를 했다."
57,"약 16 시간 30분이 지 나 튜나는 패배를 선언, 이후 3일차 동안 약 30 시간을 걸쳐 엔딩을 보았다."
58,"시청자들이 내건 것은 ' 니 코니 코니 풀 버전, 더 서지 DLC[13] 로 2회 차, 블러 드본 말뚝 무기로 클리어, 리얼 리뷰' 였으나 2019년 기준 현재까지 더 서지 2회 차만 클리어 한 상태, 나머지 2개는 수행하지 않고 있다."
59,"예전에 게시한 영상들을 다시 업 로드하기가 다소 까다로운데 그 이유는, 예전 영상들에 사용한 음 원들 때문이라고 한다."
60,"기존 영상들의 음 원 저작권 관련하여 안 그래도 유 튜브 측의 경고 메일 폭탄에 시달리고 있어 도저히 재 업을 할 엄두가 안 나는데, 그렇다고"
61,새로 녹음을 하자니 새 컨텐츠에 집중하는 게 낫고 무리라고 한다.2019
62,"년 5월 24일, 구독자 8만 명 기념 QnA를 진행하였다."
63,정치와 관련해서는 ' 문화 관련 채널이므로 자신 관련 이슈를 제외하면 정치색을 띌 일은 없다.
64,"하지만 자신과 연관된 정치적 상황이나 정치색을 띈 영화를 기피하지 않겠다' 고 답했으며 현 문 재인 정부에 대해서는 ' 친 게임적 정책을 펼친다는 말과 달리 전혀 그렇지 않은 정책을 내고 있다', ' 문 재인 케어는 현실성이 없어 자신의 치료( 상 기한 개인 질환 )에 대한 기대가 없다', 'https 검열은 국민의 자유를 침해, 곡해한다 '며 공약과 반대되는 행보를 펼쳐 왔기에 그닥 호감이 가지 않는다고"
65,평가했다.
66,유사하게도 남산의 부장에서도 비슷한 견해를 밝힌 바 있다.
67,그러나 정치적으로 예민한 까닭에 많은 설명을 동반해야 했고 그래서 이 영화 리뷰는 개인적으로 마음에 들지 않는다고
68,말 미에 밝혔다.
69,"그런 데 남산의 부장들은 정 반대의 친 성향을 띔에도 긍정적으로 보되, 잘못된 결말만 비판한 것을 보면 정치 얘기를 꺼리지는 않으려 해도 정치적 요소만으로 영화를 비판하지는 않는 걸로 [14] 보인다.2019"
70,"년 8월 7일, 구독자 10만 명 기념 100만원을 나눔의 집에 기부하였다."
71,"90만 원은 튜나가, 10만 원은 펀딩의 지원금이라고 한다.2019"
72,"년 8월 25일, 나 랏 말 싸 미 리뷰 1부에서 정조의 표준 영정/ 상상도를 세종의 어진으로 삽입하는 오류를 저질렀다."
73,"이에 지적을 받자 해당 영상에 고정 댓 글로 정정하고 사과하였으며, 2개월 뒤 리뷰 2부에서도 재차 언급하며 사과하였다."
74,같은 영화 리뷰 어인 듀나와는 한 획 차이로 헷갈리지만 전혀 다른 사람이며 다른 행보를 보여주므로 착각하지 말자. 실제로 이름을 헷갈리거나 비슷하다고
75,억울하게 폄하당하는 것을 매우 싫어한다.
76,"래디 컬 페미니스트들에 비판적인 입장을 띠며, 이런 입장을 반영해 걸캅스와 82 년생 김 지영 등의 영화를 신랄하게 깐다."
77,"제대로 된 현실 반영을 하지 않는 영화 임을 보이기 위해 구체적인 자료 제시를 하여 팩트로 후 드려 까는 부분이 압권. 그러면서도, 댓 글 창에 ' 쿵쾅쿵쾅' 등 해당 집단을 비하하는 등의 표현은 피해 달라고 하는 등 성숙하고 이성적으로 젠더 이슈에 대처하려 노력하는 편이다."
78,백수 부레 옥잠 [15] 이 이 채널의 편집자로 활동할 뻔했다.
79,다만 편집자를 막 구하던 시절에 임시로 도움( 페 이 지급) 을 받기로 했었다 한다.
80,"그런 데 10일이나 연락이 없었고, 다시 연락해 보니 애초에 도와줄 수 있는 상황도 아니었는데 못한다는 연락조차 없었으며, 핸드폰 너머로 장난스레 죄송하다고"
81,했었다고
82,한다.
83,그래서 편집이 10일 지체된 상황에서 새 편집자를 구해야 했다고
84,밝힌 적이 있다.
85,영상에 댓 글 참조 탕수육은 찍 먹 파이며 민 초단을 싫어한다.
86,한 여름을 제외하면 사시사철 전기장판을 틀어 놓고 생활한다고 한다.
87,그럼에도 좋아하는 음식은 빙수라고 한다.
88,운동을 좋아하고 헬스장에도 다니지만 언더 아 머는 아직 입을 수 없다고 한다.
89,구독자 애칭을 에 바라고 지어 주었다.
90,(𝑖.𝑒. 에 바 참치) 죠죠
91,드립이 난무하는 걸로 보아서 죠죠
92,러로 추정된다.
93,가장 감명 깊게 읽은 책은 알베르 카뮈의 이방인. [16] 중 2 병 소설이라 생각했지만 더 라스트 오브 어스 을 플레이한 이후 다시 돌아보았다고
94,한다.
95,더 라스트 오브 어스 파트 2 리 뷰 영상에서 얼 공을 했다.
96,대부분 반응은 잘생겼다는 평.. 스트 리머 똘 똘똘이와 풍월 량의 애청자라고 한다.UCC
97,뮬 란 리뷰 최초 공개 중 본인 피 셜 개 변태라고 밝힌 바 있다.
98,자세한 내용은 24:47 구간 참고. [17 ]2020 년 10월 13일 새벽 1시 즈음에 자기 나무위 키를 보는 컨텐츠를 진행했다.
99,좋아하는 라면은 사리 곰 탕면과 굴진 짬뽕이라고 한다.
100,은근 대머리를 잘 놀린다.
101,"82 년생 김 지영 리뷰의 ' 말하는 칸 쵸' 라 던가, 캣츠 리뷰 때는 Memory를 대머리로 바꿔 부르고, 뮬 란 리뷰의 ' 할리우드 대머리 워싱' 등등. 자신이 망 작이라 생각한다면 망 작, 쓰레기 등의 평가를 내리는 것을 주저하지 않는다."
102,다만 창작자에게 최소한의 예의가 아니라고 느껴지는 행동의 경우는 자제한다.
103,"그러나 더 라스트 오브 어스 파트 2의 경우, 디렉터 인 닐 드럭만의 언행들이 소비자에게 예의가 없다 판단하였기에 이야기를 직접 수정한 개선 판을 제시하기도 했다."
104,연도 날짜 제목작품 링크 2017년 1월 15일 튜 나의 비열한 리뷰 - 다크 나이트 (Dark Knight) 다크 나이트 (2008 )10 월 13일「 킹스 맨 2」 어쩌다 이 수준까지 떨어졌을까
105,킹스 맨: 골든 서클 (2017 )12 월 31일 「1987」 공식을 무너뜨린 기발함 1987 (2017 )2018 년 2월 4일「 염력」 130억 짜리
106,"망 작!!! 염력 (2018 )2 월 17일 블랙 팬 서, 다크나이트를 넘었다?"
107,그건 아니지 블랙 팬 서 (2018 )3 월 9일 당신의 사랑은 어떤 형태인가요?
108,「 셰이프 오브 워터」 리뷰 셰이프 오브 워터: 사랑의 모양 (2017 )4 월 1일 뚜렷한 장점만큼 한계도 명확한 「 레 디 플레이어 원」 리뷰 레 디 플레이어 원 (2018 )4 월 29일「 어 벤 져스 인 피니 티 워」 의 문제점들 ( 스포 리뷰) 어 벤 져스: 인 피니 티 워 (2018 )5 월 18일「 데드 풀 2」에서 어 벤 져 스나 섹드립보다 중요한 것 데드 풀 2 (2018 )6 월 22일 15세와 꼼수로 쌓아 올린 500만 관객 「 독전」 리뷰 독전 (2018 )7 월 31일 230억을 쓰레기통에 버린 망 작!! 인 랑인랑 (2018 )8 월 12일 20 분간 팩트로만 때립니다
109,신과 함께 2 인과 연 신과 함께- 인과 연 (2018 )8 월 22일이건 실화 기반 영화 지 다 큐가 아닙니다
110,"공작 (2018 )9 월 14일은 퇴 하세요, 제발 다시 보지 맙시다."
111,"상류사회 1 부상류사회 (2018 )9 월 27일 영화 역사상 가장 저평가된 블랙 코미디 [ 상류사회 2부 ]10 월 15일 안 시성 리뷰 : 표절과 돈 빨에 기댄 망 작 영화 안 시성 (2018 )10 월 31 일 양산 형 한국 영화에 던지는 팩트 폭력, 암수 살인 리뷰 암수 살인 (2018 )12 월 4일 섞어 찌개 같은 영화 창궐 1부 【 튜나】 창 궐 (2018) - 1부 2019년 1월 6일 비주얼은 명품, 스토리는 저질 아쿠아 맨 리뷰[ 튜나] 아쿠아 맨 (2018 )1 월 11일 얄팍함도 이 정도면 상 줘야 됨 - 창 궐 2부 [ 튜나] 창 궐 (2018) - 2부 2월 24일[ 비열한 리뷰] 국가 부도의 날 - 1부( 스포) [9] 국가 부도의 날 (2018 )3 월 16일 자전차 왕 엄 복 동보다 재미없다는( 비 꼼) ' 그 영화' 캡틴 마블 리뷰 캡틴 마블 (2019 )4 월 3일 배우가 준비 없이 감독까지 넘볼 때 탄생하는 쓰레기 자전차 왕 엄 복 동 리뷰[ 재 업] 자전차 왕 엄 복 동 (2019 )4 월 22 일 특이점에 도달한 150억 대 작 자전거 킹 UBD 2부 5월 5일[ 강력 스포] 완벽했던 아이언 맨과 캡틴 아메리카의 10년치 떡밥과 회수, 그리고 아쉬운 설정 붕괴 - 어 벤 져스 엔드 게임 리뷰어 벤 져스: 엔드게임 (2019 )6 월 9일 강 스포] 기생충 리뷰 : 중요한 것은 상징이 아니라 기세 다기생 충 (2019 )6 월 22 일 기생충 2부 - 이 영화가 희망을 주지 않는 이유 ( 강력 스포 )7 월 12 일걸 캅스 리뷰 - 쓰레기란 표현도 아까운 망 작 끝판 왕( 강스 포주의)[ 재재 업] 걸 캅스 (2019 )7 월 19일 스파이 더 맨 파 프롬 홈 : 모든 게 좋았다... 아이언 맨 능욕만 빼면( 강스 포주의) 스파이 더 맨: 파 프롬 홈 (2019 )7 월 30일[ 튜나] 라이온 킹 리뷰 : Back to Basics. 기본을 잊은 빛 좋은 개살구 라이온 킹 (2019 )8 월 25일 문제는 역사 왜곡이 아니다."
112,"왕조 실록과 직접 대조 해본 나 랏 말 싸 미 리뷰 1부나 랏 말 싸 미 (2019) - 1부 9월 12일[ 튜나] 마 녀 리뷰 : 기대되는 신인배우와 게을러 진 감독 (나 레이션 : 무 룩) 마 녀 (2018 )9 월 28일[ 조커] 와 함께 보기, 마블이 11년 간 넘지 못한 최종 보스 다크 나이트 총정리 리뷰 다크 나이트 (2008) [10 ]10 월 6일( 강 스포) 쓰레기 같은 건 당신들의 역겨운 이중 잣대 아닐까요?"
113,조커 해석/ 번역/ 논란 총정리 리뷰 조커 (2019 )10 월 21일[ 튜나] 나라 팔아 종교 장사하려는 영화 나 랏 말 싸 미 2부 (feat 김 스카이 )나 랏 말 싸 미 (2019) - 2부 11월 6일[ 튜나] 타짜 3 리 뷰 - 곽 철용 그립습니다!
114,마포 대교 대신 무너진 타짜 3( 강 스포) 타짜: 원 아 이드 잭 (2019) - 1부 [11 ]12 월 14일( 강 스포) 몰라도 소름 안 끼치는 겨울 왕국 2의 4가지 비밀 총정리 리뷰[ 튜나] 겨울 왕국 2 (2019 )12 월 31일 강 스포 )82 년생 김 지영 - 쓰레기를 쓰레기라
115,부르지 못하는 영화 82 년생 김 지영 (2019 )2020 년 1월 27일 강 스포 )82 년생 김 지영 3부 - 2019년 가장 아름다운 인권 영화 ( 재 업 )2 월 8일 강 스포) 정말 좋았다.
116,딱 하나만 빼면... 남산의 부장들 리뷰 남산의 부장들 (2020 )3 월 17일 강 스포) 집단이 개인보다 우선 시 되는 마을 - 미 드소마 영화 리뷰 미 드소마 (2019 )4 월 4일 강 스포) 사이 비가 한 사람을 파괴하는 과정. 미 드소마 2부 튜나 리뷰 5월 1일 스포 )1100 억 짜리
117,천조 국산 쓰레기 캣츠 리뷰 캣츠 (2019 )6 월 7일 사냥의 시간] 한국인은 영화를 볼 줄 모른다?
118,"그래서 "" 오 마주"" 하셨나요?"
119,"+ 노인을 위한 나라는 없다 리 뷰/ 해석/ 분석( 결말 스포 주의) 사냥의 시간 (2020) 노인을 위한 나라는 없다 (2007 )8 월 10일[ 튜나] 테 넷 개봉 전 인 셉션 복습 리뷰인 셉션 (2010 )8 월 29일 튜나] 강철 비 2 리 뷰 - 설 교는 이제 그만 ( 강 스포) 강철 비 2: 정상회담 (2020 )9 월 6일 튜나] 테 넷 해석 1부 - 당신이 이 영화를 이해할 수 없는 이유 ( 스포 주의) 테 넷 (2020 )9 월 23일 강 스포) 테 넷 리뷰 - 오역과 각본 해설, 인셉션의 정신적 후속 작인 이유 [ 튜나 ]10 월 9일 강 스포] 아이들의 꿈을 값싸게 처분한 UCC 뮬 란 리뷰 [ 튜나] 뮬 란 (2020 )10 월 30일 튜나] 뒷광고 의혹 없는 살아 있다 리뷰 ( 강 스포)# 살아 있다 (2020 )11 월 19일 튜나] 이 여자가 15년 만에 폐인이 된 이유 혐오스런 마츠코의 일생 (2007) - 1부 연도 날짜 제목작품 링크 2017년 1월 18 일 오버 워치 리 뷰 - 좋은 한조는 고르지 않은 한 조일까?"
120,| 튜나의 비열한 리뷰 오버 워치 2월 19 일 인왕 리뷰 - 인왕은 다 크소
121,울 짝 퉁 게임? | 튜나의 비열한 리뷰 인왕 2월 26일 포 아 너 리 뷰 - 오늘도 믿고 거르는 유비 소프트 | 튜나의 비열한 리뷰 포 아 너 3월 9일 호라이 즌 제로 던 리뷰 - 잘 차려 낸 한 그릇의 짬 뽕 | 튜나의 비열한 리뷰 호라이 즌 제로 던 3월 19일 바이오 하자드 7 리 뷰 - 이게 캡 콤 게임이라고? | 튜나의 비열한 리뷰 바이오 하자드 7 레지던트 이 블 3월 27일 디스 아 너드 2 리 뷰 - 돌아온 중 2 병 암살자 | 튜나의 비열한 리뷰 디스 아 너드 24월 5일 다 크소
122,울 3 DLC 고리의 도시 리뷰 - 이게 마지막 DLC? | 튜나의 비열한 리뷰 다크 소 울 3 DLC - 고리의 도시 4월 20일 배틀 그라운드 리뷰 - H1Z1 과 완벽 비교 분석 PLAYERUNKNOWN'S BATTLEGROUNDS5 월 5 일 아웃 라스트 2 리 뷰 - 수준 미달의 공포 게임 | 튜나의 비열한 리뷰 아웃 라스트 25월 25일 니어 오토 마 타 리뷰 - 훌륭한 스토리와 부실한 액션의 미묘한 조합 | 튜나의 비열한 리뷰 니어: 오토 마 타 6월 11일 데드 셀 즈 리뷰 - 카피도 이 정도면 예술! | 튜나의 비열한 리뷰 Dead Cells7 월 19일 다 크소
123,"울이 되고 싶었던 뱁새 - 더 서지 | 튜나의 비열한 리뷰 더 서지 8월 6 일 완성도와 맞바꾼 실험 작, 프레이 리뷰 | 튜나의 비열한 리뷰 프레이 8월 14일「 자 이 겐틱」 리 뷰 : 좋은 게임이 꼭 성공하진 않는다 자 이 겐틱 8월 24일「 헬 블레이드」 리 뷰 : 이상은 높은데 현실은 아쉽다 헬 블레이드: 세 누 아의 희생 8월 31일「 화이트 데이 PC」 리 뷰! : 추억 팔이? 추억 닦이! 화이트 데이: 학교라는 이름의 미궁 (2017 )9 월 16일 AxE를 눌러 조의를 표하시오"
124,넥 슨 Axe 리뷰 AxE10 월 4일「 페르 소나 5」 리 뷰 : 충실하게 JRPG를 발전시키다 페르 소나 510월 19일 이제 중국이 한국보다 낫다.
125,붕괴 3 리 뷰 붕괴 3rd11 월 1일 「이 블 위 딘 2」 리 뷰 : 확고한 자기 색을 버리고 대중성을 택하다 디 이 블 위 딘 211월 25일' 덕 후만 하는' 게임? 페이트 그랜드 오더 리뷰 Fate/Grand Order2018 년 1월 23일「 슬 레이 더 스파이 어」 리 뷰 : 다 키스톤? 내가 보기엔 아닌데 Slay the Spire1 월 26일 「SOS」 리 뷰 : 참신함이 돋보이는 배 틀 로얄 SOS1 월 29일 개돼지 취급을 당해도 흥행은 하겠지 야생의 땅 듀랑 고 리뷰 야생의 땅: 듀랑 고 2월 14일「 완다 와 거상」 리 뷰 : 원작을 너무 의식한 리메이크 완다 와 거상 (2018 )3 월 1 일 양산형 중엔 갓 겜인데...... 「 검은 사막 모바일」 리뷰 검은 사막 모바일 5월 16일「 갓 오브 워 4」 리 뷰 : 부족한 신선함을 완성도로 채워 온 작품 갓 오브 워 7월 24일 한국 게임은 이제 중국에게 배워야 한다 - 「 영원한 7일의 도시」 리뷰 영원한 7일의 도시 11월 18일 게임의 한계를 넓히다 레드 데드 리 뎀 션 2 리뷰 레드 데드 리 뎀 션 22019년 3월 3일 에이펙스 레 전드 리뷰 : 배틀 로얄의 새로운 기준점 Apex 레 전드 4월 8 일 개발자 욕하면서 계속하게 되는 게임[ 세 키로 리뷰] 세 키로: 섀도 우 다이 트와 이스 2020년 7월 22일 튜나] 라스트 오브 어스 2 전문 평론 ( 강 스포) 더 라스트 오브 어스 파트 22021년 1월 7일이 정도면 대국민 사기극💢 - [ 사이버 펑크 2077] 1부 사이버 펑크 2077
