,sentences
10,이 프로젝트의 진짜 정체는 우리가 알고 있는 리그 오브 레 전 드의 챔피언들을 기계화하여 그 챔피언들 로 하여금 반군을 진압시키려 던 거대한 프로젝트라고 한다.
11,"여담으로 프로젝트 애 쉬, 베인 및 메카 사이 온과 프로그램 카 밀의 대사들을 보면 메카, 프로그램 스킨도 프로젝트 스킨과 같은 세계관을 공유하는 게 아니냐"
12,는 의견이 있었다.
13,"결국 이후, 라 이엇 관계자 말에 의해 프로젝트 스킨 시리즈는 프로그램과 같은 세계관을 공유하며 메카나 전투 기계 스킨과는 세계관을 공유하지 않는다고"
14,언급했다.
15,이 문서에 스포일러가 포함되어 있습니다.
16,"이 문서가 설명하는 작품이나 인물 등에 대한 줄거리, 결말, 반전 요소 등을 직· 간접적으로 포함하고 있습니다."
17,프로젝트 스킨 빌 런 1 세대 2 세대 3 세대 4 세대 프로젝트: 제드→ 프로젝트: 카타리나→ 프로젝트: 진→ 프로젝트: 아 칼리 어느 순간부터 프로젝트: 세계관으로 편입되었다.
18,인간이었다가 기계화된 프로젝트 스킨들과 는 달리 이쪽은 처음부터 기계로 만들어 졌다.
19,"설명을 보면 프로그램 리 산 드라가 배후인 것으로 보이며, 이들은 소프트웨어가 해킹 당해서 최종 명령을 기다리고 있다고"
20,"하며, 제작사가 한두 곳이 아닌 듯하다."
21,카 밀의 배경 설명을 보면 지네틱과 적대관계로 보인다.2015
22,로그 인 화면 프로젝트: 오버 드라이브 프로젝트: 알파 스트라이크 2016 로그 인 화면 프로젝트: 혼돈 2017 로그 인 화면 프로젝트: 사냥 - 홍보 애니메이션 사냥 - 2017 프로젝트 이벤트 홍보 영상 단편 소설 - 프로젝트: 사냥 - 시궁쥐와 고양이와 네온 생쥐 시궁쥐와 고양이와 네온 생쥐 2019 로그 인 화면 프로젝트: 심판 - 애니메이션 트레일러 심판 - 2019 프로젝트 스킨 트레일러 프로젝트: 과 충전 모드리그 오브 레 전드/ 스킨 세계관 프로젝트 1 세대와 4 세대 프로젝트 스킨 만을 사용해 5 인 큐 [1 세대] [4 세대 ]를 할 수 있다.
23,"비슷한 시기에 상 파울루 사무소의 마르코 실 바라는 직원이 사이버 펑크 영화에 영감을 받아 사이버 이 [22 ]를 디자인할 무렵, 산타 모니카 사무소의 다른 팀이 프로젝트: 야스오의 프로토 타입을 제작했다고."
24,"후에 라 이엇 본사에 디자이너들이 같은 세계관에 녹아들게 디자인을 바꾸고, 초기 이름도 ""Cyber Ops""에서 ""project"" 로 바꾸었다, [1] 프로젝트 세계관에서는 필트오버와 자운이 각각 Upper City, Lower City 명칭으로 나온다, 한국 번역 명은 네온 도시 정도. [2] 수많은 마천루들과 눈부신 네온 간판만 봐도 우리가 흔히 접하는 사이버 펑크 장르라는 것을 알 수 있다."
25,그래서 그런지 암울하고 어두운 배경에 디스 토 피아적 분위기를 띠고 있다.
26,[3] 겉모습만 보고 착각할 수 있겠지만 본래 스토리에서도 신지드에게 개조 받았을 뿐 원래는 인간이다.
27,"[4] 제드, 카타리나, 진, 아 칼리 [5] 프로젝트 계열은 기계화된 인간인 사이 보그 들이지만 프로그램 계열은 그냥 인공지능이다."
28,"즉 안 드로 이드들이며 프로그램 스킨 챔피언들은 설정상 공장에서 찍어 낸 양산 품들이라 카 밀 정도를 제외하면 수많은 같은 종류의 기체가 있는 듯 하다. [6] 마스터 이, 애 쉬 등 [7] 아 우 렐 리 온 솔, 말 파이트 등 [8] 사실 지네 틱 세력은 반군이라 불러야 하는지 저항 군이라 불러야 하는지는 애매하다."
29,어디에도 속하지 않는 베인 같은 경우 반군이라고 하지만 애 쉬 같은 지네 틱 세력들은 자신들을 저항 군이라고 한다.
30,"[9] 도시를 엉망으로 만드는 워윅, 사이코 패스 살인마 진 등, [10] 기본 세계관이 요네가 다시 살아난 만큼, 프로젝트 세계관에서도 다시 살아날 가능성이 있다."
31,[11] 이 부분은 파이크의 대사에서도 언급된다.
32,"즉, 프로젝트 시리즈의 프로토 타입 격 존재. [12] 다른 지네 틱 소속 챔피언들은 적 팀으로 만나면 공격적으로 말을 하는 반면, 마스터 이에게는 정신을 차리라고 하는 등 아끼는 면모가 보인다,[ 애 쉬] [ 에코] [ 카타리나] [16] 이후 정말 요네가 챔피언으로 나오게 되었다."
33,"[ 바이] [ 베인] [ 진] [1 세대] 탑 피 오라, 미드 제드 or 야스오, 정글 마스터 이, 원 딜 루시안, 서 폿 레 오나 [4 세대] 탑 이 렐 리아, 미드 아 칼리, 정글 워윅, 원 딜 징크스, 서 폿 파 이크 [22] 프로젝트: 이 의 초기 이름이다."
34,"이 문서의 내용 중 전체 또는 일부는 리그 오브 레 전드/ 스킨 세계관 문서의 r210 판, 번 문단에서 가져왔습니다."
35,이전 역사 보러 가기 이 문서의 내용 중 전체 또는 일부는 다른 문서에서 가져왔습니다.
36,"[ 펼치기 · 접기 ] 리그 오브 레 전드/ 스킨 세계관 문서의 r210 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 스킨의 대상과 위협 수준을 분석하는 듯한 설명이 추가 되어 있다."
37,"하지만 정확히 무엇을 뜻하며, 누구에게 적대/ 우호적인지, 자세하게 나온 위협 수준이 강 함의 척도인지, 누구에게 위험을 가하는지는 불명. 로그 인 화면 선[ 애 쉬], 중립[ 에코], 악[ 카타리나] 을 삼원색으로 나타낸 듯한 구도다."
38,"로그 인 화면 경찰[ 바이], 자경단[ 베인], 예술가[ 진] 간의 3 파전 양상을 가진다."
39,로그 인 화면 프로젝트 사의 프로 토 타입들이 버려 져 도시 밖 황무지에 폐기된 후 복수를 꾀하고자 한다는 내용으로 구성되어 있다.
40,지네틱과 프로젝트 주식회사의 대립체제 이후 3 세대에서처럼 지네틱과 프로젝트 주식회사 외의 새로운 세력으로 구성되어 있다.
41,로그 인 화면 가정 도우미 로봇으로 생산된 수천 대의 i 블 리 츠 크랭크들은 정기적인 소프트웨어 업데이트 중 프로그램에 의해 해킹 당했습니다.
42,로봇들은 명령어가 실행될 때를 기다리며 이 사실을 모르는 인간 주인들을 계속 돕습니다.
43,지네 틱의 반란을 진압하기 위해 무기화된 프로그램 카 밀은 허가 되지 않은 기술을 사용하려는 인간을 가차 없이 처치하는 로봇 암살자입니다.
44,적응성이 뛰어난 프로 토 콜과 레이저 같은 초점으로 무장한 그녀는 프로그램의 상관 인공지능에게 직접 명령을 받습니다.
45,외교 소프트웨어 아바 타로 판매되는 르블랑은 사실 인간 사용자들과 원활하게 소통할 수 있는 첩보용 인공 지능입니다.
46,오직 속이기 위한 목적으로 제작된 르블랑은 세상에서 가장 영향력 있는 기업 여러 곳에 침투해 조용히 최종 명령을 기다립니다.
47,르블랑이 들고 있는 머리는 프로그램 소라 카 또는 프로그램 나미로 추정된다.
48,본래 모든 것을 꿰뚫어 보는 보안 봇으로 설계된 프로그램 리 산 드라는 자신의 초기 코드를 초월하여 자가 생성 인공지능으로 거듭났습니다.
49,그녀는 증강된 인간들에게 자신만의 모방 명령을 내려 조작함으로서 그를 모두 가 자신에게 복종하도록 만듭니다.
50,"프로그램 챔피언들을 해킹한 장본인이며, 뒤편에 i 블 리 츠 크랭크가 보인다."
51,나미는 공격적인 기업 인수 합병으로 인수된 한 제조업체의 수중 탐사 및 구조용 의료 로봇입니다.
52,그러나 프로그램의 명령을 받아 돌이킬 수 없이 변질되고 말았죠.
53,나미는 여전히 주요 기능을 수행하지만... 행동이 점점 불안 정해지고 있습니다.
54,"프로그램 소라 카는 인간에게 기술적 구원의 손길을 내미는 기계 천사로, 인간의 여린 본성을 보호하기 위한 지원 봇으로 제작되었습니다."
55,그런 데 그녀의 몸에 오류 코드가 침입하는 바람에 자비를 베푸는 임무가 여전히 그녀의 주된 명령으로 작동하고 있는지는 모르겠네요.
56,첨단 전투에서 돌아온 야스오는 저지르지도 않은 범죄의 누명을 쓰게 됩니다.
57,이 누명에 프로젝트 지도부가 관여되어 있음을 알아차린 야스오는 지네 틱 반군과 함께 싸우며 플라즈마 검으로 거대 기술 조직이 조작한 것 들을 베어 버립니다.
58,… 메모리 검색 중 - 대상 분석 프로젝트: 야스오 – 알 수 없음 초기화 중………..……. 위협 수준 분석 시작………….. 분석 결과: 프로젝트: 야스오 // 확인 불가……..……. 분석 완료. 첫 프로젝트 스킨. 뒤에 다섯 프로젝트 스킨들의 전체 일 러스트에도 출연한다.
59,"때문에 보통 1 세대로 같이 취급하지만, 프로젝트: 이의 대사에 따르면 일단 후에 나온 프로젝트보다 구형이 긴 한 듯, 기술의 진보를 언급하며, 대상과 위협 수준이 둘 다 확인 불가다."
60,"애 쉬의 대사에는 적일 때는 이름에 먹칠을 했다느니 신뢰하지 말라 느니 배신자 취급하지만, 아군 일 때는 붙잡힌 형제 [10 ]를 언급하는데, 위협 수준이 이런 것은 아마 원치 않는 배신이기 때문인 듯. 그리고 저지르지도 않은 범죄의 누명에 프로젝트 지도 부가 관련되어 있음을 깨닫고 지네 틱 반군과 함께 싸운다."
61,""" 내 이름은 이. 그거면 충분하오."
62,""" 프로젝트가 기획한 첫 번째 실험의 대상이었던 마스터 이는 광범위한 실험에 이용되다가 마침 내 지네 틱 반군의 도움으로 풀려납니다."
63,"아직 정신적으로 약간의 결함이 있기는 하지만 실험으로 탄생한 초광 속 "" 알파"" 검의 정교한 균형의 힘으로 반군을 돕습니다."
64,… 메모리 검색 중 - 대상 분석 프로젝트: 이 – 호스트 초기화 중………..……. 위협 수준 분석 시작………….. 분석 결과: 프로젝트: 이 // 199.7873097……..……. 분석 완료 .1 세대 프로젝트 레 전 더리 스킨. 주인공 포지션이다.
65,스킨 설명 내에서도 프로젝트가 기획한 첫 번째 실험의 대상이었다고.
66,[11] ' 프로젝트: 오버 드라이브' 도 마스터 이의 시점으로 진행된다.
67,"의자에 앉힌 채로 결박된 채 주사를 놓는 정체 불명의 박사와 불타는 마을, 거한의 사무라이 등이 번갈아 보이는 등 괴기스러운 기억의 단편이 보여 진다."
68,"룬 테라에서처럼 이 세계관에서도 마스터 이의 마을은 침공을 받은 듯 한데, 그 후에 기계화를 당하면서 그 기억이 상기된 것으로 보인다."
69,"변경된 대사에서 삭제된 기억, 낯선 이, 다른 이들 등을 언급하며 모종의 사건이 있었음을 암시하고, "" 내가, 죽었던가...?""', 보이지 않지만, 분명... 무언가가 있소."
70,""", "" 이건, 내가 의도한 바가 아니라오!"
71,""" 등 프로젝트 스킨에 관련된 설정 떡밥을 내놓았다."
72,"다만, 기억 상실인데 다 아직 설정이 덜 잡혔는지 다른 프로젝트와의 대사는 단순한 도발 수준이라 떡밥이 없다."
73,"이후에 추가된 애 쉬는 생명과 기억을 강조하며 아군 일 때나 적일 때나 제 정신을 되찾기를 바라며, 다른 지네 틱 소속보다 더 아끼는 듯, [12] 아직 정신적으로 약간의 결함이 있다고."
74,인간이었을 때나 기계화된 이후에 나 무언가 특별한 존재 임은 확실해 보인다.
75,"대상 또한 호스트라는 독특한 개체로 확인되며, 위험도도 200 가량으로 제드를 제외하면 가장 높다."
76,속도가 증강된 피 오라가 제로 펄스 검을 이용해 애 쉬를 비롯한 지네 틱 팀원들과 함께 싸웁니다.
77,"에너지를 발사하는 이 장검의 날은 한 치의 오차도 없는 정 교한 공격력과 최대의 격퇴력을 발휘하고, 공간적으로 제어되는 원자력 에너지로 코팅된 칼끝은 공격 대상이 하나 인 전투에서 최상의 성능을 보여줍니다,"
78,… 메모리 검색 중 - 대상 분석 프로젝트: 피 오라 – 우호적 초기화 중………..……. 위협 수준 분석 시작………….. 분석 결과: 프로젝트: 피 오라 // 22.093844……..……. 분석 완료. 프로젝트: 오버 드라이브 '에서 잔해에 묻힌 프로젝트: 이를 구조한다.
79,"대상은 우호적. 위험도는 22 정도. 애 쉬의 대사에 따르면 프로그램이 위험하게 설계되어 있다 하며, 자존심 높고 명예를 중시하는 것으로 보인다."
80,지네 틱 반군 소속. 프로젝트의 네온 빛 너머의 진실을 보고 돌아선 중기 갑 전투원 레 오나는 애 쉬와 함께 지네 틱 반군의 편에 섰습니다.
81,그녀가 짊어진 이온 충전 방패는 에너지 출력을 조절하여 적을 기절시키거나 공격을 막을 수 있습니다.
82,… 메모리 검색 중 - 대상 분석 프로젝트: 레 오나 – 알 수 없음 초기화 중………..……. 위협 수준 분석 시작………….. 분석 결과: 프로젝트: 레 오나 // 3.291000000……..……. 분석 완료. 유일하게 1 세대 프로젝트 중에 ' 프로젝트: 오버 드라이브 '에 출현하지 못했다.
83,방패만 따로 보인다.
84,"대상은 알 수 없음, 위험도는 3으로 매우 낮다."
85,"스킨 설명에서도 "" 애 쉬와 함께"" 지네 틱 반군의 편에 섰다는 설명, 애 쉬가 빛, 최고, 영감을 주는 자 등으로 칭하는 점, 자신에게 무슨 일이 생기면 모든 상황은 레 오나에게 달려 있다고"
86,말하는 것을 보면 팀에서 중요한 역할을 맡고 있는 듯. 루시안은 한 때 프로젝트 지휘 계통에서 감시병으로 일하며 프로젝트의 진짜 정체를 목격했습니다.
87,지금은 이온 충전 쌍 광선 총을 차고 지네틱과 인간 저항 군을 위한 활약을 펼치고 있죠.
88,효과 만점의 무자비한 공격 앞에서 기술을 이용한 압제자들은 무릎을 꿇습니다.
89,"… 메모리 검색 중 - 대상 분석 프로젝트: 루시안 – 우호적 초기화 중………..……. 위협 수준 분석 시작………….. 분석 결과: 프로젝트: 루시안 // 14.4839……..……. 분석 완료. 프로젝트: 오버 드라이브 영상에서는 제 드의 표창을 튕겨 내며 등장. 이후 피 오라, 마스터 이와 함께 제드와 싸운다."
90,"대상은 우호적. 위험도는 15 정도. 애 쉬와 파이크의 대사에 따르면 ' 정 화자' 라는 이명과, 아내인 세나를 잃었다는 설정은 그대로로 보인다."
91,제 드는 프로젝트 지휘 계통에서부터 성장해 이제는 프로젝트의 방첩 부대를 이끌고 있습니다.
92,지네 틱 소속의 반역자 추적이 그의 주 임 무죠. 고주파 양날검과 분자식 고체 연기 발사체를 사용하고 근접전과 다각도 공격을 통해 적에게 심각한 외상을 남기는 걸 즐깁니다.
93,"… 메모리 검색 중 - 대상 분석 프로젝트: 제드 – 적대적 초기화 중………..……. 위협 수준 분석 시작………….. 분석 결과: 프로젝트: 제드 // 509.9384909999999……..……. 분석 완료 .1 세대 프로젝트 빌 런 사이드. 빌 런 측인 방첩 부대의 수장. 유일하게 대상이 적대적이며, 위험도도 500 가량으로 가장 높다."
94,"프로젝트: 오버 드라이브 영상에서도 혼자서 다량의 분신을 이용해 마스터 이, 피 오라, 루시안을 모두 상대하는 기염을 토한다."
95,"프로젝트: 이는 제드를 바이킹처럼 뿔이 달린 쌍검의 거한과 겹쳐 보는데, 그게 누구인지 제드와 무슨 관계가 있는지는 불명. 애 쉬의 대사에서도 굉장히 강한 프로젝트로 평가 된다."
96,"아군이면 "" 한 때 최악의 적이, 이젠 최고의 동지가 되었군."
97,"""이란 말을 하기도 한다."
98,이후 파이크의 대사의 보면 파이크를 죽인 장본인으로 보인다.
99,""" 복 종을 거부한다면, 넌 인간인 거야."" 애 쉬는 기업 전쟁의 최전방에서 전투를 치르며 프로젝트의 야망 때문에 인간이 치르는 대가를 두 눈으로 똑똑히 목격했습니다."
100,이제 그녀는 저항세력 지네틱을 이끌며 날카로운 화살 끝을 거대 기업에 겨누고 있습니다.
101,후드와 바이저를 쓰지 않은 일 러스트 2 세대 프로젝트 레 전 더리 스킨. 빅토르를 문제의 근원이라고 비난하거나 야스오에게 그의 형제가 포로로 잡혀 있는데 아직 구출할 수 있다고
102,"하는 등, 떡밥성 대사가 많다."
103,[16] 인간다움을 강조하고 복종을 거부하는 등 프로젝트 스킨들의 전반적인 설정을 드러내는 듯한 대사도 존재한다.
104,"저항세력 지네틱을 이끄는 수장으로, 명령 투의 말이나 다른 프로젝트에 대해 잘 알고 있다."
105,애 쉬가 빈민촌에서 데려온 천재 해커 에코. 애 쉬가 프로젝트의 괴멸을 위해 함께 하자고
106,그를 설득하는 건 그리 어렵지 않았습니다.
107,성능 좋은 암호 해독기와 혼돈에 최적화된 정신까지. 에코가 뚫지 못할 코드는 없습니다.
108,"본래의 어리고 자유분방 하다는 콘셉트 은 그대로 유지되는지, 애 쉬도 꼬마라고 부르며 어린아이 대하듯 한다."
109,"선 역도 악역도 아닌 중립적인 위치에 있었으나, 애 쉬의 설득 후 괴멸을 위해 함께 한다고 한다."
110,팀에서 해커 역할을 맡고 있다고
111,한다.
112,한 때 지네 틱 반군의 야망 가득 한 중위였던 카타리나는 애 쉬와 대립한 이후 프로젝트 지휘 계통에 복귀했습니다.
113,"그녀의 최첨단 단검은 다시 프로젝트를 섬기지만, 옛 반군 동료들은 카타리나가 그들을 위해 내부에서 싸워 줄 것이라는 희망을 버리지 않았습니다.2"
114,"세대 프로젝트의 빌 런 사이드. 한 때는 지네 틱 반군의 야망 가득 한 중위였으나, 애 쉬와 무언가 마찰이 생긴 후 프로젝트 지도부의 지휘 계통에 복귀했다."
115,희망이나 피해자라는 애 쉬의 대사를 보아 사정이 있었던 듯. 하지만 지네 틱 반군의 동료들은 카타리나가 다시 지네틱으로 돌아오기를 바라고 있다고
116,한다.
117,한 때 선 역과 협력했다는 악역이라는 특징 때문인지 빌 런 포지션 챔피언 중 유일하게 검붉은 색 컬러링이 아닌 분홍색 컬러링으로 이루어져 있다.
118,""" 내 유일한 프로 토 콜, 사냥이 시작된다."
119,""" 기밀로 분류된 기술로 개조된 베 인은 한때 프로젝트 부대의 방첩 소속이었습니다."
120,"그러나 프로젝트에게 배신당한 후, 베 인은 자경 단원이 되어 은밀하게 프로젝트와 그녀의 영혼을 괴롭히는 기술을 무너뜨릴 방법을 찾아 나섭니다.3"
121,세대 프로젝트 레 전 더리 스킨. 단편 소설 < 프로젝트 : 사냥 - 시궁쥐와 고양이와 네온 생쥐 >에 의하면 특수 대 중위라고 한다.
122,"팀원들은 전멸했고 그녀 또한 죽었으나, 워낙 특별한 존재였기에 프로젝트가 베인 을 재구성해서 부활시켰다는 설정이다."
123,흑 마법을 사용하는 자는 가차 없이 죽이는 냉혈하고 인정사정 없는 본래의 베 인과 달리 바이의 데이터 큐브를 뺏을 수 있는데도 불구하고 일부러 강탈하지 않거나 진에게 붙잡힌 동료를 구하러 가는 바 이를 도와 주고 서로 만담을 주고받는 등 스토리 변경 전 베인 처 럼 나름 부드럽고 인간적인 면모를 지녔다.
124,자경단에 속한다.
125,한 때는 방첩 부대 소속이었다고.
126,"대사 중 "" 지네 틱? 하! 프로젝트의 변형에 불과 해! ""를 보면 알 수 있다."
127,"그러나, 프로젝트에게 배신 당한 이후 방첩 부대든 지네 틱 부대든 프로젝트 자체를 혐오하는 것 같다."
128,""" 프로젝트는 근원부터 오류 뿐이다."
129,""", 프로젝트는 이 세상을 황폐하게 만들 뿐!"" 이라는 대사로 짐작 가능. 센스 넘치고 자신만만하며 과하리만큼 솔직한 바이는 네온 도시의 법과 질서를 수호하는 경찰입니다."
130,빈민촌에서 하루하루 힘겹게 버텨 오며 강 해진 바이는 한 쌍의 아틀라스 건틀릿으로 강력한 펀치를 날리며 평화를 수호하기 위해 고군 분투 중입니다.
131,공식처럼 경찰로 활동하지만 파트너인 케이 틀린 은 등장하지 않는다.
132,대신 새 파트너 모즐리와 활동 하다 모즐리가 진에게 살해당한다.
133,글러브를 한 쌍의 아틀라스 건틀릿이라고 표현한다.
134,경찰에 속한다.
135,이후 출시된 파이크의 대사에 의하면 여동생이 있다고
136,한다.
137,"연관점이 있는 챔피언이며 프로젝트 스킨이 있는 챔피언을 볼 때 징크스가 아닐까 추측. 수술 실패 후, 진은 암시장에서 활동하는 증 강 해커에서 기계화된 자객으로 변해 악명을 떨쳤습니다."
138,끊임없이 업그레이드 하도록 설계되어 있기에 희생 양의 기술을 끊임없이 흡수한 결과 이젠 성격마저 한 사람의 것이라 볼 수 없는 상태가 되었습니다.
139,그의 존재는 프로젝트뿐 아니라 인류의 미래 마저도 암울하게 만듭니다.3
140,세대 프로젝트의 빌 런 사이드. 프로젝트 세계관에서도 각종 살인 사건을 저지른 사이코 패스 살인마 설정은 그대로다.
141,"가면이 본체 라, 가면이 분리되면 몸체는 힘을 잃는다는 마치 뇌 이식이나 기생 수를 연상시키는 섬뜩한 설정이다."
142,"악명 높은 증강 해커로 고급 보안 업그레이드를 노리고 다니며, 소문에 의하면 과거 진은 암시장 기술자로 심각한 인격 단편화를 겪는 바람에 인격이 거의 지워 질 뻔했다는 데, 본체가 가면인 것과 연관성이 있는 것 같다."
143,단편 소설 < 프로젝트 : 사냥 - 시궁쥐와 고양이와 네온 생쥐 >에서는 베 인과 악연이 있다는 것이 밝혀졌다.
144,"베인 이 진에게 노골적인 적개심을 드러내는 걸 보면 베 인과 팀원들이 전멸한 것엔 진이 개입한 듯."" 프로젝트는 날 폐기했었지."
145,"맞아, 난 폐기 품이야."
146,""" 프로젝트의 초기 프로 토 타입이었던 파이 크는 수차례의 검증되지 않은 업그레이드를 거치면서 폭력적이고 불안정하게 변해 갔습니다."
147,결국 통제하기 힘든 수준에 이르자 관리자들은 그를 폐기한 후 도시 밖으로 내다 버리고 말았죠.
148,하지만 기능을 잃지 않았던 인공 두뇌는 폐 부품을 끌어모아 파이크를 수리했습니다.
149,이제 폐 부품들의 기억까지 덮어 씌워 진 파이 크는 복수를 부르짖습니다.4
150,세대 프로젝트 레 전 더리 스킨. 여러 폐 부품을 이용해 수리했다는 설정답게 모델링도 비대칭적인 구조에 대사에서도 여러 결함이 있는 것으로 묘사된다.
151,"제드에게 살해당한 뒤, 프로젝트에 의해 다시 살아났으며 폭력적인 성격 때문에 통제하기 힘들어 지자 폐기하였지만, 인공 두뇌가 주변의 폐 부품을 모아 다시 살아났다."
152,프로그램 리 산 드라 와의 상호작용 대사를 보면 프로그램 챔피언들의 음모를 아는 듯하다.
153,루시안과의 상호작용 대사를 보면 제드에게 살해당했을 때 세나를 보았다고
154,"말하며, 프로젝트: 레 오나를 보면 적대하는 것으로 보아 프로젝트: 베인 처 럼 프로젝트 자체를 혐오하는 듯 보인다."
155,"베 인과의 상호작용 대사를 보면 프로젝트가 되기 전 연관이 있었던 것으로 추측. 징크스는 프로젝트 전환 계획에 자원했지만, 동력 장치의 중대한 결함 때문에 메모리 코어가 뒤죽박죽이 되고 말았습니다."
156,이로 인해 그녀는 머릿속의 목소리가 시키는 대로 파멸만을 추구하는 사이코 패스가 되어 버렸죠.
157,이제 징크스는 기억 분열만으로는 설명할 수 없는 더 사악한 모습을 드러내기 시작했습니다.
158,바로 냉혹하고 빈틈없는 프로그램의 영향 때문이죠.
159,"프로젝트 전환 실험에 자원하였지만 결함 발생으로 정신 나간 지금의 성격이 된 설정이다, 파이크의 대사에 의하면 바이의 여동생이 아닐까 예상된다."
160,프로젝트 연구 동 근처 황무지 출신의 워윅은 새로운 단계의 개조 인간으로 돌이킬 수 없는 진화를 마쳤습니다.
161,"양심의 가책 따위는 없이, 오직 폭력을 통한 진압을 위해 프로그래밍된 무시 무시한 괴물 병기가 된 것이죠."
162,외부 세력의 개입 덕분에 탈출에 성공한 그는 이제 도시를 활보하며 무차별적인 파괴 행위를 자행합니다.
