,sentences
50,수정해 달라는 요청을 했지만 오랫동안 되지 않았다가 결국 수정 되었다.
51,"팀 명이 'GE 타이 거즈' 일 때 까지는 'Lee' 라는 소환 사명을 사용했지만, 팀 명이 'KOO 타이 거즈' 로 바뀌며 소환 사명을 'Hojin '으로 변경했다."
52,"소환 사명을 바꾸라는 라이 엇의 지시로 인해 바꾼 것이라는 데, 아마 Koo Lee 라는 단어가 하층의 인도, 중국인 노동자를 뜻하는 coolie 와 발음이 비슷해서 가 아닐까라고 생각되었지만 Koo TV를 통해서 밝힌 바로는 Lee 라는 이름이 Lee sin과 겹쳐 외국에서 방송할 때 힘들기 때문이라고. 대리사이트의 스폰을 받은 적이 있으나 현재는 스폰을 철회한 상태다."
53,"잦은 도주로 인해 방송 접고 복숭아 농사나 지으려고 했다 복숭아 농장에 도착하자마자 이 건 아니겠다 싶어서 손절한 것은 덤 대체 손 절 안하는 게 뭐야으로 시청자 수가 예전에 비하면 부족한 것이 사실이지만, 그럴 수밖에 없었다고"
54,"이야기하는 그의 개인적인 사정을 이해해 주는 팬들과 오랜 고정 팬들의 응원으로 인해 최근 다시 매일 열심히 방송 중이며, 유 튜브 채널도 매우 활발하게 운영하고 있다."
55,"락스가 처음부터 시끄러운 것은 아니었는데, 본인 때문에 시끄러워 졌다고"
56,한다.
57,"( 프레이 : 락스 대병의 근원지는 조 토 진이다,"
58,난 처음에 조용했는데 조 토 진이 진짜 목소리 엄청 커서 장난 아니게 시끄러웠다.)
59,스마
60,로 라이너들의 대포 미니 언을 자주 뺏어먹었다고 한다.
61,( 쿠로 : 툭하면 조 토 진이 스마
62,로 탱크 오지게 먹었는데 나보다 형 아니었으면 진짜 조 따 때렸을 거다.)
63,"( 스멥 : ( 호 진이 라인에 올려고 할 때마다) 미니 언 건들지 마 셈.. 진짜.. 진짜 어? 건들지 마 형.. 건들지 마 내 꺼 임 건들지 마?? 알았지? 어???) 처음에 프로 하려고 서포터 테스트를 두 군데 봤는데, SKT T1랑 삼성 갤 럭 시 테스트를 봤다고"
64,한다.MVP
65,오존이 마 타 데려오기 전에 봤다고
66,"했는데, 먼저 임프랑 듀오를 하면서 테스트를 봤지만 떨어지고 마 타가 붙었다고"
67,한다.SKT
68,T1 K 테스트를 본 계기는 이렇다고
69,한다.
70,"천상계 아마추어 시절 맨날 이지 훈 선수랑 솔 랭에서 만났는데, 이지 훈 선수가 "" 님, 님 이렇게 잘하는데 왜 프로 안함?"" 이라고 말하길래 그래서 "" 아무도 안 부름. 님이 좀 시켜 주셈"" 이렇게 말했더니 판 끝나고 갑자기 김정 균 코치님한테 친 추가 왔다고"
71,한다.
72,그러더니 피글렛이랑 듀오해 보라고 하셨다고
73,한다.
74,하지만 테스트 보면서 피글렛한테 더럽게 못한다고 한 소리 들었다고
75,한다.
76,자 긴 라인 전보다는 갱 호흡이나 로 밍 이런데 서 신이었는데 뭐라
77,욕 먹으니 억울해 했다.
78,"이후 MVP 블루에 테스트를 또 보았는데, 매 판이 끝날 때마다 감독님이 와.. 진짜 럭 포터 그 자체다.."
79,이렇게 감탄을 하셨다고
80,한다.
81,하지만 감독님이 다른 선수랑 자꾸 간을 보는 모양새이길래 자존심이 상한 나머지 차마 이유는 말 못하고 그냥 집에 일이 생겨서 못하겠다고
82,하고 테스트를 그만뒀다고
83,한다.
84,그 이후로 손가락만 빨았다고
85,"한다 테스트를 다 실패하니까 그냥 입대했는데, 군대에서도 다쳐서 나오게 되니 공허하고 허무했다고"
86,한다.
87,"할 게 없어서 뭐 먹고 살지 곰곰히 생각해 보니 자기 자신이 그나마 잘하는 게 말 좀 잘하는 거, 롤 잘하는 거, 좀 웃긴 거 이 세 개밖에 없었다는 생각이 들어 방송이라도 해야겠다고 결심하였다고"
88,한다.
89,"근데 그러기 엔 집 컴퓨터가 너무 구렸고, 누구한테 사 달라고 할 용기도 없고 돈도 없었다고"
90,한다.
91,그래서 편의점 알바를 야간 13시간인가 하면서 개미처럼 일했다고
92,한다.
93,"알바를 15일 동안 그렇게 해보니까 진짜 도저히 못 해먹겠어서 때려치고 번 돈으로 컴퓨터를 사서 방송했는데, 방송이 조금 흥해서 나름 시청자 수도 나오고 입소문도 났다고"
94,한다.
95,그러다가 방송하는 도중에 나 진에서 테스트 보자고
96,연락이 와서 프로 게이 머가 되었다고
97,한다.
98,여장을 한 모습이 커뮤니티에 올라왔는데 호평이 가득 하다. 소드가 마스터 즈 중간에 리 빌딩이 되고 블레 이즈 전에서 처음으로 나왔으나 전 라인이 다 터지면서 크게 활약하지 못했다.
99,[24] 더 불어 상대는 데이 드림. 하지만 3 경기 연합 팀으로 나왔을 땐 캐리하면서 좋은 모습을 보여줬으나 며칠 뒤 다시 한번 만났을 때는 상대 정글 러들에게 밀리면서 욕을 상당히 먹었다.
100,"더불어 닉변까지 하면서 몇 일 만에 방출됐다는 루머가 돌았으나, 사실은 본인 이름으로 된 계정으로 대회에 나가기 위해서 바꾼 것으로 밝혀졌다."
101,16 강 전 KTB 전에선 상대 정 글러 류에 밀리지 않으며 무난하게 활약 해 주면서 라이너들의 성장을 도왔다.
102,하지만 여전히 소드의 가장 불안요소는 정글 러라는 평가를 받고 있는 상황. [25] 나 진 실드와의 내전에서는 1 경기 와 치의 렝가에게 정글에서 킬 을 내주는 등 완전히 밀렸으나 2 경기는 반대로 렝가를 픽 해 좋은 모습을 보여줬다.
103,MVP를 받지는 못했지만 탱렝가를 택해 나쁘지 않는 플레이를 하면서 팀의 승리를 도왔다.
104,진에 어 팰컨스와의 경기에선 1 세트 상대 정글 러인 Vin에 비해 갱 킹도 시원찮고 오히려 킬 을 많이 헌납하기도 했으나 한 타에서 궁극 기로 제대로 이니 시를 열면서 이 현우 해설위원에게 궁극기 활용능력이 뛰어나다는 칭찬을 받았고 그 클 템이 선수 시절에 롤챔스에서 이 블 린 쓴 적이 있는 가는 넘어가자 2 세트에서도 리 신으로 무난하게 활약했다.NLB
105,로 내려가서도 다른 선수들이 프로 생활을 어느 정도 한 반면에 홀로 아마추어에서 올라오다 보니 불안한 모습을 보여주기도 했다.
106,특히 8 강 블레 이즈 전 1 경기는 본인이 시작부터 말리면서 게임을 걷잡을 수 없을 정도로 흘러갔다.
107,"이후 리가 제 몫을 해 준 2, 3 경기에서는 소드가 압도하면서 자기만 잘 하면 다 잘 할 수 있다는 것을 보여주었다."
108,그러나 결국 이런 우려가 현실이 된 게 NLB 결승 전이였고 1 경기 벵기의 누 누에게 끌려다니면서 팀이 패배하였고 2 경기는 초반엔 잘 풀어 줬으나 임팩트의 알 리스타에게 바론을 스틸 당하면서 역전의 빌미를 제공해 준 장본인이 되었다.
109,[26] 그리고 쭉 밀리고 경 기를 캐리하던 오뀨마저 게임을 던지다시피 하면서 패배. 3 경기도 드래곤이 중요한 상황에서 임팩트에게 또다시 강타 실 수로 스틸 당하면서 불안한 모습을 보였다.
110,엘리스의 고치도 거의 맞지 않으면서 결국 소드는 패배 하였다.
111,"리 미트와 맞트레이드된 듀크가 초대 박을 치고, 구멍이라 불리던 프레이를 대체한 오 뀨 또한 최정상 급 원 딜 이기에 소드의 리 빌딩은 성공적이었다고"
112,평가 된다.
113,나 그네가 KTB에서 홀로 분전하며 고통 받고 있기는 하지만 그를 대체한 쿠로는 그 이상의 기량에다 소드에 어울리는 공격성까지 겸비한 미드라 이너였다.
114,"그러나 반대로 이 리 빌딩의 최종적인 성공은 호진에게 달려 있는 것이나 마찬가지. 평균적 1인 분은 충분히 하던 전임자인 헬리오스가 나가고 중반 아낌없이 상대를 배려하는 나 진 타임(...) 이 돌아온 데 다가, 호진이 혹독한 첫 시즌을 보냈기 때문. 아마추어 팀 활동 경력도 별로 인 만큼 아직 솔 랭 전사 티를 벗지 못했기에 기다려 주어야 하지만, 그에게 최종적으로 요구되는 수준은 매우 높을 것이다."
115,"또한 여기서 서포터 카 인의 오더 능력이 전무한 것도 다소 아쉬운 점으로 지적 받았지만, 그렇다고"
116,원년 멤버에 87 년생 최고령자인데도 미친 피지 컬 을 과시하는 카인을 교체하기에는 무리였을 것이다.
117,"그런 데 시즌 5에서 결과적으로 나 진 단일팀 오더는 꿍, 서포터는 퓨어 2014년 11월 1 일자로 재계약을 하지 않아 팀을 나오게 되었다."
118,그리고 HUYA 타이 거즈에 입단하여 2015 롤 챔스 시드 결정전을 뚫고 올라오면서 다시 롤챔스에서 얼굴을 볼 수 있게 되었다.
119,이 팀에서 겉 늙은이가 아니라 진짜로 나이가 많아서 인지 주장을 맡고 있다고
120,한다.
121,새 감독인 노페는 기본 기량이 좋으니 방송 울렁 증만 극복하면 포 텐 이 터질 것 같다며 호진에 대한 신뢰를 가감 없이 드러냈다.
122,소드에서 비판 받았던 오더 문제는 고릴라와 스멥이 어느 정도 커버할 것으로 보여 1 인 분만 하면 비교적 잘 풀릴 것으로 모두가 예상하였다.
123,비록 요즘 정글 1인 분이 쉬운 게 아니지만 개막전에서는 전 라인이 폭파당하는 와중에 퇴물 취급 받는 벵기에게 NLB 결승에 이어 또 밀리며 역시 볼 것 없다(...) 정도의 박한 평가가 내려졌다.
124,그러나 다음 진에 어 와의 경기에서는 고릴라의 시야 장악을 바탕으로 매우 뛰어난 기량을 과시했다.
125,포 텐 이 터졌다 던 체 이서를 경기에서 지워 버린 것은 덤. 인터뷰에 의하면 개막전 패배를 복기 해보면서 많은 것을 얻었다고
126,한다.
127,그리고 KT 와의 경기에서도 뜬금없이 포지션 변경 후 한국 최고 정글 러 소리를 듣는 스코어에 밀리지 않으며 무승부에 크게 기여했다.
128,다만 2 세트 역전의 발판을 마련한 상황에서 무리한 이니 시가 한 타 대패로 이어지며 치명적으로 작용하고 말았다는 것은 소기의 지적 사항이었다.
129,그러나 소드 시절에 비해서는 기량이 발전했다는 것이 중론이었다.
130,마지막 경기에서는 팀이 앰비션의 CJ를 양학하는 동안에도 실수하지 않고 깔끔한 경기를 했다.
131,다만 화려함이 부족했던 탓인지 각 라이너들이 아무리 잘해 줘도 마찬가지로 똑같이 호진도 잘 해 주어야 정규 시즌 대기업 팀들을 제치고 우승권 도약을 노려볼 수 있을 것으로 평가 받았다.
132,"스프링 개막전에서 1 세트 판테온으로 커버를 다니다 레벨 링이 조용히 뒤쳐지면서 오랜만에 자멸하는 듯했으나(...), 오히려 한 타마다 대강 하로 프로즌의 제라스를 집요하게 물어 버리면서 게임을 터뜨리고 MVP를 획득했다."
133,성장 상태가 그리 좋은 편이 아니라서 잘못 떨어지면 골드 뿌리기 소리를 듣기 딱 좋았는데 날카로운 이니 시를 보여주며 정말로 포 텐 이 터진 건가
134,싶은 상태이다.
135,이후로도 꾸준히 MVP를 먹더니 CJ 와의 전반기 1위 결정전을 캐리하며 포 텐 이 완전히 터졌다는 호평을 받아 전반기 MVP 포인트 1위를 차지했다.
136,"정 글러 엑소 더스 이후 포지션 변경 자인 스코어와 앰 비 션, 부활한 벵 기, 그리고 체 이서 등이 펼치는 정글 춘추 전국시대에 당당히 정글 강자 중 한 명으로 합류했다."
137,"이후 단점으로 지적 받았던 쓰로잉을 깔끔하게 개선한 플레이로 연일 좋은 폼을 보여주자, 종종 던지는 체 이서, 화려함이 부족한 스코어와 앰 비 션, 다시 망한 벵 기 등을 넘고 현재 한국에서 가장 잘하는 정글 러라는 의견이 대세였었다."
138,이때 대부분의 타 팀 팬들의 반응은 호진의 포 텐 폭발을 의아하게 여겼을 정도. 물론 이때는 IM 출신인 스멥과 쿠로가 잘하는 것을 의아 해하는 경우도 있었지만 호진의 기량만 개를 가장 의아하게 여겼었다.
139,"스멥과 쿠로는 IM과 나 진 소드 시절부터 이미 여러 차례 좋은 모습을 보여주었던 반면, 호진은 프로 첫 시즌부터 여러 가지 의미로 좋지 않은 모습을 보여주었기 때문이다."
140,하지만 2 라운드 부터는 폼이 급속히 떨어지면서 다시 비판 받기 시작했다.
141,"삼성 갤 럭 시 와의 1 세트에서도 맵장악을 소홀히 하다 삼성에게 역전기회를 열어 주었으며, 진에 어 그린윙스와의 경기에서는 1, 2 세트 모두 체 이서에게 정글싸움에서 완패했다."
142,두 경기 모두 프레이와 쿠로가 집중력을 발휘하며 승리를 거두긴 했지만 호진 자신은 업혀 갔다는 평이 지배적이었다.
143,결국 IEM 월드 챔피언십 시즌 9에서는 팀 패배의 원흉이 되었다.
144,"이후 잿불 거인 메타에서는 아예 메타 부적응으로 폼이 더 추락(...) 하여 평가가 바닥으로 떨어졌고, 결승에서도 초식 챔프로 육식을 하려다"
145,"실패, 패배의 주역으로 지목되었다."
146,서 머 시즌 초반에는 신입인 위즈덤과 같이 누가 누가 못 하나 경쟁을 하다가 위즈덤의 폼이 올라오면서 주전경쟁에서 위기에 처했다.
147,"전형적인 솔 랭 잘하고 대회 못하는 정글 러의 타입일 뿐이였으며, 몇 번의 좋은 폼도 IEM 이전 한국의 소위 쫄 보 메타와 고릴라의 빈틈없는 시야 장악 덕분이라는 이야기가 나올 정도로 평가가 매우 바닥으로 떨어졌다."
148,피지 컬 은 강력하지만 난전 메타에서 언제나 상대 정글 러보다 합류가 한 박자 늦고 다소 어정쩡한 플레이를 보여준다는 많은 비판을 받았었다.
149,"게다가 초식 챔프 솔 랭 승률은 좋은데, 오히려 대회에 나오면 초식 챔프로 무리하게 육식을 하려다"
150,실패하는 모습도 여러 차례 나오게 되었다.
151,"따라서 애초에 GE 시절에도 팀 라이너들이 라인 전에서 상대를 압살하기보다는 딱 상성만큼 이기는 경우가 많았다는 점에서 프레이, 쿠로가 아닌 리가 KOO 팀 부진의 진짜 원인이었다는 의견이 힘을 얻고 있다."
152,"이후 깜짝 카드 트런 들, 잘하는 것으로 유명했던 이 블 린 등으로 활약하며 아직 주전경쟁이 완전히 끝난 것은 아님을 외치고 있으나 다음날 연일 강 팀과의 경기에서는 위즈덤이 좀 더 중용되었다."
153,그래도 활약하는 모습을 보여주었기에 거품 설은 조금이나마 떨쳐 낸 편. 이후 위즈덤이 부진하자 다시 주전자리를 되찾았다.
154,포스트 시즌에 나름 선전하고 롤 드컵 진출에 기여해서 평가가 180도 바뀌어 호전되었다.
155,"하지만 화려함보다는 안정감을 선택한 때문인지 낮은 존재감으로 여전히 평가가 갈려서 ' 호진으로는 더 높이 못 간다, 위즈덤이 멘 탈을 회복해야 강 팀을 이길 수 있다' 라는 부정론도 다수 존재하였다."
156,"롤 드컵에서는 Karsa 나 스코어, 레인 오버, 벵 기 등에게 시종일관 초반에 열세를 보이며 전반적으로 평가가 좋지 못한 편이었으나, 신기하게 팬들의 부정적인 의견이 심각 해질 때쯤 적절하게 성과를 내서 까 임권과 까 방권을 상계하는 모습을 보여주었다."
157,"KOO가 당한 대부분의 패배에서 숨은 역적 취급을 받았으나 1:1이 던 8 강 3 세트에서 망해가 던 스멥을 역으로 살려 낸 갱 킹력이라 던가, 4 강에서의 젤리 시에이 팅(...) 및 이어지는 세트에서의 인생한 방, 결승 3 세트에서의 초반에 5 킬 을 쓸어 담고 6분에 용사를 뽑아 이후 게임을 터뜨린 리신 초 하드 캐리 등의 성과를 보여주며 커리 아 하이를 달성하였다."
158,"이적시장이 열리고 재계약 여부에 이목이 집중될 무렵, 2015년 12월 7일 개인 사정으로 인해 은퇴를 결정하였다는 소식이 Tigers 공식 페이스 북을 통해 전해 졌다."
159,"S 급 정글 러로 손꼽을 수는 없지만 팀이 어느 정도 성과를 거두어 안정기에 도달했고 , 갱 킹 형 정글 러로서의 역량도 매우 충분하다는 평인지라 갑작스런 은퇴는 다소 의외라는 반응이다."
160,바로 어제까지만 해도 숙소에서 스트리밍 방송을 하는 모습이 있었기 때문에 더욱 더 놀랍지 않을 수 없다라는 의견이 주류였다.
161,"사실 본인에 따르면, 은퇴는 소드에서 나온 후 바로 하려고 했지만 다른 멤버들의 권유로 타이 거즈에서 좀 더 선수생활을 했던 것이라고 한다."
162,"정리하면, 나 진 선배인 노페처럼 전형적으로 박수 칠 때 떠난 케이스라고 할 수 있겠다."
163,"2015 스프링 시즌에 포텐셜을 폭발시키며 최고의 모습을 보여줬지만, 이후 잿불 거인 메타를 전후하여 결승전이나 2015 서 머 시즌 초 중반에 좋지 않은 모습을 보이면서 평가가 많이 떨어졌었다."
164,"서브였던 위즈덤이 여러 차례 중용되어 주전에서 밀려났지만, 이후 좋은 폼을 보여주면서 다시 주전으로 치고 올라와서 포스트 시즌과 2015 롤 드컵에서 활약을 하면서 롤 드컵 준우승이라는 최고의 커리어를 찍었다."
165,"분명히 훌륭한 커리어를 지속할 여지가 있었지만, 적지 않은 나이나 적성, 향후 진로 등을 고려해서 과감히 스트리머로 전업하였다고"
166,생각된다.
167,"코치로 대박 친 노페처럼 방송으로 성공하고, 후임자인 피넛까지도 잘 풀렸으니 서로 윈 윈한 케이스라고 할 수 있겠다."
168,"[27 ]2018 년 현재, 그와 동고동락했었던 킹 존의 고릴라, 프레이, 아프리카의 쿠로, kt의 스멥 선수 모두가 스프링 시즌에서 나란히 1,2 ,3 위를 차지하고, 팀의 어엿한 주전 이자 에이스인 점을 생각하면 빠른 은퇴가 아쉽게 느껴지기도 한다."
169,더군다나 같은 92년 생이자 같은 정글 러 포지션인 앰비션과 스코어선수( 현 역 lck 프로 게이 머 중 최장자) 가 오랜 프로 게이 머 생활로 인한 경험과 노련미로 아직 까지도 건재하는 것은 물론 이자 좋은 성적을 거두고 있는 점을 보면 더욱 아쉽다.
170,"[28] 특히 2018년 현재 국제대회에서 대다수 한국 팀 정글 러의 부진이 두드러지고 있는 바람에 중국 팀의 강세가 지속되고 있는데, "" 한국 팀 정글 러는 모두 예상가능하고 뻔한 플레이를 한다"", "" 플레이 메이킹을 할 줄 모른다"" 라는 혹평을 받는 점을 생각하면 극단적인 공격성과 갱 킹 성공률, 한 타에서 예상치 못 한 이니 시 등 상대의 허점을 찌를 수 있는 강점을 지닌 그의 빈자리가 어쩌면 더더욱 아쉽다."
171,왜 은퇴한 거야 2016.01.14 아프리카 TV Best BJ 자격을 얻었다.
172,[29 ]2016.01 .22 아프리카 TV 프로 게이 머 BJ 등극 2016.04.03 아프리카 TV 랭킹 1위를 달성했다.
173,매번 2등만 하다가 드디어 1등을 헀 다 .2016.07 .29 아프리카 TV 파트너 비제이자격을 얻었다.
174,의외로 담담하게 반응하였다.
175,미리 알고 있다는 듯한 반응이었다.
176,시작 방제도 중대발표라고 썼다.2016
177,"년도 아프리카 BJ TOP20 게임부분 수상 2017 아프리카 TV BJ 멸망 전 준우승 2017.12.29 아프리카 TV e 스포츠 부분 올해의 BJ 수상 2018 아프리카 TV BJ 멸망 전 시즌 3 ' 호진 민 교 꿀 데 지' 정 글러로 출전, 생애 첫 우승 달성 문화 체육관광 부& 한국 콘텐츠 진흥원 소재 e 스포츠 명예의 전당 선정 2018 아프리카 BJ 멸망 전 올스타 IN 지스타 준우승 2018.12.28 아프리카 TV e 스포츠 부분 올해의 BJ 수상 보통 오전 10 ~ 11시 사이에 방송을 켜면 시청자 분들이 "" 호하"" 로 도배하며 반겨 준다."
178,이때 챗으로 답장을 해 준다.
179,무요 팍 씨 ㅡㅡ 그리고 방송 시작은 항상 시청자 참여 컨텐츠로 시청자와 함께 롤을 한 두 판 플레이한다.
180,"손 풀기 이후 쭈욱 롤을 플레이하는 경우가 대부분이며, 중간 중간에 먹 방과 토크방송을 진행하기도 한다."
181,"롤 챔 스가 있는 날에는 5 ~ 6시에 롤을 종료하고, 중계를 하거나 다른 게임을 하거나 방송을 종료한다.2018"
182,멸망 전 시즌 3 이후로 컨텐츠와 방송시간에 변화가 있게 되었다.
183,"주로 저녁방송을 하며, 저녁부터 시작해서 아침까지 오래 방송하는 편이다."
184,이전만 해도 홀로 솔 랭 방송하는 것이 주 컨텐츠였으나 멸망 전 이후로는 다양한 BJ 분들과 어울리며 게임을 하는 편이다.
185,"특히 같은 멸망 전 팀 앵 지, 데스 티니, 민 교 등과 스팀게임 등 다양한 게임을 하며 놀았는데, 많은 인기와 호평을 끌었다."
186,형님들 말 끝마다 붙인다
187,"예 에에 에에 ↗↗? 대가 뤼!!! 시 X, 이게 무슨 게임이야 형님들 이게 사람 새 x 들입니까?"
188,개 트롤 그냥 어( 씨익 씨익) 이게 이게 그... 오호... 억울합니다.
189,저는 피해자입니다.
190,[30] 특유의 입담과 게임 내 상황이 워낙 다양한 지라 방송은 매우 재밌다.
191,"[31] 다만 비속어 사용으로 점철되고, 자극적인 컨텐츠로 별 풍을 유도하는 방송은 아니라는 것. [32] 모 탈: 말 그대로 이다."
192,문어: 모 탈 조 토 진: 프레이가 처음 불렀다고
193,한다.
194,"이후 프레이, 스멥, 쿠로가 자주 부르는 별명이 되었다."
195,아사다
196,마 오: 인 벤 기사에 의하면 아사다
197,마 오와 붕어빵이라고 한다.
198,참고로 이 기사의 제보자는 친목 왕 고릴라로 추정된다.
199,이재 균: 전 웅진 스타 즈 감독이 자 현재 케 스파 경기 위원회 위원장을 맡고 있는 이재 균과 닮았다는 소리를 듣는다.
200,다만 스 1을 보지 않은 사람들에게는 익숙하지 않은 사람이기 때문에 전용 준 캐스터 정도가 언급하는 정도이다.BJ
201,노 스마
202,: 용싸움이나 바론 싸움이 열릴 때마다 스마
203,가 없거나 스마
204,싸움에서 진다.
205,2020 봄 시즌 멸망 전 때 붙여진 별명이다.BJ
206,고치 킹: 엘리스로 좋은 모습들을 많이 보여주어서 붙여진 별명이다.ㄴ
207,"ㄱ ㅈ ㅇ ㅅ, ㅇ ㅁ ㅇ ㅅ: 2020 봄 시즌 멸망 전 때 스멥과 프레이가 많이 쓰던 말이 이제는 호진 방송의 채팅 창에서 하나의 밈이 되었다."
