,sentences
40,"벡터의 작동 구조는 세계 제일 소녀전선에서도 벡터를 가장 좋아한다 선언했고, 레인 보우 식스 시즈에서도 미라를 자주 픽 한다."
41,총이 나오는 게임마다 벡터를 먼저 찾는다.
42,영어 실력이 꽤 높은 것으로 보인다.
43,미리 알아두고 왔다고
44,가 정해도 게임하는 도중에 영어 실력이 드러날 때가 종종 있다.
45,"한국 외대 영어 전공했다는 말이 있었으나 의외로 전공은 스포츠 전공이라고... [19] 유 튜브는 월~ 금 오후 4시, 토요일 오전 9시에 새 영상이 올라온다."
46,기분 좋으면 일요일에도 올라온다.
47,"트위치 생방송은 수, 토, 일 오후 4시에 시작하여 보통 9 시쯤 방종한다 월, 화, 목, 금 , 일은 휴 방이다"
48,"원래 트위치, 유 튜브 동시 송출이였으나 트위치 제휴계약, 트위치 파트너를 맺음으로써 트위치에서만 생방송을 하고 있다."
49,시청자들 주말엔 나가 서 놀라고 주말에 방송 안한다고 하지만... 안경을 쓰면 엄청 못생겨 진다.
50,"왕박사, 왕 셰프 등 다양한 캐릭터가 있었지만 캐릭터가 너무 많다며 요즘은 왕 군만 나오고 있다 게임유튜버들의 최근 트렌드와는 다르게 연령층을 올리고 있는 몇 안되는 유 튜 버이다."
51,조회 수가 많이 나오는 콜로니 서 바이 벌을 포기할 정도로 시청 연령층을 올리는 데에 힘을 쓰고 있다.
52,현재는 생 방이 일상의 기쁨이 아닌 일로 느껴진다 하여 삶의 여유를 찾기 위해 잠시 생방송을 휴 방할 것이라고 설명했다.
53,휴방의 기한은 정해지지 않았으므로 언제 복귀할지 아무도 모른다.
54,"현재는 2020년 7~8 월 기준 트위치에서 다시 생방위주로 방송을 진행하며 사건 때 보다 다행히 안정되었는지 한때 합을 맞췄던 크리에 이 터인 겜브 링, 비누 TV, 휴지 등 오랜만에 게임 방송을 같이 하기도 했다.2020"
55,년 9월 4일부터 Totally Accurate Battle Simulator( 병맛전쟁) 영상이 다시 올라오기 시작했다 유 튜버 왕 모발 목요일은 왕~ 모발~! 매주 목요일 새로운 모바일 게임을 소개하는 콘텐츠다.
56,장르를 가리지 않고 다양한 모바일 게임을 소개한다.
57,반응이 좋으면 정기 콘텐츠로 편성되는 게임이 더러 있기도. 2016년 6월부터 지금까지 무려 2년 넘게 이어지고 있는 장수 콘텐츠다.VLOG
58,"이상한 먹 방과 여행, 현실 상자 깡 콘텐츠를 올린다."
59,치킨에 포도 소스를 끼얹어 먹거나 하는 기행을 선보인다.
60,"병맛전쟁게임 콜로니 서 바이 벌과 함께 왕 군을 대표하는 게임이 자 지금의 왕 군이 있게 해 준 게임. 어 딘가 허술해 보이는 병사들의 소규모 전투를 시뮬레이션 하는 병맛게임. 실험 영상부터 시청자 대회, 업 데이트 유출 등 다양한 콘텐츠를 진행하였으나 정식 출시가 되지 않아 눈물을 머금고 중단한 비운의 콘텐츠. 첫 영상이 2016년 9월 16일에 올라왔으나 아직도 출시 소식이 없다."
61,정식 출시가 되면 예전처럼 많은 콘텐츠를 올리겠다고 공언했다.2019
62,년 4월 1일 얼 리 엑세스의 정식 출시와 함께 일시 중단 되었던 병맛전쟁 게임 콘텐츠가 재개되었다.
63,TABS가 정식 출시가 되면 매일 영상을 올린다고 공약했던 그는 4월 2일 새로운 영상과 함께 꾸준히 TABS 영상을 올리는 중. 여담으로 병맛전쟁 게임이 얼리 엑세스로 정식 출시되었을 때 그는 휴가 중이였으나 휴가를 자진 반납하고 한국 최초로 영상을 올렸다.
64,"허나 해당 성폭행 의혹 때문에 결국 TABS가 르네상스, 해적 업데이트를 했음에도 불구하고 콘텐츠를 보여줄 시기를 모두 놓쳐 버리고 2차 TABS 대회도 취소 될 가능성이 높아서 [12] 큰 타격을 입은 콘텐츠 [13] 였지만... 레 거시 업데이트 이후 다시 TABS 영상을 올리게 되었다, 때문에 TABS를 완전히 접었다는 것은 아닌 듯하다."
65,콜로니 서 바이 벌 병맛전쟁 게임의 정식 출시가 거듭 연기됨과 동시에 하락 기를 걷던 왕 군을 다시금 샌 드박스의 인기 크리에 이 터로 만든 게임. 마인 크래프트와 비슷하지만 주민들을 일하게 하는 식민지 경영 게임. ' 마크나라 만들기' 라는 주제로 임금 콘셉트 시절 가장 메인으로 밀 던 콘텐츠다.2017
66,년 7월 26일에 시작한 시즌 1은 2017년 10월 28일 영상에서 마을이 폭파하며 끝마쳤다.
67,"이유는 대규모 업데이트로 인해 저장 파일이 호환되지 않아 새로운 마을로 넘어가야 한다는 것. 이후 2017년 11월 1일, 업데이트된 콜로니 서 바이 벌로 시즌 2 를 시작했다."
68,그러나 왕 군이 연령층을 높임을 시도 함에 따라 한동안 재정비 기간을 갖다가 생방송으로 외전 영상을 찍었다.
69,카드 라이프 2018년 11월 2일에 시작한 생존 크래프트 게임. 게임 내 세상이 골판지로 만들어 진 것처럼 보여 골판지 마크라고 이름을 붙였다.
70,"좋은 게임성으로 왕 군 또한 개인적으로 좋아하는 게임이라고 밝혔고, 무엇보다 유 튜브에서 높은 조 회수를 기록 중이다."
71,유니 버스 샌 드박스 2 문과 생의 극한 이과 우주 시뮬레이터. 목성과 지구가 부딪히면 어떻게 되는지 등 전문적이기보다는 대중적인 궁금증을 풀어 주는 실험 콘텐츠다.
72,"첫 영상에는 폭발적인 조회 수로 인기가 많은 콘텐츠 중 하나였으나, 하면할 수록 영상이 루즈해 지고 [14] 점점 낮아 지는 조 회수 때문에 최근에는 잘 올라오지 않는다."
73,토탈 워: 쇼 군 2 일본의 센 고쿠 시대를 배경으로 한 전략게임. 잠시 연재 중단을 했다가 임진왜란 모드가 출시됨과 동시에 연재를 재개했다.
74,이상형 월드컵 2019년 현재 많은 유튜버들이 콘텐츠를 하며 유행을 타자 시작한 일종의 웹 게임. 고 씨 어부 잠시 시험 삼아 진행하였지만 생각보다 반응이 좋아 정식 연재로 바뀐 콘텐츠. 현재로 선 끝판 왕이라고 불리는 Cave shark까지 잡아 곧 연재가 종료될 것으로 보인다.
75,라이프 애프터 2019.04.18에 처음으로 업 로드 하였다 5점 만점에 4점이라는 나쁘지 않은 점수에 게임으로 소개하였으나 인기가 좋아 연재 중이다( 제목에 #1 을 보아 인기에 상관없이 연재할 생각인 거 같기도) 토탈 워: 쇼 군 2- 임진 왜란 모드 다시 쓰는 임진왜란이라는 이름으로 연재를 시작하였다 인기가 좋아 계속 연재 중개 쩌는 전쟁 게임 TABS가 병맛이라면 이 게임은 리얼한 그래픽과 압도 적인 물량을 보여주는 전쟁 시뮬레이터다.
76,"수 천, 수 만에 이르는 병사들이 싸우는 모습은 그야말로 장관. 이걸 주력으로 밀 때에는 창의 적인 유닛 편집이나 스토리 텔 링 형식의 단편 연재물도 만들었으나 전투 모션이 단조롭고 전술적인 움직임에 한계가 있고 똑같은 장면이 반복되면서 콘텐츠를 지속하기 어렵다는 판단 하에 연재를 종료하였다."
77,심 시티 5 왕 군 유 튜브에서 높은 조 회수를 기록하며 승승장구하며 연재를 이어 갔던 게임. 그러나 게임의 난이도로 인해 여러 번의 시도에도 불구하고 곧 도시가 파산하여 연재를 종료하였다.
78,연재 종료는 도시 파괴와 함께(...) 엠 파이 어스 오브 디 언더 그로스( 엠 파이 어스 오브 디 언더 그로스) 개미 군락을 키워 내며 생존하는 전략게임으로 개미 제국이라고도 불린다.
79,2017년 12월 22일에 시작하여 2018년 2월 5일 8편으로 완결됐다.
80,아직 개발 중인 게임이라 콘텐츠 부족으로 완결했고 추후 업데이트 상황에 따라 시즌 2를 기획해 보겠다고
81,했다.Nimbatus
82,( 님 바 투스) 왕박사가 만든 사실 동명인 우주선을 타서 행성을 부수는 컨셉으로 진행된 게임. 얼리 엑세스 버전은 2018년 1월 13일부터 3월 10일까지 진행했다.
83,이후 잠시 쉬었다 2018년 10월 5일에 스팀 출시 버전으로 다시 시작하였다.
84,게임성이 많이 달라진 만큼 좀 더 기획이 필요 하다는 판단에 연재 종료를 선언했다.
85,무기공장 타이 쿤 2019년 현재 새로 시작한 신규 콘텐츠. 현재로 선 시청자들의 인기가 많고 조회 수도 잘 나와 현재 왕 군이 밀고 있던 컨텐츠였다 게임 내 최대 총기인 smg를 제작 후 업데이트가 될 때까지 잠시 중단한다 하였다 노 맨 즈 스카이 우주에서 살아남는 기억상 실증 환자 생존 어 드벤 쳐 게임. 2018년 7월 30일 NEXT 패치에 힘 입어 처음으로 업 로드 하였으나 편향적인 발언으로 논란이 일었다.
86,[15] 이후 3 화 앞부분에 사과하는 모습을 보여주며 논란이 어느 정도 잠잠 해졌다.
87,10월 22일 마지막 화로 콘텐츠를 종료했다.
88,마블 스파이 더 맨 영화 급 연출과 액션을 보여주는 스파이 더 맨 게임. 2018년 9월 7일 생방송에서 스파이 더 맨 한정판 플스를 개봉하며 플레이를 시작했다.
89,"생방송에선 메인 스토리 엔딩까지 진행하였고, 유 튜브에는 방대한 분량을 편집하느라 아직 까지 엔딩 영상까지 올라 오진 않고 있다."
90,"현재는 다른 게임 영상이 주로 올라가며, 업 로드가 중단된 상황이다."
91,폴 아웃 4 핵전쟁으로 멸망한 세상에서 살아가는 게임. 2018년 6월 8일부터 시작해 은근히 오래 진행하고 있는 장기 콘텐츠다.
92,15 화에 충격적인 반전이 공개되면서 시리즈의 클 라이 막스로 향하는 중이다.
93,인 스티튜트 엔딩을 보고 연재가 종료되었다 배 드노 스바 이 킹의 약탈을 막는 귀여운 전쟁 게임. 2018년 11월 1일 오랜만에 등장한 새로운 전쟁 게임 콘텐츠다.
94,"아기자기 한 그래픽과 모션이지만 한순간에 정든 부하들이 죽어 나가 긴장을 안 할 수 없는 게임. 이례적으로 트위치에서만 생방송을 진행한 후 녹화 본을 편집하는 콘텐츠였으며, 클리어와 함께 성공적으로 연재를 종료하였다."
95,"서 바이 빙 마스 화성을 식민지화 시킨 인류의 미래 모습을 배경으로 한 게임. 트위치 생 방을 진행함과 동시에 녹화를 하는 방식으로 진행됐으며, 콘텐츠 고갈로 인해 연재를 종료하였다."
96,유니 버심 신이 되어서 문명의 발전을 이끄는 게임. 2018년 9월 11일 처음으로 시작했다.
97,"첫 문명은 기반연구 없이 무작정 발전만 하다 망했고, 두 번째 시도는 차근차근 잘 진행 중이었으나 9 화 기준으로 더 이상 진행하기 어려운 상황이다."
98,그러나 업데이트 이후 버전 호환문제로 인해 개발 사에 불만을 품고 연재 중단을 선언했다.
99,레드 데드 리 뎀 션 2 서부 총잡이 시대를 배경으로 하는 중년 가장 시뮬레이터. 출시 직후 생방송으로 진행하고 있으며 유 튜브에는 1 화만 업 로드하였다 연재 일시 중지를 선언했다.
100,이유는 스파이 더 맨도 아직 유 튜브에서 완결을 못 낸 상황이라 선택과 집중이 필요한 것 같다고.
101,2D 배그 배틀 그 라운드와 매우 흡사 한 io 게임. 이 게임의 세계랭커를 찍을 만큼 열심히 했으나 중단된 콘텐츠. 레인 보우 식스 시 즈 유 튜브에 1 화가 올라왔으나 그 이후 유 튜브 업 로드는 없고 생방송에서 자주 진행한다.
102,게임 특성상 생방송이 더 맞다고
103,판단한 듯. 개인적으로 가장 좋아하는 게임이라고 한다.
104,배틀 그라운드 레인 보우 식스 시즈를 하기 전엔 생방송에서 가장 많이 했던 게임이다.
105,"시청자 참여, 미션 콘텐츠 등 다양한 콘텐츠를 진행하였다."
106,이때 당시 왕 군의 레이팅은 상위 1.21% 였을 정도로 상당한 실력을 보여줬으나 지금은 평범한 실버 현지인이다.
107,현재로선 긴 대기 시간을 비롯한 여러 문제점으로 인해 게임을 그만둔 상황이다.
108,"마인 크래프트 아프리카 생방송 시절에 롤과 함께 가장 많이 했던 게임 중 하나. 유 튜브로 이적함에 따라 하고 싶음에도 잠시동안 마인 크래프트를 접었으나, 트위치 단독생 방 확정 이후 다른 스트 리머들과 함께 서버를 열고 야생 콘텐츠를 즐기곤 한다."
109,  자 세한 내용은 마요- 왕 군 게임 국 성폭행 명예훼손 사건 문서를 의 번째 문단을의 부분을 참고하십시오.
