,sentences
10,"특히 여성팬이 많은 편. 그리고 팀장으로서 팀원들을 이끄는 능력도 훌륭하여, APEX 시즌 3 우승 후 인터뷰에서 팀원 대부분이 에스 카가 제일 고맙다, 고생 많이 했다 등으로 말하는 것으로 보아 루나틱하이의 정신적 지주였음은 틀림없다."
11,"[6] [7] [8] 배 틀 그라운드로 종목을 전환한 후, 스페셜 포스/ 스페셜 포스 2 당시의 1 인자였던 심 영 훈 선수와 함께 Gen.G Esports 소속으로 활동하였으며, Gen.G PUBG GOLD의 팀장을 맡았다."
12,"파일럿 시즌에서는 두드러지는 모습은 없었지만, 2018 PKL 상반기 Pro Tour에서 맹활약하면서 스페셜 포스 시리즈, 블 랙스 쿼드, 오버워치에 이은 종목 전환 이후로도 최상위권 기량을 뽐 내 었다."
13,"또 한 팀장으로서의 역할도 여전히 충실 하다고 생각되었는데, 리 빌딩 이후에 좋은 팀 분위기가 형성되고 무엇보다 팀 합이 리 빌딩 초기부터 매우 잘 맞추어 졌다고"
14,한다.
15,[9] 그리하여 PUBG 리그 강 팀으로 거듭난 Gen.G GOLD가 36개 공인프로 팀 단 두 팀에게 주어지는 PUBG Global Invitational 2018 시드권을 가져간다.
16,본 대회에서 김 인재 선수는 TPP 모드 최다 킬• 최고 누적 데 미지• 최 장 생존시간을 기록 하면서 Gen.G GOLD의 우승을 이끌었다.
17,이후 2018.8.16 GOLD와 BLACK이 단일팀으로 통합되면서 본인은 잠시 휴식기를 가지게 될 것을 알렸다.
18,기사 이에 사실상 은퇴가 아니냐
19,"는 의견들이 다분했지만, OP GAMING으로 이적하게 되었다는 기사가 올라왔다."
20,"2018 하반 기 PKL에서 OP GAMING Rangers 소속으로 활약했고, 팀의 오더 역할을 맡게 되면서 기존의 공격수 역할과는 전혀 색다른 도전을 시도하였으며, 해당 정규 리그 종합 3 위 및 파이 널 준우승으로 좋은 성적을 거두게 되었다."
21,김 인재/ 경력 문서 참조. 국내 FPS 선수 중에서는 최초로 경력 문서가 따로 만들어 진 만큼 어마어마한 경력과 커리어를 가지고 있다.
22,블랙 스쿼드에서 활동할 당시 뛰어난 실력으로 많은 인정을 받았다.
23,블 랙스 쿼드 때의 루나틱하이를 ' 김 인재와 아이들' 이라고 평가한 상대 선수가 있을 정도였다.
24,"특히 컬렉션맵에서 엄청난 위력을 과시해 온 상민 해설에게 ""7 번 방의 김 인재"" 로 불렸다."
25,본인의 나이도 나이이고 팀의 리더인지라 상당히 부담감을 많이 느끼는 걸로 보인다.
26,"이태준의 개인방송에서 자면서 잠꼬대하는 내용 [15] 이라든지, APAC 프리미어 4 강 전 NRG 전에서 부담감에 경기를 잘 풀어 가지 못한 뒤 이태준 방송에서 이불 킥을 하는 장면 등# 의 장면이 포착되었는데 이게 결승전과 4 강 전에서의 부진의 이유로 지목 되는 중이며 군 문제와도 연관이 있을 수도 있다."
27,[16 ]에 임 감도가 매우 낮았었다.
28,[17] DPI 1300에 감도 2를 사용했다고.
29,하지만 전략상 트레이 서를 플레이하게 되면서 감도를 많이 높여서 지금은 1600dpi에 4.9를 사용한다고 한다( 그러나 APEX 시즌 2 결승전을 진행하며 역전승을 만든 3 게임에서 기존 플레이 감도였던 저감도로 변경했고 현재는 1600dpi에 인 게임 감도가 1.6이다.).
30,참고로 에스 카가 폼이 떨어진 이후 몇몇 팬들은 감도를 바꾼 후 에 임이 안 좋아진 것 아니냐
31,는 평가를 하기도 한다.
32,하지만 몇몇 세트에서 캐리하는 모습이 보이는 걸로 보아 에임 문제 라기 보다는 그냥 본인의 기복이 한 게임 안에서도 심한 편인 듯. [18] 기복을 줄이고 예전처럼 안정적으로 딜을 넣는 모습을 되찾는 것이 중요할 것이다.
33,"그리고 결승 4일 전 감도를 다시 낮췄다!! 그러나 결승 1, 2 세트는 시즌 2 내내 해 왔던"
34,올린 감도를 사용했지만 역시 잘 안 맞아 결승 내내 감도를 내리고 바꿔 가면서 게임했다고.
35,감도가 내려가니까 잘 맞아서 자신감이 생겼다고
36,한다.
37,택 티 컬 퍼즈 때 잘 보면 혼자 훈련장에서 연습 중인 에스 카를 볼 수 있다.
38,감도를 내리면서 퍼즈 걸릴 때 계속 연습했다고
39,한다.
40,"이 이외에도 대회 전, 다른 선수들이 다 쉬는 동안 혼자 부스에서 연습했다는 일화가 유명하다."
41,리그 오브 레 전드 시즌 3에는 100위까지 갔었고 시즌 4에는 챌린저 였다고
42,한다.
43,역시 게임은 타고나는 것이다
44,H1Z1 을 즐겨 하는 듯. 무려 새벽 2시에 진행 중인 울산 큰고래 멤버 사모장 방송에서 마주친 전례가 있다.
45,"이때 치킨 내기에 져서 치킨을 사 줬으며, 최근 리 벤지 배 틀 그라운드 전에서 이겨서 치킨을 얻어냈다( 아직 먹었는지 확인되진 않았다.)."
46,"비 시즌 기에 그랜드 마스터 구간 경쟁 전에 종종 보인다고 하는데, 주로 겐지를 쓰는데 별로 못한다고 한다... 그러나 본인은 한결같이 에지 잘한다고 주장한다."
47,시즌 3 이후 한 조 원 챔 부캐를 키우고 있는데 레벨 업이 잘 되지 않아 힘들다고
48,한다.
49,정크랫은 덤방송에서 보여준 실력으로는 꽤 잘하는 것으로 보인다.2017
50,년 APEX 시즌 2 기간 동안 루나 틱 하이의 팬들이 에스 카의 생일을 축하하는 지하철 벽보 광고를 게재한 적이 있다.
51,"참고로 키는 173.8cm, 발 사이즈는 250이라고 한다."
52,그리고 의외로 팀에서 근력이 가장 세다.
53,이것 때문에 농담조로 현실 딜러라는 밈이 소소하게 흥했다.
54,근 4 갑 손 크기는 키보드 F1 ~F9. 방송에서 오빠 야를 불렀다.
55,닉네임인 'EscA' 는 예전 스포 시절 자기 클 랜 이름이라고 한다.
56,닉네임이 예뻐서 쓰게 되었다고.
57,( 그 뜻은 정확히 모른다고 개인방송에서 말함) 스페인 어로 미끼라고 한다 2017년 11월 2일 서울 다이 너스 티와 계약을 취소하고 팀을 나가게 되었다고
58,한다.
59,기량 저하로 인한 방출이니 여러 말이 많았지만 개인방송으로 개인 의지로 미국에 가지 않았다고
60,"밝혔으며, 앞서 언급했듯이 KSV 와의 개인 계약을 새로 체결한 상태이다."
61,2017년 11월 7일 루나 틱 하이 출신 이태준 선수와 함께 KSV 소속 배틀 그라운드 팀 Team AseL 선수로 전향해 계약을 체결한 것임이 기사로 알려 졌다.
62,AseL이 밝혀지기 전까지 saec 이라는 이름으로 플레이했다.
63,"덕분에 김 인재, 에스 카, 사 엑, 쎅(!) 등 다양하게 불렸다."
64,"여담이지만 팀 동료였던 토비, X6-Gaming 소속 NoSmite와 더불어 울산 출신이다."
65,전 루나틱하이의 팀원이었던 토비와 함께 울산즈라고 불리기도 한다.
66,"배틀 그라운드 플레이 시 준수한 샷 발을 보여주며 솔 쿼드로도 10 킬 이상씩 하는 경우가 많지만, 시청자들이 미션을 걸기 무섭게 실력이 떨어지는 것을 볼 수 있다."
67,이를 두고 흔히 시청자들은 그를 통장 지킴 이로 부르곤 한다.
68,혹은 ' 에스 카지노 개장합니다.
69,' 라며 시청자들이 먼저 판을 키우는 모습을 볼 수 있다.
70,얼마 전 방송에서 시청자들의 미션 금이 쌓이고 쌓여 1등 시 130만원(!) 을 걸고 플레이했는데 레전드를 기록했다.
71,"역대 급이므로 일단 한 번 보자 .2018 년 6월 12일, 과거 오버 워치 APEX, 그리고 현재 오버 워치 리그에서 해설을 맡고 있는 "" 용봉탕"" 황규형에게 아이스 버킷 챌린지에 지목되었다."
72,"같이 지목된 인물은 새초 롬, 새별 비. 에스 카 2018 아이스 버킷 챌린지 이후 지목한 3명의 인물은 류 제홍, 이태준, 윤 루트 .2018 년 6월 13일 PWM 결승전 사전 인터뷰에서 ' 마지막이 될지도 모르는 프로 대회' 라는 의미심장한 발언을 남겼는데, 군 문제와 관련된 것으로 추정했는데, 이후 밝혀진 것에 따 르 먄 단지 "" 어 드밴 티치 포인트를 얻은 상태로 결승에 진출하여, 우승할 수 있는 좋은 기회"" 가 마지막 일 수도 있다는 의미의 인터뷰가 편집당한 것이라 한다."
73,"다만, 입대하는 것은 정해진 상황인지라 APL 시즌 2 결 승전 홍보 영상에서도 에스 카를 집중적으로 다루는 등, 여러모로 주목하고 있다."
74,"결국 PGI 2018 이후 출국에 제한이 생긴 것인지, 해외 리그에는 출전하지 못하게 됨에 따라 Gen.G Esports 와의 결별을 알렸지만, 새로 이적한 OP.GAMING Rangers 팀 소속으로 국내 리그에서는 계속해서 활약할 것으로 보인다.2018"
75,"년 9월, OGN에서 기획한 추석 특집 프로그램 ""Kill Me The Money""에 출연하였다."
76,"셋째 날에 SOLO 모드로, 넷째 날에 윤 루트, 눈쟁이, 김 블루와 SQUAD 모드로 출연하였다."
77,"솔로 모드 트위치 방송 솔로 모드 유 튜브 1 부 유 튜브 2부 솔로 모드 개인 화면 셋째 날 솔로 모드에서, 에스 카의 트위치 개인방송에 종종 보이는 EscAwara 등의 저격수는 물론, 현직 배틀 그라운드 프로 게이 머인 Wick2d, 오정제 선수, 심지어 이태준도 에스 카를 저격을 오는 모습이 포착되었다."
78,"[19] 그런데 이 방송에 이태준의 저격수들이 오히려 이태준을 저격하러 입장했던 모습이 압권이다(...) 넷째 날 스쿼 드모 드에서는 OP GAMING의 석 티비, BBABBO, Menteul이 저격을 왔는데, 실제로 석이 윤 루트를 잡아내는데 성공하기도 했다.2019"
79,년 1월에 본인의 고향인 울산시의 남 구청 홍보대사로 위촉되었다.
80,관련기사 2019년 5월 중순부터 OP GAMING 숙소를 떠나 이태준과 함께 동거(?) 중이다.
81,일명 월 클 과 피클 .2019 년 6월 20일에 군대에 가게 된다고 한다.
82,군영장이 나온 것을 미루게 될 줄 알고 한 달 정도 전에 군영장이 나왔지만 시청자들에게 알리지 않고 있었다.
83,"공익으로 가게 된다고 하니 2021년 4월에 소집 해제한다는 듯. 입대전 마지막 방송 요약 짤 2020년 6월 15일, 입대로부터 약 1년이 지난 시점에서 방송을 켰다."
84,사정을 들어보니 사회 복무요원의 개인방송에 대한 규정에 변화가 생겨 이제 복무 기간 중에도 방송을 할 수 있게 되었다고
85,하는 것 같다.
86,또 한 겸직 허가를 받은 것으로 보인다.
87,"[20] 이 문서의 내용 중 전체 또는 일부는 Lunatic-Hai 문서의 r398 판, 번 문단에서 가져왔습니다."
88,이전 역사 보러 가기 이 문서의 내용 중 전체 또는 일부는 다른 문서에서 가져왔습니다.
89,"[ 펼치기 · 접기 ]Lunatic-Hai 문서의 r398 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사) 문서의 r 판, 번 문단 ( 이전 역사 )Q. 악플러들에게도 한 마디 부탁한다."
90,에스 카 : 오버 워 치라는 게임을 하면서 악플러가 최고로 많았다.
91,오늘 경기를 통해 그들을 팬으로 만들었다고
92,생각한다.Gen.G
93,"GOLD 인터뷰 오버워치에서 활동할 당시, 경기에서의 모습에 따라 커뮤니티의 반응이 크게 갈렸던 선수이다."
94,"못하는 모습을 보여줌으로서 ""ESCA LUL"" 과 같은 밈을 만들어 내는 반면, 잘하는 모습을 보여줄 때의 "" 킹 짱 카"" 라는 밈 역시 존재한다."
95,루나 틱 하이 시절 팀의 모든 비난을 에스 카 혼자서 탱 킹했다고
96,봐도 될 정도로 당시 에스 카에 대한 악플은 상상 이상이었다.
97,오버 워치 프로 씬의 태동기에는 경기력으로 크게 비판 및 비난을 받던 선수가 아니었다.
98,"오히려 kt GiGA LEGENDS MATCH OVERWATCH BJ 리그, 2016 오버 워치 월드컵, 인텔 오버 워치 APEX 시즌 1을 비롯한 오버 위치 초창기에는 이른바 국내 3대 맥 크리로 불리며 [10] 매우 뛰어난 딜러였다."
99,"솔 저, 맥 크리, 위도 우 메이커를 잘 다뤘고 히트 스캔 담당 선수 치고는 독특하게 메이도 매우 잘 다뤄 냈다."
100,"하지만 오버 워치 HOT6 APEX 시즌 2에 이르러서는 신흥 딜러 고수 선수들의 등장, 상 향 평준화된 실력, 메타의 변화( 돌진 메타), 팀 내부 문제( 갑작스럽게 2명의 팀원( 이태준, 딘) 이 팀을 떠나야 했다), 본인의 기량 하락 등의 문제가 겹치며 기복이 심한 선수라는 평가를 받게 되었다."
101,"주로 딜러 포지션의 선수들을 평가하는 조건으로는 크게 개인적인 피지 컬, 꾸준한 생존과 딜을 통한 안정성, 유동적으로 영웅을 활용할 수 있는 영웅 폭으로 나타낼 수 있는데, 에스 카는 셋 다 부족하다는 평가를 받았다."
102,"맥 크리, 솔 저, 위도 우 메이커 등의 히트스캔과 메이 외에는 대회에서 쓸 만하지는 못하며, 좋지 못한 포지션 등에 의한 눈에 띄게 많은 데스를 보여준다."
103,"많은 딜 을 넣어 궁을 빠르게 충전시키는 모습을 보여주지만 정작 궁은 제대로 사용하지 못하고, 팀의 딜 의 절반을 때려 박기는 하는데 막 타를 치지 못해 자신이 넣은 딜 이 그대로 상대 힐 러의 궁 게이지가 되 버린다."
104,다른 팀원들의 막 타로 자신은 킬 로그에 이름을 올리지 못하고 직접적으로 보여 지는 것이 없어서 비판을 더 많이 받기도 했다.
105,"이렇게 에스 카가 기복 있는 딜러, 심하게는 밥값 못하는 딜러라는 최악의 이미지를 쓰고 있던 와중, 루나 틱 하이는 에스 카의 새 활로를 찾아낸다."
106,궁 채우는 속도가 뛰어나다는 것을 이용하여 시즌 3 후반과 시즌 4 초반에 솜브라를 기용함으로서 좋은 모습을 보여주었다.
107,"다른 선수들의 솜 브라보 다 힐 팩을 더 많이 관리하면서 디 바도 해킹하며 팀에 유리하게 경기를 끌어와서 "" 세 최 솜 [11]"" 이라는 별명까지 얻게 되었다."
108,"또 한 궁극 기가 있는 척 은신을 쓰고 상대 진영에 들어가서 모습을 잠깐 보인 뒤에 위치 변환기로 돌아오는, 이른바 ' 낚시' 플레이로 상대 힐 러들의 궁극기를 빼는 플레이도 자주 보여주었다."
109,""" 안대"" 라는 표현이 있는데, 안대 끼고 플레이해서 일부러 힘을 숨긴다는 돌려 까는 표현이다."
110,"그래서 활약할 때는 "" 안대를 벗었다 ""라고 한다."
111,눈과 관련된 기 믹이다 보니 여기서 한 단계 발전해 사륜 안 드립으로 이어지기도. 특이하게도 까는 기믹이지만 찬양할 때도 쓰게 되었다.
112,"그리고 경기 중에 에스 카가 솜브라로 디 바를 계속 마 킹하며 좋은 경기력을 보여 주었을 때 ' 나 안대 벗었어~' 같은 입모양과 제 스쳐를 취한 걸로 보아 스스로도 알고 있는 듯. 나중에 결승전 인터뷰에서도 드립을 쳤고, 이는 멘 탈 하나는 오랜 경력을 바탕으로 많이 단련되었다는 것으로 보여준다."
113,실제로 에스 카가 방송 중에 오버워치를 켜면 같이 매칭된 사람들 중에서 대놓고 느그 스카 라 던가 -22 라며 채팅으로 말하는 사람들이 꽤 있지만 대부분 넘어가거나 적당한 선에서 받아치고 마는 듯 하다. 본인을 비꼬는 밈도 재밌게 이용하거나 쿨하게 무시하고 실제 경기에서 조금씩 좋은 모습을 보여 멘 탈이 튼튼 하다고 평가 받는 것. 시간이 한참 지난 2018년 9월에 개인방송 중 본인의 오버 워치 선수 시절에 대한 언급을 했는데 당시에 감도를 바꾸고 나서부터 폼이 들쭉날쭉 해졌다고
114,한다.
115,본인은 저감도로 게임을 잘 하고 있었지만 [12] 트레이서가 DPS 선수들에게 거의 필수적으로 다뤄야 하는 영웅으로 떠오르면서 감도를 반 강제적으로 올렸다고
116,한다.
117,"저감도로는 트레이서를 하는데 있어서 화면 전환이나 무빙에 한계가 많아서 고감도로 바꿨고, 확실히 트레이서를 잘 다룰 수 있게 되었으나 아직 감도 적응이 완전하게는 안되어 있다 보니 에 임이 많이 흔들렸다고"
118,한다.
119,APEX 시즌 2 16 강 경기에서 LW Blue 와의 경기에서 루시 우한테 섬광 탄을 맞춰 놓고도 평 타를 한 대도 맞추지 못한 장면이 잡혔는데 바로 이 시기에 일어난 일이다.
120,불안정한 에임 때문에 감도를 내려가면서 대회를 진행했는데 계속적으로 바뀌는 감도와 본인의 실수에 대한 부담감 [13] 때문에 악순환에 빠졌다고
121,한다.
122,"또 한 본인이 욕을 먹은 몇몇 경기에 대해 설명을 했는데 일명 '-22 사태(...)' 는 당시에 다루던 영웅( 솜브 라 )으로는 막 타를 치기 어려웠고, 당시 게임 상황상 데스 수가 많을 수밖에 없었다고"
123,한다.
124,"상대 팀이 대비를 잘 해 와서 매우 힘든 경기가 진행되었는데 그 경기에서 보여준 자신의 경기력은 크게 나쁘지 않았고, 오히려 본인 최악의 경기는 위에 언급한 맥 크리로 루시 우와 1대 1을 져 버린 APEX 시즌 2 16 강 LW Blue 와의 예선 경기였다고"
125,한다( 이 경기에서는 정말 아무것도 못했다고
126,한다). 하지만 아이러니하게도 본인의 오버 워치 커리어 최악의 경기력을 보여준 게임에서는 생각보다 욕을 별로 먹지 않았고 나쁘지 않은 경기력을 보여준 '-22 사태 '에 살면서 가장 욕을 많이 먹었다고...
127,무엇보다 자신이 확실히 잘하는 부분이 있었음에도 불구하고 그것에 대한 언급은 전혀 나오지 않았던 것이 마음 아팠다고
128,한다.
129,당시 솜 브라는 최고 수준이었고 솔 저 폼도 매우 좋았는데 좋게 평가받기는커녕 평가 절하 되었다고
130,한다.
131,[14] 꽤 오랜 시간이 지난 지금도 당시에 적힌 본인을 향한 욕과 안 티 팬 및 지능 형 안 티 팬의 활약을 보면 화가 난다고 한다.
132,"풀 영상은 여기로 1편 2편 김 인재 선수의 개인 팬 덤은, 에스 카의 생일에는 팬들이 지하철역에 생일 축하 광고를 게시해 줄 정도로 그 규모가 상당하며, 배 틀 그라운드로 전향하면서도 PKL 리그에 에스 카가 출전하는 날이면 직관 오는 관중의 절반 이상이 에스 카 팬 일 정도로 많은 사랑을 받고 있다."
133,"에스 카가 출전하지 않는 경기보다 직관 표가 팔리는 속도도 압도적으로 빨라서 리그 오프라인 팬 덤 화력의 상당수를 차지한다고 볼 수 있으며, Gen.G Esports 홍보 영상에서는 결승전 경기에서 팬 덤이 도시락까지 챙겨 주는 모습도 보여준다."
134,이러는 한편 팬 덤의 이미지를 깎아 먹는 악성 팬들도 점차 늘어났다.
135,"루나 틱 하이 시절 악성 팬 덤 중 에스 카 개인 팬 덤이 분리된 세력인데, -22로 온갖 비판과 비난을 받던 시기에 그 수도 크게 늘어났다."
136,"명백하게 오버데스를 기록한 경기에서도 과도하게 실드를 쳐주고, 안 티들의 수위 높은 욕설에 동급, 혹은 그 이상의 수위로 커뮤니티에서 분탕을 치는 것으로 유명 해지면서, "" 숙가 맘"" 이라는 멸칭이 이들 악성 팬, 나 아가 에스 카 선수의 팬 덤 전체를 어울러 낮춰 이르는 용어로 정착된다."
137,"배틀 그라운드 리그에서도 악성 팬들의 행적이 여실히 드러났는데, PWM Pro Tour와 PSS Season 2 에서 준우승에 그치면서 각 우승팀인 ROCCAT INV와 OP GAMING을 과도하게 비난한 점. 전자는 인브 팀에 에스 카의 오버 워치 루나 틱 하이 시절 동료인 금동 근이 소속되어 있는데, 불미스러운 일로 팀을 탈퇴한 적이 있어서 루나 틱 하이 팬 덤에서 미움을 사고 있으며, 인브가 에스 카의 팬 덤에게 안 좋은 인상으로 박힌 가장 큰 원인으로 보이는 한편, 후자는 OP GAMING Hunters의 검문을 당해 동선상 손해를 보게 되어 우승을 놓치게 되었을 때 형제 팀 OP GAMING Rangers 과 티밍이 아니냐"
138,"는 의혹이 제기되었는데, 합리적으로 의혹을 제기한 일반 팬들과 는 달리 악성 팬들은 티 밍 게이밍이라며 OP GAMING을 과도하게 비난했다."
139,"이들의 세부 행적과 논란은 각 항목을 참조해서 판단하자. 또 한, 안 티들도 상당한 데, 이들의 비난은 APEX 시즌 3 8 강 패자전, 바로 그 유명한 KDA -22를 기록한 경기에서부터 극에 달한다."
140,분명히 딜러로써 오버데스를 보인 것은 경기력에 문제가 있었음에 대한 틀림없는 반증이다.
141,"하지만 이 때 이후로 본 문서에는 "" 딜러 조무 사"", ""APEX 최악의 딜러"" 라는 수식어가 붙은 적도 있고, 인 벤 을 위 시한 커뮤니티와 대회 생방송 채팅에서 수위를 한참 넘은 욕설과 비난이 이어진 것도 사실이다."
142,"오죽하면 APEX 시즌 4 16 강 Runaway 전에서 3:0으로 승리를 거두었을 때, 해당 경기는 "" 에스 카가 출전하지 않음으로써 승리를 거두어서 MVP를 에스 카에게 주어야 한다"" 따위의 비아냥까지 나왔다."
143,"2018년 8월, 에스 카가 OP GAMING로 이적한다는 소식이 들려오자 극성 팬과 악성 안 티들의 언행은 마찬가지인 상황. 평소 OP 게이 밍에 대해 혐오에 가까운 시선을 보이던 악성 에스 카 팬 덤은 다른 팀원들은 싫고 에스 카만 응원하겠다는 반응을 보이는 한편, "" 돈 때문에 이적한 욕심 많은 민폐"", 심지어 "" 쓰레기"" 라는 용어까지 사용하면서 에스 카 선수를 과도하게 비난하는 악성 안 티들도 보인다."
144,"시간이 지났음에도 극성 팬과 악성 안 티의 행적은 평행선을 달리며 여전히 피해를 끼치고 있는데, 이 글을 읽는 이가 팬이든 안 티든 과도한 비난과 선을 넘는 언행 모두 해당 선수, 나 아가 프로 씬 전반적으로 해악을 끼칠 수 있음을 알고 신중히 행동하도록 하자."
