,sentences
22,"이는 젠 지 복귀 이후에도 유지되고 있어서, 자신과 친분이 있는 룰 러와 라이프는 아예 실수를 하면 쌍 욕을 박을 정도로 얼 건을 왜 간 거야 이 ㄱㅅㄲ야, 얼건 갈 조합이 아니잖아"
23,( 브라 움 앞 점멸 q로 막 타 치려 던 라이프에게) 쟨 또 뭐해 애!? 쉴 드보다
24,는 지적을 주로 한다.
25,"그래도 젠지가 이기면 얼굴에 미소가 번지고, 반대로 지면 기분이 안 좋은 티가 나는 등 젠지가 싫어서 가 아닌 젠지에 애정이 있어서 까는 것이라고 봐야 한다."
26,"위 문단에서 설명하듯이 뛰어나고 재미있는 해설 방송에 힘입어 중계 시에는 평균적으로 2만명 이상, 롤 플레이 방송 시에는 7천명 이상이 시청하는, 흔히 말하는 대기업으로 성장하였다."
27,[11] 그리핀이나 SKT처럼 팬들의 시선이 많이 쏠리는 매치 업의 경우엔 4만명 이상의 시청자가 집계되기도 한다.
28,특히 LCK 트위치 공식 중계 채팅 방이 워낙 관리가 잘 안되다 보니 관리가 굉장히 잘되는 앰비션의 중계 방으로 유입되는 사람들이 많다.
29,또 한 LCK의 메인 해설인 김동 준 과 클 템의 해설과 분석의 수준이 떨어지고 있어 만담보다는 분석 위주로 방송을 하는 앰비션의 방송으로 사람이 몰리는 경향이 있다.2019
30,"시즌 전 LCK 스프링 예측을 했는데, 흔히 분류하는 ' 강 중 약' 방식을 ' 강 찬밥' 방식으로 응용해서 예측 순위를 매겼다."
31,"' 강 '에 속하는 1위는 그리핀, 2위는 SKT로 예상했고, ' 찬 '에 속하는 3위는 젠 지, 4위 KT, 5위 아프리카, 6위 킹 존, 7위 담원으로 예측했고, 마지막 ' 밥' 은 순위를 매기지 않고 한화생명, 진에 어, 샌 드박스를 예상했다."
32,"하지만 ' 누 군지 모르겠다' 는 샌 드박스가 시즌 초 그리핀과 2 강을 형성하고 있고 한화생명은 중위권에서 서부리그 끝자락에 위치했으며 젠 지, KT, 아프리카가 모두 초반 부진으로 동부리그에 머물고 있으니 예측은 대체로 틀린 셈이 되었다."
33,"특히 KT를 4위, 한화생명을 최하위권으로 예측했는데 개막전에서 한화생명이 KT를 2:1으로 잡아 버렸다!"
34,게임에 이어서 해설에서 마저 클 템의 재림이라고 불리고 있다.
35,"[12] 크라운, 올레, 코 어장 전등의 선수들이 간간이 채팅 창에 모습을 드러내며 폰도 중계방송에 도네를 하며 자주 등장한다."
36,최근에는 로 코도 코도 가끔 보인다.3
37,"월 중순, 같은 달 말에 예정된 인 벤 배 트위치 스트 리머 롤 대전을 준비하던 팀 2633의 새 코치로 선임되었다."
38,2633의 팀 적인 롤모델을 젠지로 설정하고 팀에 젠 지식 운영을 주입시키고 있다.
39,"전령 방호 사건 이후 2633 서브 정글 러라는 소리를 듣게 되었다 2019년 4월 7일, 약 4개월 만에 시청 수 천만을 돌파했다.2019"
40,"년 4월 17일과 프레이 선수와 같이 듀오를 하게 되었는데, 그날 소나- 타 릭과 탈리야- 판테온 조합을 하면서 역대 급 트롤링을 해 “ 밥벌레” 듀오 [13] 라는 별명을 얻게 되었다."
41,이후 프레이가 앰비션과 은퇴 상담을 하였는데 상담한 지 30분 뒤에 바로 개인방송으로 은퇴를 발표했다고
42,해서 상당히 당황했다고
43,한다.
44,은퇴 이후 22일에 다시 듀오를 했다.5
45,월에 열리는 플레이 엑스포에서 캡틴 잭 / 매 드라이프의 팀과 5 vs 5 롤 대전이 성사되었으며 대전에 참가하기 위해 팀을 조직했다.
46,"팀 명은 ' 밥 탄 소년단 (BTS) '으로 [14] 멤버는 탑 소 울, 정글 앰 비 션, 미드 사신, 원 딜 첼 리 필터, 서포터 인간 젤리이다."
47,"롤 대전 결과는 2:0으로 밥 탄 소년단의 승리, 경기하는 동안 트위치 코리아 채널에 받은 도 네이션은 전액 국경 없는 의사회에 밥 탄 소년단 멤버의 이름으로 기부되었다."
48,서 머 시즌 개막 후에도 꾸준히 중계방송을 이어 나가고 있었으나 6월 21 일자의 방송에서 LCK 중계를 더 이상은 못하게 될지도 모른다고 밝혔다.
49,"도방 등의 우려가 있다는 사유로 제재가 들어온 것이라고는 밝혔으나 정확히 어디서 제재가 들어온 것인지, 제재가 들어오게 된 세부적인 원인 까지는 밝히지 않았기에 채팅 창에서는 온갖 음모론(?) 이 퍼졌다."
50,"본인이 추후 잘 해결되면 계속해서 방송을 이어 나갈 수 있음을 시사하긴 했으나 시청자들 사이에서는 "" 같은 시간에 LCK 방송 보는 다른 스트 리머들은 무엇 때문에 놔두는 것이냐"
51,""", "" 본방은 채팅 관리가 잘 안돼서 싫다"" 와 같은 아쉬움 섞인 반응이 주를 이루고 있다."
52,다행스럽게도 얼마 지나지 않아 문제가 수습되었는지 방송 중이 던 샌 드박스 vs 아프리카 전의 중계를 다시 시청하는 모습을 보여주었다.
53,이후 밝혀진 바에 따르면 LCK를 스트리밍하기 위해서 동의 서를 쓸 필요가 있었는데 동의 서의 내용을 자세하게 검토하는 과정에서 시간이 걸렸다고
54,한다.
55,2020 스프 링 시즌에 들어와서도 여전히 LCK 중계 방송을 이어 가고 있으나 종종 일부 경기를 ' 스킵' 하고서 그 시간에 솔로 랭크를 돌리는 모습을 볼 수 있다.
56,"매 드라이프가 그러하듯이 자신의 방송에 집중하고 싶어 하는 이유도 있는 듯 하지만, 롤 갤 을 중심으로 일어나는 ' 갈 드컵' 등의 여파로 악성 어 그로가 이전보다 훨씬 더 심해 진지라 그러한 측면의 문제가 골칫거리였던 모양. 서 머 시즌 종료 후, 젠 지 측의 지원 하에 야망리그 더 리 전이라는 아카데미 선수들을 위한 리 그를 기획해 런 칭했다."
57,방송에서는 다른 게임까지 집중할 여유가 없다는 이유로 롤에 집중하는 모습을 보여 왔으나 2019 롤 챔스 서 머 시즌 개막 일인 6월 5일의 방송에서 개막전 첫 경기 중계를 끝낸 후 롤 서버의 랭크 게임이 막힌 탓에 다음 경기까지 기다리는 시간 동안 할 것을 찾다가 스타 크래프트를 켰다.
58,본인 말로는 그래도 과거 레더 A 까지는 찍어 봤다는 듯. 때마침 같은 이유로 스타 크래프트를 켰던 사신과 1 : 1 대결을 치뤘다.
59,이후로도 흔치는 않으나 종종 스타 크래프트를 하는 모습을 볼 수 있었고 그 덕택인지 7월 23일 열린 스타 크래프트 스트 리머 배 틀에도 참여하게 되었다.
60,8 강에서 만난 첫 상대였던 철면 수심을 무난하게 완 파하고 4 강에서 만난 사신 갓에게도 2 - 1의 역전 승을 거뒀으나 결승전에 올라가 1 - 1의 스코어 속 마지막 세트에서 선택한 올 인성 전략이 자충수가 되어 돌아오며 결국 통 한의 준우승을 차지하고 말았다.
61,그날 홍진 호에게 호스팅을 한 것은 덤 준우승 세 레 머니 그러한 인연 덕인지 스타 크래프트 라이브 콘서트에도 초대 받는 등 스타 크래프트와의 접점을 조금씩 늘리고 있는 모습을 보여주고 있다.
62,최근에는 과거 STX에서 프로 게이 머 생활을 했던 바 있는 前 동료 크라운과 스타 크래프트 대결을 펼쳤으나... 흑흑.. 소위 롤 토체 스라 불리는 전략적 팀 전투가 PBE 서버에 출시되자 솔 랭을 돌리기 전이나 솔 랭에서 연패할 때 기분 전환 용도로 한두 판씩 해보는 중이다.
63,몇 번 1등을 해보기는 했지만 아직 경험이 부족한 탓인지 스트 리머 전향 이후 랭겜처럼 피지 컬 과 뇌지 컬 양쪽에서 살짝 씩 나사가 빠진 모습을 보여준다.
64,본섭 출시 이후로 많은 롤 스트 리머들이 TFT에 적지 않은 시간을 녹이고 있는 가운데 그렇게 큰 비중을 두지는 않는 모습을 보이다가 다시 솔 랭 위주로 시간을 투자하고 있다.2019
65,"년 12월 2일, 스트리머로서 젠지에 귀환한다는 소식을 전달했다."
66,영상방송 시작 이래로 이어진 ' 다른 게임엔 관심없느냐
67,' 는 식의 질문에 대해서 롤 빼고는 신경 쓸 겨를이 없다는 의사를 거듭 밝혀 왔으나 2019년 연말엔 김 정민 해설과 넷 플릭스 위 쳐 리 뷰를 하는 가 하면 2020년 연초의 방송에서는 FPS 게임에 관심을 보이는 듯한 언급 [15] 을 남기는 등의 모습을 보였다.
68,이로 미루어 보아 본인은 컨텐츠 확장을 긍정적으로 고려하고 있는 모양 .2020 년 5월 11일 리그 오브 레 전 드의 게임 사인 라 이엇 게임즈에서 클로즈 베타 테스트 중인 신작 FPS 게임 발로란 트를 플레이하는 영상을 유 튜브에 업 로드하였다.
69,죽을 때마다 징징대는 모습과 ' 협곡으로 따라오든가
70,"' 가 압권 .2020 년 5월 31일 T1 스트 리머 울프가 진행을 맡고 있는 숙소 탐방기 젠지편에 출현했는데, 울프와 함께 연기한 오프닝 [16] 이 심히 오글거린다."
71,"본인 방송에서 틀었다가 부끄러움에 절규하기도 .2020 시즌 마지막 날, 온갖 고생을 한 끝에 승패 승패 승 즉, 3승 2패로 마스터 등반에 성공했다."
72,[17] 인터넷 방송을 시작하고 난 뒤 예전 앰비션의 모습과는 너무 달라진 모습을 보여서 다양한 밈이 생성 중이다.
73,"""RISE!! RICE!! RIDE!!"" 앰 비 션이 슈퍼 플레이를 할 때와 어이 없는 실수를 할 때마다 쓰는 글. 앰비션이 주인공이었던 동영상 <RISE >에, 라 이즈와 라이스의 철자가 S와 C 하나 차이란 걸 이용한 밈. 2019년 1월 20일 이후 버스 탄다는 의미에서 RIDE도 추가. 셋 다 이모 티 콘이 있다."
74,"주로 멋진 모습을 보일 때면 채팅 창에는 RISE, 어이없는 장면과 추한 변명이 나올 때엔 RICE, 벨트 꽉 매고 버스에 탑승할 경우엔 RIDE로 도배되는 모습을 쉽게 볼 수 있다."
75,아예 나이스라고 말하는 경우는 전부 발음이 비슷한 RICE로 도배된다.
76,""" 강 찬밥"" 앰 비 션이 프로 게이 머에서 프 로스트 리머가 되었다는 걸 보여주는 상징적인 밈. 왜 강 찬밥이라 붙여졌는지는 유래가 참 재미난 데 식사 시간이 지나고도 앰비션이 밥을 안 먹어서 궁금해서 물어보던 트수에게 아내가 야근 중이라 같이 먹으려고 기다린다 한 뒤 아내가 차려 준 밥이 맛있다고"
77,자랑하던 걸 트수 들끼리 ' 아내에게 까불다간 밥 없다.
78,→ ( 아내가 없으니) 오늘 밥은 찬밥이다!! → 강 찬밥' 이라 명명해 버렸다.
79,"이후 부부간 토크 중 극 딜을 받거나, 플레이 중 실수를 할 경우, 아내가 야근 시 ' 오늘 저녁은 찬밥이다!!' 혹은 ' 이분은 전직 프로 게이 머 강 찬용 씨가 아니라 프 로스트 리머 강 찬밥 씨입니다."
80,"' 등 다양한 바리에이션으로 쓰이는 중. 인기에 힘입어 찬밥 이모 티 콘도 생겼고, 결국 LCK에서 용 준좌께서 직접 언급하면서 준공식 별명이 되었다."
81,추가로 찬밥에 나물 반찬이 있다.
82,현재는 롤 닉네임으로 ' 강 찬밥' 을 사용 중이다.
83,엄청난 바리에이션과 범용성을 보이다 보니 김 도의 김도택기급으로 쓰이는 중이다.
84,"심지어는 2020 롤 드컵의 테마곡 Take Over에서 앰비션이 댓 글을 다는데 그 내용이 ' 강 찬밥! 강 찬밥! 강 찬밥!' 일 정도. ""OO 밥"" 강 찬밥에서 생긴 다양한 바리에이션들로 탄 밥, 쉰밥, 나물밥 등 응용은 넓은 편이다."
85,최근 응용은 스스배에서 2 위를 해서 콩밥이라 붙여졌다.
86,이후 홍진 호에게 호스팅을 하면서 레 전 드가 되 었다.
87,강 찬밥 다음으로 여러 바리에이션이 존재하는 밈. 한 때 다 2로 강등되어 클 템의 본캐보다 티어가 낮아 지자 클 밑밥이라는 말까지 등장했다.
88,""" 서 열 3위"" 앰 비 션 무릎에 있던"
89,프림이 가 퇴근하고 돌아온 맹솔 지에 게 바로 달려가자 맹솔지 >>> 프림 >>> 앰 비 션이니 집안 서열 3위라는 의미로 붙여졌다.
90,쿠키의 등장으로 서열 4위에서 최근에 사억이가 들어오며 서열 5위까지 달성했다.
91,""" 화 안 내는 남자"" 게임 중 화를 내거나 언동이 심해 진 걸 본 뒤 맹솔 지가 주의를 줬고 이후 화를 안 내겠다는 의미로 방송 제목을 '5 년 동안 화 안 내는 남자' 라 하여 만들어 진 컨셉. 이후 앰비션이 화를 낼 때마다 '5 년 만에 화를 냈다."
92,"', ' 처음으로 화를 냈다."
93,' 면서 놀려먹는 소재로 쓰이고 있다.
94,2019년 4월 오랜만에 화내는 걸 잊어버렸다는 방제로 사용했다.
95,2020년 지금은 앰비션이 자중함으로서 잘 안 쓰이게 되었다.
96,""" 빠따 단"" 앰 비 션 방송의 구독자들과 현재 팬들을 모두 지칭하는 말. 정기 구독자에게는 에코 백도 준다."
97,"이제는 텀블러, 티셔츠까지 있다."
98,참고로 신청해야 한다.
99,""" 얼 불 져스 새 멤버"" 앰 비 션이 외출한다거나 블레 이즈, 프 로스트 멤버를 만난다고 하면 ' 혹시 얼 불 져스 입단 각?' 이라면서 나오는 밈. 앰 비 션 본인은 부정 중이다."
100,""" 맹바론= 장관님= 여왕님= 내무부장관"" 맹솔 지가 등장하거나 말할 때마다 쓰이는 밈 들. 이외에도 더 있다."
101,""" 국세 변호사"" 앰 비 션이 세주 아니를 변호하면서 ' 클 템이 국 쉔 변호사라면 앰비션은 국세 변호사이다."
102,' 라 말하며 붙이게 된 별명. 앰 비 션 본인도 방송에서 세주 아니를 긍정적인 발언을 자주 하고 픽도 많이 한다.
103,세주 맘이 생기면서 잘 쓰이지 않게 되었다.
104,""" 세주 맘"" 쓰이게 된 과정은 앰 비 션 특유의 말투로 세주를 변호하는 게 엄마 같아서 누군가 세주 맘이라고 한 것이 어감도 좋고(?) 쓰기도 편해 어느 순간 밈 화되었다."
105,"현재는 국세 변호사를 대신하는 단어로 쓰이는 중."" ㅇ ㅇ 버그"" 앰 비 션 본인이 상당히 민 감해서 미묘한 버그도 다 캐치 해낸다."
106,"그때마다 시청자들도 한마음이 되는 건 덤 .ex) 관 전 버그, 친구 창 버그, 시야 버그, 전령 버그 등등"" 퇴라는 나물= 나물"" 클 템의 괴라는 나물에서 파생된 밈. 앰비션이 전 프로에서 최단기 퇴물이 되었다고"
107,장난으로 디스하던 것이 나라는 퇴물-> 퇴라는 나물= 나물로 불리게 되었다.
108,"재미난 점은 잘해도, 못해도 쓰인다."
109,앰 비 션 본인도 그 찰짐을 인정했다.
110,연 계기(?) 로 찬밥과 나물 반찬이 있다.
111,"요즘은 강 찬밥의 범용성에 밀려서 잘 안 나오는 편. ""M 비 션"" 매 드라이프, 마 파, 마 타, 만두 푸 등 M 가문(?) 이야기를 하다 나온 밈. M 가문에 엮으려는 팬들과 이를 부정하는 척 하면서 은근히 좋아하는 앰비션이 포인트. C 가문 수장과 친하다고 한다.Cloudtemplar?"
112,""" 집합"" 앰 비 션이 선수 시절 게임 플레이 중 실수하거나 잘못한 것에 대해서 피드백 한 것을 지칭하는 말. 인방에서는 LCK 해설 중 유독 젠 지 경기 시 편파를 안 한다면서 [25] 자신의 전 소속 팀이라서 동생들이 잘하기를 바라서 인지 젠 지 선수들이 크게 잘못할 경우 "" 저건 집합 시켜야 한다."
113,""" 는 식으로 이야기한다."
114,""" 럭키 클 템"" 클 템도 은퇴 후 인터넷 방송을 하는데 아내의 등장이 없지만 반대로 앰비션은 아내와 같이 방송하는 걸 보고 ' 럭키 클 템' 이라고 부르던 것이 그냥 밈화가 되었다."
115,"이후 아내의 도움을 받거나 아내에 대해 좋은 이야기를 할 경우 쓰이는 중."" 앰펠 레"" 플레이나 관전, 평가 때마다 앰비션의 말과는 반대로 가서 붙인 별명. 클펠레와 붙으면 누가 이길지 궁금해한다."
116,자매 품으로 권능이 있다.
117,""" 나 앰 비 션인데~~"" 앰 비 션도 이제는 게임 아이디로는 못 알아보는 유저들이 많으면서도 프로 때 닉을 말하면 또 알아보는 이들이 있다 보니 꼰대 질하거나 그런 상황이 발생하면 채팅 창에 도배되는 마법의 단어. 현재는 아이디가 유명 해지면서 오히려 못 알아보는 경우가 더 없어 졌다."
118,'' 빠따 단도 르'' 아내에게 트위치의 투표시스템을 들은 뒤 LCK에서 MVP 투표를 시작하면서 이 어 워드의 제목을 뭐로 할지 앰비션이 트수들과 토의 하다 압도적인 지지로 빠다단도르로 칭해 졌다.
119,투표율도 높고 앰비션의 LCK 중계방송의 또 다른 재미였다.
120,트수들은 최다 투표자를 뽑아 소정의 선물을 주자고 건의했고 앰비션도 장난삼아 긍정적인 이야기는 했고 이것이 이후 롤 하이라는 컨텐츠의 기본 적인 틀을 잡는데 큰 영향을 주었다.
121,"'' 근본 있는 스킨= 스킨의 주인'' 앰 비 션 본인이 롤 방송을 진행하거나 롤 챔스 해설 방송을 진행하던 중 자 르 반 4 세가 나올 때, 삼성 갤 럭 시 스킨을 꼈을 경우에 나오는 얘기. 삼성 스킨을 끼고 갱을 성공한다거나, 한 타를 캐리한다거나 하면 ' 역시 근본 있는 스킨을 꼈기 때문이다' 라는 얘기가 쭉 나오고, 반대로 다른 스킨을 낀 채 죽거나 역 캐리가 나면 삼성 스킨을 끼지 않았기 때문에, 근본 없는 스킨을 꼈기 때문에 게임이 이렇게 됐다는 얘기가 계속 나온다."
122,[26] 심지어 삼성 갤 럭 시 스킨을 쓸 경우 캐리력도 올라가다 보니 ' 역시 스킨의 주인이다.
123,' 이런 언급도 자연스럽게 나온다.
124,""" 정글 감수성"" 라이 너들이 정글 차이라 하거나 정글몹을 뺏어 먹으면서 생기는 분하거나 억울해 하는 감정. [27] 정글 러 포지션 특성 상 라이너의 영향을 많이 받고 팀이 말리면 제일 말린다는 점에서 발생하는 것으로 보인다."
125,"대회에서 라이너가 정글몹을 뺏어 먹거나 정글이 말려서 상대한테 정글몹을 전부 뺏길 때 발동되며, 채팅 창에 선 정글 감수성 on이라고 하는 것이 국 룰이다."
126,물론 앰 비 션 본인도 다른 라인 가면 그런 거 없다.
127,""" 다이아 아이 돌"" 앰 비 션의 본 계정이 다이아 1~ 다이아 3 티어에 있고 [28] 선수 시절과 최근 인방으로 얻은 인기로 게임을 하면 알아보는 사람이 많아서 붙여진 별명이다."
128,요즘은 본계 부계 모두 다이아 1~2 다... 처음에는 잠도 못 잤지만 점점 현지화 되어간다고 본인도 인정했다.
129,""" 낮혐 석"" 소풍 왔니"
130,"와 한 동숙의 낮 동숙, 밤 소풍과 같이 앰비션과 소우릎은 각각 낮과 밤에 방송을 키고, 전 프로이며 서로 방송을 시작한 후 티 어가 한참을 내려가 다 이아 에서 아이 돌을 하고 있는 공통점이 있어서 생긴 말. 둘 다 스트 리머 명가 CJ 출신이라는 점은 덤."" 땡기어~~~~"" 그 랩류 챔피언을 하거나 아군이 사용할 경우 혹은 LCK에서 사용될 경우 말하는 밈. 발음이 찰지다."
131,""" 그 진화"" 앰 비 션의 커리어 문서에도 주석으로 달려 있는, 데뷔 전 치르던 페 이 커 앞에서 카 직스 잡고 W 진화하다가 맞아 죽은 사건...... 앰 비 션 뿐만 아니라 적 팀이건 아군이건 카직스가 W 진화를 하는/ 한 모습이 보이면 어김없이 "" 그 진화"" 라는 채팅이 올라온다."
132,비슷하게 제자리에 서서 진화하다가 엄한 곳에서 서 있다 죽는 카이사도 놀림 받는다... 팬들이 만든 헌정 영상이나 팬 아트 등에서도 수 없이 나오는 중이다.
133,앰 튜 브에서도 니 달리를 만날 때마다 써먹으며 앰비션의 PTSD를 유발하고 있다.
134,""" 큐 혐 on, 형 그거 큐 혐이야!!"" 탑을 방치하거나 탑의 영향력에 대한 부정적인 발언을 할 때("" 아니 솔직히 탑은 게임 이기는데 아무런 영향이 없어요"
135,""", "" 탑 갱 가봤자"
136,라니 까? 그 시간에 바 텀 한번 더 봐줘요
137,""" 등) 채팅 창에 이런 정글 러 밑에서 힘들게 자 라온 큐 베를 기리며 도배되는 말."" 강 밥 찬, 강 강 찬, 찬 강 밥"" 앰 비 션이 잠시 자리를 비웠을 때 드라 군놀이처럼 강, 찬, 밥이 되도록 채팅을 치는 것. 앰비션이 돌아오면 ' ^^7' 을 치면서 그만두는 게 암묵의 룰."" 유하, 유 바"" 앰 비 션의 반려 묘들인 쿠키나 프림이 가 예전 집에서 창틀에 올라가는 걸 좋아했는데 이것이 절묘하게 카메라에 잡히는 걸 보고 채팅 창에서 쿠키와 프림이에게 채팅으로 롤의 챔피언인 유미가 고양이 인걸 이용 인사했다."
138,""" 오 마이 갓"" 황당한 상황에서 하는 말인데, 그 톤이 너무 독특해서 중독성이 있다."
139,""" 쿠키야 물어!!"" 앰 비 션이 실언을 하거나 말도 안되는 소리를 할 때 쓰이는 밈. 과거 집에서 쿠키가 창틀에 자주 앉아 있다 보니 쿠키로 언급될 뿐이지 프림이 가 있으면 ' 프림 아 물어!!' 가 되었다."
140,"이제는 사억이까지 있어서 사억 아 물어도 쓰이는 중. 솔 랭 돌릴 때 렝가가 있으면 채팅 창에 등장한다"" 권 능"" 앰 비 션이 무슨 말을 하면 그와 반대되는 상황이 자주 나오자 만들어 진 밈. 펠레의 앰 비 션 버젼인데, 그 상황이라는 게 말하자마자 튀어나오는 경우도 많아 정말 한 치 앞을 내다볼 수 없게 만드는 게 백미."" 마그넷"" 앰 비 션이 원 딜을 하면 그랩폿들에게 자석처럼 끌려가서 만들어 진 밈. 합방 중에 말도 안 되게 자꾸 끌려가는 엠비션을 보고 매 드라이프가 빡쳐서 붙여 줬다."
141,""" 원 딜 이 당신이었으면 캡틴 잭 대신 당신이 내 매 드무비에 올라와 있을 거다"
142,"""라고. 매라 : 복명 복창 하세요, 나는 자석이다."
143,"/ 앰 비 션 : 아 임.. 마그넷... 이 후 각종 논 타겟 스킬에 어이 없게 얻어맞을 때 자주 나오며, 스킬을 피할 땐 아 임 낫 마그넷이라고 말한다."
144,""" 개 똥 궁"" 자 르 반궁이 판정 때문에 이상한 상황이 연출되는 경우가 많다 보니 이를 앰비션이 개똥 궁이라고 디스를 했던 게 시초. 주로 당하는 쪽이 시전 자인 자 르 반인지라 안 좋은 궁이라는 의미로 사용된다."
145,롤 하이에서는 자 르 반궁= 개똥 궁으로 말하는 게 하나의 암묵적인 룰이 되었다.
146,[A] 1.1 1.2 2020년 12월 30일 기준 [3] 앰 비 션 유 튜브 [4] 강 찬밥 유 튜브 [5] 실제로 프로 시절 간간히 방송을 킬 때는 지금과는 달리 굉장히 조용하게 방송했고 채팅 창도 도서관처럼 조용했다.
147,[6] 그리고 현역 프로 당시 개인방송에서 은퇴 후 스트리머로 전향할 것이냐
148,는 질문에 이제와 서는 말도 안 된다고 생각하겠지만 방송 체질이 아니라고 딱 잘라 말한 적이 있었다.
149,"[7] 왤케 남 탓이 심하냐고 아내가 한 소리 하자 "" 이제 프로 아니잖아."
150,프로 면 팀 구해 주든가.
151,""" 로 대꾸한다."
152,[8] 정작 같은 팀이었는데 현역 때는 전혀 친하지 않았다고
153,한다.
154,그리고 이렇게 될 줄 알았다면 친해 질 걸 하고 후회의 소감을 남겼다.
155,[9] 현재는 운 타라도 정상적인 배 너로 교체하였다.
