,sentences
21,"프로 게이 머가 아닌 스트리머로서, 일단 시청자에게 즐겁게 게임 컨텐츠를 소개할 수 있다는 것만으로도 큰 장점이다."
22,"점차 다양한 장르에 도전 중이므로, 향후 더욱 발전 가능성이 있다.2019"
23,"년 중반, 2020년 중반 등 할 만한 싱글 게임이 없는 시기에는 주로 합방을 많이 가진다."
24,"GTA 스토리 모드 같은 장기 컨텐츠를 노리기도 하지만 항상 일정에 합방이 끼어 있어 원활하게 돌아가지는 않는 편. 현재 트위치와 인터넷 방송 특성상 스트 리머 간 다양한 인간관계를 통해 방송이 성장하는 경우가 대부분인데, 마 뫄는 매우 예외적이라 할 정도로 타 스트리머와 교류가 현저히 적은 편이다."
25,"수출 강국이라 영상 클립을 통해 안면이 있는 스트리머는 많지만, 개인적으로 연락하거나 자주 합방하는 상대는 없는 상태. 이는 마 뫄 본인이 낯을 가리는 원인도 있고, 진로 문제 관련하여 방송 일정이 불규칙한 것도 또 다른 원인이다."
26,"다만 그 덕분이라고 하기는 어려울 수 있어도 트위치 내 다양한 사건 사고들에 그다지 휘말리지 않은 것은 장점이라면 장점. 방송 경력이 길어 지면서 합방 빈도도 늘고, 연이 닿은 스트리머도 늘어났지만, 대체로 그날 그날 방송에서 플레이 할 게임을 정해서 오기 때문에 조 디 악이 난입해 오거나 합방을 전후해서 끼어 있을 때가 아니면 디 코를 통해 노가리를 까거나 번개 합방을 하는 경우는 별로 없다."
27,조 디 악: 서로 영혼의 라이 벌이자 마 뫄가 공인한 짱 친. 서로 성향이 정 반대이다.
28,마 뫄 가 건전 하다면 이쪽은 불건전하다.
29,러스트 합방 당시 마 뫄 에게 죽은 이후 ' 뫄 밑 조' 라는 수식어가 따라붙게 되었다.
30,또 한 서로가 대놓고 우 결각을 잡았던 추파를 던지는 유일 무이한 존재이기도 하다.
31,그에 질색하는 시청자들과 주변 스트 리머들은 덤. 다만 두 사람 모두 우 결을 안한다고 선언한 적이 있으며 현재는 유 사우 결을 진행하고 있지 않다.
32,이제는 시청자들이 우 결각을 보면 두 사람이 질겁하는 모습이다.
33,그리고 9월 22일 새벽 위도 우 한방 전에서 마 뫄 와 소원 내기를 하였다.
34,결국 마 뫄 가 패배하면서 24 시간 배그 치킨 켠 왕을 하게 되었다.
35,"그리고 9월 25일 페뇨, 강지와 함께 진행한 켠 왕에서 단 두 판만에 치킨을 먹었다."
36,"서로에게 추파를 던지면서 페뇨가 진텐으로 싫어하는 모습은 덤. 이후 서로의 방송에서 채팅을 치는 등, 친분이 상당히 발전한 모습을 보이고 있다."
37,"그로 인해 마 뫄도 느끼한 매운맛이 전염되어, 감 블러의 말을 따르자면 예전의 연두부 같은 느낌에서 취 두부 마 뫄로 진화된 모습이 되었다."
38,"서로의 방송에 거의 상주하며, 같이 주변 스트 리머의 방송을 보는 모습도 보이며, 최근 감 핀 코 인을 직접 만드는 등 부부 연애조작 단 상당히 캐미가 좋은 듀오이다."
39,4월 1일 만우절 기념으로 서로의 방송을 바꾸어서 진행하였다.
40,"그러나 결과는 마 뫄의 패배로 끝났다.. 조 디 악의 신들린 마 뫄 연기는 덤. # 성 격상 합방을 주최하기보다는 열린 합방에 참여하는 경우가 많은 마 뫄 [40 ]에게 잦은 합방 제안을 해 같이 진행하는 경우가 늘었으며, 시청자들에게 죽이 척척 잘 맞는 코미디 듀오의 모습을 보여주는 중이다."
41,합방이 아니더라도 조 디 악이 가끔 방송에 디 코를 걸며 난입하기도 한다.
42,[41] 호 엥 트로 아래의 세 스트 리머와의 친분이 두터워서 어느 순간부터 이렇게 부르고 있다.
43,네 명 전부가 모이는 상황은 그다지 자주 있지는 않지만 세 명이 뭉치는 합방은 꽤 빈번하기 때문에 이럴 경우 ' 호 엥 트리오 '라고 부르기도 한다.
44,"감 블러: 오버워치의 힐 러 포지션으로 前 프로 게이 머였던 스트 리머. 포켓 몬 마크 합방 당시 겉으로는 마 뫄를 놀리고 다녔지만, 의외로 많은 걸 도와주는 모습으로 마 뫄 와 친해 졌다."
45,마 뫄 가 공식적으로 착한 사람이라고 인정한 사람이다.
46,"특히, 마 뫄 가 울고 있을 때 찾아와서 놀리면서, 우는 마 뫄를 역으로 웃을 수 있도록 달래 주었다."
47,"이후 몇 달 동안 꽃 핀, 빅 헤드, 삐 부 같은 오버워치의 망령들과 함께 게임을 하는 멤버가 되어서 더욱 친해 졌다."
48,오버워치의 인기가 시들 해지자 요즘은 오히려 다른 게임에서 만난 횟수가 많다.
49,"[42] 꽃 핀: 친해진 방송 언니 부부. 2018년부터 클립을 통해 안면이 있었는데, 두 사람 모두 심하게 소극적인 성격이라 만날 기회가 전혀 없었다고"
50,한다.
51,"사실 두 사람이 친해 지지 못한 것은, 두 사람 모두 반년 정도의 기간 동안 다른 스트 리머들한테 피해를 주는 상황을 피하려고 했기 때문이다."
52,하지만 2019년 이후로는 트수들의 영도를 통해서 다시 강제로 소통을 당하는 관계가 되면서 다시 친해 질 수 있는 상황이 되었다.
53,"2019년 4월에 오버 워치 기록 보관소 스트 리머 대전 준비 중 우연히 마주친 적이 있는데, 첫 만남인데도 장난을 칠 때 서로의 호흡까지 맞출 수 있을 정도로 엄청난 횟수의 클립을 주고 받았다."
54,"같은 해의 3개월 이후 까지도 못 만났지만, 뜬금없이 포켓 몬 마크 서버 합방이 있었을 때 마 뫄 쪽에서 청혼을 하여, 결혼 상황 극까지 할 정도로 친하게 지냈다."
55,심지어 지하 신혼 집(! )까지 같이 만들었다.
56,이러 다가 현재는 서로의 정실 부인 겸 멘 탈 치료제를 칭할 정도로 친해 졌다.
57,"그때 이후로 서로의 주변인들에 의해 자주 묶이면서, 방송에서 빼놓을 수 없는 절 친들이 형성되었다."
58,"삐 부: 2019년 Rust 중립지대 건설, 오버워치의 망령 파티가 생겨나면서 친해 졌다."
59,"2019년 연말을 보내는 랜 선 술 먹 방을 하면서 이 우정이 영원히 이어지기를 소망했던 멤버 중 하나. 그때 멤버는 핀뫄삡조춘감으로 팬들이 대충 묶어 부르는 중이며, 특별한 일이 없으면 쉽게 모이는 친구 중의 하나이다.가"
60,"그[ 주의]: 남자 마 뫄, 여자 가 그로 불릴 정도로 친했다."
61,동갑이고 코드도 잘 맞아 저세상 합방을 보여준다.
62,"둘이 알게 된 계기는 가 그가 방송들을 둘러보다 들어가자마자 전기 의자 리액션을 하고 있는 마 뫄를 본 것이고, 가 그가 먼저 합방 제안을 했다고"
63,한다.
64,"마인 크래프트, a way out, 휴먼 폴 플랫 등 여러 합 방을 진행했다."
65,"최근 소원권 내기 합방으로 오버 워치, 윷놀이, 롤 모두 패하여서 결국 반말을 하게 되었다."
66,말 놓기 외에도 4가지의 벌칙을 더 수행하게 되었는데 우선 3가지를 수행한 이후 2가지 벌칙은 나중에 정하기로 하였다.
67,"결과적으로 반말, 가 그의 신청곡 부르기 [44 ]를 수행하였고 세 번째로 시청자들의 투표를 통해 게임을 선정하여 켠 왕을 하게 되었다 [45]. 네 번째는 합방에서 마 뫄 가 가져가기로 된 BR 돌려주기.. 2018년 12월 25일에 진행된 픽 셀 페인터 시참 플레이 중 주제가 친구가 나오자 잠깐 이지만 상자를 그렸고 [46] 그 모습을 본 한 트수가 가 그를 그려 우승을 차지했다."
68,여전히 가 그를 친구라고 생각하는 듯. 2월 8일에 가 그가 마 뫄의 방송에서 구독으로 생존신고(? )를 하였다.
69,그리고 나서 채팅 창에서 실수로 눌렀다고
70,말하였다.
71,오랜만에 봐서 반가워하는 반응을 보였다.
72,이후 2019년 중반에 가 그의 2차 생존신고 이후 가 그 영 도가 한번 더 나오자 가 그 영상에 대해서 공식적으로 영상 도 네이션을 하지 말 것을 공 지하였다.
73,"현재 가 그에 대한 재판이 끝나지 않은 상태이며, 현재 가 그에 대한 언급이 트위치 전체적으로 금기 시 되어 있으므로, 가 그와 관련한 언급이나, 영상 도 네이션은 자제하도록 하자. 간 애: 최초 류 으 미 제 5의 멤버 합방 뒤풀이 오버 워치 당시에 만난 사이로 Rust 시즌 4 장기 휴 방 때 롤을 같이 하며 더 친해진 사람이다."
74,고래 쉬에게 마 뫄 와 친해 지고 싶다고
75,"했으며, 실재로도 친해 지게 된 사이이다."
76,"마 뫄 가 수시로 말을 놓는 몇 안되는 인물. 마인 크래프트 블 개 서버에서는 소심한 마 뫄 가 일을 시킬 정도로 친한 누나, 동생 관계이다."
77,바보 듀오라는 별명이 있지만 그 별명과는 다르게 상당한 케 미를 보여준다.
78,그가 오면 챗창은 ' 간 애는 나가 있어!' 로 도배된다.
79,방송을 그만둔 일반인이었다가 19년 9월 말 투보와의 술 합방 이후 다시 복귀하였다.
80,"[47] [48] 강지: 최근 마크 합방을 주최 했으며, 마 뫄의 첫 포켓 몬인 피 카 츄(! )를 준 당사자이기도 하다."
81,서버가 터졌을 때 강지의 박력 있는 모습을 처음 본 마 뫄는 보스라고 부르는 모습을 보여주었다.
82,그리고 결승전 때 마 뫄의 첫 상대이기도 하다.
83,견 자희: 마크 합방에서 굉장히 친해진 스트 리머. 꽃 핀과 우 결(?) 을 찍던 와중 꽃 핀이 없는 동안 청혼(?) 을 했으며 그 이후 레 쿠자 닉을 맞추는 등 서로 친한 모습을 보여주었다.
84,"마지막 날 아쉬움에 눈물을 보이던 마 뫄 에게 편하게 언니라고 부 르라고 하며, 서로 번호교환(!) 을 제의하는 모습도 보여주었다."
85,2020년 러스트에서도 함께 하면서 음악대를 형성하여 즐거운 시간을 보냈다.로
86,복: 로 복의 열렬한 팬이다.
87,트위터 첫 트윗을 방송 알림이 아닌 로 복이 놀러온 사진으로 박제해 놓았을 정도. 이를 계기로 G 맨들 과의 합방도 진행됐다.
88,합방 이후 명예 G 맨 5 호기로 임명되었다.
89,로 복이 마 뫄 본인의 우상이라 밝혔고 그래서 인지 상당히 어려워하는 것으로 보인다.
90,로 복 과의 롤 합방 당시 사생 팬의 아우라를 뿜어 내 었다.
91,[49] 마 뫄 가 처음 알려 지기 시작한 것도 로 복의 팬으로서 위의 영상이었다.
92,"류 으 미 : 본격적으로 마 뫄 가 다른 트위치 스트 리머들과 ' 합 방 '이란 것을 시작하게 된 시발점. 넷 카 마 사건 폭발 직전 빈 자리를 구하려 던 류으미의 눈에 띄어 합방에 참여하게 되었으며, 이 합방을 계기로 인맥이 폭발적으로 늘어나고 합방도 많이 진행하게 되었다."
93,포 포 서버에서 잉어 킹을 강매당하는 등 지속적인 인연을 이어 고 있는 중. 참고로 마 뫄 가 3살이나 연상이다.
94,"머 독: 오버 워치 이벤트 때 팀으로 함께 하는 일이 몇 번 있었는데, 그 때마다 티격태격 하는 케 미가 상당히 좋은 편. 그런 데, 단독 팀이 되면 몇몇 썰 공방을 빼면 머 독을 갈구는 상황이 많았을 정도로 비글 미를 주고 받았다."
95,"다만 이후로는 자주 못 만나다가, 2020년 4 월경 마인 크래프트의 뉴 띵 마을 콘텐츠에서 다시 만 나 엮일 때마다 좋은 케 미를 보여주었다."
96,둘 다 기본적으로 텐션이 높고 리액션이 커서 방송인으로써 궁합이 좋다.
97,"김재원: 머 독과 같은 오버 워치 이벤트에 참가한 적이 있었고, 이후 2020년 4월 마인 크래프트의 뉴 띵 마을 컨텐츠에서 엮이며 재밌는 장면들을 많이 연출해 냈다."
98,"가끔 김재원의 개그 클립이 마 뫄 방송에 영도로 올 때가 있는데, 그때마다 스트리머와 채팅 창의 좋은 반응을 이끌어 내 었고 마 뫄 자신도 "" 역시 재원님은 진짜 개웃 김"" 이라고 말하기도 했다."
99,문수 정: 미국에 거주하고 있는 바람에 도네의 수입& 수출을 통해서 서로를 알고 있는 상황이다.
100,마 뫄의 강의를 본 것이 처음 알게 된 것이다.
101,이후에 잦은 도네의 교류로 도네를 통해서 대화를 하는 모습을 볼 수 있다.
102,아이스 버킷 챌린지에서 다음 타자로 마 뫄를 고르면서 ( 문 수정 아이스 버킷 챌린지) 마 뫄 가 곤란 해하는 모습을 보였다.
103,( 마 뫄의 도네를 받으면 마 뫄의 뿌앙이나 노래를 들으면서 귀여워하는 모습을 보인다.)
104,다만 최근에는 교류가 거의 없다.
105,서 새봄: 마 뫄 가 봄 모노다.
106,"서 새봄의 방종 송을 토씨 하나 안 틀리고 외우고 있을 지경이라 클립을 주고받은 적도 있고, 2주년 기념 전화 데이트 영상에서는 영상 절반이 봄 모노 토크였을 정도. 해 당 영상 분량 배분 때문에 지적 받은 이후 방송에서는 언급이 줄어들었지만 여전히 봄 모노로 활동 중이다."
107,악녀: 둘만의 접점은 적지만 서로의 인맥이 많이 겹치다 보니 자연스럽게 선이 닿은 케이스. 양 아지: 영도 친구 겸 동생 중 하나. 직접적으로는 류으미와의 합방에서 처음 만났다.
108,하지만 그 이전에도 목소리의 톤이 비슷하여 간접적인 접점이 있었다.
109,최근에는 낯을 가리는 양 아지가 마음을 터놓는 몇 안되는 스트 리머 이자 마음을 주는 언니가 되었다고
110,한다.
111,반대로 마 뫄 쪽에서도 양 아지를 귀여워 한다.
112,하지만 보통 마 뫄 쪽에서 갈구는 역할. 우 왁굳: 탬 탬버린과 마찬가지 로 오버 워치 공방을 함께 하였다.
113,"일명 BMW 조합. 낮을 많이 가리는 3 인방이 모여 어색할 것 같다는 우려도 존재했지만 우왁굳이 베테랑 스트 리머답게, 상대적으로 방송 경력이 적었던 시절의 마 뫄 와 탬 탬을 안정적으로 이끌고 팀의 분위기와 분량 확보를 주도하였다.이"
114,춘 향: 여러 번 Rust를 함께 하면서 친해 졌다.
115,"2019년 RUST에서 중립구역에서 함께 일을 했는데, 특히 2020년 2월 8일 대규모 합방에서 많이 가까워 졌다."
116,이 춘 향은 게임 내의 문이 자동으로 열렸던 상황을 회상하며 ' 마 뫄는 리액션이 풍부해서 같이 있으면 즐거워지고 재밌는 상황이 정말 많이 나온다 '며 애정 어린 언급을 했다.
117,최근에는 위아래의 멤버들과 함께 대규모 합방이 벌어지면 자주 어울리는 사람 중의 하나. 이쪽도 마 뫄 가 울고 있을 때 달래 준 멘 탈 치료제. 제이엔( 백 빛 달): 마 뫄의 방송 초창기 가끔 씩 함께 배그 나 롤 듀오를 돌리던 스트 리머 및 유 투버. 2018년 5월 20일 오랜만에 롤 일반 게임 듀오를 돌렸다.
118,당일 방송에서 잘 풀릴 때는 사이좋은 오누이 안 풀릴 때는 투닥거리는 남매 같은 케 미를 보여 주었다.
119,트위치 주소 중력: 중력의 짝사랑 상대였으나 현재는 교류가 없는 상태이다.
120,마 뫄의 철벽에 항상 고통 받는다.
121,늪지대의 멤버. 마인 크래프트 합방에서 만났다.
122,서로 어색해 하면서도 친구로서 좋은 케 미를 보여주었다.
123,소개팅 합방 이후로 중력이 거의 일방적으로 짝사랑 중이다.
124,"(...) 이후 중력의 계략으로 우 결 1일권과 1일 노예권이 생겼으며, 이후 이틀이 추가 되었다."
125,"마 뫄 본인은 그저 좋은' 친구' 사이라고 못을 박았으나, 우 결권을 쓰지 않는 중력에게 고통 받는 중이다."
126,중력 : 고백으로 혼 내주었다.
127,탬 탬버린: 2018년 8월 15 일 오버 워치 공방에서 함께 팀을 이루어 같이 게임을 진행하였다.
128,첫 만남이었기에 초반에는 어색한 분위기가 많았지만 비교적 빠르게 친밀감을 쌓아 무리 없이 공방을 성공적으로 마무리 하였다.
129,이외 다른 스트 리머들과 함께 레 식 합방을 했다.
130,10월 초 가 그의 주선 하에 배그 듀오 방송을 진행하였다.
131,캡틴 탬과 신병 뫄의 케 미를 잘 보여주었다.
132,투보 : 투보의 열렬한 구애 대상. 물론 마 뫄 쪽에선 질색한다.
133,대부분의 여성 스트 리머들 과의 관계가 구애에서 갈굼으로 변하는 투보에게 있어 계속 접점이 있으면서도 여전히 구애 컨셉을 잡고 있는 대상 중 한명이다.
134,"팻 두: 마 뫄 가 예전부터 자주 노래를 들었던 팬이며, 팻두 또한 마 뫄의 팬인 드문 경우. 러스트 대규모 합방 당시에 처음 보았으며, 2019년 8월 말, 팻두의 커버 곡에 캐릭터 보이스로 출연하기도 했다."
135,망 개 : 망 개가 제일 좋아하는 방송인이 바로 마 뫄. 예전에 다른 사람 합방에서 만난 적이 있다고
136,한다.
137,"방송 시작 이래 한 번도 얼굴 공개를 한 적이 없으며, 생일 이외 개인정보를 밝힌 적도 없다."
138,앞으로도 공개할 계획은 없다고 한다.
139,방송 활동과 현실에서의 생활을 철저히 구분하는 것이 본인의 희망이므로 존중해 주도록 하자. 다만 다양한 컨텐츠를 만들어 내기 위해 손 캠 방에 도전하거나 페이스리그를 활용하는 등의 시도는 계속하는 중이다.
140,목소리가 워낙 특징적이다 보니 주변인에게 강제 방 밍 아웃당하지 않았는가
141,하는 떡밥이 끊임없이 제기된다.
142,2019년 4월 현재까지 는 부모님과 방송 초반에 함께 알고 시작한 친구 한 명 외에 방송 사실을 아는 사람은 없다.
143,[50] 심지어 함께 홍 콩 여행 다녀온 친구들도 모른다고. 교생 실습 중 학생들이 알아보지 않았을까
144,"싶기도 하지만, 마침 팬 영상 열풍이 일어나기 직전이라 조용히 몰래 다녀올 수 있었다고"
145,한다.
146,많지 않은 나이 임에도 불구하고 본인이 다소 꼰대 혹은 선비 기질이 있다고
147,주장한다.
148,예절을 중요하게 생각한다는 정도로 받아들이면 무방할 듯. 방송 중 비속어를 사용하지 않으려 노력하며 시청자에게도 함부로 하대하거나 거친 표현을 하지 않는 등 선을 지키려고 하는 편. [51] 실제로 방송에서 무례하거나 지나치게 친근한 언행을 하는 트수를 보면 상당히 불편해 하는 모습을 보인다.
149,트수들의 대장이 되고 싶어 한다.
150,트수를 놀리는 걸 재미있어 하고 가벼운 낚시로 장난을 치는 경우가 많다.
151,트수 역시 어떻게든 보복을 시도하지만 마 뫄의 4 차원적 성향상 어지 간해서는 트수의 딜 이 들어가지 않는다.
152,예컨대 타 스트 리머 방송에서 벌칙으로 종종 사용되는 ' 애 교 리 퀘스트' 를 마 뫄는 평소에도 스스럼없이 먼저 시도할 정도. 스트리머가 애교를 시전하면 트수들이 제발 그만 하라고 말리는 진풍경이 벌어진다.
153,"마 뫄 토 이벤트 시행 중, 당첨자에게는 치킨을 쏘겠다고"
154,"하고 이벤트 참여 가능한 포인트를 100으로 다소 높게 설정하자, 트게더에 갑작스레 게시물 포인트를 쌓기 위한 글들이 폭주하기 시작했다."
155,[52] 치킨 이벤트 참여 글로 도배되는 것으로 걱정이 되었는지 마 뫄는 자제를 요청하기도 했지만 게시판 관리를 하는 운영자도 이벤트에 참여했다.
156,"[53] 이벤트 내역은 이곳에서 확인가능 .2019 년 현재 아이 폰 유저로, 아이 폰 AI 시 리와 묘한 신경전 관계에 있다."
157,"정확히는 시리의 음성 인식률이 좋지 않아 방송 중 뜬금없는 타이밍에 끼어들거나 동문서답을 하는 것이 문제. [54] 단, AI의 음성 패턴 처리 루틴의 문제인지, 스트리머의 발음 문제인지, 아이 폰 마이크의 기계적인 고장인지는 아직 논란이 있다."
158,2020년 5월 갤 럭 시 Z 플 립으로 폰을 바꾸었다.2018
159,년 오버 워치 겨울나라 스트 리머 대전 우승상품으로 받은 용 검을 보유 중이다.
160,실물은 블 리 자드 영상에서 확인 가능. 대회 전부터 갖고 싶다고
161,"욕심내던 상품이며, 우승 후에는 역대 급으로 기뻐하며 환호했다."
162,"2018년 12월 30일 술방 중 사진을 찍어 연신 용 검을 휘두르며 자랑했는데, 정작 디스플레이를 거꾸로 조립해 두어 깨알 웃음을 주었다."
163,이후 2019년 기록 보관소 스트 리머 대전 시 조 추첨 중 스트 리머 힌트로 사용되어 재차 화제가 되었다.
164,대단히 개성적인 웃음소리를 갖고 있다.
165,"' 끅 끅' 같기도 하고 ' 뾱 뾱' 같기도 한, 도무지 한글로 정확한 표기가 불가능한 소리. 거의 모든 소리를 표기할 수 있는 게 한글인데 표기가 불가능한 소리를 만들었다 시청자들은 주로 물방울 떨어지는 소리, 유리창 닦는 소리라고 표현한다."
166,"원래는 호탕하게 웃는 타입이었으나, 방송 초반 웃음소리가 너무 크다는 지적을 받고 자꾸 소리를 삼키려고 노력한 결과 지금과 같이 변했다고"
167,한다.
168,마 뫄 본인은 이제 좀 웃음소리를 고치고 싶다고
169,"하지만, 시청자 중 이러한 웃음소리를 매니 악하게 좋아하는 팬이 많아 극구 만류하는 중 .2019 년 5월에는 농구장 신발 미끄러지는 소리와 같다는 분석이 등장하여 큰 공감을 얻고 있다.2019"
170,년 7 월 포켓 몬 합방 이후 속으로 넘기는 웃음소리가 적어지고 밖으로 내는 웃음이 생겼다.
171,이게 평소 밖에서 내는 웃음소리라고 한다.
172,"팬들은 전 웃음소리도 좋지만, 이렇게 바뀐 웃음소리가 더 좋다고"
173,하는 의견이 많은 걸로 보인다.
174,본인 피셜로는 최근 목이 좋지 않아 안으로 숨을 삼키는 게 힘들다는 것. 그래서 목이 나아지면 다시 원래대로 돌아갈 가능성은 있다.
175,하지만 밖으로 내는 웃음소리가 없어 지진 않을 듯. 본인은 웃음소리가 바뀐 게 아니라 웃음소리가 추가된 것이라고 한다.
176,"1 단계 2 단계 3 단계로 표현했는데 1 단계는 그냥 피식 하는 웃음소리이고, 2 단계는 새로 추가된 밖으로 내는 웃음 소리이고 3 단계가 끼익 거리는 소리라고 한다."
177,하지만 최근 방송에서 들어 보면 대부분의 웃음소리가 밖으로 내는 소리로 바뀐 걸 들어 볼 수 있다.rust
178,대규모 합방 종료 이후 목이 매우 안 좋아져서 소리를 진성으로 크게 지르는 것과 웃음을 안으로 삼키는 게 매우 힘들어 졌다고
179,한다.
180,본인의 말로는 목이 안 좋아 현재 올 스탑상태라고 한다.
181,2019년 9월 기준 웃음 소리는 굉장히 상당히 톤이 높은 호탕한 웃음소리가 되었다.
182,"복귀 이후에는 웃음소리가 약간 바뀌었는데, 기존의 호탕한 웃음소리 외에 작게 ' 크크크' 하는 웃음이 추가 되었다."
183,"다만, 예전 끅소리는 본인도 내질 못하겠다고"
184,"하면서, 앞으론 볼 기회는 없을 듯 하다. 물 마시는 소리가 엄청나게 크다."
185,"스트 리머 특성상 말을 많이 하는 만큼 자주 물을 마시게 되는데, 이때마다 강렬한 존재 감을 자랑하는 꿀 꺽 소리가 울려 퍼진다."
186,물 마실 때마다 목에 마이크를 대느냐
187,"는 질문도 많았지만 유 튜브 Q&A 에서 본인이 직접 그렇지 않음을 증명. 특별한 방법을 쓰거나 연출하는 것이 아니고, 원래 물 마시는 소리가 큰 것 같다고"
188,한다.
189,"하지만 원체 독특하긴 한 것인지 합방 중 탬 탬버린 역시 컬 쳐 쇼크를 받고 폭소했다.. 휴학 후 점점 더 생활 패턴이 망가져 취침시간, 기상시간을 아무도 예측할 수 없게 되었다."
190,그러면서도 먹 방 같은 컨텐츠도 없이 빈속에 긴 시간 방송을 계속하기 때문에 건강 상태를 진지하게 염려하는 트수들도 많다.
191,"상술한 것처럼 방송 중에는 잠시도 쉼 없이 이야기하고 노래 부르기 때문에, 장시간 방송 후에는 특별한 사유가 없는 한 휴방이 반 공식화 되어 있다."
192,"한 번 잠들면 12시간 이상 자는 수면 패턴도 경악스럽지만, 방송 한번에 쏟아 내는 에너지를 생각하면 있을 법한 일일 수도. 시청자들도 이제 해탈해서 어지간하면 방송을 재촉하기보다 스트리머의 건강을 걱정하는 경지에 다다 랐 다. 유입 청자들이 휴 방 중에도 잠 잠한 팬 덤 분위기를 보고 당황할 정도.. 잠시 뜬금없이 중화요리가 핫이슈가 된 적이 있다."
193,4월 7일 라디오방송 중 중국요리의 이름과 관련한 이야기를 하다 일부 악플로 갑 분 싸 된 것. 다시 보기가 삭제된 상태에서 다음 방송 중 ' 중화요리 언급 시 밴' 발언이 나오자 영문을 모르는 트수들이 검색을 반복해 관련 검색어가 뜨기까지 하는 해프닝이 발생했다.
194,"현재는 큰 후유증 없이 거의 잊혀 진 상태. 국어 교육과 출신인 만큼 국어 문법, 맞춤법에 해박하다."
