,sentences
47,하지만 자신의 고소 문제와 관련해서는 김 봉 준 이 말해도 절대 듣지 않는다.
48,최지 철 합동방송에서 커 맨 더지 코가 직접 선정한 세 명의 루 키 중 한 명이다.
49,[10] 인 방 갤 에서 선정한 ' 슈퍼루 키 삼 대장' 중 한명이다.
50,""" 하지 마시라 구여~ 하지 마라구요~"" [11]"" 이거야~!"" "" 흔들어~!"" ""가 즈 아~!"""" 저 진짜 요즘 탈모 갤 개념 글 정독하고 있어요"
51,""" [12]"" 아~ 진짜 집에 있었다구"
52,"여~"""" 앜! 실수해 버리시네~"
53,""""" 아~ 진짜 오지게 정치질 해 버리시네~"
54,""""" 이거 실화입니다~"
55,""""" 이제 그만 하시라구"
56,"여~"""" 아하... 이럴 수가~ 이럴 수가~ """" 토악질 나와 버리네~"
57,""""" 이런 이런~""( 별 풍선 리액션 中) "" 나이 뚜~! 나이 뚜~!"""" 형님들 은 꼴 쇼 라뇨~"""" 아니 새우를 왜 넣느냐"
58,"구요 여러분들~"""" 제 방이 뭐 기 광이 형 방도 아니고 1개를 적어야 합니까?"
59,""""" 와... 존나 어이 없네~"
60,""""" 와... 진짜 말실수 하네~"""" 저 운전면허 2 종 3수 해서 72점으로 합격했습니다."
61,"""""( 브라질 리 언 왁싱 중인 김 봉 준의 무랄을 보며) 이 형 아래 그냥 민 기야 민 기!"""" 아~ 수금 방송이 라뇨~"""" 아.. 억울하네요.."
62,""""" 아.. 형들 진짜루 우 츠 노미 시온 [13] 미만 잡이야 나한 테는""""( 월드 레 전드 1 대장을 묻는 봉 준 이에게) 알아 걔 피콜로""""( 봉 준 이의 영악함을 보고) 와~ 이형 칼만 안 들었지 완전 강도네 이 형"""" 여기는 사장님 기분 안 좋으면 장사 안해 버려. 사장이 갑이지 뭐.""""( 군번이 몇 번이냐"
63,"는 시청자의 물음에) 저 56번 이요."""" 전 결혼은 무조건 여자 열혈 팬이랑 할거예요~"
64,"""""( 흥 민 씨의 장점 한가지만 말하자면..) 저 새 낀 그냥 잘 쳐먹는 게 끝이에요."
65,"""""( 봉 준 이의 밥상을 차려 주고 난 후) 낼 루 미 십 세끼 혀 짤라 다가 안주로 팔아 버려야지.."
66,""""" 와~ 인생 망했어~"
67,"""""( 무엔 터 서든 어택 컨텐츠 中) 형들 엠 일 육들 어."""" 이야~"
68,어떻게 오리고 기 머 스타드에 찍어 놓은 거 같네
69,"""""( 봉 준 을 찾으며) 자~ 두 드름 씨 바쁘세"
70,"여?"""" (BJ 넥센의 축 영도 중 무게를 잡으며) 저는 신입 비제이 BJ 시닙입니다"
71,에~ 쓰읍 앞으로 잘 부탁드리겠습니다.
72,"축하 드려요~ ( 짝짝 짝짝 짝짝)"" "" (BJ 반리나 합방 중 드립 치다가 반리나 열혈에게) 아 근데 불쾌하실 게 없는 게 아 뭐 불쾌하면 어쩔 거에요? 아 핳핳핳핳 하 아 형님 농담이에요."
73,농담입니다
74,"""""( 리니 지에서 강화를 하다가 날리면 정신 승리를 하며) 52 려 좋아요~"
75,"52 려 좋아~""""( 도망치는 상대를 창으로 공격하며) 창창 창창~, 창창 창창~""""( 상대 캐릭을 죽이며) 따희~ 이거야~ 이게 강은 호지~!"""" 이슬 톡톡 으로 취할 꺼면 이거 링거 맞아야 돼""”( 싸다구"
76,맞은 황인 욱 이를 살펴보며) 오~ 이야~ 잘 버티네
77,"”2017 년 아프리카 TV BJ 대상 Top 70 강은 호를 아프리카에서 자리잡게 하는 데 가장 도움을 준 비제이. 강은 호가 사건으로 인해 나락으로 떨어졌을 때 끝까지 버리지 않았고, 무엔 터로 계속 이끌어 주기도 하였다.은"
78,호의 예능 감과 드립력에 지대한 영향을 끼친 인물 실제로 6개월 정지기간 동안 주로 커 맨 더지 코의 방송을 시청하며 입담과 방송 스킬을 다듬었으며 무엔 터에 본격적으로 정착하기 전까지 종종 합동방송을 하며 제자 삼아 챙겨 주었다.
79,[14] 바람의 나라를 통해 가까워 진 인물. 트로트 그룹 신호등의 리더. 방송에서 밝히길 방송 중 감스트의 반응이 뜨뜨미지근해서 ' 아 이 새끼 곧 바람의 나라 손 절치겠구나
80,' 생각하여 미리 게임을 접었다고
81,한다.
82,"이시우와 연을 맺어주고, 엄청난 스노우 볼을 굴리게 한 장본인. 강남 합동방송, 감전동 인생 술집, K3 합동방송에서 여러 번 호흡을 맞췄다."
83,아빠 나 왜 죽였어... 남은 호 홍 대야 킹 컨텐츠로 처음 호흡을 맞추면서 좋은 호응을 얻었다.
84,무엔 터의 객원 멤버. 옥탑 방 합동방송을 지원 사격해 주면서 마치 친 남매 사이 같은 달달 한 케 미를 보여주었다.
85,"중학교 때부터 사귄 전 여자친구로 은 호에게 비제이를 추천해 준 것으로 알려 짐은 호의 감전동 유배에 기꺼이 동참한 절친한(?) 동생. 기존 5 따리에서 은 호 버프를 받고 50 따리, 감전동으로 이사를 온 후 고정 2~6 백 따리까지 버프를 받았지만 현재는 50~100 따리를 유지 중이다."
86,여 캠 불모지 부산에서 양팡과 함께 엄청난 수혜를 받았었다.
87,은 호의 세탁과 주차장을 담당하고 있는데 은 호전용이다.
88,"( 공개 비밀 연애??) 커플 폰 케이스, 커플 패딩 등 수많은 증거들이 발각되었고, 은 호의 물건들이 하율의 집에서 나타나는 등 수상한 정황이 수없이 포착되었지만, 그때마다 모르쇠로 일관하고 있다.2018"
89,"년 1월, 은 호는 어머니 건강 문제로 경기도 부천으로 이사를 가게 되었는데 모두들 예상했던 대로 하율도 은 호와 같은 날짜에 같은 지역으로 이사를 가게 되었다고"
90,한다.
91,은 호가 부산으로 가자 부산에 아무 연고도 없었던 하율이 부산으로 이사를 가고 은 호가 부산을 떠나서 부천으로 가자 같은 날 하율도 부천으로 가게 되었다.
92,"어떻게 우연도 이런 우연이? 부천으로 이사를 간 후 이번에도 우연치 않게 이사 간 집의 사진을 찍어서 올렸는데, 그 집의 창문, 바닥, 천장이 같은 날 공지를 올린 하 율의 그것들과 아주 유사한 것으로 밝혀졌다."
93,"또 은 호가 방송 중 물을 마시러 방문을 열고 나선 순간 개가 짖는 소리가 났는데, 그것과 동시에 같은 시간 방송 중이 던 하 율의 방송에서도 개가 짖는 소리가 남으로써 그 둘의 거주지에 대한 의혹은 점점 커져만 갔다."
94,"그리고 2월 8일 오전, 하율이 자신의 침대 방 사진을 찍은 공지를 올렸는데 그곳에 2017년 아프리카 TV BJ 대상 모바일 게임 부문에서 올해의 BJ에 선정된 ""은 호의 트로피"" 가 발견되었다."
95,자신의 생애 첫 트로피를 선물로 줄 만큼 각별한 사이인 듯 그리고 4월 13일 강은 호는 본인의 방송에서 하 율과는 예전부터 몰래 연애를 해 왔다고
96,밝혔다.
97,그리고 얼마 후에 헤어졌다.
