,sentences
17,"그리고 2020년 4월 13일, T1 롤 팀 공식 트위터에서 늑대 이모 티 콘을 올리면서 울 프의 복귀를 점치는 분위기가 생기는데 이어, 답 글로 단 CEO 조 마 쉬의 울 프 특유의 세러 모니 포즈를 올리면서 사실상 확인 사살을 했고, 스트 리머 및 크리에 이 터로 친정 팀으로 복귀했다."
18,날 세체폿으로 생각하지 않으면 롤 알 못이다.
19,- 야 후 e 스포츠와의 인터뷰 제목. 전성기 시 절의 울프는 하드웨어가 두드러지는 서포터였다.
20,"울프를 저 평가하는 팬들조차 이니 시에이팅과 한 타에서의 스킬 활용은 인정할 정도로 역대 최고로 인정받고 있으며, 오랜 파트너인 뱅 과의 라인 전과 알 리스타, 노틸러스와 같은 탱커 형, 잔 나와 라 칸 같은 유 틸 형, 말자 하나 케 넨 같은 딜러 형 서포터 모두를 잘 다루는 넓은 챔프 폭 또한 강점으로 평가 받는다."
21,"다만 오더 능력은 울프가 전성기를 보낸 SKT에서는 마린, 페이커와 같은 라이너들이 오더를 내리는 경향이 있어서 의문 부호가 많이 붙는다."
22,커리어 초반에는 마 타와 매 드라이프보다도 더한 매우 공격적인 서포터였다.
23,"[14] 로 코도 코가 키워 낸 서포터 중에서도 가장 공격적이라고 하며, 로 코도 코의 말을 가장 안 들었다는 말도 있는데 관련이 있는 듯하다."
24,반응 속도 나 논 타게 팅 스킬 명중률 등에 강점이 있어 흔히 피지 컬 이 좋다고
25,평가 받는다.
26,그래서 라인 전에 강점을 보이는 서포터이다.
27,기본에 충실하기보다는 슈퍼 플레이를 보여주던 전성기 매 드라이프를 떠올리게 하는 면이 있다.
28,"서포터 스킬 하나하나의 유 틸 성을 아주 잘 활용하며, 이를 통해 라인 전 로밍이나 한 타 상황을 가리지 않고 변수를 많이 만들어 낸다."
29,클 템의 말에 의하면 스킬 분배를 하는 능력이 매우 뛰어나다고.
30,실제로 울 프가 레 오나를 잘한다는 점만 빼면 2015년에 부활한 매 드라이프와 울 프의 플레이 스타일은 매우 비슷하다.
31,"또 한 트렌드를 읽어 내는 눈이 좋은데, 나미가 한창 뜨던"
32,2013년 서 머 시즌 무렵 나미는 좋지 않고 쓰레 쉬와 자이라가 1 티어 서포터라고 평가한 적이 있는 데 이후 실제로 흐름이 그렇게 되었다.
33,다만 나미는 버그로 떴고 버그 수정으로 가라앉은 챔프라서 트렌드와 상관이 없을 수도 있다.
34,맵을 장악하는 영역에서는 다소 미숙했었다.
35,"이 때문에 나 진 화이트 실드와 SKT T1 S 시절에는 어이 없게 끊기는 모습이 종종 보였으며, 서포터라는 것 치고는 게임을 운영하는 능력이 다소 부족한 것이 단점이라는 지적을 받았다."
36,"한 타에서도 되는 날엔 기가 막힌 이니 시로 팀을 캐리하기도 하지만 다른 날엔 상대에게 물려 먼저 잘리는, 일종의 양날의 검과 같은 존재였던 시절이 있었다."
37,이런 면에서 강점을 보이며 게임을 지휘한 마 타와 비교했을 때 저평가를 받는 주요 요인. 그래도 단일 팀으로 옮긴 뒤에는 울프가 라인 전과 한 타를 지배하고 벵기가 운영을 주도하고 마린이 오더를 하게 되면서 완벽한 시너지를 보여줬다.
38,또 시야 장악 시의 위험성으로 인해 탱커 서폿이나 생존에 도움이 되는 스킬이 있는 서폿을 선호하는 메타가 도래하면서 상술했던
39,울 프의 단점이 거의 드러나지 않게 되었다.
40,"이는 고릴라, 피 카 부 등 맵을 넓게 쓰는 운영형 서포터들을 높게 치는 팬들이 울프를 저 평가하는 원인이 되기도 한다."
41,"현 메타에서는 울프가 최고지만 서포터의 역할이 변화하면 적응력이 떨어질 수도 있다는 것. 다만 울 프가 애니, 케넨, 자이라 등을 잘하고 잔 나도 무난히 다루는 것을 보면 알지만 챔프 폭이 좁은 것은 절대로 아니다."
42,그리고 메이지 서폿이 강제되는 시즌 6에 생존 기가 없는 물 몸 챔프를 잡고도 훌륭한 시야 장악을 선보이면서 기술적인 측면에서 있었던
43,울프에 대한 저평가는 완벽히 종식되었다.
44,변수 생성 능력이 뛰어나고 메카닉과 센스를 동시에 요구하는 공격적 서포터를 대단히 선호한다.
45,"대표적으로 대회 모 스트 픽인 쓰레 쉬, 장인 챔프 인 블 리 츠 크랭크, 형제 팀의 연승을 끊어 낸 애니, 화이트를 저격한 레 오나 등이 있다."
46,"그래서 쓰레 쉬, 애니, 레 오나가 1 티어를 차지하던 2014년 중반에 엄청난 주목을 받았다."
47,"이외에도 자이라가 1 티어에서 내려온 뒤에 컨셉 조합( 탑 야스오, 오리 아나, 자이라 )으로 자이라를 뽑아 무시 무시한 한 타 기여도를 과시하기도 했다."
48,"[15] 물론 프로 경력이 길어 지면서 이런 부류와 거리가 있는 잔 나나 나미 등으로도 엄청난 실력을 보여주고 있고, 2016년 시점에서는 반론의 여지가 없는 만능형으로 접어들었다."
49,앞장 서서 탱킹을 하며 원 딜을 보호하거나 계속해서 무언가를 해야 하는 챔프는 부족하다는 말을 듣기도 했으나 탐 켄치 하나로 평가를 뒤집었다.SKT
50,T1 S 합류 후에는 뱅과 함께 봇 듀오의 라인 전이 매우 강력했다.
51,"원 딜 인 뱅은 원 딜러 임에도 불구하고 라인 전에 미치는 영향력이 상당한 선수인데, 라인 전을 주도하는 울 프 또한 메카닉은 최고다."
52,게다가 나 진 화이트 실드 시절부터 서로에 대해 잘 알아서 인지 호흡 또한 매우 뛰어나다.
53,SKT T1 S 시절 라인 전 단계에서 패배했다고
54,"말할 수 있는 경기는 스프링 시즌 내전 1 세트 뿐인데, 그 마저도 정 글러 개입 후 3:3 교 전에서 패배했고, 상대 베 인의 슈퍼 플레이 탓이 컸다."
55,"뱅 과 울프의 라인 전은 극도의 공격성을 보이는데, 옵저버가 봇을 찍으면 둘 다 체력이 엄청나게 빠진 경우도 은근히 잦았다."
56,그런데 자세히 보면 CS를 더 많이 먹고 상대 스펠을 뽑아내고 포탑도 더 때리고 있다.
57,괜히 킬 을 자주 내는 것이 아니다.
58,"특히 벵 기의 커버를 믿고 들이대는 프리 시즌에는 이게 더 심해 져서 해설 진도 신기해 할 정도. 라인 스왑 때문에 제대로 맞라인을 서지 않은 경우도 많지만, 맞라인에 섰을 때 지는 경우는 정말 희귀하다."
59,예를 들어 2017 스프 링 시즌 전체를 놓고 봐도 팀 전체로 밀린 게 아니라 단순히 2:2 맞라인 전에서 밀렸던 건 정규 시즌 2 라운드 롱주의 프레이- 고릴라 듀오를 상대로 다소 밀린 정도가 거의 유일할 지경. 그나마도 단일팀 체제로 정비된 2015 시즌에는 라인 스왑 구도에서 뱅 과 울프가 찢어져도 각각 라인 전에 영향력이 상당하다.
60,"마린의 포 텐 이 터지면서 그냥 스왑을 했는데 탑, 봇 모두 상대를 디 나이하고 CS를 자연스럽게 상대보다 더 먹는 경기가 많이 나온다."
61,하지만 맵 리
62,딩은 여전히 잘 못하는지 이지 훈이나 페이커가 대신 봐준다고 한다.
63,의외로 사람들이 잘 모르는 울 프의 가장 큰 장점은 바로 소규모 난전이든 한 타든 전투가 열리면 거의 실수를 하지 않고 본인이 할 몫을 전부 해낸다는 것. 한 마디로 전성기에는 기복이 정말로 적어서 최소 1인 분 이상을 해내는 선수였다.
64,정글이 갱으로 3:2 다이브를 노려도 기가 막히게 뱅을 살려 내고 자신 또한 살아 나가는 모습들은 가히 일품이다.
65,주 패턴은 뱅을 잡자→ 뱅이 피하거나 울 프가 살려 냄→ 가까이 있는 울 프라도 잡자→ 피하거나 뒤의 뱅이 데 미지를 넣음→ 결과적으로 둘 다 살아남는다는 패턴. 역관광도 심심찮게 나오며 언급된 사실이지만 라인 전에 국한되지 않고 어떤 챔피언을 잡든 간에 일단 전투가 열리면 스킬을 전부 적중시키며 아군 세이브든 상대 딜러의 딜 로스를 만드는 등 어떤 것이든 능수능란하게 해내는 장면이 정말 많이 나온다.
66,"가령 탐 켄치를 예로 들었을 때 2016년 스프 링 결승전 1 세트에서 과감하게 프레이에게 달라붙어 시작부터 점멸을 빼거나, 2017년 스프 링 시즌 1 라운드 kt 전 3 세트에서 순간적으로 럼 블을 포커싱하는 kt의 딜 링을 점멸+ 집어삼키기로 무마한다거나 하는 장면이 백미. 결론적으로 얘기하면 어느 정도 저평가를 받는 측면이 있는 서포터로, 울프가 엄연히 SKT 왕조의 한 축을 담당했다는 것은 부정할 수 없는 사실이다."
67,"흔히 들 서포터 하면 떠올리는 마 타 같은 사령관 타입은 아니었지만, 월드 클래스 딜러들을 보좌하고 교전 각을 만들어 주는 SKT의 행동 대장 내지는 돌격 대장을 맡았던 선수 .2017 년 서 머~ 롤 드컵에서는 과거의 커리어나 평가가 무색하게 라인 전을 밀리는 모습이 자주 보인다."
68,파트너인 뱅의 극심한 부진과 근소하지만 본인의 기량 하락이 영향을 준 듯. 하지만 순간 적인 이니 시나 아군 보호/ 역이니 시 등으로 SKT가 어려운 상황에서 역전하는 발판을 마련해 주고 있다.
69,특히 울 프의 인생경기 중 하나 인 EDG 전 라 칸의 금빛 섬광 이니 시가 바로 이 시절에 나왔다.
70,"하지만 2018년에는 상기한 장점들이 모두 퇴색되어 작은 육각형이 되어 장점이 없는 서포터가 되어 버렸고, 이에 정 글러 전향도 시도했었으나 실패한 채 에 포트에게 주전을 내주었다."
71,이 급격한 하락세는 이후 은퇴에서 밝힌 공황장애 때문인 것으로 보인다.
72,2018년에 이어 2019년에는 마이너 리그 인 TCL에서도 별다른 활약을 못 보여준 채 은퇴한 것도 국내 및 해외에서 저 평가를 받게 되었다.
73,그리고 1년 뒤 2020년에는 눈꽃이 울프가 TCL에서 있었던 슈퍼 매 시브로 들어가 우
74,승하며 결국 롤 드컵까지 진출해서 울 프는 또 저평가를 받기도 했다.
75,"그래서 역체폿을 거론할 때 커리어 자체는 울프가 더 좋지만, 서폿이 1 옵션으로 오더를 주도하며 탈수기 운영이라는 메타의 중심에 있었고 데뷔부터 은퇴 전까지 가는 팀마다 성과를 올리며 탑 클래스의 기량을 유지했던 마 타의 손을 더 들어주는 편이다."
76,[16] 말년 공황장애로 인한 아쉬운 폼은 울 프 본인도 아쉬웠는지 은퇴 후에 한 인터뷰에서 누구나 공감할 만한 역체폿이 되지 못해 아쉽다고
77,이야기했다.
78,"매 드라이프의 블 리 츠 크랭크, 마 타의 쓰레 쉬, 코어 장전의 자이라 처 럼 울프에게도 그를 상징하는 챔피언이 있다면 바로 알 리스타이다."
79,"스킨의 주인답게 2018년 종료 기준 94전 67승 27패 71.3% KDA 4.9라는 많은 판수에도 불구하고 70% 가 넘는 고승률과 높은 KDA를 보유하고 있으며, 아직 까지도 회자되는 명장면을 만들지는 못했지만 2015년, 2016년 SKT가 쌓아 올린 수많은 커리어를 견인하는 데에 가장 많은 기여를 한 챔피언이다."
80,"정석적이고 단단하게 자신이 해야 될 역할을 수행해 냈으며, 알 리스타로 날카로운 박치기 (W)- 분쇄 (Q) 콤 보 각을 기가 막히게 캐치해 페 이 커- 뱅의 한 타 캐리의 판을 깔아 주는 역할을 잘 수행했다."
81,또 한 잔 나도 22전 20승 2패 76.2% KDA 8.8이라는 엄청난 기록을 보유하고 있다.
82,우승 기록 리그 오브 레 전드 2015 SBENU LoL Champions Korea Spring 우승 2015 SBENU LoL Champions Korea Summer 우승 2016 꼬깔 콘 LoL Champions Korea Spring 우승 KT Arrows→SK telecom T1 →ROX Tigers 리그 오브 레 전드 2015 월드 챔피언십 우승리그 오브 레 전드 2016 월드 챔피언십 우승 Samsung Galaxy White→SK telecom T1 →Samsung GalaxyIEM Season Ⅹ - World Championship 우승 Team SoloMid→SK telecom T1 →Flash Wolves2016 Mid-Season Invitational 우승 2017 Mid-Season Invitational 우승 Edward Gaming→SK telecom T1 →Royal Never Give Up2017 LoL Champions Korea Spring 우승 ROX Tigers→SK telecom T1 →Longzhu GamingRCK Season1 우승 신한 금융투자 RCK Season2 우승대회 출범 →Team Demacia→ 미 정 준우승 기록 리그 오브 레 전드 이 엠텍 NLB Spring 2013 준우승 CJ 엔 투스 →NaJin White Shield→LG-IMSKT LTE-A LoL 마스터 즈 2014 준우승 Xenics United[17] →SK telecom T1→ 폐지 [18 ]2015 Mid-Season Invitational 준우승 Oh My God[19] →SK telecom T1 →Counter Logic Gaming2017 리프트 라이벌 즈 준우승 2018 리프트 라이벌 즈 준우승대회 출범 →LCK [20] [21] →LPL [22 ]2017 LoL Champions Korea Summer 준우승 kt Rolster→SK telecom T1 →Afreeca Freecs 리그 오브 레 전드 2017 월드 챔피언십 준우승 Samsung Galaxy→SK telecom T1 →Fnatic2019 Turkey Champions League Winter 준우승 2019 Turkey Champions League Summer 준우승 Royal Bandits→SuperMassive eSports→ İstanbul Wildcats 수상 기록 리그 오브 레 전드 2015 대한민국 e- 스포츠 대상 서포터 부문 최우수 선수상 2016 대한민국 e- 스포츠 대상 서포터 부문 최우수 선수상이 정현 (SK telecom T1 K)→ 이 재완 (SK telecom T1)→ 폐지 2017 Mid-Season Invitational 결승 MVP 이상혁 (SK telecom T1)→ 이 재완 (SK telecom T1)→ 지 안 즈 하오 (Royal Never Give Up) 컨디션 헛개수 NLB Winter 2012-2013 3위 OLYMPUS Champions Winter 2012-2013 12 강 OLYMPUS Champions Spring 2013 8 강이 엠텍 NLB Spring 2013 준우승 HOT6 Champions Summer 2013 8 강 ZOTAC NLB Winter 2013-2014 12 강 PANDORA TV Champions Winter 2013-2014 16 강 HOT6 Champions Spring 2014 16 강 빅 파일 NLB Spring 2014 8 강 SKT LTE-A LoL 마스터 즈 2014 준우승 HOT6 Champions Summer 2014 4위 2015 SBENU LoL Champions Korea Spring 우승 2015 Mid-Season Invitational 준우승 2015 SBENU LoL Champions Korea Summer 우승 리그 오브 레 전드 2015 월드 챔피언십 우승 2015 LoL KeSPA Cup 4 강 2015 e- 스포츠 대상 리그 오브 레 전드 서포터 부문 인기상 IEM Season Ⅹ - World Championship 우승 2016 꼬깔 콘 LoL Champions Korea Spring 우승 2016 Mid-Season Invitational 우승 2016 코카- 콜라 제로 LoL Champions Korea Summer 3위 리그 오브 레 전드 2016 월드 챔피언십 우승 2016 LoL KeSPA Cup 4 강 2016 e- 스포츠 대상 리그 오브 레 전드 서포터 부문 인기상 2017 LoL Champions Korea Spring 우승 2017 Mid-Season Invitational 우승 2017 Mid-Season Invitational 결승 MVP 수상 2017 리프트 라이벌 즈 준우승 2017 LoL Champions Korea Summer 준우승리그 오브 레 전드 2017 월드 챔피언십 준우승 2017 LoL KeSPA Cup 4 강 2018 LoL Champions Korea Spring 4위 2018 리프트 라이벌 즈 준우승 2018 LoL Champions Korea Summer 7위 2019 Turkey Champions League Winter 준우승 2019 Turkey Champions League Summer 준우승 RCK Season1 우승 신한 금융투자 RCK Season2 우승 통산 전적: 579전 375승 204패 승률 64.8% KDA 4.3 (2019.11 .04)   자 세한 내용은 이 재완/ 선수 경력 문서를 의 번째 문단을의 부분을 참고하십시오.
83,"나 진 시절, 팀원들과 롤 챔스 예상을 하면서 같은 팀이었던 훈을 제외한 ahq Korea 팀원들을 개인적으로 싫어한다고 밝혔다."
84,"#SKT에 처음 들어갔을 당시에는 김정 균 코치한테 늘 못하는 걸로 혼났었는데, 이후에 울 프가 잘 해지자 김정 균 코치는 나머지 선수들한테 울 프가 제대로 된 반면 교사라고 칭찬해 줬다고"
85,한다.2014
86,롤 마스터 즈 결승전에서 이관 형 선수와 머리 염색 내기를 했었는데 내기에서 졌다.
87,이후 이관 형 선수가 고른 머리 염색 컬러는 다름 아닌 새빨간 색. 여담으로 필 근이를 닮았다.
88,둘 다 뚱뚱 한 체형에 얼굴이 둥글둥글 하고 살집이 얼굴에 몰린 데다
89,둘 다 안경까지 써서 더더욱 그렇게 보인다.2015
90,"년 서 머 시즌, 개인 방송 중에 본인이 MVP를 받는다면 살을 빼겠다는 흠 좀 무한 공약을 내걸었다."
91,"그리고 2 라운드에서 당당히 MVP를, 특히 vs 진 에어 전에서는 단독 인터뷰(!!! )까지 진행했다."
92,"인터뷰에서 아침에는 아이스크림이나 탄산음료를 섭취하지만, 오후 4시 이후에는 잘 먹지 않는다고"
93,밝혔다.
94,"덕분에 함께 야식 트리오였던, 벵기와 톰이 듀오가 돼 버렸고 그나마 톰도 위기감을 느껴서 고민 중이라고. 그리고 T1 유 튜브 채널을 통해 공개된 영상에서는 김정 균 코치가 "" 무슨 야식 삼형제냐,"
95,"개 노 답 삼형 제지 ""라고 말했다."
96,"자기보다 잘하는 서포터는 다 형, 못하는 서포터들은 다 동생이라는 기묘한 법칙을 주장한다."
97,그런 데 SKT가 세계 최강 팀이 되어 버림으로써 지금은 형이 없다고 한다.
98,"[35] 이걸 이용해서 2016 꼬챔스 결승 오프닝 영상에서, 락스 타이 거즈 고릴라에게 "" 내 친구 범 현아, 결승 재미있게 해보자"", "" 범 현이 형이었는데, 지금은 범 현이 까지 내려왔다"" 고 우스갯소리를 날림으로써 예능 감을 보여주었다."
99,"16분부터. 하지만, CLG의 서포터 아프로 무는 워낙 자기가 배울 점이 많아서 명예 형으로 남기고 싶다고."
100,"2016 MSI에서 북미 서포터들의 영향을 많이 받았는지, 이때부터 소라 카와 나미 등을 플레이하기 시작했다."
101,그리고 1년 후 아프로 무는 서서히 맛이 가고 있고 고릴라는 2017 서 머 결승에서 뱅울프를 압살하고 우승했다.2015
102,년부터 올스타 전 투표 방식이 팀당 2 명의 선수까지로 한정되면서 영혼의 듀오인 뱅과 함께 올스타 전의 인연이 전혀 없다.
103,"2015년에 그나마 벵기는 해외 투표는 밀려도 한국 투표에서는 1위를 차지했지만 [36] 뱅은 한국에서 3위, 울프는 4위를 기록했고 중국 투표에서는 14명 중 7위를 기록하는 다소 아쉬운 투표 수를 얻기도 했다."
104,이는 2016년에도 이어져 오작교 듀오인 프레이와 매 라에게 2년 연속으로 올스타 자리를 내줬다.2015
105,년 롤 드컵 우승 후 켠 김에 왕까지에 다른 팀원들과 출연해서 예능 감을 뽐내며 많은 어록을 남겼다.
106,왜 왔냐
107,는 질문에 좀 쉬면서 게임하고 싶다고
108,"했는데 허 준 이 "" 아니 게임은 평소에 매일 같이 하잖아?"
109,"""라고 반문하니 "" 아 그냥 롤은 재미가 없어요"
110,"""라고 대답해 좌중을 뒤집어 지게 하기도 하고, 한참 자고 온 허 준 이 너네"
111,"아직도 안 끝났냐고 물어보니 ""14 시간 정도 더 주무시고 오셔야 될 것 같은데요."
112,"""라고 한다 든지, 또 팀원들이 그날 게임인 마리오 카트에서 순위가 떨어지자 코치 말투를 흉내 내며 "" 넌 베인 이야! 굴러! 너으는~ 이즈 리얼이야!"
113,"니가 곧 이즈고 이즈가 곧 너야! 쏴 쏴!"" 라며 버프(? )를 걸어 줬다."
114,"그 후로도 16, 17년에도 출연하더니 18년 계약 해지 후에도 이적 전날 고인 슬 팀과 같이 촬영하면서 혼자만 4년 연속 출연을 달성했다.SKT"
115,의 입담과 예능담당. 뛰어난 말하는 센스를 가지고 있어서 온 게임 넷 프로그램에 게스트로 자주 초대되기도 한다.
116,실제로 프로 게이 머 생활을 때려치우고 해 설가로 전향을 해보는 것에 대해 생각해 본 적도 있다고.
117,심지어 경기 후 승자 인터뷰엔 해설자들이 팀 윈의 인터뷰 답변들을 평가해 달라고 물어볼 정도. 2016년 들어서 뱅이 홀쭉 해진 반면 울프는 더욱 커졌다.
118,손톱이 매우 매우 길다.
119,작정하고 손톱을 기르는 여성들보다 긴 편이다.
120,한국에서든 외국에서든 울프의 손톱을 보면 다 기겁할 정도. 가끔 씩 정리하지만 기본적으로는 기르고 다닌다.
121,기르는 이유가 본인 만의 징크스가 있어서 그렇다는 이야기도 있었으나 개인방송에서 본인이 부정했다.
122,단순히 키보드 칠 때 손이 아파서 그런 것 뿐이라고 .2016 년 다른 팀원들은 전부 MVP를 받았지만 혼자 받지 못했었다.
123,롤 드컵 결승 4일 전 갈비찜 덮밥 노래 가사를 틀린 것 때문에 팀원들 로부터 집단 린치(? )를 당했다.
124,"# 우승 후 아프리카에서 팀원들과 방송을 했는데, 자신은 이번 시즌 우승 스킨을 나미로 선택했고, 귀환 모션을 상당히 충격적으로 했다는 팀원들의 이야기가 있다."
125,본인 왈 귀환 모션을 촬영하던 라 이엇 회사 관계자가 영어로 욕이 나올 정도였다니
126,"얼마나 충격적인지는 가늠이 안 가는데... 과연 어떻게 나올지 지켜보도록 하자. 일단 걸 그룹 댄스는 안했는데, 누워서 포즈가 상당히 요염했다."
127,켠 김에 왕까지 미리 보기 편에서 잠시 나온 말로는 뱅과 함께 건물주라고 한다.
128,당시 대화가 화기애애하게 진행되기는 했지만 딱히 드립 친 것 같지는 않다.
129,켠 왕 비하인드에서 밝히기로는 누나가 둘 있다고
130,한다.
131,개인방송에서 자신이 오 덕 임을 밝혔다... 도쿄 구울하고 아노 하나를 좋아한다고... 덕분에 커뮤니티 등지에서 울 모노라는 별명을 얻었다.
132,트위치에서 심심하면 하나자와 카나의 연애 서 큘 레이션 라이브 영상을 틀어 놓고 추임새까지 넣어 가며 따라 부른다.
133,# 사진을 찍을 때나 포즈를 취할 때 가장 많이 쓰는 손모양은 ILY sign으로 I LOVE YOU 라는 뜻이다.
134,그리고 이 손모양은 훗날 에 포트가 따라하게 된다.LCK
135,시즌 중에 전대 미 문의 사태로 경기 중단을 요청한 적이 있다.
136,의자가 그대로 주저 앉아 버려서 황급히 ppp를 요청했던 것. 이 와중에 친절한 OGN 스태프는 중단 이유를 Chair issue 라며 친절하게 영어로 설명했고 서양권 팬들에게 빅 웃음을 선사했다.2017
137,롤 챔스 서 머 종료 이후 구구단과 SKT T1 이 함께 한 미아방지 캠 패인 LOL 러 와의 비하인드를 밝혔다.
138,자기가 부천역 타 꼬야 끼 맛있다고
139,백날 떠들어도 멤버들이 안 믿었는데 같은 부천 피플인 하나가 맞장구쳐 줘서 믿게 됐다고.
140,이외에도 개인방송이나 사석에서 부천 홍보를 자주 하는 듯 하다 .2018 년 새해를 맞아 방송으로 번 돈을 결식 아동을 위해 기부하겠다고
141,밝혔다.
142,원래 지역 [37 ]에 기부를 하려고 했으나 어디에 쓰일지 몰라서 초록 우산을 통해 기부하게 됐다.2018
143,년 서 머 시즌부터 다이어트를 하고 있다.
144,"120kg 대의 고도 비만에서 8 월말에는 100kg까지 감량하는데 성공했는데, 본인의 목표는 80kg 대에 진입하는 것. 그리고 11월 8일 개인방송에서 89kg 을 달성하였다고"
145,밝혔다!
146,자신의 최고 몸무게에서 무려 41kg 을 뺐다고
147,한다.
148,본인은 이대로 더 빼면 윤 균 상이 된다고 하는데 아직도 갈 길이 멀다... 하지만 최근 사진을 보면 요요 현상이 오고 있는 것으로 보인다.
149,결국 최근 몸무게를 보면 알겠지만 완전히 돌아왔다.
150,개인방송에서 SKT 시절 전설적인 EDG 와의 한 타 역전 경기 썰을 풀었다.
151,내용은 오프 더 레코드에서 항상 상혁이만 주목받고 SKT 시절 오더는 본인이 가장 많이 한다고 주장을 하였다.
152,"그리고 배준 식의 이 클립을 본 반응은 미 X 놈이라고 하였으며, 막말에 거짓말을 하고 다닌다고 극 딜을 박았다.MSI를"
153,우승한 서 폿 중에서 유일하게 한국인이다.
154,"자신의 팀이 MSI를 2 해 연속으로 우승하는 동안 탑, 정글은 주전이 바뀌었고 미드와 원 딜은 EDG에서 폰과 데프트도 우승을 차지했기에 묘하게 의미가 값지다."
155,"은퇴 이후, 자신은 본격적으로 개인 방송을 시작할 계획을 세웠고, 이를 친분이 있던"
156,"T1 직원들에게 말했는데, T1 직원들은 울프가 아무래도 건강 문제로 은퇴했다 보니 어느 정도 휴식기가 필요하고 바로 개인 방송을 시작하지 않을 것이라 예상해서 별도의 계약을 제시하지 않았다고"
157,한다.
158,"또 한 SKT T1에서 T1으로 리브 랜딩이 진행 중이라 프런트도 업무가 많아 울 프를 미처 챙기지 못했고, 울프는 T1 이 아무런 연락도 없어서 샌 드박스에서 연락이 오자 계약을 체결했다."
159,"후에 샌 드박스와 계약을 체결한 뒤, T1 프런트와 만난 자리에서 서로의 사정을 알게 되었고, 샌 드박스 측에서도 이에 대해 이해해 줘서 상호 합의 하에 계약을 조기 종료하고 T1으로 합류하게 되었다.2020"
160,년 7월 25일 방송 도중 T1/ 한화 전 이후 6년 전 책 내용을 말하다 4000만원을 모으고 대출을 땡겨 건물주가 되는 거 자체는 쉽다는 말을 하다 6년 전 책 내용이라는 걸 늦게 밝혀 채팅 창에 ? 로 도배되기도 했다.
161,나서 스무 새가 되고 있다.
162,"탑 나 서 스 전용 계정을 파서 하위 티어에서 맹활약하며 시청자들에게 항상 추천하고 있으며, 나아가서 대회에서 자주 나오는 탑 챔프인 케 넨, 제 이스 등의 카운터로 쓰일 수 있다며 프로 팀에도 약을 팔고 있다고"
163,한다.
164,"LCK 중계 때도 탑 후 픽 때마다 "" 이거 나 서 스 한번 가나요?"
165,""" 하다가 결국 다른 챔프가 나와서 아쉬워하는 반응을 보이는 것이 2020 서 머 울 프 방송의 패턴이다."
166,이런 약 팔 이에 대한 반응으로 T1 경기 마다
167,에 포트는 픽 이전에 나서 스를 띄워 두는 서비스를 보여주고 있다.
168,소 울 사이버 대학교 3 학기 영상에서 본인의 나무 위 키 문서를 굉장히 자주 본다고 밝혔다.
