,sentences
17,"영어 미션할 때는 "" 몰라요 ""라고 대답한다 [100] 최근 들어서는 아예 종류 불문 ~~ 는? 형식의 질문에 무조건 컴 마왕이라고 대답해 컴 마왕이 정체불명의 만능 상점이 되어가고 있다(...) [101] 대표 니 이이 이 이임!! 모니터는 탑 싱크: 발바닥은 하얀색: 발바닥이 하 얘! 시우 없땁: 군림 보가 같이 배 틀 그라운드를 플레이하는 ' 시우' 라는 군 림보 방송 회장님( 시장님) 이 유독 보급 저격 소총인 AWM만 먹으면 곧바로 죽거나, 애초에 보급을 아무리 까도 AWM을 먹어 보지 못하는 등 유독 악연이 깊어서 탄생한 별명. 반면에 군림 보는 보급만 열었다 하면 AWM이 나와 시우 없땁 드립에 더욱 박차를 가했다."
18,AWM을 먹었을 때 시우님을 놀리는 영상도 있다.
19,보고 있어요!!
20,( 영상 링크 6분 40초) 아~ 하이: 군림 보가 고액 도네를 받을 때마다 내뱉는 특징적인 감탄사. 좀 더 구체적으로 표현하면 ' 아➡ 하~ 이↗~ 우리 OOO 님 O 만원 후원 진짜 감사합니다
21,고~ 맙습 니다' 가 된다.
22,진심으로 고마워하는 게 드러나는 특유의 이 재미있는 리액션에 재미를 느껴 더욱 많이 도네를 하게 되는 군 청자들도 속속 등장했다.
23,아 유 레 디? 앙~: 소음기를 부착한 m24 [102 ]를 얻었을 때 나오는 드립. 군림 보는 소음기 파츠를 부착한 m24 의 철커덕 하는 발사음을 게임 내 최고의 소리라고 이야기 할 정도로 좋아한다.
24,"게임 중 m24를 얻으면 일부러 소음기를 찾으러 다닐 정도. 소음기 +m24를 완성한 후 ' 아 유 레 뒤~? '를 외쳐 주고, 허공에 한번 총질을 한 후, ' 앙~~' 을 외쳐 주면 완성. 이때 채팅 창도 역시 ' 앙~~~ '으로 도배된다."
25,바로 이렇게 (...) 이 ' 앙~~' 소리를 편집을 해서 도네를 하는 금 손 꿀꿀 단 [103] 이 있다.
26,영상 7분 부근 BTS: 비만 트위치 스트리머의 줄임말. [104] 군림 보는 이 발언이 나왔을 때 매우 기겁했다.
27,"누구 죽일 일 있어..? [105] 그래서 시청자들은 약간 순화시켜서 PIG Twich Streamer, PTS로 부르기도 한다."
28,발바닥이 하 얘~: 이스트 리머가 유행시킨 말로 군 림보님 평소에 자주 씻냐
29,"는 시청자의 질문에 "" 평소에도 너~ 무 안 씻습니다."
30,"발바닥이 하 얘~ 때가 껴서"" 라고 말해서 생기게 되었다."
31,그래서 군림보의 발은 하얀 게 정설이 되어 버렸다.
32,"[106] 이스트 리머가 12월 방문 때 빨게라고 해서 불 족발 혹은 색이 다양하다 해서 이젠 신호등 이라고.. 근데 어째 하얘만 쓴다 컴컴 모 탑: 컴퓨터는 컴 마왕, 모니터는 탑 싱크. 탑싱크나 컴 마왕이라는 단어만 들어도 군 림보를 연상시킬 정도로 강하게 자리잡은 유행어! 군림 모: 탈모 드립에서 시작된 드립. 그 판을 잘 못했거나 죠랄 사 할 때 군림 모라고 불린다."
33,림 모 돌아왔구나
34,군 림보 발바닥 색은?: 하얀색. 이유는 때가 껴서. 환상의 나라: Among Us에서 벤트 쇼를 하거나 벤트를 탈 때 많이 말한다.
35,군림보의 유 튜브 영상 편집자에 대해 서술한다.
36,"미봉님( 미봉_ [107], Mively[108]) 채팅 방 매니저 이기도 하며, 술을 매우 잘 마시는 듯 한다."
37,유 튜브 영상에 나올 때마다 술을 좀 마셨는지 취한 상태이다.
38,예쁘다고
39,한다.
40,( 유 튜브가 아니더라도 채팅이나 도네를 보면 항상 술에 취해 있다고)
41,경희대학교 출신이라고 한다.
42,https: //youtu .be /ImlTMAoc8ME 미봉님이 경희대 출신이라는 것을 듣고 매우 놀랐다고
43,한다.
44,애청자들이 지어 준 별명으론 ( 취 봉. 만취 봉. 마블 리 가 있다.)
45,영상 링크 7분 30초부터 달롱 비님 (dalongbb [109]) 군림보의 유 튜브 썸 네 일 편집자이다.
46,학교는 홍 대( 조치원 캠퍼스 )라고 .https: //youtu .be /ImlTMAoc8ME 아프리카 시절부터 함께 한 편집자인 듯하다.
47,[110] 도일 님 주로 썸 네 일을 담당한다.
48,다른 편집자에 비해서 언급이 많지 않다.
49,2020년 6 월경 방송에서 언급하기를 개인사로 일을 그만두었다고
50,한다.
51,불화 같은 문제는 아니라 여전히 급할 때 한번씩 연락하기도 한다고. 군림보 편집자를 들이기 전에 편집을 스스로 했기 때문에 얼마나 힘들지 안다고 한다.
52,편집하기 전 자잘한 업무를 담당. 관계도 영상 참고 https: //youtu .be /D-kuO -OkD4w 여담으로 하루에도 3~4 개씩 영상이 올라와 편집 자를 자택에 감금하여 노예로 부린다는 의혹을 받은 적이 있다. )
53,"유 툽 댓 글에는 "" 편집자님 감금당하고 계시다면 다음 영상에 당근을 넣어 주세요"" 라며 놀고 있다."
54,"이에 군림 보는 "" 자기 먹을 밥도 부족하다 ""며 반박했다."
55,[111] 양도 양인 만큼 편집자들이 굉장히 힘들다고
56,생각하는 사람이 많다 하지만 의외로 컷 편집이 대부분이며 그 외 다른 편집이 따로 없다.
57,가끔 올라오는 풀 편집 영상은 달롱 비 쪽의 퀄리티가 상당하다 주로 컷 편집은 * 미봉님이 하는 듯하고 긴급일 때만 서로 돌아가며 풀 편집과 컷 편집을 하는 편. 미봉의 풀 편집 영상도 최근 들어 퀄리티가 괜찮아 졌다.
58,하지만 초반의 오버 워치 편집 영상과 초반의 영상 편집방식은 상당히 댓 글로 비판을 받았다.
59,편집자 두 명의 월급은 개인 당 200 초 중 후반으로 추정된다 썸 네 일 제작자의 월급은 언급되거나 밝혀진 바 없다.
60,"고생한 편집자들에게 6월 보너스를 준다며 "" 저는 말로하지 않습니다"
61,입 금으로 보여 드리겠습니다
62,""" 라는 등의 발언을 하였다."
63,썸 네 일 제작자는 도일이라고 한다 딱히 방송에 언급되지 않아 밝혀진 바 없지만 가장 초창기 2017년 1월부터 함께 한 멤버로 밝혀졌다.
64,"달롱 비는 아프리카 시절 중반에, 미봉은 아프리카 후반에 합류함. 썸 네 일 제작자는 오버 워치 시절 각종 썸 네 일 등으로 칭찬과 비난을 동시에 받았다."
65,군림보 유 튜브의 썸 네 일 자체가 굉장히 퀼리티가 있고 유 튜브 게임계의 썸 네 일을 어느 정도 바꾼 것은 틀림 없다.
66,썸 네 일 제작자에 대해서 언급되거나 밝혀진 건 없지만 유 튜브 댓 글 중 현직 디자이너도 썸 네 일 제작자의 방대한 작업량과 퀄리티에 감탄했다.
67,"그러나 썸 네 일의 거창한 내용과는 달리 영상의 내용이 썸 네 일에 비해 많이 부풀려 졌고, 따로 자막이 들어가지 않은 컷 편집 영상이 대부분이어서 오버 워치 갤러리( 옵갤) 에서는 No.1 올라 운 더 군림보 라는 등의 비 꼬는 글이 올라오기도 했다."
68,하지만 군림 보가 밝힌 영상에서는 썸 네 일의 내용은 모두 자신이 직접 내용을 써서 일을 넘겨주는 형식이라고 본인이 영상에서 밝혔다.
69,"초반엔 썸 네 일 제작자의 언급과 영상 내에서도 ' 사랑한다' 는 등, 자주 언급이 되었지만 편집자들이 합류한 뒤 부터는 그에 대한 언급이 크게 없는 편이다."
70,미봉과 ( 듀오) 달롱 비와의 삼 쿼드 영상을 올린 적이 있다.
71,영상에 선 도일이 아픈 관계로 같이 스쿼드를 하지 못한다고 밝혔다.
72,가끔 썸 네 일에 이질감이 들 때는 대부분 편집자들이 하이라이트나 긴급 썸 네 일을 만든 것이다.
73,굉장히 비슷하게 따라 하기는 했으나 크게 확대해 보면 어느 정도 사소한 차이가 있다.
74,가끔가다 긴급 영상이 나왔을 때 도일이 자러 갔을 때 달롱 비가 썸 네 일을 제작한다.
75,군림 보가 회사에서 일하던 시절 ' 가끔 보너스를 주는 날이 있었으면 좋겠는데' 라고 생각했었다고
76,한다.
77,그래서 편집자들에게 3개월마다 보너스를 준다.
78,"그래서 3, 6, 9, 12월 말이 되면 편집자들이 고분고분 해진다."
79,가장 보너스를 많이 받아 갔을 때는 무려 월급의 2 배(! )를 받아 갔다고
80,한다.
81,"[112] 지스타에서 편집자 미봉, 달롱 비를 만나서 있었던 일들을 유 튜브 영상으로 올렸다."
82,영상 이날 12시간 가량 회식을 진행해 만취한 미봉이 군림보에게 주먹밥을 던졌다.
83,그리고 달롱 비는 그날 몸이 아파서 술을 안 마신다고 했으나... 매우 잘 먹었다고
84,한다.
85,군 피 셜로는 달롱 비는 술을 물처럼 마신다고.. 또한 만났을 때 편집자 분들이 선물 줘서 생방송에서 깠는데 가 나왔다.
86,진짜로 아이 깨끗해만 나왔다.
87,감동적인 편지 그런 거 일체 하나도 없이 아이 깨끗해 하나만 나왔다.
88,+ 요즘 썸 네 일 편집 자인 도일이 잘 보이지 않는다.
89,개인적인 사정이 있어서 그렇다고
90,한다.
91,그래서 이번 지스타 때 군 림보와 만나지 못했는데 이에 군림 보는 아쉬움을 표했다.
92,여자친구 : 2018.08.07 아침 경 이사한 후에 컴퓨터 셋 팅 및 방송 테스트 중 미처 종료하지 못한 PC 카카오 톡 에서 '♥ 유 일한 사람♥ '으로부터 카카오 톡이 왔다.
93,군림보는 이를 여자친구의 존재를 인정했지만 아직 그렇게 밝힐 단계는 아니라고 해명했다.
94,그 후 ' 난 혼자 알아서 잘한다고 했잖아~
95,' 했지만 군청자에게 충격을 안겨 주며 군 청자는 우리를 배신했다며 공격을 해 댔다.
96,하지만 군림보 트위치 여기서 ! 여자친구라고 치면 언행 불일치...... 닉네임은 ' 군림보' 이지만 대부분 사람들에게 마치 세 글자 이름처럼 ' 군' 자를 떼고 ' 림보님' 이라고 불린다.
97,일부 시청자들에게는 ' 림보 형 '으로 불리기도 한다.
98,"요즘엔 아저씨라고 도 함 웬만하면 돼 장이라고 부른다 가끔 살을 빼면 자신을 돼 장 대신 뭐라고 부를지 꿀꿀 단에게 묻기도 하는데, 꿀꿀 단의 반응은 일단 살이나 빼고 말하라는 게 대다수. 뺀 림보 캠으로 보기에는 그렇게 뚱뚱 해 보이지 않는 체형인데도 불구하고 뱃살이 굉장히 풍만한 편인데, 이 때문에 군림보 시청자들 사이에서 군림보의 뱃살은 하나의 유머 코드로 정착해 있다."
99,아이온 방송 시절 찍었던
100,뱃살 댄스 영상이 클립화 되어 나도는가
101,"하면, 마찬가지로 거대한 뱃살의 소유자인 오버 워치 캐릭터 로드 호 그에 빗 대어 군림보에게 ' 로드 호그' 라는 별명이 붙었을 정도. 군림 보가 로드 호 그를 플레이할 때면 어김없이 ' 로드 호그 님 군 림보 잘하시네요"
102,"', ' 요즘 캠 방송 많이 하시네요"
103,' 와 같은 드립이 난무한다.
104,방송장소가 본인의 집안에 있는 방음 부스였다.
105,방음 부스 안에서 방송을 하는데 이게 열기 때문에 내부 온도가 높은 편. 가끔 손 캠을 켰을 때 대부분 반팔을 입고 있는 것도 방음 부스의 내부 온도 때문. 그리고 밑에는 검은색 팬티를 입고 있다고
106,한다.
107,"때문에 에어컨을 상시 가동한다고 하며, 방음 부스 자체도 사이즈가 1평이 될까말까 할 정도로 좁아서 의자를 뒤로 젖히기조차 힘든 공간이다."
108,2018년 9월 이후 이 얘기는 역사 속으로 들어감. 또 한 2020년 6 월경 새 집으로 이사를 가면서 방송 스튜디오에 공사를 통한 방음처리를 했다고
109,한다.
110,무려 1000만원을 들였다고..2014
111,년 쯤 아이온 방송을 잠시 접었던 적이 있다.2015
112,년 7월 눈을 크게 다쳐 휴방을 했던 적이 있다.
113,관련내용 사실상 얼굴 공개 다' 인 사도 안받아 준다' 는 이런 말을 상당히 듣기 거슬려 한다.
114,인사를 못 봤다는 것에 대해서 본인이 무안함을 많이 느끼는 편이다.
115,매니저들 중 의리파가 좀 있는 편이다.
116,"아이온 방송 때부터 줄곧 시청하던 매니저가 다른 게임으로 전향하고 나서도 꾸준히 찾아오기도 하며, 아이온을 같이 접고 오버워치로 같이 전향한 매니저도 있다.2017"
117,년 3월에 오직 오버 워치 방송을 통해서 만 새로 유입된 최초의 열혈 팬이 생겼다.
118,군림 보는 방송할 때의 부산 사투리 억양을 그렇게 심한 편은 아닌데 가끔가다 부산 사투리 억양이 심하게 튀어나올 때가 있다.
119,[119] [120]. 방송에 예전 지인들이 방송에 찾아오면 부산 사투리를 쓴다 묻지 마 강 퇴 대상이 있었다.
120,"아이온 방송 BJ 중에서 핫 전 드라는 BJ가 있는데, 그 BJ의 팬 닉네임을 달고 오는 시청자는 칼 강 퇴되었다."
121,다만 아이온 방송 당시에 한정되는 이야기이다.
122,"게임 내에서 바로 차단하는 대상은 심한 정치질, 징 무 새 [121], 저격 발언 등을 일삼는 사람들 가끔 시청자들이 미션을 주기도 하는데 ' 무슨 맵에서 몇 킬 하기' ' 무슨 영웅으로 팟 지 먹기' 등등. 그런데 그 미션에 별 풍선이 걸리면 일명 자 낳괴( 돼) 모드가 발동되면서 갑자기 의욕적으로 변한다."
123,보통 즐겜을 지향하는 군 림보의 빡겜 실력을 볼 수 있는 기회다.
124,[122 ]2014 년 성 대결 절에 걸린 적이 있다고
125,한다.
126,그래서 물을 자주 마시고 화장실을 자주 드나든다.
127,손은 안 씻는 모양이다.
128,대신 돼 톨을 애용한다.
129,오버 워치 내에서의 친 추는 군림 보가 본캐로 접속했을 때 경쟁 전을 같이 플레이했던 유저에 대해서 만 친 추를 허용해 준다.
130,그 외의 친 추 요청은 정중히 거절한다.
131,"그러나 친 추 받았는데 그 유저가 과도한 귓속말이나 욕설, 비방 등으로 인해 방송 진행을 방해한다고 본인이 판단하면 과감히 친 삭 하고 차단해 버린다."
132,[123] 본인은 자신이 먹는 음식의 양이 적은 편이라고 한다.
133,이게 아주 틀린 말은 아니 긴 하다. 하지만 방송을 보면 방송 내내 조금씩 자주 먹는다.
134,[124] 이 항목을 본인이 직접 본 적이 있다.
135,그것도 방송에서! 해 당 영상은 유 튜브에도 올라와 있다.
136,내용에 상당히 공감하면서 신기해하는 반응을 보였다.
137,관련내용 나이가 밝혀질까 걱정하기도 했다 오버 워치 갤러리에서는 그의 자극적인 썸 네 일을 보면서 모든 영웅을 마스터 한 국가 대표로 어울리는 올라 운 더라는 기믹이 붙었다.
138,카운터 스트라이크 게 헤나 ram으로 활동했었다.
139,카스 출신 유저 아니 랄 까 봐 오버 워 치를 플레이할 때도 매우 저감도로 플레이한다.
140,"마우스 DPI 1200, 인 게임 감도 1.9[125], EDPI 2280을 사용하며 팔목을 사용하지 않고 팔 전체를 사용해서 에이밍을 한다."
141,소수만 아는 유 튜브에 업 로드되었던 동영상 중에 루시 우 플레이 영상이 있다.
142,군림 보가 딜러를 뺏겨서 반 강제로 루시 우를 하게 되었는데 왜 자신에게 루시 우를 시키냐
143,는 둥 계속해서 불만을 토로 하자 팀원이 마지 못해 딜러를 양보해 주어 이기게 된 영상이었다.
144,이후 군림보도 본인의 이미지가 실추될 것을 우려했는지 영상을 삭제했다.
145,최근 해당 항목을 보며 시청자와 함께 누가 글을 편집하는지 [126] 궁금해 한다.
146,"헤헤 아직 유투브에 올라오지 않은 영상 내용까지 알고 있는 것을 보아 새벽 방송 종료까지 함께 하는 애청자로 추정. 오버 워치 경쟁 전에서 우리 팀이나 상대 팀에 bj( 스트 리머), 프로 선수가 있어도 언급 금지였는데 2017년 9월 초부터 언급을 허용했다."
147,"( 단, 비교 발언은 안 됨) 오버 워치 APEX 중계 방 채팅 창의 분탕 러들에 의해서 일 베를 한다는 낭설이 퍼진 적이 있었는데, 본인이 직접 유 튜브에 진지한 어조의 해명 영상을 올려 자신은 일 베를 하지 않는다고"
148,해명하였다.
149,' 서 열 정리' 라는 말을 싫어한다.
150,그래서 ' 서 열 정리' 라는 말이 채팅 창에 뜨면 팬이나 구독자들이 ' 서 열 정리' 라는 말 쓰지 말라고
151,한다 그 대신에 ' 미러 전' 또는 ' 미러 전 승리' 또는 ' 미러 전 패배' 라는 말을 쓰라 고 한다.
152,술을 잘 못 마신다고 한다.
153,"이사는 설이 지나고 집 보러 다닌다고 하셨는데 설이 지난 지금은 소식이 없다가, 이 후 6월 중으로 이사 갈 계획이라고 입장을 밝혔다( 이사 가면 장기 미션이 있다 고한다) .2018 년 4 월 오버 워치 응징의 날 이벤트방송을 통해 트위치 공식방송에 처음으로 진출했다."
154,"소니 쇼, 연두는 말 안 드뤄, 피 유와 같이 플레이했다."
155,도 네 리액션이 정형화 된 데 다가 감사 하다는 말을 많이 하는 경향이 있다.
156,뜬금 없이 계속 하기도 한다.
157,"예를 들어, "" 우리 XX 님 통 큰 후원 진짜 감사합니다"
158,고맙습니다
159,감사합니다~
160,( 조용히 있다가 5 초 후) 고맙습니다
161,진짜 감사 해요~ ( 조용히 있다가 10초 후) 정말 감사합니다
162,고맙습니다~
163,""" 하는 식. 많게는 고맙다 혹은 감사 하다는 인사가 10번까지 이어진다."
164,"팬티 브랜드는 코 데 즈 컴 바 인, 케빈 클라인 2개가 있다고"
165,말했다.FPS
166,"게임 외에 스타 크래프트, 리그 오브 레 전드 등의 게임도 한다."
167,스타 크래프트는 프로 급은 아니지만은 잘한다.
168,그러나 롤은 못 보여줄 정도라고 [127] 이사 이후로 새로 장만한 의자가 죽어나고 있다.
169,매일 방송 중엔 빠지지 않고 살려 달라고 소리치지만 돼 악한 군 림보는 더욱 혹독하게 대한다.
170,"저번엔 오늘따라 의자가 왜 이리 조용하냐고 묻는 시청자의 말을 듣고 의자를 고문했다... 의자 힘 내 ..2019 년 1월 6일 트위치 방제는 "" 하.. 생일 날 졸았다가 생일 지나고 일어 남.. ""으로, 전날 늦게 까지 방송했다가 정작 생일 당일에 방송을 켜기 전에 잠깐 자 두려 다가 그대로 날짜가 지나갔다고"
171,"한다(...). 방송 내내 시청자들이 "" 세계 최초 자느라 생일 보낸 스트 리머"" 로 기네스 등록 하라고 놀려 댔다."
172,방송 끝나기도 전에 작성됐다;; 트위치 스트 리머 월드컵에서 선호도 1위를 하였다.
173,2위가 이 분인 것을 감안하면... 3BR 을 이긴 3GShttps: //youtu .be /3JhiE7Npcdw 유 튜버 OTHANKQ의 호 날 두송에 댓 글을 달았다.
174,군대: 19살 군 필 여고 생이라고 위장하고 있지만 방송에서 06 군번 23 사단 59 연대 3 대대 라고 언급한 적이 있다.
175,https: //www .youtube .com /watch ?v =fVmjR9I _mA4 9:57 부분에 22 소초라는 것을 언급 한 걸로 보면 22 소초에서 복무 했던 것으로 보인다.
176,3 대 대의 22 소초는 9 중대가 맡고 있다.
177,"22 소초면 아마도 중포 반( 중대본부, 박격포 반) 이지 싶다."
178,06 군번에 군대를 늦게 갔다고
179,방송에서 언급 한 걸 토대로 나이를 유추 해보자면 군대는 만 28세까지 연기 가능 하니 30세에 입대 했다면 최대 43 세가 될 수도 있다.
180,(2019 년 기준) 적당히 늦게 갔다고
181,가정하면 30대 중 후반 임은은 확실하다.
182,"북국 뽕: 군림보의 뱃살로 국 뽕 비트를 추는 것. 8월 10일, 꿀꿀 단들의 열정의 운동 룰렛을 돌려서 750개의 운동을 하게 됐다."
183,이때 한 꿀꿀 단이 캠 키고 발 공개 500개 삭제 빵 or 캠 키고 북국 뽕 전체 삭제 중에 북국 뽕을 골랐다.
184,그 떄 편집자 미봉님이 흰색과 검은색은 있으니 다른 색으로 깔 맞춤 해 달라 해서 핑크색 옷이 있다고
185,했는데 핑크색 옷 입고 출 경우 후원을 더 한다 해서 자낳돼 결국 핑크 돼지가 탄생하였다.
186,https: //www .youtube .com /watch ?v =vyhODMIHoIo &t =566s 9:00 부분부터 우람한 뱃살이 나오기 시작한다.MBTI
187,: 2020년 6월 22일 이사 후 처음 진행한 생 방에서 요즘 인스타 그램에서 유명한 것 아니냐며 MBTI 검사를 했다.
188,결과는 ISFP-A. 결과를 읽어 보며 꽤 잘 맞는 것 같다고
189,하다가 맨 아래 ' 자기 중심적이고 속임수를 일삼으며 자기애에 사로잡혀 행동한다' 는 부분을 읽고 세게 때린다며 좋은 말만 있었으면 기분이 좋았을 것이라는 말을 하기도 했다.
190,이건 그냥 재미로 보는 게 맞는 것 같다고..
191,나무위 키의 MBTI가 ISFP 인 실존인물 항목에 자신을 넣어 달라고도 말했다.
192,"역대 [128] 최 저 몸무게는 50kg 대, 최고 몸무게는 90kg 이상이라고 한다."
193,풀 영상을 업 로드하는 채널이 있다.
194,"[129] 어 몽 어스 영상을 업 로드하기 시작한 이후로 트위치에서 스트리밍했던 영상의 풀 버전( 무 편집 본) 을 올려 달라는 요청이 꾸준히 있었는데, 그 때문에 만든 것으로 보인다."
195,[130 ]2020 년 김 블루의 생일 기념으로 100만원 후원을 한 적이 있다.
196,김 블루는 이 와중에도 수수료를 아까워했다.
197,운동을 안한다.
198,"살이 찐 이후로 꾸준히 운동을 하겠다는 말만 하고 있는데, '~~ 하고 나면 운동을 하겠다' 같은 발언을 자주 하면서 단 한 번도 지킨 적이 없다."
199,"2020년에는 6월에 이사를 가면 운동을 시작하겠다고,"
200,이 사갈 아파트의 헬스장 시설을 찬양하며 꿀꿀 단 귀에 피가 나도록 말해 놓고선 정작 이사 간 후로는 운동을 하지 않았다.
201,"코로나 때문에 공동시설 이용이 어려워 그렇다는 핑계를 대기는 하는데, 그는 방송에서 웨이트 트레이닝( 맨몸 운동) 을 좋아한다고 밝힌 적이 있다."
202,특별한 운동기구가 필요하지 않은 경우가 대부분인 웨이트 트레이닝 특성상 홈트로도 충분히 가능한 운동인데 안 하는 건 그저 귀찮을 뿐이라는 방증.. 군 청자들이 이사도 갔는데 왜 운동을 하지 않냐고 하자 아직 집들이를 하지 않았다며 집들이가 끝나면 정말로 운동을 시작하겠다고
203,했다.
204,놀랍게도 집들이를 한 이후에도 운동은 전혀 하지 않았다!
205,"2020년 말에는 방송에서 자신의 생활 리듬이 좋지 않은데, 이제 새 편집자 분도 합류하셨고 하니 다시 생활 리듬을 정상으로 돌리고 운동도 시작하겠다고"
206,했다.
207,그러나 그동안의 무수한 전적이 있기에 그의 운동 선언을 믿는 군 청자는 단 한 명도 없다.
208,운동하겠다는 말만 하면 채팅이 ' 제발' 로 도배될 정도 니 오죽 할까?
209,한번은 한 꿀꿀 단이 새해 다짐으로 운동을 적겠다고
210,하니 그런 거 적어 봤자
211,운동 안한다며 1월의 헬스장에 대해 한참을 이야기했다.
212,1월 초에 그 잠깐 운동할 생각도 없는 것으로 보아 운동 생각은 아예 접은 듯 하다. 최근 한 외국인 유 튜버 [131] [132] 가 채널에 와서 다른 댓 글을 ctrl c+v 하고 있다.
213,"욕을 많이 먹어도 계속 댓 글을 달아 욕을 더 막고 있을 때, 갑자기 돌연 복붙하는 행위를 중지하였다."
214,왜 인지는 의문이다.
215,"아프리카 TV에서 아이온 방송을 4년 간 한 BJ 여서 인지, 웬만한 어 그로에는 끄떡도 않는 편. [36] 시청자들도 대부분 클린한 편이다."
216,"[37] [38] 다만, 요즘 들어서 문제된 인 벤 의 대법관 질과 양학 러 논란에는 단호하게 대응했으며, "" 나는 본캐와 부캐 둘 다 그랜드 마스터에 있는 사람이며, 부부계 정은 레벨이 안돼서 경쟁 전조차 돌리지 못한다."
217,"""며, 부부캐를 그랜드 마스터에 올림으로써 양학 러가 아님을 밝혔다."
218,하지만 요즘 트위치 실시간 스트리밍 중 여 친이 있다는 발언엔 어 그로가 끌린다.
219,"원래 트위치 실시간 스트리밍 중 채팅을 치기 위해서는 팔로 우 후 한 시간을 기다려야 했는데, 어 그로가 너무 심한 탓에 팔로 우 후 한 달이 지나면 채팅을 칠 수 있도록 설정을 변경하였다."
220,"설정 변경 후 눈에 띄게 클린 해진 채팅 창에 군림 보는 굉장히 만족하는 듯."" 모두가 포기한 그 순간..."" - 대표적인 휴먼 림보 체 처음에는 오버 워치 갤러리, APEX 리그 방송의 어 그로들에 의해 만들어 진 말로 군림보의 유 튜브 썸 네 일을 까기 위해서 만들어 졌다."
