,sentences
10,"또 MSL에서의 프로 토스 최후의 우승자, MSL 2 연속 우승자 등의 기록으로 많은 팬들의 관심을 받는 게이 머이다."
11,"양대 개인 리그 7회 연속 예선 통과에 성공하면서 양대 개인 리그 최다 연속 예선 통과 기록을 보유하고 있으며 [25]. 김 택용의 메이저 데뷔는 2006년이기 때문에 박성 준의 기록보다는 포스가 떨어지는 것이 사실. 그러나 김 택용은 그가 데뷔한 신한 은행 스타리그 2006 시즌 2, 곰 TV MSL 시즌 1 이후 본선 진출에 실패한 대회가 신한 은행 스타리그 2006 시즌 3 단 한 번밖에 없었다."
12,17 번의 대회 중 16번을 진출한 것은 분명 엄청난 기록이다.
13,1번의 탈락도 3.3 혁명이 일어나기 전인 신인 시절이다.
14,[26] 하지만 진에 어 스타리그 2011 오프 라인 예선 4 강에서 탈락하면서 기록이 종료되었다.
15,"그 외에 다른 기록 들은 하 단의 진 기록 / 명 기록 문서 참조 .2007 년 3월 3일, 본 좌의 시대를 종결시키면서 모든 스타 팬의 머릿속에 자신의 이름 석 자를 각인시킨 이 게이 머는 그 이후로도 꾸준히 프로리그와 개인리그에서 활약하였다."
16,특히나 프로 토스의 저 그전 극복 역사에서 그의 이름은 뺄래
17,야 뺄 수가 없다.
18,그 후 시작된 택뱅리쌍의 시대에서도 다른 강자들과 함께 불꽃 튀는 승부를 보이며 스타 판을 흥분으로 달구는 스타 1 정상 급 프로 토스 플레이어로서 그 위치를 단단히 지켰다.
19,"하지만 개인 리그의 성적 저하로 시작된 부진이 스타 2 전 환 후, 전체적인 실력 저하로 나타나면서 김 택용은 점점 잊혀 져 갔다."
20,프로리그에서 간간히 1승이라도 거두어 주면서 분전했지만 결국 격차를 따라잡기는 힘들었는지 2013년 9월 9일에 프로 게이 머 은퇴를 발표하였다.
21,"갑작스레 은퇴를 선언한 허영 무와는 달리 김 택용은 기량이 상당히 떨어져 있는 상태였기 때문에 은퇴를 납득하는 팬들도 많았으나 그래도 택뱅리쌍의 한 축을 이루던, 한 시대를 풍미했던 선수였기에 은퇴의 파장은 허영 무 못지않았다."
22,일본 방송에 출현한 적이 있다.
23,김 택용의 플레이 스타일은 데뷔 초기부터 물량과 힘 싸움에 능한 프로 토스이다.
24,그런 데 아이러니하게도 지금은 ' 김 택용' 하면 물량과 힘 싸움보다는 현란하고 화려한 멀티 태스킹으로 대표되는 견제 테크니션이라는 이미지가 먼저 떠오른다.
25,이는 스타 판이 그에게 주목하게 된 계기인 저 그전의 비수류와 테란 전의 아비 터 위주의 속칭 비수류 대테란 버전에 따른 것으로 보인다.
26,"3.3 혁명 당시 마 재 윤 역시 그의 스타일을 박지호, 혹은 박지 호의 다운 그레이드 판으로 보았고 이후 마 레기는 김 택용의 미칠 듯한 견제에 휩쓸리며 히드라 댄스를 추게 되었다."
27,"그래서 은연 중 T1 의 동료 도 재 욱 과 비교되면서 김 택용은 테크닉, 도 재 욱은 물량으로 구분되는 경향이 있었다."
