,sentences
31,또 한 트위치의 유일한 이모 티 콘이기도 하며 구독을 하지 않더라도 채널 포인트 잠금 해제 기능으로 사용 가능하다.This~
32,Is~ 탑 차이( 미 드차이)... 상대 라이너를 압살했을 때 말하는 유행어. So Easy와 연계하여 쓰기도 한다.
33,"킹- 텀 개리 형은 팀 운이 매우 안 좋기로 유명한 데, 개리 형이 랭크 게임을 하면 약 80% 이상은 개리 형 팀의 바 텀이 터지기 때문에 시청자들 사이에서 나온 유행어이다."
34,개리 형 본인이 자주 말하는 유행어는 아니다.
35,개리 형 왈 자기 팀 바 텀이 터지는 건 자연 재해와도 같다고...
36,"원 딜러와 듀오를 했던 날 첫판에도 일어나는 막을 수 없는.. 실제로 킹- 텀을 막는 차원에서 개인 팟 등의 친분 있는 바 텀 방송인들과 듀오를 하는 일도 많지만 이때는 귀신같이 바 텀 대신 정글과 미 드가 터진다(... )We Go 그 랜 마( 마스터)! 말 그대로 그랜드 마스터 또는 마스터를 가기 위해 기합을 넣는 유행어. 시즌 9 말에는 그랜드 마스터를 가기 위해 자주 외쳤고, 시즌 10 초에는 대부분의 유저들이 배치를 매우 짜게 받았는데 개리 형도 예외는 아니였는지라 일단 마스터를 가기 위해 외친다."
37,결국 이거 외치다가 그랜드 마스터까지 달성했다.
38,이후 그 마 유학파라고 본인을 추켜세울 때 사용한다.
39,그만 튀첫 판은 연습게임~ 방송 키고 하는 첫 판째 랭크 게임을 매번 져서 첫 번째 판은 연습게임이라고 스스로 위안을 얻기 위한 유행어. 근데 진짜 귀신같이 다 진다.
40,이로 인해 개리 형과 듀오를 할 때 듀오 분이 개리 형에게 첫 판 했냐고 물어보는 경우도 종종 나오곤 한다.
41,이겨 쓰! 이겨 쓰! 이겨 쓰! 상 대의 픽이 비교적 만만한 조합이거나 게임의 초반부가 잘 풀릴 때 나오는 유행어. 그러나 이 거 외쳐 놓고 지는 경우도 심심치 않게 발생한다.
42,"그랜드 마스터 승급 직전에 "" 이겨 쓰! ""를 외치다가 자주 져서 금 지어 취급을 받는 경우도 있다."
43,최근에는 부두 술 취급을 받으며 개리 형과 친한 스트리머들에게도 적용되는 모습을 보이기도 한다.
44,발음이 상당히 어렵다.
45,-- 강세를 ' 겨 '에 주면 발음하기 편하다.
46,이' 겨' ㅆ 이' 겨' ㅆ로 발음하면 된다.
47,ㅇㄱㅆ로 표현되기도 한다.
48,"새루 버스??? 개리 형이 다른 스트 리머들과 듀오를 돌리면 시청자들 사이에서 개리 형이 버스를 탄다는 소 소한 논란이 발생하는데, 개리 형이 다른 스트 리머 들이랑 듀오하면 자기가 버스 타는 걸 인정해도 새 루랑 같이 하는 것 만큼은 버스 타는 것을 인정하지 못해서 나온 유행어이다."
49,"종종 현 솔 같은 다른 스트 리머들과 할 때 듀오 스트리머보다 자신이 월등히 팀 기여도가 높을 때 ""XX 버스??? XX 뻐 어 쓰으으??? ""라고 하기도 한다."
50,"유행어의 모티브는 개그 콘서트의 옛 코너인 두 분토론의 박영진이 쓰던 유행어인 듯 하다. 내 몸에서 나가! XX( 프로 게이 머 이름)! 개리 형이 미친 듯한 슈퍼 플레이를 보여 줬을 때 자아도 취하면서 외치는 유행어. 프로 게이 머뿐 아니라 한번은 가렌을 들고 한 타를 이겨 "" 내 몸에서 나가! 쓰리 컨드!"" 이라 한 적도 있다."
51,"속보! 개리 형 오른 잡음! 전 판에 오른 을 사용하지 못해서 밴 되거나, 또는 다시 하기, 닷지 등으로 큐를 다시 잡았을 때 무사히 오른 을 픽 했다면 대부분 나오는 대사. 장인 초대석에서는 속보! ( 사람 이름) ( 주 챔피언) 잡음! 으로 바뀌어 나온다."
52,두 손을 동시에 들며 카메라를 응시하는 전용 동작이 있다.
53,하지만 이 말을 하면 질 때가 많다고
54,"이번엔 물러가지만, 다음엔 어림도 없다 승 격 실패 시, 혹은 미션 달성 실패 시 다음 만남을 기약하며 하는 말.( 맨 날 하는 말) 닥쳐 말 포이! 시청자들이 개리 형의 역대 급 팀 운이나 쓰로잉을 지적할 때, 혹은 개리 형에게 의도했든 의도하지 않았든 일침을 날릴 때 하는 말. 원본은 그 말 포 이에 게 하는 말 맞다."
55,액션 쾌감! 던 전 앤 파이터! 시원시원 하고 재밌고 깔끔한 한 타 장면이 나올 때 사용한다.
56,유행어는 유행어인데 자주 사용하기는 꺼려 하는 듯. 이유는 서술 바람 .back advertisement? 그래서 다른 유행어보다 많이 덜 사용한다.
57,근데 흥분해서 이걸 외친다는 것 자체가 보기 드물 정도로 통쾌한 장면이 나왔음을 의미한다.
58,조심스럽게 얘기할래요~
59,용기 내볼래요~
60,나 오늘부터 xxx 선수 친 추해도 될까요 옹♪ 같은 팀원으로 현역 프로 게이 머나 그만큼의 큰 인지도를 가진 사람을 만나서 친구 추가를 할 때 부르는 노래. 가사를 보면 알 수 있듯이 원곡은 유리상자의 < 사랑해도 될까요>(...) 이다.
61,"단, 본인의 성적이 좋지 않다면 미안해서 친 추 시도조차 하지 않는다."
62,이렇게 해서 친 추를 한 네 임 드들이 꽤 된다.
63,"방송 초창기부터 개리 형의 컨텐츠 "" 장인을 만나다"" 의 출연자, 그리고 적으로 만났던 플레이어나 여러 포지션 전문가 등등 인맥 자체는 꽤 넓은 편. 개리 형의 업적들 .7-8 시즌 10 시즌 오른 장인 랭킹 1등 출신 17-18 시즌 SKT T1 우승 시즌 칸 솔 킬 롤 드컵 우승자 더 샤이 솔 킬 2회 북미 4등 출신 백크 솔 킬 [23] 레 넥 톤 장인 금 똥 왁왁 솔 킬 [24] 최고 티어 그랜드 마스터 ( 단 하루) 감 스트 장인 초대석 출연 엠비 션 솔 킬 [25] 케리 아 솔 킬 [26 ]이야 공 솔 킬 [27] 점점 늘어나고 있다 방송장비를 2019년 HyperX에서 협찬 받고 있으며, 마이크, 헤드셋, 키보드, 마우스 및 마우스 패드를 협찬 받고 있다."
64,방송장비 공개 그리고 소 섹시를 더 깨끗한 음질로 들을 수 있게 되었다.
65,팀 운이 심각하다.
66,개리 형이 오른 을 하면 그 게임 바 텀은 웬만 해선 터진다.
67,바 텀이 안 터진다면 미드와 정글이 터진다
68,"이럴 때마다 "" 킹- 텀"" 이라고 시청자들의 채팅이 올라오는 것은 덤. 트롤 러도 매우 자주 만난다."
69,웃긴 건 오른 할 때만 팀 운이 안 좋고 다른 챔피언하면 팀 운이 꽤 좋다.
70,방송 BGM 재생하는 속도가 무진장 빠르다.
71,게임 중에도 분위기에 맞게 순간적으로 BGM을 바꾼다.
72,"개리 형이 유 튜브 편집자를 구하기 전, 개리 형이 유 튜브에 올린 영상들은 편집으로 삽입하는 것이 아니라 모두 개리 형이 게임 도중 직접 트는 것이다."
73,유 튜브 편집자를 구한 이후에도 트위치 생방송에서 게임 도중에 BGM을 상황에 맞춰 신속하게 재생을 한다.
74,닉네임의 유래는 당연히 이 분 [28]. 주변인들이 많이 닮았다고
75,하고 본인이 생각하기에도 닮아서 닉네임을 그렇게 지었다고.
76,"방송하면서 살이 조금 불었는데, 방송 초창기의 살 찌기 전의 개리 형을 보면 현재보다 훨 씬 리 쌍의 개리와 닮았다."
77,그 외에 시청자들이 닮았다고
78,"하는 유명인에는 정종 철, 김 인권 등이 있다."
79,"본인이 썼던 롤 닉네임 중 가장 유명한 것은 "" 고 춘 이"". 덕분에 몇몇 시청자들은 개리 형 본명이 김고 춘 인 줄 아는데, 실제 본명은 김춘수이다."
80,2019 고 춘 이 하이라이트 예비군 7년 차 군 필이다.
81,군 제대 이후 할 일 없이 지내고 있었는데 본인의 특기가 리그 오브 레 전 드이니 인터넷 방송을 시작해 보려 했지만 방송 장비 없이 맨땅에 헤딩하는 것이어서 현실적인 부담이 다가왔다고
82,한다.
83,하지만 개리 형의 친구 중 하나가 대인 배적인 마인드로 개리 형에게 인터넷 방송을 시작할 수 있게 자금을 빌려 줬고 무사히 방송을 시작할 수 있었다.
84,물론 빌린 돈은 전부 갚았다고
85,한다.
86,사실상 인터넷 방송계에 인맥도 없고 사전 정보도 없이 맨땅에 헤딩하듯 방송을 시작해 자수성가로 성공한 지라 인터넷 방송인이 꿈인 시청자들에게 조언을 하기도 한다.
87,"방송 초창기에, 다른 신인 스트 리머들이 거물급 스트리머의 지인이라고 해서 상대적으로 편하게 구독자와 팔로워들을 모으는 것을 보고 현자 타임이 온 경우가 종종 있었다고"
88,한다.
89,"하지만 이제 시청자들에게 조언을 해 줄 정도로 본인이 자수성가로 성공하고 나서는, 과거의 본인이 방송 초창기에 힘들어 했던 만큼 타 방송인들 과의 합방, "" 장인을 만나다"" 라는 컨텐츠를 통해 후배 방송인들을 키워 주려고 노력하는 모습이 보인다."
90,또 한 2019년 11월 장인대전 컨텐츠도 HyperX의 협찬을 받아 성공적으로 진행하였다.
91,"팬들에게 농담 반 진담 반으로 사실 온전히 농담으로 "" 실력도 없으면서 얼굴만 믿고 방송도 대충 하는 스트 리머"" 취급을 받는다."
92,"유 튜브 영상에도 잘생겼다느니, 트위치 최고의 남 캠이라느니 이런 류의 댓 글들이 수두룩하다."
93,본인도 자기 얼굴이 방송하기 좋은 얼굴이라고 평했다.
94,유 튜브 영상 댓 글 하나 하나 댓 글을 보고 답 글까지 모두 달아 주고 팬들이 언급해 준 피드백을 적극적으로 반영한다.
95,"유 튜브 영상이 조금씩 밖에 안 올라와서 아쉽다는 의견에 대해, 본인도 1일 1 영상을 하고 싶지만, 직접 영상을 편집하고 게시하기 때문에 1일 1 영상을 하기에 시간적으로 엄청 촉박하고, 수입도 불안정해서 편집자를 구하기도 힘들어 1일 1 영상을 하기 힘들다고"
96,밝혔다.
97,"하지만 2019년부터 트위치 시청자와 유 튜브 구독자가 늘었고 [29] 이에 따라 수입 역시 안정되었는지 개인 편집자도 구하고, 영상 올리는 빈도도 1일 1 영상은 아니지만 꽤 늘어났다."
98,평균적으로 2일 1 영상을 올린다.
99,편집자를 구했음에도 1일 1 영상을 안 하는 이유는 억지로 영상 감을 뽑아 내 어 재미없는 영상을 올리기 싫고 자주는 못 올리더라도 그만큼 더 재미있는 영상을 올리고 싶기 때문이라고 한다.
100,트위 치에선 Twip으로 도 네이션을 받고 있으며 유 튜브도 유료 구독 기능을 도입하였다.
101,"게임 한 판 씩 플레이할 때마다 통계 표시에서 각 플레이어들의 딜 량을 확인하는데, 게임에서 패배했을 때 원 딜러나 미드 라이너의 딜 량이 영 좋지 않을 경우 곰인형을 벽에 대고 명치에 주먹질을 하거나, 기괴한 표정으로 분노를 표출한다."
102,게임에서 승리했을 때 가끔 자신의 딜 량이 딜러들보다 높게 나왔을 경우는 어이 없어 하는 표정을 짓는다.
103,"곰인형의 경우, 분노에 찬 개리 형에게 맞다가 터진 적이 있어 새 곰인형으로 교체된 적이 있다."
104,"반면 게임이 잘 풀려서 승리하거나 트수들이 제안한 미션에 성공했을 때, 휴지를 길게 두 줄 뜯어서 탈춤을 추거나 산타 클로스 모자를 쓰고 이즈 미 무츠히코의 天国と 地獄 아니면 두 번째 달의 Blue Breeze Blue에 맞춰 캉캉 을 추기도 한다."
105,방송할 때 입는 옷들을 보면 죄다 단색 반팔 티셔츠에 반바지다.
106,"티셔츠 색깔은 죄다 파란색, 주황색, 노란색, 민트 색이다."
107,대포 미니 언을 심각한 수준으로 못 먹는다... 어떤 판은 25분 게임에 대포 미니 언 4개를 먹을 정도. 물론 딜 템 안 올리는 탱커를 주로 하다 보니 딜 계산이 힘들어 바 미의 불씨와 그 상위 템인 태양 불꽃 망토를 안 가면 그만큼 먹기 힘들 긴 하다. 하지만 개리 형의 주 챔피언인 오른 은 준수한 라인 클리어 능력을 가졌음에도 불구하고 대포 미니 언을 자주 놓친다.
108,"스킬 다 빠져 있으면 대포 미니 언을 때릴 때 집중을 하는데, 스킬 없이 먹는 것이다 보니 더 쉽게 못 먹는다."
109,"섹 드립에 상당히 능한 편. 그 랩류 스킬에 안 당한다고 호언 장담해 놓고 파이크에게 끌리니 "" 아 그 랩 아다 따 였다 ""라고 하질 않나,"
110,"일라 오이 패 시브를 보고 "" 저 거 발기한 거 다 잘라 줘야 하죠?"
111,"""라고 하질 않나..."
112,같이 합방하는 스트리머들에게도 이게 전염된 듯 하다 .2019 년 4월 29일 방송 분에서 마스터로 승급하자마자 적 팀으로 SKT T1 탑 라이너 Khan과 같은 팀으로는 APK Prince의 미드 라이너 Mickey와 SKT T1 정 글러 Haru를 만났다!
113,"칸을 솔 킬 하는 등 선전 했지만 결과는 3 킬 5 뎃 2 어시... 상대 탑 라이너에 비해 자신이 초라한 모습을 보이자 "" 이 X 같은 고 춘 이 쓸모없는 파란 뚱땡이 ""라고 방송 도중 자기 자신을 비난했다."
114,"원래는 매칭이 될 리가 없었지만, 당시 mmr 버그가 있던 시절이라 마스터 0점과 챌린저 최상 위권들이 같이 매칭되는 때였는데, 하필 이 때 폼이 물 오른 칸 선수를 만났던 것이다."
115,"이 사건은 개리 형에게 꽤나 의미 있던 것으로, 이전까진 유 튜브 영상 조회 수가 10만 정도 찍었었지만, 칸 선수와 만난 영상이 조 회수 100만을 찍은 이후로, 그 뒤의 영상들도 도미노처럼 조 회수를 25만 씩 찍기 시작했다."
116,"개리 형이 자신의 연대기를 정리하면서 가장 중요했던 순간 4개 중 하나로 뽑을 정도, 나중엔 칸과 합방까지 성사시켰다."
117,[30] 그리고 나중에 마스터 승급 전에서는 더샤이랑 만났고 생일방송에서는 엠비션을 만 나 솔 킬 을 딴 후 친구 추가에 성공해 고 춘 이의 레 전드 컬랙션에 추가 되었다.
118,이 들 뿐만 아니라 천상계 네 임드 유저들을 게임 내에서 종종 만나기도 한다.
119,"대표적으로 꿀 탱탱, 남부정, Rich, 스간, 액 시스 마이 콜, 순 당무, Roach 등. 솔 킬 딴 이들을 개리 형의 업적 노트에 적어 둔다."
120,최상 단에는 칸과 더 샤이 솔 킬 딴 것이 위치해 있다.
121,마스터 승급 도 전기를 거의 일주일 단위로 하고 있다.
122,마스터 승급을 성공하면 어느새 다 1 빙 을 한 뒤 다시 승급 전에 도달하고 마스터 승급을 실패하면 실패하는 대로 다시 승급 전에 도달한다.
123,덕분에 시청자들은 마스터 승급 전이 하나의 컨텐츠가 아니냐고 하는 중. 마스터 티어에 안정적으로 정착한 이후에도 연 패를 하여 다시 다이아권으로 강등하고 또 마스터로 승급하는 모습을 보여줬다.
124,본인의 소속 사인 롤 큐에 대해 충성심이 매우 강하다.
125,"실제로 개리 형의 휴대전화 전화번호부에 롤 큐 대표 홍성화의 이름이 "" 빛과 소금 ""으로 저장되어 있다."
126,"완성형 스트리머를 영입하는 타 회사들과 는 달리, 유망 주를 채용하는 롤 큐의 특징에 힘입어 본인의 방송이 크게 성장할 수 있다는 점에 큰 도움이 되었으니 충분히 납득이 가는 충성심이다."
127,롤 큐에서 비도덕적인 사태가 벌어지지 않는 한 롤 큐를 절대 떠나지 않을 것이라고도 단언했다.
128,구독자 수 25만 달성 방송에서 구독자 올해 30만명을 넘길 시에는 염색을 하겠다고
129,했다.
130,"무지개 도토리 그런데 2019년 11월 1일 26만 정도에 그쳤던 구독자가 17일에 29.8만 명인 것으로 보아, 유 튜브에 박제된 현 시점에서 염색하는 것은 시간문제 인 듯 하다.. 2019년 11월 18일 개리 형 구독자 30만명을 달성하였다!! 유 튜브 커뮤니티에 투표를 올려놓았다."
131,개씹 노 잼 안 어울리는 핑크색머리 2019년 11월 20일 스트리밍에서 분홍색으로 염색한 머리와 눈썹을 공개하였다.
132,"평상시의 평균 시청자 수가 1000명 정도였으나, 이날 만큼은 분홍색 개리 형을 보겠다고"
133,시청 자 수가 4000명 가까이 늘어나는 쾌거를 이뤘다.
134,하지만 그 핑크색머리가 빨간색처럼 보인다고 욕하는 시청자들도 있었다.
135,"염색이 점점 풀리면서 정말로 핑크색이 빨간색으로 변해 가자, 이후 다시 핑크색으로 염색했다."
136,빨간색처럼 보였다는 시청자들의 의견과 핑크색 염색에 맛 들어 버린 본인의 취향을 반영해 좀 더 확실해 보이는 핑크색으로 바꿨다고.2020
137,년 1월 17일 스트리밍에서 다음주까지 마스터 달성 시에 300만원을 드리겠다 라는 후원이 들어왔다.
138,"당연히 믿지 않았으나, 즉시 시청자가 15만원을 두 번에 걸쳐 쏘며 "" 이래도 안 됩니까"
139,"""라고 묻자, 바로 OK. 다만 설 연휴도 겹치고 시간이 부족하다고"
140,"하여 1월 31일 자정까지 달성하는 것으로 합의 보았고, 거기에 개리 형 자신이 실패시 300만원 기부까지 공약을 걸면서 사건이 커지고 말았다."
141,"현재 티어는 다이 아몬드 I. 그러나 1월 31일 PM 10 시경, 방송을 켰을 때 좋은 모습을 보여주기 위해 무려 이틀간 19 판(!!!) 의 랭겜을 돌렸음에도 불구하고 다이 아몬드 I 0LP 로 오히려 떨어져 실패하는 듯 했으나.. 2주 전의 그 시청자가 "" 묻고 더블로?"" 라며, 2월 내 그랜드 마스터 달성 시 500만원이라는 더 충격적인 미션을 걸었다."
142,"이내 개리 형은 2월 29일의 자신에게 영상 편지를 쓰더니, 흔쾌히 수락. 또 한 마스터 승급 실패 시 기부하기로 한 300만원은 500만원 미션의 달성 여부와 상관없이 기부하기로 했으며, 500만원 미션에 실패할 시에는 200만원을 더 기부하여 총합 500만원을 기부하기로 했다.2020"
143,년 2월 10일에 그랜드 마스터에 가겠다는 의지를 나타내기 위해 에메랄드 색으로 염색을 했다.
144,"(2020 년 2월 10 일자 트위치 방송으로 공개) 후에 금색, 은색 등 갖가지 다양한 색으로 염색을 해볼 것이라 밝혔다."
145,"골드, 실버까지 내려갈 거라는 암시 2월 10일, 드디어 통한의 마스터 승급에 성공했고, 이후 2월 15일, 45LP 로 그랜드 마스터 승급에 성공했다."
146,"염색이 효과를 발한 듯 하다. 하지만 2월 16일, 마린 선수와 타 잔 선수와 함께 했음에도 불구하고 다시 마스터로 강등되었다.2020"
147,년 2월 22일에 국제개발 NGO 지파 운데이션에 원래 기부 예정 금액 [31] 을 훨씬 뛰어넘은 무려 1000만원을 기부하는 대인 배적인 모습을 보여주었다.
148,# [32 ]2020 년 3월 24일 기준 구독자 50만 명을 달성했다!
149,"유행어 파급력이 어 마무 시한 롤 스트 리머 중 하나. 실력 방송이 아닌 재미 방송이라는 컨셉을 잡은 데 다가, 상황 또한 거기에 맞아떨어지는 때가 많고, 유행어들의 어감들이 대부분 입에 쫙쫙 잘 달라붙어서 그런 듯하다."
150,"심지어 개리 형과 듀오를 하는 스트 리머들도 이 유행어를 같이 외치거나, 혹은 그 파급력이 적용될 때가 많다."
151,가장 대표적인 것이 상술한 이겨 쓰. 부두 술 주문으로까지 취급되는 이 유행어는 시청자들이 이걸 외치고 이기면 고액 도네를 쏜다는 미션까지 자주 걸린다.
152,듀오를 하면 각 방에 모두 고액 미션이 걸릴 정도. 하지만 이 저주의 유행어를 외치고 개리 형과의 듀오에서 이긴 사람은 개인팟을 제외하면 없다.
153,"초기에 "" 오니? ""를 가끔 다른 스트 리머들이 같이 외치던 것이 "" 이겨 쓰 ""까지 이어졌고, 개인 팟 같은 경우 게임 시작전 개리 형과 동시에 위 고 매스 터 !를 삼창하기도 했다."
154,덧붙여 첫판은 연습게임이라는 징크스를 피해 간 플레이어는 이 렐 리아 장인 코 태와 앰 비 션 뿐.. 2020년 6월까지 마스터를 가지 못해 결국 공약대로 무지개 염색을 했다.
155,그리고 500만원 미션도 실패했다... 챔피언이나 사람 이름을 자기 방식대로 변형해 부르는 버릇이 있다.
156,"대리 우스, 엘리 즈, 벼 인 등 .8 월 25일에 앰비션과 합방을 하다가 앰비션의 번호를 두 번이나 유출시켰다."
157,일단 그 날 다시 보기 영상은 삭제되었다.
158,[33] 놀라운 사실은 앰비션도 개리 형 번호 까 버렸다는 거 천둥 군주 오른 을 껴 달라는 시청자 부탁에 천둥 군주 스킨을 몇 천판 동안 끼다 보니 질렸다면서 오히려 기본 스킨 불의 축제 오른 이 신선해 보인다고 했다.
159,3년 동안 꼈으니 질릴 수 밖에 키아 나와 카이사를 헷갈려 한다.
160,키 아나는 카이사라고 하고 카이사는 키아 나라고 한다.
161,"요즘 담 원 게이 밍 이 롤 드컵 우승 후보로 주목받고 있는 가운데, 개리 형은 너구리가 담원 오른(...) 을 내줄 것이라는 행복 회로를 돌리고 있다."
162,"이후 담원이 롤 드컵을 우승했지만 너구리가 고른 건 ...2020 년 11월 5일, 구독자 70만 명을 달성했다."
163,사과 몽과의 연애 사실을 8월 20일에 공식으로 밝혔다.2020.
164,11. 27. 드디어 꿈에 그리 던 오른 신 스킨이 나오면서 격렬한 기쁨을 표하였는데.. 섬 네 일이 꼭 욕망의 항아리를 연상시킨다
165,https: //www .youtube .com /watch ?v =Ru5OsgIk0 _0 즐겨 하는 챔피언들이 모 데 카이저를 제외하곤 모두 주 역할 군 또는 부 역할 군이 탱커이다.
166,우람하고 듬직한 챔피언들을 선호하는 개리 형의 변태 같은 취향을 알 수 있다.
167,오른 개리 형의 현 모 스트 1이다.
168,"오른 의 아버지 라 불릴 정도로 오른 을 많이 플레이했고, 연구도 많이 했으며, 그만큼 실력과 숙련도 역시 프로 게이 머에게 인정 받을 정도로 좋다."
169,너구리와 플 레 임과의 대화에서 오른 의 킬 콤보를 개리 형 콤 보 [7 ]라고 칭한다는 사실이 드러나기도 하는 등 천상계 유저들에게 오른 의 교과서 같은 존재이다.
170,2019년 4월 27일 오전 12:27에 오른으로 7 연승에 성공하며 마스터 티어를 달성할 만큼 엄청난 이해도와 실력을 자랑한다.
171,사실상 현 메타의 오른 템 트리 [8] 도 개리 형의 연구에 의해 나왔다고
172,"해도 될 정도. 9.13 패치로 Q 스킬 계수가 버프 먹은 뒤로 삼위일체와 스테락의 도전을 올리는 딜 탱 오른 을 구상하여 실제 랭크게임에서도 쓰기도 하고, 탑에서 오른 이 상대하기 힘든 정복자 룬을 든 브루저들이 득세하자 발상의 전환으로 로밍이 쉽고, 한 타 합류가 용이하며, 견제류 챔피언에게 상성상 밀리지 않고 암살자는 당연히 오른 등의 탱커에게 맥을 못 추는 점을 들어 미드 오른 을 실전에 활용하는 등 오른 을 활용한 여러 뉴 메타를 만들어 내기도 한다."
173,한때 반짝했던 정글 오른 과 서포터 [9] 오른 은 성장이 너무 느리다는 이유로 아예 안 한다.
174,맞라
175,이너에 따른 룬 설계도 다 연구했다.
176,"라인 전이 약한 근거리 챔피언 상대로는 착취, 순간 폭 딜을 위해 돌진을 하는 브루 저 및 암살자들은 여진, 견제류 챔피언 또는 근접하면 지거나 근접이 힘든 챔피언 상대로는 콩콩이, 오른 의 극 카운터 여서 포탑 허깅으로 버텨야 하는 챔피언이나 미드 라인에 갈 때는 봉인 풀린 주문서를 든다고 한다."
