,sentences
43,화 오랜만의 전투에 신난 지덥 24 화신화 속 동물 그리핀! 출격 개시 !25 화 2 인 1조! 와 이번 알을 훔쳐 라 !26 화 지옥에서 돌아온 그리핀? !27 화와 이번 둥지를 청소하자 !28 화 중국인 과의 와 이번 알 경쟁 ?29 화 드디어 100 서버 접속 !!!30 화 아기 와 이번들의 우유를 구하라!31
44,화 더 센터 중국인 집 정찰하기 !32 화 그리핀이 4마리 된 사연 !33 화 드디어 와 이번 첫 각인 !34 화제 2차 중국인 집 탐사 !35 화 숨어 사는 중국인들 딱 걸렸어!36
45,화 중국인이 해적선을 숨겨 놓은 이유 37 화 보물 창고 만들기 !38 화 아군을 치유해 줘! 다에 오 돈 !39 화 총알을 막아줘! 스테고 !40 화 방어력을 올려 줘! 유 티라 누스 !41 화동 굴집 털러 가다 만난 중국인? !42 화 드디어 발견한 동굴 집 주인? !43 화와 이번 육아 종료 !44 화 억울하면 강 해져 라! 동굴 집 털러 가자 !45 화동 굴집 포탑과 X 종을 뚫어라!46
46,화적의 방어진을 파괴 시 켜라!47
47,화 주인이 오기 전에 빨리 털어라!48
48,화 긴급상황! 빨리 털고 나가야 한다!49
49,화 지하 세계에 누군가 살고 있다 !!50 화 산업 혁명?! 초고속 발전 가자 !!51 화 지하세계에 있는 문을 부쉈더니.. ?52 화 지하세계로 연결된 비밀 통로? !53 화집은 자고 있을 때 털린다!54
50,화 캐스퍼가 테 이밍 중인 아르 젠? !55 화 그의 본거지를 찾아내자 !56 화( 풀 영상) 새로운 집터를 찾아보자 !57 화( 풀 영상) 새로운 집터를 찾아보자 !57 화 캐스 퍼 이 전쟁을 끝내자 !58 화 새로운 보금자리를 만들자 !59 화 바 덥이 와 함께 하는 대모험 !60 화수 중 동굴에 숨겨 놓은 집? !61 화수상 가옥의 숨겨 진 비밀? !62 화 더 스카이의 본거지를 부숴 라 !!63 화 과연! 더 좋은 아이템이 있을까?!64
51,화 테크를 가기 위한 최고의 동료 !65 화세계 정복하러 출발 !!66 화 양대 산맥! 레 포와 부 쉬 피플? !67 화사 르 코 알 공장을 만들자 !!68 화포탑의 요격을 피해라 !69
52,화친하게 지내려고 했는데 ...70 화골 렘 테이밍장을 만들자 !71 화골 렘 주변에 도사리는 적들? !72 화마나 가르마의 습격? !73 화 갑자기 나타난 대형 부족? !74 화 75 화 76 화 77 화 78 화 79 화 80 화 81 화 82 화 83 화 84 화 85 화 86 화 87 화
