,sentences
18,드립을 칠 정도로 예상할 수 없는 온갖 플레이가 나오는데 욕보단 으쌰으쌰하는 심 해인들이 꽤나 많고 갓 사님 특유의 좋은 멘 탈 덕분에 ' 심해 치유방송' 이라고 생각하는 사람도 꽤 있다.
19,8월 16일 방송에선 스킨 상자를 깠는데 ' 눈꽃 시비르' 가 나와서 스킨이 엄청 예쁘고 시청자들의 겨울에만 파는 한정판 스킨이란 말에 더욱 더 좋아했지만 스킨 결합이 아닌 스킨 추출을 해서 [12] 쌩으로 날려 먹고 멘 붕 하여 본의 아니게 가 챠 방송이 되었다.
20,"(...) 다리 우스, 모 데 카이저 같은 극단적인 핵 쓰레기가 나와 반응이 폭발적, 시청자 조언으로 프로젝트 상자를 깠는데 여기선 프로젝트 마스터 이 가 나왔는데 심해에서 가장 캐리력이 있는 정글 러& 전설 급 스킨이란 말해 혹하는 모습을 보이기도 했지만 결국 눈꽃 시비르 안 나왔다고"
21,시무룩 하기도. 스킨 3개 결합하면 스킨 재 추출이 가능해서 시청자들이 이걸 원하고 있다.
22,"악마다 2017년 5월 현재 브론즈 4~5를 왔다 갔다 하고 있다( 거의 브론즈 5 다), 2017년 5월 나 겜 주력 컨텐츠 중 하나 인 브론즈 실황 중계의 메인 플레이어로 등장. 의외로 스킬 샷( 특히 모 르가 나 q) 적중률이 좋으며, 나 겜 시청자들 사이에서는 브이 커( 브론즈 페 이 커) 로 불리는 중으로 높을 때는 브론즈 상위 티어까지 올라가고 레이 디스 브론즈/ 실버 리그에도 출전하는 중이다."
23,그리고 시청자들의 충성도가 매우 높다( 충성 충성 ^^7) 주 챔인 모 르가 나가 1 티어 급 서포터로 떡 상하면서 자연스럽게 티어도 상승 중. 2018년 5월 드디어 브론즈를 탈출하여 실버 5 승격에 성공하였다.2018
24,년 5월 24일 18:14 현재 실버 2의 64LP 의 상황 OP.GG 기준 MMR이 1466 골드 5의 수치를 보여주고 있다.
25,정진 호 홀 스나 겜의 현직 사장. 2013-14 NLB Winter부터 NLB 캐스터 합류. 이후 나이스게임 TV VOD 업 로드 사건으로 2014 NLB Sping 도중 하차. 홀 챔 스. 홀 the rhythm 스. 비디오게임 한정 홀 the control 스 바지사장 2015년부터 나겜의 메인 캐스터였던 단군과 에스 퍼란 자가 빠져서 본인이 lcs 중계를 했다.
26,그리고 워크나 철권 등 롤이 아닌 기타 게임에서도 캐스터를 하고 있다.
27,캐스터로서의 역량은 좋은 편이지만 게임을 굉장히 좋아하고 플레이를 자주하는 편이라 본인이 생각하는 게임과 다르다고
28,생각되면 해설의 영역을 침범해서 헛소리를 할 때가 있다.
29,"2017년부터 는 오전에 홀 챔 스를 진행하고 아내 인 이사님이 출연하는 브론즈 실황 중계의 메인 해설로 나와 브잘 알, 브론즈 학 박사라는 찬양을 시청자들에게 얻고 있으며 레이 디스 브론즈/ 실버 리그에 ' 해설' 로 출연 중. 최영철 미 갈 2016년 말 공개 모집으로 입사한 신입사원. 레 스토랑스. 소전 유저. 비즈니스 혼모 노 속성을 가지고 있다."
30,홀스를 대신해 워 3 리그 캐스터 역을 처음 담당했을 때 좋은 딕션과 목소리로 긍정적인 평가를 받았다.
31,부모님이 사당동에서 치킨 집( 페리 카나) 을 해 그와 관련된 얘기가 가끔 나오는 편. 그리고 캐서린을 플레이하며 완벽한 겜 알 못 등극. 2017년부터 EU LCS 스프링의 캐스터를 맡아 좋은 평가를 받았고 그 덕분인지 입사 동기 콜리가 성우 지원을 위해 퇴사한 후 NA LCS까지 맡아서 진행하게 되어 눈코 뜰 새 없이 바빠 졌다.
32,그 외에 제닉스 장인 어른도 진행하고 있다.
33,롤 티어는 실 버지만 실제론 브론즈에 은이 도금(...) 된 것이라 브론즈라고 봐야 한다.
34,"최근에는 미 갈 컵, LCS, 아이마스 방송 등을 고정으로 진행 하고 있으며, 간간히 개인 방송으로 소녀전선 가 챠 방송을 진행한다."
35,[13] 에스 퍼란 자 이후에 들어온 후임(?) 오 덕이라 그런지 나 겜 팬들의 사랑을 듬뿍 받고 있다.
36,선물도 꽤 많이 받는 듯. 다만 선임과 달리 덕력은 조금 모자란 듯한 모습을 보이고 본인도 이를 인정하며 비지니스 혼모 노라고 하는 중이다.
37,본인은 김 연우를 닮았다고
38,주장 하나 많은 시청자들은 변희 재라 부르며 놀린다.
39,그리고 나 겜 사원 중에서 여장을 가장 많이 한 걸로 추정된다.
40,실제로는 빛 돌이 더 많았다.
41,무려 2018년 6월 14일 날은 미 갈 쇼를 진행해 시청자의 안구 테러를 가하는 일까지... 여 장등 본인이 망가지는 걸 서슴지 않으며 주요 역할인 캐스터도 충실히 해내고 방송에 대한 열정까지 뛰어 나 16년에 모집한 신입사원 중 유일하게 현재까지 나겜에 남아 제 2의 빛 돌이 되어가는 중이다.
42,한 창진 카 이젤 릭 나 겜 초창기부터 함께 해 온 수석 PD. 2013년 11월 퇴사. [14] 그러나 2014년 8월 31일 재입사했다.
43,"그리고 새로운 기 믹인 BJ 뽕 따 이, BJ 욜이라는 기믹을 장착하며 인기를 다시금 확인시켰다."
44,"뽕 따 이는 오늘도 가 오를 잡습 니다 기막힌 박자 감의 소유자, 로 욜로 더. 2016년 12월 14 일경 재퇴사하였다는 홀 피 셜. 2018년 12월 재입사. 퇴사 이름 닉네임 기타고 현기 BarGota[15] 슈퍼스타 L 2 우 승자 (1). LOL 해외리그 담당 해설. 퇴사 후 매니지먼트 회사 이직 김 건의에 리얼 2013년 10월에 입사한 PD. 축 덕. 퇴사 후 외주업체 이직. 김동수 흐 콰 형 [16 ]2012 년 6월 3일에 입사. 오성 균 후임으로 NLB 해설을 하다가 Team Alienware 창단 후 단장 겸임. 이후 에 일리 언 웨어의 스폰 철회로 복귀 하였으나 모종의 사건 [17] 끝에 2014년 9월 홀스 오피셜로 퇴사. 김 보람 나 겜 초창기 워크 래프트 리그 캐스터. 빛 돌의 개 asha.me [neiv] 김요 셉톰 아저씨 영업팀장 김 윤 호 북 경 김치 2013년 6월 1일 입사. 노예 [18]. 홀스 인정 방송 천재, 7월 11일 경 사직서 제출 후 24일부터 일주일간 나 겜 식 휴가 [19] 후 7월 31일 부로 퇴사. 학교 재학 중. 김 준섭 emboob 나겜의 옵저버로 활동했었고, 이후 CJ 엔 투스에 입단했지만 방출되었다."
45,김진 쿨 게이 [20 ]2012 년에 입사한 나겜의 얼굴 마담. 2013년 11월 연기의 꿈을 위해 퇴사. 작별인사 김 충 환 silverseedPD. 잃어버린 덕력을 되찾기 위해 퇴사했다가 복직. 김 태우 다빈치 슈퍼스타 L 출신 (1). NLB 해설로 활동하다
46,Azubu에 취직했다.
47,김 한울 김 일분 2013년 11월 퇴사. 남궁 광진 THE RED[21] 한 번 퇴사했다가 재입사. 2013년 추석 나 겜 배 직원 맞고 대회 우승자. 통합 진보당 당원이기 때문에 [22] 빨 궁 광진이란 별명도 얻었다.
48,"이후 8월 21일 홀스 개인 방송에서 퇴사를 밝힘. 남명 우로 닉스 퇴사 후 인벤으로 이직. 박상 곤 ERiN 웹 담당. 2016년 8월 췌장암으로 별세 박한 얼 바가 널, 박 오조, BJ 팡팡 맨 2016년 말 공개 모집으로 입사한 신입사원. 캐스터 지원. 골드 4. 깐 족 왕.( 골드 누가 먼저가 나 내기할래요?,"
49,쫄았네
50,쫄았어)
51,"간신. 똥 재능도 아닌 노 재능 17년 4 월 골드 승급 전 때 내기를 걸었는데, 1 승 상태에서 경기 도중 건물 5 층 전체가 정전이 되어 패배, 그 이후 연패로 승급에 실패하였으나 결국 승급에 성공했다."
52,"롤 바 타 시즌 2와 2017년부터 진행되는 LPL, 롤러와에 캐스터로 고정 출연하고 있다."
53,"그리고 네이버 블 로그와 유투브에서 오조의 게임이야기로 활동을 했고 요즘은 바가 널, 오조보다는 BJ 팡팡 맨 이라는 별명으로 불리고 있으며 현재 나 겜 신입 사원 중 불 누나를 제외한 좁쌀, 미 갈, 바가 널, 썸 머 킴 이 4명 중에서 유일하게 소녀전선을 하지 않는다."
54,"뿐만 아니라 나 겜 내에 유행하고 있는 오타쿠 게임들에 대해 관심을 보이지 않는데, 홀 스는 개인방송에서 팡팡 맨에 대해 오 덕력 교양이 없어 나겜과 맞지는 않지만 현실과 나겜을 이어 주는 가교역할을 하기 때문에 뽑았다고"
55,반장 난 식으로 이야기하기도 했다.
56,롤 공식 캐스터를 제외하면 배 틀 그라운드에 강점을 보이고 본인도 의지를 가지고 중계하고 콘텐츠를 제작 중에 있다.
57,"나겜에서 하는 FPS 방송을 담당하게 되면서 현재는 배틀 그라운드( 카카오 클럽 매치 등), 롤 바 타를 중계하고 있다."
58,"개인방송 주력 컨텐츠로는 주로 롤, 스팀게임, 배 틀 그라운드를 한다."
59,이 문서의 반달 방송을 진행했다.
60,시즌 8에 들어와 선 롤 실력( 버스력) 이 급상승하면서 실버에서 플레까지 등 정하는데 성공하였다 !!2019 년 5월 4일 본인 유 튜브에서 퇴사 [23] 을 밝히면서 프리로 전향했다.
61,나 겜 방송에서는 장인 어른/ 롤러와로 출연 중이다.
62,"송 창 수온 리 원 [24] 송 1008[25], 돼 대신 맨, 예전엔 나름 미남이었다!"
63,2015년 7월 10일 퇴사가 확인되었다.
64,"이후 룬 미디어의 운영 실패를 거쳐 트위치 코리아로 이직했으나 트위치 코리아 권력 남용 사건에 연루되면서 인터넷 방송계에 부정적인 한 획을 그었으며, 2019년 시점에서도 트위치 코리아 운영 관련 논란은 아직 현재 진행형이다."
65,"오상현 AirTraX前 하스 스톤 프로 게이 머. 미 갈 컵 이후 호러 투나 잇으로 나겜과 관계를 이어 오다 2018년 07월 18일 입사. 2019년 2월 12일 퇴사 오승주 SaSin前 리그 오브 레 전드 프로 게이 머. 나 겜 배그 스크림 중계 등으로 관계를 이어 오다 2018년 07월 18일 입사. 2019년 2월 22일 퇴사 오성 균 다크 호스 입사와 퇴사, 다시 재입사 후 2012년 5월 8일 홀스와의 불화로 퇴사. 워크 래프트 3부터 NLB까지 해설을 맡았음. 유병 규 TheSpBang 디자이너 윤 덕진 조 이럭 워크 래프트 해설로 예전부터 나겜에 간간히 출연했으나, 2013년 8월부터 인드라와 함께 나 겜 방송 합류. 2014년 3월 정식 입사. 이후 중국 팀 코치로 영입되어 2014년 12월 퇴사. [26] [27 ]이 상빈 몰래 맹근 거 CG 및 영상제작 담당. 타 회사로 이직이 진세 jonnastrong[28] 세계 체고 옵저버 옵저버 담당 [29]. 조나 스트롱♡ 배 피디 우리 게임했어요"
66,[30 ]CJ 충 팬이 기도 하다. 던 파 투신을 찍어 본 적이 있을 정도의 고수. 라샤를 LOL로 끌어들인 게 자신이라고 방송에서 말하기도 했다.
67,조인성 [31] 2016년 3월 개인방송에서 나무 위 키로 메구밍과 캬 하하/ 헬 퍼 논란을 검색하면서 위 키 러인 것이 확인되었다.
68,홀피셜로 예전부터 헬 로 반반( 배 다솔 )pd랑 커플이라고 한다.
69,에스 퍼란 자가 나간 이후로 방송인력에 공백이 많이 생겨서 종종 방송에 투입되곤 한다.
70,하지만 출연 시 투덜투덜 대는 걸 보면 방송하는 걸 그렇게 좋아하지는 않는 모양. 공포게임을 할 때 뛰어난 익룡 리액션을 보여준다.
71,다만 원래 방송하는 인력이 아닌데 다가 공포게임을 할 때 리액션이 뛰어넘는 수준을 넘어서 욕(...) 을 너무 많이 하기 때문에 넉넉히 방송 인원을 새로 뽑은 이후 부터는 방송에 많이 출연하고 있지는 않다.
72,"다만 매치 업에서 스타 크래프트 해설로 잠깐 나왔었는데 여기서도 어느 정도 게임에 이해도를 가지고 있는 모습을 보인 걸 보아 타고난 겜 잘 유전자가 있는 듯. 2018년 11월 라이 엇코리 아로 스카 웃되 어 퇴사했으며, 자 낳대"
73,3의 코치를 맡기도 했다.
74,"그러나, 2020년 7월 LCK 공식 옵저버임에도 불구하고 인종 차별적 표현 사용으로 인해 욕을 먹으면서 아프리카 TV로 이적하는 불상사가 발생하였다."
75,이항 민 독스 PD 미 연시 제작을 담당했던
76,PD. 2013년 11월 퇴사 .이 현우 골 록 골 록 [32] 레 오나 전문 은 국열차 탑승객. 클 템 이 현우와는 동명 이인이므로 아무런 관계가 없다.
77,"후술된 나이스게임 TV VOD 업 로드 사건의 책임을 묻고 해고됨. 이형 주루니 어스 슈퍼스타 L 출신 (2). 디스 이즈게임 소속이었다가 나겜에서 NLB 해설을 맡았음. 이후 모종의 사태로 인하여 방출. 해 당 문서 참조. 이화진 FARZIN[33 ]2012 년 11월 입사. 다만, 실제로 나겜과 연관이 있는 건 7 월경부터. LOL 해외리그 담당 캐스터. 후술된 나이스게임 TV VOD 업 로드 사건의 책임을 물고 자진 직위 해제 후 퇴사. 현재는 트위치에서 스트리머를 하고 있다."
78,"임 수환 러닝 레인 2012년 11월 퇴사. 임 노 현손 말 자라나라 머리머리 안일 아 손 말하구 나 하스 스톤 관련 방송 진행을 위해 영입된 하스 스톤 은둔 고수. 현실은 광 탈의 아이콘 2015년 10월 복학을 위해 퇴사. 정배 영 JBYHAHA[34 ]나 겜 부장. 영상 팀 총괄 조영 민 쓸 만한 건다 사용중 웹 프로그래머 최영 섭최 작가 2012년 하반기에 입사한 것으로 추정되나, 후술된 나이스게임 TV VOD 업 로드 사건의 책임을 묻고 해고됨. 최 환 석 피그 베어나겜의 6식 정 글러 이자 먹 방의 본 좌. Food Raper 라는 별명으로도 불린다."
79,대학교 복학을 위해 6/13 일부로 사직. 현태일 RoHi 군 문제로 인하여 2013년 8월 퇴사. 황지성 AjaxCCB 해설자. 2012년 퇴사. 현수 환 좁쌀 히 포가 프로 재도전을 선언해 공석이 된 LCS 해설을 채우기 위한 공개 모집으로 입사하여 섬 머 시즌부터 해설을 맡게 되었다.
80,입사 전 나 겜 은밀한 개인 교습에 나온 적이 있었고 제닉스와 중국 2 부리그에서 선수 생활을 한 경험이 있다.
81,첫 방송부터 좋은 평가를 받으며 빠르게 나겜에 자리를 잡았다.
82,소녀전선을 접은 최근엔 페이트 그랜드 오더에 잔뜩 빠져 간간히 가챠방송을 진행하기도 한다.
83,"개인방송 주력 컨텐츠는 페 그 오, 지인 과의 롤 듀오, 롤 랭크게임을 하고 있다."
84,현 나 겜 방송 인원들 중 유일하게 미필이다.
85,해 설 능력은 혼돈의 북미와 유럽 잼을 감안하면 전체적으로 준수하긴 한데 사소한 부분에서 좁쌀이 말한 것과 정반대로 가는 상황이 자주 나온다.
86,심지어 확률이 0에 수렴해 보이는 일도 좁쌀이 입만 열었다 하면 일어나곤 한다(...) 그럴 때마다 시청자들은 좁쌀의 권능이 발동했다며 드립을 친다.
87,2018 EU LCS 스프링 결승전에서 캐스터가 지각한 상황에서 홀로 1 인 중계를 훌륭히 소화하면서 해설로서 평가가 급등했다.
88,세간에 선 캐스터 ' 좁' 과 해설 ' 쌀' 이라 사실상 2 인 중계였다고
89,드립을 치기도 한다.
90,2018 시즌 롤 드컵을 통해 2~3 부리그 해설 자로 승급에 성공했다.
91,"2019년 2월 13 일 기점으로 홀스 개인방송에 의해서 프리랜서로 전환 하여 LCS LEC 해설만 하는 걸로 알려 졌으나, 군대를 간 캡틴 잭을 대신하여 LCK 서 머 시즌 분석 데스크에 출연하기도 했다."
92,"2019 년 롤 드컵 조별 예선에서 근거가 부족한 LEC 고 평가, 잘못된 해설 및 몇몇 빗나간 예측으로 인하여 E 스포츠 팬들에게 ' 롤 교익 '이란 불명예스러운 별명이 붙게 되었다."
93,"이후 평가가 반전되어 8 강과 4 강에서 신들린 예측과 분석을 보여주며 ' 황 쌀', ' 갓 쌀' 로 불리게 되었으나, 결승에서 FPX가 3-0으로 G2를 스윕하면서 다시 평가가 떨어졌다."
94,"역 배의 신으로 등극. 그리고 그날의 경기분석은 유 튜브에 올라오지 않았다 경기를 복기하거나 전체적인 판을 읽어 주는 분석력에 있어서는 세세한 분석력으로 평가가 올라갔지만, 이전부터 보여준 해설자로서의 화법, 태도 및 트위치 개인방송에서의 발언 등으로 인해 전역 후에도 코치나 해설자를 할 수 있을 지에 대해선 비판적인 의견이 여전히 많은 편이다."
95,[35] 그러나 LCK를 저 평가하던 태도는 그리핀 사건으로 인해 LCK의 추악한 면모들이 드러나자 다른 의미에서 재평가 받고 있다.
96,"[36] 롤 드컵 종료 후 12월에 군 입대를 할 예정인데, 향후 진로는 미정이지만 본인은 지도자를 희망한다고 밝혔다."
97,하지만 자 낳대
98,2에서는 구직활동에도 불구하고 그를 아무도 코치로 쓰지 않았다 김 대 홍 눈 범이 애플 덕 김 대열 VVaWa2014 년 1월 입사. PD. 신 지드 장인으로 본인은 탑신 병자가 아니라고 하지만 누가 봐도 타고난 탑신 병자. 조용 bart 나림이 방학 숙제 [37]. 바트죠.
99,퇴사했었으나 2014년 11월 초 재입사. 미드라 이너가 없어서 재입사했다 카더라
100,모 건 [38] 모 건 제작팀. 천사와 악마의 지시를 받으며 플레이 하는 파일럿 프로그램에서 두 사람의 말을 모두 안 들으면서 대악마라는 별 멍을 얻었다.
101,"박 준 오 Ttakku 따꾸. YouTube 업 로드 담당. 주변에서는 오타쿠라고 하나 본인은 부정함 최 유 환 Soundhealer 영상과 음향 담당. 군입 대 준비로 퇴사 김 세 호 장삼 득 np 샵, 마케팅 담당. pc 방 상주 알바 김 솔 누리 안녕 못 해 염 디자이너. Soundhealer의 지인으로 영상물 제작을 인연으로 롤 바 타 출연과 입사를 제의 받음. 퇴사. 배 다솔 헬 로 반반 PD, 본격 게임 빙자 연애방송 우리 게임 했어요,"
102,"IM 팬, 이 영호 토토 반반 [39]. 스포 티비게임 즈 lck 피디로 가게 되어 퇴사. 조나 스트롱( 이진 세) 와 커플이상용 형은 케넨 만한다 클로저. 소 악마. 천하제일 무술대회 심판. 케넨은 없다고 한다."
103,본인 왈 마비 노기 고수. 이제는 사라진 SD 건담 랭 커. 노래를 엄청 잘한다 김 경우 에스 퍼란 자 Riot League Championship Series 캐스터. 차세대 흐 규 흐 규. 럽 폭도. 14년 9월 2일 LCS 결승전 중계를 끝으로 퇴사했었으나 15 시즌 LCS 캐스터도 맡게 되었다.
104,[40] 2015년 8월 10일 재입사가 확인되었다.
105,"롤러와 에서 밝힌 사실로 마비 노기에 500, 사이 퍼즈에 400을 질렀다고..."
106,"토 토란 자 [41] 린 냥이 차 냥 해 [42] 미 연시 마스터, BMW 네이버에서 공개 처형을 당했다."
107,[43] 이후 롤러와 에서 닛 타 에미 av 출연 사건에 대해 썰을 풀 때 자신은 무덤덤 하다고 항변했으나 그 걸로 시비 거는 유저의 id 와 닉네임을 기억하는(...) 모습을 보여주며 새로운 기믹이 생겼다.
108,"또 한 단군이 프리로 풀리고 OGN에서 월, 화 캐스터를 맡음에 따라 나겜에서 하는 모든 해설경기에서 캐스터를 맡게 되었다"
109,이러다 탈진 사하실 듯:; 들개 발언 이후 모습을 보이지 않고 2016년 7월 28 일 롤러와 200 화 2부 중에 홀스가 그 사건 이후로 얼굴을 본 적이 없고 카 PD가 연락해 보았는데 계속 일하기 힘들 것 같다는 의사를 표현했다고
110,언급했다.
111,"이후 자신의 페이스 북에서 자신은 나겜을 나왔으며, 들개 발언이 과했음은 인정하나 메 갈리아에 대한 자신의 스탠스에는 변함이 없다고 밝혔다."
112,그리고 당장 급전이 필요 하다며 일손 필요한 공장 있으면 알려 달라고 구직 공고를 했다.
113,그러나 트위터와 페이스 북으로 다시 게임 캐스터 복귀 선언을 한다.
114,앞으로 어떤 모습을 보일지 두고 봐야 할 일. 2016년 11월 중순 트위치에서 방송 송출 테스트를 하며 모습을 드러냈다.2017
115,년 홀스 개인 저세상 방송에서 언급하길. 아직도 정신 차리질 못했다고
116,한다.
117,아직 SNS를 한다고. 현재 본인 트위터에 자살을 암시하는 유서가 업 로드되어 있다.
118,현재 경찰 수사 중. # 하 광석 빛 돌 2007년 카오스 해설을 기점으로 입사. NLB 해설. 카 직스 성애자. 다만 요즘은 불려 가는 데가 워낙 많아서 나 겜 방송에는 많이 출연하고 있지는 않다.
119,[44] 해설 뿐만 아니라 방송 외적으로 회사에서 큰 역할을 하고 있다.
120,"나 겜 실세 빛 사장 2017년부터 는 spotv에서 진행하는 LCK에 해설로 고정 출연하고 있다가, 2018년 부터는 LCK에서는 빠지고 챌 코에만 나오고 있다."
121,해설로서의 평가는 호불호가 갈린다.
122,"2018년 11월 아프리카 TV 중계 진 이적으로 퇴 사석 현준히 포전 콩두 몬스터의 탑 라이너, 2017년 LCS EU, NA 스프링 해설을 맡았다."
123,"원래는 LCS 해설만 잠깐 하려고 했으나 나겜의 다른 프로그램도 출연하기로 결정. 얄 짤 없이 오로지 사실과 논리에 따른 진성 팩트 폭행범으로 히 커터, 히 초리라는 별명을 얻음. 섬 머 시즌 프로 게이 머를 재도전하기 위해 4월 27 일 롤러 와를 마지막으로 퇴사. 입단 예정 팀은 오리진이라고 알려 져 있었으나 본인이 부정했으며 정해진 팀 없이 밑바닥에서 시작하게 될 것이라고 함. [45] 결국 Team BattleComics에 입단하였다."
124,윤 한나 불가 사리 누나 2016년 말 공개 모집으로 입사한 신입사원. 이전에도 철권으로 개인 방송을 했으며 철권계에서는 나름 유명인 사. 예전 학창시절 때는 태권도를 했다고
125,한다.
126,"곧 불혹 [46] .19 살 2회 차. 여성 철권 유저이며 [47], 마리오류 게임조차 공포게임으로 만드는 피지 컬 과 리액션의 소유자. 철권 7이 스팀으로 출시된 이후로 개인방송 때 주로 철권 7 방송을 한다."
127,새벽방송에서는 불 누 나이트를 열어 90~00 년대 음악으로 지치지 않는 모습을 보여준다.
128,불 누 나이트에서의 도네를 바탕으로 불 누 나이트 컵 철권 대회도 열고 진행한다.
129,현재는 리그 오브레전드에도 굉장히 푹 빠져 엄청 플레이를 하는 중이다.
130,현재는 브론즈 지만 기본적으로 게임 센스가 있어서 게임에 적응이 되면 언제든지 골드 까지는 갈 실력이라고. 2018년 12월 30 일날 방송되었던 나이스게임 TV 연말 사내 매치 업이 모두 종료되고 퇴사함을 알렸다.
131,자세한 내용은 알 수 없지만 방송 시작 전 중대발표라는 말이 다른 이야기가 아니라 퇴사한다는 소식이였다는 것에 많은 시청자들이 아쉬움을 표했다.
132,퇴사 후 2019년 자 낳대
133,3에 참가하였다.
134,김수민 썸 머 킴 2016년 말 공개 모집으로 입사한 신입사원. 지어내는 듯한 말을 많이 하여 대문호라는 별명을 얻었다.
135,"현재 로그 라이크류, 스팀 똥 겜 인 디 게임 방송을 담당. 스팀에 게임이 500개가 넘는다."
136,처음 밤샘 방송을 했을 때도 외적인 변화가 있거나 사운드가 비는 순간이 없었다.
137,롤을 제외하면 대부분 개인 방송 컨텐츠로 로그 라이크나 쯔꾸 르 같이 마이너한 게임을 하는데 사장은 이를 국악 한마당이라고 비유하였다.
138,쓰레 쉬 원 챔으로 플레티넘을 찍어서 그런지 쓰레 쉬나 서폿을 주면 집으로 에서도 게임을 캐리하지만 서폿을 뺏거나 다른 챔을 쥐어 주면 실버가 된다.
139,"나이스 게임 TV의 주요 리그 [48] 가 아닌 예능 프로그램에 주로 출연. 레이 디스 배 틀, 브론즈 실황 중계, 랭크 감별 단 등에서 활약하는 중이다."
140,개인방송 주력 컨텐츠는 스팀게임( 특히 로그 라이크 )를 한다.
141,17년 12월 현재 아이마스에서 엄청난 부질을 발견하면서 당당히 혼 모노의 반열에 올라섰다.
142,"본래 혼모 노 라인이었던 미 갈을 압도하는 파워와 체력, 부질을 보여주면서 시청자들의 호응을 이끄는 편 .17.08 .14. 브론즈 실황 중계에서 예정에 없는 중대발표로 그동안의 발언이 진실 임을 밝혀졌다.17.11.27."
143,브론즈 실황 중계에서 아내가 임신을 했음을 밝혔다 2019년 1월 13 일부로 퇴사 . 김성수 콜리 2016년 말 공개 모집으로 입사한 신입사원. 캐스터 지원. 시즌 5 다이아. 2017년 현재는 골드 1 솔 랭 방송을 하고 있다.
144,"개인방송을 해본 적이 없어서 처음에는 솔 랭 방송하는 것도 긴장이 된다고 했는데 현재는 적응을 한 상태. 새벽에 홀스와 롤 듀오 방송을 할 때 도네 당 시간 추가를 조건으로 내걸었는데, 무시당한 나 겜 아재들의 가차 없는 도네 폭격을 받고 멘 붕, 사장님을 직접 소환하여 같은 신입사원인 불가 사리 누나를 제물로 삼아 협상에 성공하였다."
145,성우 지망생이었다고
146,한다.
147,쇼 미 더 하스에 sakadian 이라는 닉네임으로 참가했다.
148,2017년 2월 GTA 5를 플레이하며 단 레버의 뒤를 잇는 콜리버가 탄생했다.
149,기본적으로 게임을 잘하는 유전자가 있는 모양. 비디오게임에서 만큼은 금 손인 홀스도 헤매는 구역을 단방에 클리어 하고 lol도 플 레~ 골드 사이를 왔다갔다 하는 수준급 실력을 보여준다.
150,[49] 여담으로 군대까지 기다려 준 여자친구가 있다.
151,"2017년 4월부터 개인방송 때 배틀 그라운드 방송을 시작, 콜리의 불알 친구와 와 디드, 와디 드의 지인과 인성 파티를 구성, 온갖 총기사고와 하극상이 판치는 노 답 분대 상황 극을 하며 즐겜을 하고 있다."
152,4월 18일 불 누나와 썸 머 킴 의 개인 방송 때 음주 갱 킹을 했다.
