,name,key,sentences,label
13,3D운전교실,여담[편집],"배경음악은 Arc North - Oceanside를 사용하고 있다.개발자가 지하주차장과 회전교차로 사이의 빈 공간에 땅을 만들려다가 주유소가 묻혀 버리는 버그가 있었다. 현재는 자리를 옮겨서 산에 묻히지 않는다. 2018년 크리스마스 선물은 개발자에 의하면 구독자 선물차가 아니라 하늘을 나는 기능이라고 한다. 자동차 놀이터에서만 할 수 있는 기능이었으나 개발자의 실수로 자유주행 맵을 제외한 지하주차장과 서킷에서도 구현이 됐었다. 해당 기능은 2년 후 22.51버전에 어린이날 기념으로 모든 맵에 다시 추가되었다. 현재는 호수공원의 분수대를 타면 하늘을 나는 기능이 주어진다. 대신 다시 플레이하면 이 기능이 풀려서 플라이 기능을 계속 쓰려면 계속 분수대를 타야하는 불편함이 있으며 지하주차장, 자동차놀이터, 경기장에서는 사용할 수 없다.개발자가 구독자 19만 명 선물로 차를 부딪히면 차가 찌그러지는 기능을 추가시켰다. 설정에서 파손을 키면 된다.맵에 있는 주차장으로 주차 연습을 할 수 있다. 주차연습을 할 수 있는 주차장은 총 6군데이다. 지하주차장, 주유소 주차장, 햄버거 가게 주차장, 공항 및 자기부상열차 승강장 근처 주차장, 아파트 주차장, 운전면허시험장 후진주차(T자)코스.[12]2019년 7월 10일 배포된 17.97 버전부터 학교 진입할 때, 그리고 진입 후 수업 시작 종소리가 들린다.2019년 11월 8일 배포된 20 버전 이후 공항과 자기부상열차, 그 내부 주차장도 생겼다.[13] 차단기 또한 세팅되어있으며 비행기 탑승구 및 대한항공, 유나이티드 항공,에미레이트 항공 여객기들[14], 그리고 볼가-드네프르 항공사의 An-124기체가 존재한다, 심지어 An-124 항공기의 경우 차를 타고 비행기에 탑승할 수도 있다. 또한, 자동차에 사람을 내려 자기부상열차 위에 태울 수도 있다.[15] 운전시티역도 추가되어 사람을 하차시키거나 계단 등을 오르내릴 수 있게 되었다.21.8 버전 이후 호수공원이 추가되었고 신도시에 한해 밤낮이 바뀌는 효과 역시 추가됐다.현재 차 휠의 상태는 대부분 2D 상태였으나, 람보르기니 아벤타도르를 시작으로 차 휠을 3D로 교체되었다.",0
14,3D운전교실,팬게임[편집],"3D운전게임 - 3D운전교실의 팬게임 중 가장 유명하며, 10만 다운로드를 넘긴 게임이다. 자세한 것은 문서 참고.이외에도 3D경주교실, 3D운전도시, 3D주행교실등이 있다.",0
15,3D운전교실,내비게이션[편집],"22.5 버전부터 생겨난 기능으로, 오른쪽 사이드미러 옆에 있다.22.6 버전에 안내종료 기능이 추가되었고, 22.7버전에 목적지에 도착하면 깃발이 사라짐과 동시에 음성안내가 나온다. 또한목적지를 향해 출발해도 음성안내 기능이 나온다. 22.8 버전부터는 외국어 내비게이션 음성도 추가되었다. 다만 외국어 안내를 듣고 싶다면 설정에서 소리를 외국어로 바꿔 줘야 한다.[8][9]",0
16,3D운전교실,낭떠러지[편집],"회전교차로에는 4개로 갈린 갈림길에서 바다가 있는 쪽으로 쭉 이동하다 보면 라바콘 4개가 있는데[10] 직진하면 바다에 빠진다.빌딩 숲에 있는 순환고속도로 입구는 2갈래로 나눠지는데, 우측으로 가면 순환고속도로고, 좌측으로 직진하면 떨어졌는데, 고속 주행 시 바다가 아닌 무한의 세계로 떨어졌었다. 최신 버전 기준 신도시 맵으로 이동한다.* 처음에 우회전하고 풀악셀 밟다가 좌회전하고 다시 풀악셀 밟으면 마인크래프트의 공허와 비슷하게 무한히 떨어진다.",0
17,3D운전교실,무한의 세계[편집],"3D운전교실이 아니더라도 거의 모든 게임에 있는 장소로, 바다에서 시내 반대 방향으로 쭉 가거나 일정 장소에서 떨어지면 무한의 세계로 가며 개발자도 당연히 알고 있다.  애초에 무한의 세계 자체는 못고치는 버그라고 한다. 다른 방식으로 수습하려면 투명 벽을 쳐야 하는데 노가다가 만만치 않다[11]. 아니면 프로그램 엔진을 바꿔야하는데 이렇게 되면 처음부터 게임을 다시 만들어야 한다. 차를 버리고 캐릭터만 날기 기능 등으로 다시 맵으로 가더라도 한 5분정도 되면 게임이 뚝뚝 끊기기 때문에 정상적인 진행은 불가하다. 차를 타고 10분 정도 있으면 사람의 머리가 차 지붕을 뚫고 나온다. 상황에 따라서는 휴대폰에 무리가 갈수도 있기 때문에 조심해야한다.",0
18,3D운전교실,바다와 빙판[편집],"유튜버들 사이에는 주로 보기 쉬운 편평한 바다를 빙판이라 하고, 해양공원에 있는 바다를 '바다'라고 하는데, 옛날에는 이 바다가 합쳐져 있었으나 다시 따로 분리되었다.",0
19,Burning Core,개요[편집],"Burning Core#BCWIN 과거 데토네이션의 2팀이였으나 승격 후 스폰서를 교체, 재창단한 팀이다. 승격 후 바로 강등당했다. 2부 리그에서 SCARZ랑 스폰쉽을 맺어 SCARZ Burning Core라는 팀명으로 활동하고 재승격도 성공했으나 SCARZ가 승격 이후 롤 팀 활동을 중단하면서 다시 원래 팀명으로 돌아왔다.국내에선 ""다라"" 전정훈의 프로생활 마지막 팀으로 유명하다. 램페이지(펜타그램)에서 정신적인 큰 충격을 받고 힘들어했던 다라를 위해 팀 대표가 재류카드를 찾아주고 직접 병원에도 데려다 주는 등 극진하게 대접했다고 한다. 안타깝게도 다라는 팀에서 잘 대해줬음에도 끝내 정신적 충격을 극복하지 못하고 팀을 LJL로 승격시킨 이후 은퇴를 선언했다. 이후 버닝 코어 측은 다라를 팀의 명예 고문으로 임명하며 마지막까지 의리를 지키는 모습을 보여줬다.2019 스프링 시즌 후 서브 탑이였던 라브리와 원딜러인 유토리모야시가 은퇴를 선언했지만, 유토리모야시는 1달 후 은퇴를 철회하고 V3로 이적을 발표하였다.팀 약자는 BC.",1
20,Burning Core,팀 역사[편집],0
21,Burning Core,2017 시즌[편집],0
22,Burning Core,2018 시즌[편집],0
23,Burning Core,2019 시즌[편집],0
24,Burning Core,2020 시즌[편집],0
25,Burning Core,2021 시즌[편집],0
26,GH,개요[편집],"경기도의 지방공기업. 본사는 경기도 수원시 권선구 권중로 46 (권선동)에 위치해 있다. 경기도청과 마찬가지로 북부본부는 경기도 의정부시에 위치하고 있다. (경기도 의정부시 용민로 192 (민락동))사장은 2019년 2월부터 이헌욱 변호사[2]가 재임 중이다.2020년 7월 15일, 경기도시공사에서 ‘경기주택도시공사(GH)’로 사명을 변경하였다.경기도시공사 시절 로고.",0
27,GH,상세[편집],"경기도에서 경기도 각지의 신도시를 개발하고 산업단지를 유치하며, 경기도의 각종 기반시설을 확충하기 위하여 만든 지방공기업이다. 경기도가 전액 출자하여 지분율은 100%이다. 광역자치단체마다 설립되어 있는 도시개발공사 중 하나이다. 원래 이름은 경기지방공사였다가, 2007년 광교신도시 개발을 시작하면서 경기도시공사로 변경하였고, 2020년 7월 15일, 현재의 이름 GH로 변경되었다.한류월드나 광교신도시, 판교테크노밸리 등 경기도의 주거복지, 택지개발,  공공주택사업, 산업단지조성, 주택사업, 위수탁/환경시설, 도시재생사업 등을 하고있다.별도의 아파트 브랜드가 있다. 이름은 써미트빌과 자연&인데, 광교신도시나, 한강신도시 등 경기도 지역 내에서 경기도시공사가 주거사업을 시행,시공하여 아파트가 완공되면 저 브랜드가 붙는 경우가 있다. 예를 들면 자연앤자이, 자연앤힐스테이트, 자연앤데시앙 등으로 시행사의 브랜드와 주요 시공사들의 브랜드가 함께 붙도록 한다. 광교신도시나 한강신도시가 아니더라도 GH 주관으로 건설된 아파트에는 여지없이 '자연앤' 브랜드가 붙는다.본사가 위치한 수원시 권선구야 구도심에 속하지만 북부본부가 있는 의정부시 민락2지구는 의정부시의 신도시 포지션인데, 경기주택도시공사가 시행하지 않고 한국토지주택공사에서 시행한 점이 나름 아이러니하다.",0
28,GH,역대 사장[편집],초대 민병균 (1997~2001)2대 장홍렬 (2001~2002)3~4대 오국환 (2002~2006)5대 권재욱 (2006~2008)6대 이한준 (2008~2011)7대 이재영 (2011~2013)8대 최승대 (2013~2014)9대 최금식 (2014~2017)10대 김용학 (2017~2018)직무대행 이홍균 (2018~2019)11대 이헌욱 (2019~ ),0
29,GH,사업[편집],"택지개발 등을 위한 토지의 취득, 개발, 비축 및 공급, 임대관리주택 및 일반건축물의 건설, 개량, 공급, 임대 및 관리도시재정비 사업 및 리모델링 사업관광지, 리조트 등 위락단지의 조성 및 관리도로, 도시철도, 주차장 등 교통관련시설의 건설 및 운영·유지관리해외무역, 외자유치, 과학기술진흥 지원 등 지역경제활성화에 기여할 수 있는 업무건설자재의 생산 및 공급체육시설의 조성 및 관리국가 또는 지방자치단체가 대행 또는 위탁한 업무경기도지사가 필요하다고 인정하여 대행한 사업의 추진 및 관리상기의 업무에 부수되는 설계용역 및 감리 등의 업무「해외건설촉진법」에 따른 해외건설업, 다만 비투자사업에 한함그 밖의 지방공기업법 제2조에서 정하는 사업",0
30,GH,시행사업[편집],광교신도시광교호수공원 다산신도시한류월드판교테크노밸리광교테크노밸리경기북부테크노밸리킨텍스지원단지동탄호수공원,0
31,Loud G,개요[편집],"안녕하세요. 라우드 G는 게임을 소재로 한 웹드라마 / 예능 / 리얼리티 / 온라인 리그등을 제작하는 웰메이드(?) 지향  채널입니다.유튜브 채널 설명 중 中SPOTV GAMES 제작 담당을 맡았던 舊 라우드커뮤니케이션즈의 공식 유튜브가 새 단장을 하면서 출범한 게임 중심의 종합 웹 콘텐츠 채널이다. 스틸에잇이 舊 라우드커뮤니케이션즈를 인수하고, 사명을 라우드커뮤니케이션즈로 변경함에 따라 2020년 10월부터는 새로운(?) 라우드커뮤니케이션즈가 채널을 관리하게 된다.방송국들의 웹 콘텐츠 시장이 확대된 오늘 날, 핵심 주제를 게임으로 하는 동시에, 대중적으로도 어필할 수 있는 콘텐츠들을 제작한다는 것이 특징. 이는 좋은 반응을 이끌어내어, 침체기를 겪던 게임 방송국들의 새로운 판로를 열었다고 볼 수 있다.SPOTV GAMES가 버라이어티 예능 프로그램 종합 채널인 STATV로 개편[2]됨에 따라 게임 관련 콘텐츠는 Loud G 중심으로 운영될 가능성이 점쳐지고 있다. 실제로 Loud G의 출범이후 기존 SPOTV GAMES의 유튜브 채널이었던 'ESportsTV' 또한 형제 채널 'LOUD CAST'로 새 단장을 했다. 유튜브 커뮤니티에 매주 방송 일정을 올리는데 추석 휴재 공지 이후 동영상은 올라오는데 공지가 없던 적도 있었다. 원래 라우드 G는 공지를 페이스북과 유튜브 커뮤니티 양쪽에 올려왔는데 아래의 사건 여파로 덧글이 적은 페이스북에만 공지를 올렸기 때문이다.",2
32,Loud G,스틸에잇과의 합병[편집],"2020년 9월 2일, 스틸에잇과 합병될 예정이라는 소식이 전해져 많은 e스포츠 팬들을 깜짝 놀래켰다.# 그도 그럴것이 2019년 대한민국 e스포츠를 뒤흔든 그리핀 사건의 배후나 다름없는 스틸에잇과 손을 잡는 소식에 대부분 부정적인 의견을 표하고 있으며 특히 과거 그리핀 사건을 비판했었던 김하늘 PD의 거취를 궁금해하기도 하고 있다. 결국 합병 발표문이 올라온 당일, 김하늘 PD는 본인 유튜브 채널 커뮤니티를 통해 사직서를 제출하게 되었다고 전했다. 링크(현재는 글이 수정되어 가려짐)[3]9월 17일 유튜브 커뮤니티를 통해 라우드커뮤니케이션즈 대표 이재명이 직접 합병과 관련된 입장을 전했다. 하지만 입장문이 공개된 뒤 구독자들은 더 실망했다며, 합병 소식 때보다 훨씬 더 악수가 되어 가고 있다. 특히 e스포츠 시장을 잘 이해하고 있는 15년 경력의 대표가 그리핀 사건에 큰 책임이 있는 스틸에잇과 합병한다는 내용에 대부분 의아함을 느끼고 있다. 입장문 공개 후, 유튜브 채널 구독자는 급격한 감소 추세를 보이고 있고, 왜냐맨 종영이후 40만명 선이 붕괴되었다.라우드커뮤니케이션즈 대표 이재명 입장문 [ 펼치기 · 접기 ]안녕하세요 라우드커뮤니케이션즈 대표 이재명입니다.최근 매체를 통해서도 릴리즈 되었고, 이제 많은 분들이 인지하는 당사 합병의 건에 대해서 말씀 드리고자 글을 쓰게 되었습니다.1. 글을 쓰기로 마음 먹은 것은 무엇보다 팬 분들에게 지금의 과정을 저희 목소리로 직접 말씀 드리는 것이 저희의 기본 자세이며 최소한의 예의일 것 같다는 생각에서 입니다.2. 돌아보니 제가 e스포츠업을 한 것이 벌써 15년이라는 세월이 흘렀습니다. 이 기간 동안 많은 변화가 있었는데, 제게 시장의 가장 큰 변화는 방송사 중심의 제작환경을 벗어난 것 아닌가 합니다. 이제 e스포츠의 제작 및 송출 전반에 대한 것은 꼭 TV향의 대형 방송사가 아니라도 가능한 시대가 되었습니다. 이런 환경변화는 저희에게도 많은 변화를 요구하였습니다.3. 변화의 과정 속에 저희는 유저(USER) FIRST, 재미(FUN) FIRST, 디지털(DIGITAL) FIRST라는 세가지 기치 아래, 2019년 1월 LOUD G라는 유튜브 채널을 런칭하였습니다. 기존 방송체제에서 디지털로의 DNA 변화가 쉽지 않았지만, 선재적으로 무엇을 준비해야하는지 치열하게 고민하였고, 내부 직원 분들의 노력이 더해져 짧은 기간이지만 다양한 시도와 경험을 할 수 있었습니다. 그 결과 채널 개설 1년이라는 기간 동안 40만명이 넘는 구독자와 월간 순이용자(M.A.U)가 200만명이 넘는 성과도 따라왔습니다. 모두 여러분의 넘치고 과분한 사랑 덕이였습니다.4. 하지만 유튜브의 수익은 아직 제작비에 비해 턱없이 부족한 게 현실이고, 저희가 추구하는 디지털 콘텐츠 산업이 성숙하기에는 아직 더 많은 투자가 수반 되어야하는 실정입니다. 사랑하는 독자 여러분 이 과정에서 저희는 부득이하게 합병을 고려할 수 밖에 없었습니다. 5. 합병의 과정에서 여러 기업을 만났습니다. 저는 첫째로 우리 연출자들의 자유로운 제작 환경이 지켜졌으면 하는 생각이 가장 컸고, 둘째로 주주의 이익실현이 아닌, 지금 남은 저희 직원들이 대부분 고용이 보장되는 것을 원칙으로 삼았습니다. 좀 더 길게는 합병 이후 우리가 가고자 하는 방향성이 일치 되어야 함은 물론일 것 입니다.어떠한 곳은 안정적일수는 있으나 우리의 DNA을 지킬 수 없는 곳이었고, 또 어떤 곳은 핵심사업만을 양수하길 희망하여 고민이 컸던 것도 사실입니다.왜 ‘스틸에잇’이냐? 많은 분들의 우려 섞인 목소리를 들었습니다. 저는 사실 여러분의 모든 댓글을 빠짐 없이 보는 성격입니다. 충분히 독자 분들이 걱정하시는 마음을 알고 있고, 어떤 면에서 우려 하시는지 공감하고 있습니다.그럼에도 말씀 드릴 수 있는 건, 라우드커뮤니케이션즈의 아이덴티티를 지키며 서로가 보유한 역량이 시너지를 낼 수 있는 파트너를 치열하게 고민하고, 신중하게 결정했다는 것입니다. 6. 저희 구성원은 여러분과 마찬가지로 게임과 e스포츠를 너무나 사랑합니다. 또한 이 업에서 가장 중요한 것은 팬 분들이라는 것을 명확하게 알고 있습니다. 그간 저희가 실수도 더러 있었고 힘든 과정도 있었지만, 이겨내고 변화할 수 있는 원동력은 무엇보다 팬 분들의 응원이 가장 큰 힘이 되었던 것 같습니다. ‘열 일하는 라우드G’, ‘그래도 피드백은 가장 빠르다’, ‘재미있는 콘텐츠가 우리에게 힘이 된다’ 등의 글은 그 어떠한 보약보다 우리에게 힘이 되는 응원 이였습니다.7. 팬 여러분 지켜봐 주시고 채찍질 해주십시오. 팬 분들이 원하는 것이 무엇인지 더욱 치열하게 고민하겠습니다. 저희 모두 더욱 진정성 있게 업무에 임하고자 합니다. 그리고 합병 이후 언젠가는 ‘이 회사가 변했다’, ‘라우드 G 힘내라’와 같은 격려의 목소리를 꼭 들을 수 있도록 하겠습니다.하고싶은 이야기가 너무나 많은 것 같습니다. 그만큼 담고 있는 소리도 많지만,말과 글이 아닌 결과물로써 빠른 시일 내 여러분께 더욱 인정 받도록 최선을 다하겠습니다.감사합니다. 이재명 올림﻿위의 합병과 맞물리는 이야기로, Loud G 채널의 수익은 마냥 좋지만은 않은 듯하다. 최근 e스포츠 중계도 거의 없다시피 하고, 김민아의 미성년자 성희롱 사건 이후 Loud G 채널의 화제성도 예전같지 않다. 앞서 작성된 입장문에서도 제작비 대비 수익은 턱없이 부족하다고 밝히고 있다. 심지어 유튜브 채널도 구독자가 감소하거나 조회수도 예전 같지 않는 등 꾸준히 하락하고 있다.스틸에잇이 보유한 한화생명e스포츠 카트라이더 팀이 많은 인기를 끌고 있기에 이중잣대 아니냐는 반론이 있는데, 한화생명e스포츠의 인기는 네이밍 스폰서인 한화와 문호준이라는 스타 플레이어의 인지도가 큰 도움을 주었으며 대부분은 소유주가 스틸에잇이라는 사실을 모르는 경우가 허다하다.[4] 당연히 스틸에잇이 모기업이라는 것을 아는 사람들은 이 사실을 부정적으로 보고 있지만 카트라이더 리그의 특성상 어쩔 수 없다는 반응이다. 실제로 한화생명e스포츠 팀은 프로팀 중 유일하게 숙소가 없고 한화가 직접 운영하는 리그 오브 레전드 팀이 아낌없이 투자를 받는 것과 비교되고 있어서 이럴 거면 스틸에잇은 손을 떼고 한화가 완전히 인수해야 한다는 소리가 심심하면 나오고 있다.[5] 오죽하면 스틸에잇 로고가 유니폼에서 사라졌을 때 한화 직영팀이 되는거냐고 기뻐했을 정도.2020년 10월 15일, 합병을 완료하고 공지했다. 합병 이후 방침은 e스포츠 컨텐츠 제작 경쟁력을 강화하고, 글로벌 시장 공략에 나설 것이라고 밝혔다.[6]",2
33,Loud G,요일별 편성 프로그램[편집], 의 프로그램  【 펼치기 · 접기 】방영중인 프로그램한국패치GNA (목) | START-어 (금)종영한 프로그램피킷리스트 | 소확잼 | 친구가 필요해 | 죽어야 사는 여자 | 부부의 새겜 | 왜냐맨 | 윤태진의 무모한 도전 | 3분 리뷰,2
34,Loud G,종영 프로그램[편집],0
35,Loud G,여담[편집],"라우드지 채널 초반에는 웹드라마 등의 컨텐츠도 제작되었으나, 현재 웹드라마는 전혀 제작되고 있지 않다.2020년 6월 20일부로 기존의 모든 컨텐츠가 시즌 마무리 또는 종영을 했다.[7] 6월 29일 대규모 개편 공지가 올라왔고 새 프로그램들이 제작될 예정이라 밝혔다. 일부 프로그램은 차기 시즌으로 진행되며, 새로운 출연자와의 새로운 포맷, 기존의 출연자와의 새로운 포맷의 프로그램이 적절히 편성되어 스틸에잇 합병 발표 이전까지는 팬들의 반응이 좋았다.스틸에잇 합병 이후 구독자 수가 지속적으로 감소하고 있고, 영상 조회수는 1만 회를 넘기기도 힘들어졌다.",2
36,Loud G,관련 문서[편집],SPOTV GAMES라우드커뮤니케이션즈김하늘(PD),0
37,Loud G,(목) 한국패치GNA[편집],"크리스티안 부르고스, 수잔 샤키야, 조던 람베르토니, 프셰므스와브 크롬피에츠가 출연해 게임을 하는 프로그램.",2
38,Loud G,(금) START-어[편집],터키 출신 수아가 출연해 게임을 하면서 일상 터키어를 가르쳐주는 프로그램.,2
39,Loud G,피킷리스트[편집],"피킷리스트세상 모든 특별한 PC방을 리뷰합니다,  피~킷 리스트공식 캐치프레이즈  자세한 내용은 피킷리스트 문서를의 번째 문단을의  부분을 참고하십시오.",3
40,Loud G,소확잼[편집],"소확잼 김수현, 김효진의 소소한 놀이 대전!두 아나운서의 거침없는 반전 매력을 만나다!공식 캐치프레이즈2020. 5. 6 부로 종영  자세한 내용은 소확잼 문서를의 번째 문단을의  부분을 참고하십시오.",2
41,Loud G,친구가 필요해[편집],친구가 필요해게임 친구 만들러 유키카가 왔다!유키카랑 친구할 사람??공식 캐치프레이즈2020. 6. 18. 부로 종영  자세한 내용은 친구가 필요해 문서를의 번째 문단을의  부분을 참고하십시오.,2
42,Loud G,죽어야 사는 여자[편집],죽어야 사는 여자나미춘 윤태진 아나운서의 힐링 게임 콘텐츠공식 캐치프레이즈  자세한 내용은 죽어야 사는 여자(웹예능) 문서를의 번째 문단을의  부분을 참고하십시오.,2
43,Loud G,부부의 새겜[편집],"부부의 새겜우왁굳, 김수현 부부가 발로란트를 플레이하는 프로그램으로, 6화를 끝으로 종영했다. 타이틀명은 부부의 세계의 패러디다.",2
44,Loud G,왜냐맨[편집],왜냐맨외전브론즈에서 살아남기  자세한 내용은 왜냐맨 문서를의 번째 문단을의  부분을 참고하십시오.김민아의 미성년자 성희롱으로 인한 사실상 하차로 인해 시즌 5를 조기종영하고 정리의 시간을 가진 후에 왜냐맨 외전이라는 새로운 시즌이 시작되었다. 2020년 10월 10일 업로드를 마지막으로 종영하였다.,2
45,Loud G,윤태진의 무모한 도전[편집],"윤태진의 무모한 도전죽어야 사는 여자의 후속작으로, 윤태진이 게임을 배우고 도장깨기를 하러 다니는 컨텐츠이다. 2020년 7월 21일에 예고가 공개되었고 28일에 첫 방영되었다.2020년 9월 8일 방송을 마지막으로 재정비의 시간을 가진다는 이유로 장기 휴방에 들어갔다.",2
46,Loud G,3분 리뷰[편집],"3분 리뷰즙신영과 퇴물맨이 매 주 번갈아가며 3분만에 게임을 리뷰하는 컨텐츠이다. 2020년 8월 5일에 걸카페건에 이거 겜 아님 판정으로 팩폭을 날리며 첫 방영되었다.10월 21일, 유튜브 커뮤니티를 통해 박신영이 하차하고 다른 새 출연자가 맡을 것이라는 공지가 올라왔고, 11월 4일 새 출연자가 김채오, 이수정인것이 공개되었다.12월 23일 방송 쿠키영상에서 허준이 3분 리뷰가 없어진다는 말을 했고, 12월 5주차 콘텐츠 업로드 일정에 올라오지 않으면서 폐지가 확정되었다.",3
