,name,key,sentences,label,
10,Xbox,엑스박스 게임 스튜디오[편집],XBOX 플랫폼 주요 게임 [ 펼치기 · 접기 ]엑스박스 게임 스튜디오 주요 프랜차이즈 헤일로 시리즈기어스포르자 시리즈에이지 오브 엠파이어스테이트 오브 디케이페이블(리부트)헬블레이드퍼펙트 다크(리부트)웨이스트랜드아우터 월드필라스 오브 이터니티그라운디드<width=25%><bgcolor=white> 반조-카주이배틀토드 사이코너츠마인크래프트마이크로소프트플라이트 시뮬레이터오리씨 오브 씨브즈에버와일드크랙다운킬러 인스팅트제니맥스 미디어(베데스다 소프트웍스) 주요 프랜차이즈 둠울펜슈타인디스아너드디 이블 위딘레이지프레이데스루프고스트와이어 도쿄엘더 스크롤퀘이크스타필드폴아웃 | XBOX 게임 스튜디오 목록 보기 · XBOX 하드웨어 및 서비스 보기과거 명칭은 마이크로소프트 게임 스튜디오. 엑스박스 시리즈의 퍼스트 파티 독점작 라인업을 책임진다.대표적인 프렌차이즈는 아래와 같다.헤일로 시리즈포르자 시리즈기어스 오브 워 시리즈블리딩 엣지프로젝트 고담 레이싱 시리즈페이블 시리즈크랙다운 시리즈데드 라이징 시리즈스테이트 오브 디케이 시리즈비바 피냐타 시리즈Ori  시리즈마인크래프트마인크래프트 던전스킬러 인스팅트반조-카주이레어 리플레이리코어퍼펙트 다크선셋 오버드라이브퀀텀 브레이크라이즈: 선 오브 롬씨 오브 씨브즈앨런 웨이크주 타이쿤,0,
11,Xbox,이야깃거리[편집],,0,
12,Xbox,역대 로고[편집],2001 ~ 20042005 ~ 20202017 ~ 현재[1],0,
13,Xbox,가정용[편집],Xbox (2001)Xbox 360 (2005)Xbox 360 S (2010)Xbox 360 E (2013)Xbox One (2013)Xbox One S (2016)Xbox One S 올 디지털 (2019)Xbox One X (2017)Xbox Series X|S (2020)Xbox Series X (2020)Xbox Series S (2020),0,
14,Xbox,지역 별 상황[편집],"영어권미국, 영국 등을 비롯한 영어권 국가들에서 잘 나가는 편이나 8세대에서는 영어권 마저도 PS4가 장악했다. 언어 표기 방식이 타 기종에 비해 불편한 이유도 바로 그래서다.유럽아시아 지역 만큼 부진하지는 않지만 친 PS 경향이 강해 잘 나가는 편은 아니다. 전성기 시절의 Xbox 360 역시 최종판매량의 60%가 북미 지역일 정도로 편향이 심했다.[3]일본전 세계 게임 콘솔 시장을 장악한 자국 기업인 소니, 닌텐도가 있기 때문에 엑스박스의 판매량은 처참하다. 엑스박스 스튜디오의 헤일로나 포르자 등이 일본인들의 입맛에 안 맞는 것도 있고 그나마 인기 있는 마인크래프트 마저도 멀티플랫폼으로 출시되어 살 이유를 못 느끼고 있다. 일본 개발자들이 엑스박스를 미지원하는 것도 한 몫 한다.[4] PS4, PS4 Pro가 4K 블루레이를 미지원해서 엑스박스 원 S가 블루레이 플레이어로 팔릴 정도. 사쿠라이 마사히로가 반조 카주이 발표 동영상에서 엑스박스를 언급하자 판매량이 잠시 올라간 적이 있다. 소니가 최근에 일본산 게임 검열, OX 버튼 역할 변경 등, 일본 시장을 뒷전 취급하는 행보를 보여 그나마 엑스박스가 진출할 길이 열린게 아니냐는 의견도 나오고 있다.아시아대한민국을 포함한 아시아권에서도 게임기를 살 거면 플레이스테이션 시리즈[5]나 닌텐도 스위치를 사지 엑스박스 시리즈는 컨트롤러[6] 말고는 사는 사람이 드물다. 특히 XBOX Play Anywhere에 포르자 같은 독점작이 포함된 이후로는 메리트가 사라져 엑스박스 살 돈으로 스위치나 플레이스테이션 4를 사거나 게임기 더 둘바에야 돈을 더 모아서 컴퓨터를 업그레이드하고 말지 엑스박스를 구입할 이유는 거의 없어졌다. 사실 최전성기였던 엑스박스 360 시절에도 아시아권에서의 반향은 그다지 크지 않았을 정도. 하지만 적어도 그 시절에는 대등히 맞선 수준으로 플스에 주도권을 완벽히 뺏긴 지금상황이랑 비교해보면 그야말로 전성기.제 3세계비디오 게임 시장의 눈꼽 만큼의 비중을 차지히기는 하지만 그래도 이쪽도 플레이스테이션을 선호하는 편이다.아시아뿐만 아니라, 아메리카, 유럽, 중동, 아프리카에서도 영어권 국가가 아닌 이상 본체 및 소프트웨어 언어, 스토어를 지원하는 국가가 플레이스테이션 시리즈보다 훨씬 적고 지원하는 곳도 한국을 포함해 제대로 지원하지 않는 곳이 플레이스테이션 시리즈보다 훨씬 많다.",0,
15,Xbox,전략 변경[편집],"2020년에 들어서 게임패스의 등장과 엑스박스의 노선 변경으로 인해, 엑스박스는 십수년 만에 닌텐도와 플레이스테이션과는 추구하는 바가 다른 독자적인 노선을 걷게 되었다. 닌텐도가 자사의 IP 파워를 적극 활용하며 하이브리드 콘솔의 노선의 길을 걷게 되었고, 플레이스테이션이 PS1~PS4 시절을 거쳐 다진 범접할 수 없는 브랜드 가치와 압도적인 점유율을 이용해 전통적인 비디오 게임 시장의 탄탄대로를 계속 걷게 되었는데, XBOX는 이와 대조되게 넷플릭스를 떠올리게 만드는 구독형 게임 제공 서비스와 PC와도 공유되는 퍼스트 파티 게임들로 XBOX 거치기 그 자체의 존재감을 매우 옅게 만드는 한편[7] 장기적으로는 새로운 수익 모델을 만들어 가고 있다는 시각이 지배적이다. 여러 외신들은 탄탄한 독점작과 브랜드 가치를 이용해 수익을 얻고 싶어하는 플레이스테이션의 전략과 XBOX의 콘솔 판매, 독점, 클라우드 서비스를 모두 구독자 기반 구축에 초점을 둔 개방적이고 공격적인 XBOX의 전략을 비교하며, 각각의 장단점이 있으나 최근 게임패스의 폭발적인 호응을 예로 들며 최종적으로는 양 측 모두 성공할 가능성이 높다고 점쳤다.",0,
16,Xbox,괴상한 게임기 네이밍 센스[편집],"상당히 게임기 이름을 괴상하게 짓는 것으로도 유명하다. 첫 기종인 엑스박스의 다음 기기는 360도 전방위를 커버한다는 명칭의 Xbox 360이라는, 흡사 1980년대 서양 PC시장에서 볼 것 같은 명칭으로 세간에서 크게 화제가 되었고, 다음 게임기는 모든 기능을 하나로 합친다는 의미로 Xbox One으로 지었으나, 이번엔 초대 엑스박스와 네이밍 혼동이 일어났다.해당 기기의 성능향상판인 Xbox One X는 Xxx가 3개 들어가는, 특유의 네이밍 센스를 지니긴 했으나, 기존 네이밍에 비해선 낫다는 평가가 주류. 문제는, 다음 엑스박스의 이름이 Xbox Series X로 확정지어지며, 또 네이밍에 혼돈이 오고 있는 상황이다. 이 혼동으로 인하여 Xbox Series X 예판이 진행될 때 Xbox One X와 혼동하여 잘못 주문하는 현상도 발생했다. 또한  시리즈 X의 약칭을 Series와 X의 앞문자들로 정해버리는 해외 유저들도 생겼다...",0,
17,라임튜브,소개[편집],"안녕하세요! 라임튜브입니다. 라임튜브는 라임이와 함께 장난감을 가지고 놀고 그리며 숫자와 알파벳을 배우는 재미있는 동영상을 제작합니다. 많은 아이들이 이 채널을 통해서 재미있게 놀며 배우는 공간이 되었으면 합니다. 매일매일 업로드 됩니다 : ) 즐거운 시간 되세요 ~❤ (라임튜브 유튜브 소개 내용)現 라임캐스트 소속 키즈 크리에이터이자 유튜버로 본명은 길라임, 2011년 7월 11일 출생, 경기도 부천시 출신의 인물이다.라임튜브 채널의 메인 유튜버이다. 2019년 11월 기준으로 구독자 수 259만명을 넘어섰고, 한국 유튜브 채널 중 74위를 기록하고 있다.",4,
18,라임튜브,유튜버[편집],"다이아 TV 소속 키즈 크리에이터 유튜버이자 라임캐스트 소속 유튜버.2014년 7월 30일 유튜브 ""라임튜브"" 채널을 개설했다. 부모님이 촬영/편집/운영을 하고 있는 것으로 보인다.자매 채널인 라임아트와 라임앤토이즈, 라임앤컬러즈까지 만들어서 다양한 주제의 영상을 만들어내고 있다.",4,
19,Ryan's World,개요[편집],"유튜브의 키즈 크리에이터 채널, 라이언은 태어난 곳은 텍사스이지만 현재 LA에 거주하고 있다. 2011년생이며 아버지는 일본계 출신 이민자인 시온 카지, 어머니는 베트남계인 로앤 카지이다. 그외 여동생인 엠마와 케이트가 있다.",4,
20,Ryan's World,상세[편집],"가족의 내력이 비밀로 쌓여있는데 카지는 예명이고 원래 성씨는 관(Guan)씨이다. 일본어로 관은 보통 세키나 칸으로 읽기 때문에 아버지 시온 관의 조상이 중국계 화교일 가능성이 있다. 다만 패밀리 채널에서 일본에 있는 할아버지,할머니도 나오는걸 보면 오래전에 이미 일본에 귀화한 모양이다. 시온은 도쿄 출신이라는 말도 있고 후쿠시마 출신이라는 말도 있다. 어머니 로앤의 원래 이름은 키에우 로앤 티에 응우옌으로 베트남계 이민자의 자손으로 미국에서 태어났으며 텍사스 공대를 다니다가 미국으로 유학 온 시온을 만나 캠퍼스 커플로 발전, 2011년 라이언을 낳았다. 2013년 정식으로 둘은 결혼했다. 여담이지만 엄마 로앤은 18살때 옷가게에서 좀도둑질을 하다가 걸려서 30일간 구류 처벌을 받은 바 있다. 가족의 내력에 대해 침묵하는것도 이런 이유 때문인듯 하다. 이후 로앤은 고등학교 교사를 했고 아버지 시온은 텍사스 공대를 졸업 후 엔지니어 일을 했다. 원래 라이언이 각종 장난감을 가지고 노는걸 촬영하여 올리는 영상 채널이었다. 2015년에 장난감 리뷰 채널을 운영하면서 인기를 끌자 이 채널은 온갖 놀이나 장난감 리뷰는 물론, 애니메이션 캐릭터들도 전부 리뷰하는 편이다. 더해서 라이언 패밀리 리뷰 채널을 만들어 일상 생활 영상이나 여행 영상도 올리고 있다. 일본계 미국인으로서의 자각이 큰 지 일본 문화 소개 영상이나 일본어 소개 영상도 자주 올리는 편이다.미국을 비롯해 전세계에서 큰 인기를 끌고 있으며 특유의 홍보성과 소문이 좋은지 구독자수가 엄청나게 높다. 2020년 5월 기준으로 구독자수는 2510만명, 채널의 조회수는 390억회로 세계 인구수를 훌쩍 넘는 수치다. 그 외 관련 채널인 패밀리 채널도 570만명, Gus gummy gator도 100만명의 구독자수를 보유하고 있다.1년 수익이 약 2600만 달러에 이른다고 한다. 그야말로 유튜버계의 제왕이라고 할만하다. 라이언좌라이언은 미국 대형 마트 체인인 ‘월마트’와 단독으로 ‘라이언스 월드(Ryan’s World)’라는 장난감 및 의류 브랜드 판매를 시작했다. 거기다 자신의 이름과 얼굴을 딴 칫솔, 치약도 판매한다. 유튜브 광고 조회수에 따른 수입 외에 기업들과의 협업을 통해 창출하는 수입도 있는 것이다.최고 조회수 동영상은 라이언이 워터슬라이드에서 노는 영상으로 무려 20억회를 찍었다.#예전에는 그래도 순수하게 노는 모습이 보였는데 요즘은 머리가 굵어젔는지 어른 뺨치는 연기도 한다.(....)미국의 유명한 어린이 채널 니켈로디언과 협업하고 있다.",3,
21,도티,개요[편집],"대한민국의 기업인. 샌드박스 네트워크의 창립자이자, CCO.[20] 샌드박스 네트워크 소속 크리에이터 유튜버, 카카오 임팩트 이사이다. 아프리카TV BJ[21] 경력이 있다.2017년 6월 9일부터 3년 넘게 국내 게임 채널 구독자 순위 1위라는 명예로운 타이틀을 달고 있는 채널이다.[22]한국메이크어위시재단 홍보대사이다.",0,
22,도티,방송 역사[편집],"2013년부터 매일 꾸준히 영상을 올리며 상승세를 탔지만 2018년 9월 12일 영상에서 휴식과 재정비 기간을 선언하였다. 재정비 기간이 끝나면 더 밝은 모습으로 돌아오겠다고 선언했으며 2018년 10월 17일[23] 위험한 초대 영상으로 복귀했다. 유튜브 구독자 수 증가가 빠른 편이다. 2016년에는 하루에 최저 1,800~2,000명에서 최고 3,500~4,000명이 증가했다. 이후 한국 유튜브 크리에이터 11번째로 100만 구독자를 찍고 120만 명 대까지 구독자가 빠르게 늘다가 잠깐 정체되었으나, 2017년 1월 조회수 10억 뷰를 찍은 후 2018년 1월 200만 구독자를 달성하였다. 2019년 2월까지도 하루에 100명~600명 가까이 구독자가 증가하고 있고 조회수는 하루에 백만 정도 증가하였다.이렇게 구독자가 늘어날 수 있었던 계기는 당시 어린 층의 시청자들이 유튜브에 많이 유입되기 시작하고, 다른 유튜버들은 1편, 2편 나뉘어지고 장기 콘텐츠가 대부분이였지만 도티는 단순하고 간단한 단편 동영상과 상황극같은 어린이들이 인기를 얻는데 좋은 콘텐츠들을 많이 업로드하여 이렇게 빨리 성장 할 수 있었던 것으로 추측된다. 구독자의 증가가 한계를 보이고 있다는 의견도 있으나, 성장세의 객관적 기준이 되는 평균 조회수로는 여전히 높은 편이어서 당분간 채널 성장이 꺾일 우려는 없을 것으로 예상된다. 2018년 들어서는 마인크래프트 장르 자체의 인기가 떨어지며 [24]점점 유튜브 시장에서의 경쟁이 치열해지며 인기와 성장세가 예전만 못하다는 평도 적지 않으나, 도티의 강점 중 하나인 순수함과 어린 시청자들의 탄탄한 팬층 등이 강점으로 작용되어 단순하고 간단한 콘텐츠 + 2.5D 느낌으로서 입덕하는 팬들이 많은 것을 감안하면 비교대상이 되기는 힘들다. 다만 그가 건강 문제 등의 상황으로 18년 9월부터 두 달 정도 휴식하고 19년 3월부터는 도티TV와 잠뜰TV를 비롯한 유튜브 활동을 전면 휴식을 취하게 되면서 인기가 조금 식은 상태다.이유를 침착맨의 방송에서 밝히길, 최근 많고 잦아진 방송활동에 대해 스스로 힘들어졌으며, '도티'는 계속 성장하고 있는데 '인간 나희선'은 성장하지 못하고 머물러 있는 듯한 느낌을 받았다고 한다.[25] 유튜브에는 시청자 연령대가 낮아서 어린 친구들한테 '도티는 캐릭터가 아니라 사람이다'라고 차마 말할 수 없어 계속 공지를 못했다고 한다. [침터뷰/도티] 하이라이트 모음 (5:58부터)휴식기 도중에도 한 달에 두개 꼴의 영상이 올라오면서 몇몇 팬들은 마인크래프트로 컴백했으면 좋겠다고 했었고, 결국 2020년 2월 12일 마인크래프트 유튜버 도티로 컴백했다. 다만, 연예 활동 등으로 인해 빡빡해진 스케줄로 인해 신규 콘텐츠의 업로드가 다소 늦어질 것으로 보고 있다.",4,
23,도티,방송 콘텐츠[편집],"  자세한 내용은 도티/연재 콘텐츠 문서를의 번째 문단을의  부분을 참고하십시오.도티의 영상 대부분은 저녁시간대인 오후 7~8시 즈음에 올라오는 편이다. 물론 예외도 있어서, 오후 2~3시에 일찍 올라오거나 9시 30분 즈음에 올라오는 경우도 가끔씩 있다. 영상 업로드가 늦은 경우에는 커뮤니티나 영상 댓글 등지에서 사과를 하는 편. 문서가 꽤 난잡하니 참고용으로만 읽을 것.2013년 10월 16일[35]부터 매일매일 영상이 올라왔으나[36] 2018년 9월 12일 오후 9시 30분 올라온 영상에서 자신의 현재 고민들을 털어놓으며 잠시동안의 휴식과 재정비 기간을 선언했다. 이후 뜰빛탐정 15화에서 휴식기 이후 처음으로 타 채널에서 출연했다. 녹음본과 대리 촬영을 이용하였다는 추측이 제기됐지만 뜰빛탐정에서, 직접 녹음하는 게 드러났다.[37]",0,
24,도티,방송 멤버/관계자[편집],,0,
25,도티,콜라보레이션 방송[편집],"추가 시에는 편집 방향[65]의 기준을 따를 것.주간 몬왕 결정전 [몹배틀] 제 5회차 - with 바위골렘스카이블럭 기반 모드팩 [아그라리안 스카이즈] 제 2일차 - with 피스풀[66]대규모 콜라보레이션 곡 [Dreaming Up!] - with 강지[67], 레미, 묘야, 묘송이, 매자오리, 뿌헹치[68], 이초홍, 연초봄, 야토링, 하나나[69], 해이, 제대킹, TMDC럭키블럭 레이스 [피라미드 럭키블럭 레이스] - with 369랑께탈출맵 [마계의 새로운 왕은 누구?] - with 이쇼타[70]탈출맵 [아오오니의 저택] - with 김왼팔[71]미니게임 [모루전쟁] - with 샤스 크루[72]럭키블럭 레이스 [올라올라! 럭키블럭 레이스] - with 369랑께콜라보 콘텐츠 [펌킨전쟁: 호박의 역습] - with 공갈농업인의 날 특집!! [농알광알: 농사배틀] - with 뿌헹치울산큰고래팀과 함께 진짜를 찾아라!! [GTA5:진짜를 찾아라] - 울산큰고래 패밀리럭키블럭 팀대항 직업배틀 [체이서 직업배틀] - with 진호, 369랑께도티X다이아 도다댄스 - with 다이아액체괴물 챌린지 - with 캐리와 장난감 친구들마인플렉스 블럭 숨바꼭질 - with 지라라[73]섭이는 못말려X도티 - with 섭이는 못말려스파이를 찾아라 - with 하여리마인크래프트 교실 - with 헤이지니, 럭키강이""우리 이야기"" - with 이라온마인크래프트 슈능꼬 - with 최케빈TNT올림픽 도티vs희바 - 희바[김미경의 따독쇼] 도티편 - with MKTV김미경TV마인크래프트 케빈의 장난감가게 상황극 - with 최케빈청소시간 유형 - with 급식왕도티X우파푸른하늘Woopa TV - with 우파푸른하늘Woopa TV시험기간 공부유형 - with 급식왕하늘섬의 비밀 - with 마인애플마인크래프트 도티선생과 초승달 학생 - with 초승달사신학교 OST 도티X라온 <균형의 수호자> - with 이라온",0,
26,도티,비판 및 사건사고[편집], 자세한 내용은 도티/비판 및 사건사고 문서를의 번째 문단을의  부분을 참고하십시오.,0,
27,도티,활동[편집],"휴식기가 끝나고 나서 전보다 더 좋은 질의 콘텐츠를 보여주기 위해 주 2회 휴식이지만 다시 왕성하게 활동했다. 2019년 2월 2일 이후로 건강상의 이유로 영상을 올리지 않았고, 4월 2일에 무기한으로 영상 업로드를 중지 하겠다고 밝혔다. 그리고 6월 12일, 코아의 방송에 얼굴을 비추었다. 도티TV 개인 방송은 어렵지만 그래도 어느 정도는 회복된 것으로 보인다.",0,
28,도티,타 방송인과의 관계[편집],"아프리카TV 때부터 지금까지 쭉 활동을 해왔고, 샌드박스 네트워크라는 기업을 대표하는 인물이기도 하기에 인맥이 넓은 편이다.2019년 초부터 연예계로 본격적으로 뛰어들었기에 아는 연예인도 꽤 있는 편.",0,
